pfr_player_id,player_name,career_try,career_ranypa,career_wowy,bcs_rating
AlfoGe20,Gene Alford,529.309464,1.246982154,2.050988661,NULL
AlfoJu20,Julie Alfonse,419.1696456,-1.770013975,0.07206448,NULL
AlixCh00,Charles Ali,21.08574143,-2.383593661,-1.325584333,NULL
AlleAn00,Anthony Allen,757.8246057,0.064464693,0.267965103,NULL
AlleAn01,Anthony Allen,12.31857718,0.226157315,0.492864073,NULL
AlleAr00,Armando Allen,15.50331252,-0.832298407,-1.029790561,NULL
AlleDa00,David Allen,82.16668678,0.038786123,0.231852469,NULL
AlleDo00,Don Alley,29.24501077,-0.52150308,-0.064085142,NULL
AlleDo01,Don Allen,41.85213923,-0.711603264,0.464012713,NULL
AlleDu00,Duane Allen,302.8424848,-0.786501011,-0.301587744,NULL
AlleDw00,Dwayne Allen,451.95671,-0.260200872,-0.127980835,NULL
AlleGa20,Gary Allen,71.88186997,-1.264559324,-0.738387809,NULL
AlleJa00,James Allen,1055.757867,-1.073837877,-0.314530031,NULL
AlleJa22,Jared Allen,30.43626667,-1.274522093,-0.109488235,NULL
AlleJe00,Gerry Allen,482.7888288,0.802248856,0.112656975,NULL
AlleKe00,Keenan Allen,878.7741128,1.91979939,1.098947,NULL
AlleMa00,Marcus Allen,5993.148171,0.063989718,0.536514668,NULL
AlleMa01,Marvin Allen,58.82132913,-1.467817192,-0.139527528,NULL
AlleNa20,Nate Allen,22.83093549,-0.601683455,-1.285845875,NULL
AlleTe00,Terry Allen,1753.42022,0.042784011,-0.506688703,NULL
AlleTr00,Tremayne Allen,8.40539347,-1.190453317,-1.02315549,NULL
AlliAu00,Aundrae Allison,210.4499813,-0.447877287,0.445037406,NULL
AlliJi00,Jim Allison,273.1315501,1.905569632,0.932593755,NULL
AllrJo00,John Allred,276.8091834,-0.788285941,-0.301131313,NULL
AlphGe20,Gerald Alphin,54.33515036,-1.24072478,-0.78770593,NULL
AlstLy20,Lyneal Alston,100.059579,-1.967434278,-1.565488122,NULL
AlstMa00,Mack Alston,1855.88572,-0.668149163,0.377029964,NULL
AlstMi00,Mike Alstott,2615.94526,-0.507910557,0.086978344,NULL
AlwoLa00,Lance Alworth,11820.56899,1.2562051,0.682771107,18.474299
AmanEu20,Eugene Amano,6.694724673,0.239652078,1.092506361,NULL
AmbeJo00,John Amberg,60.75433829,-0.69249503,0.483171898,NULL
AmecAl00,Alan Ameche,1405.880212,1.130270531,0.500825937,NULL
AmenDa00,Danny Amendola,2102.372605,-0.70952953,-0.20297825,NULL
AmesDa00,Dave Ames,34.13601352,-2.473459628,-0.765315519,NULL
AmunGe00,George Amundson,334.616963,-0.832080808,-0.436820183,NULL
AndeAl00,Alfred Anderson,1075.680683,0.176195564,0.107931994,NULL
AndeBi00,Bill Anderson,3904.933397,-1.094149702,-0.356341248,NULL
AndeBi01,Billy Anderson,43.40827532,-0.621221261,-1.54419774,NULL
AndeBo00,Bobby Anderson,1230.393758,-0.481199944,-0.219569833,NULL
AndeBr20,Brad Anderson,87.83528366,-0.06726499,1.328534749,NULL
AndeCh00,Chet Anderson,172.6313318,-1.197122618,0.094383357,NULL
AndeCl00,Cliff Anderson,660.6162835,-1.911589918,-1.909734941,NULL
AndeCo00,Courtney Anderson,718.8543342,-1.115270766,-0.42645034,NULL
AndeDa00,Damien Anderson,71.87474002,-1.425617449,-1.187650654,NULL
AndeDa01,David Anderson,864.0206377,0.873958252,0.387894872,NULL
AndeDe01,Deon Anderson,79.51278301,1.272754914,-0.012315947,NULL
AndeDi00,Dick Anderson,10.1956019,-2.112920994,-1.824591634,NULL
AndeDo00,Donny Anderson,3672.999036,0.168310558,0.416444404,NULL
AndeFl00,Flipper Anderson,4661.199262,0.57985145,0.015074165,NULL
AndeGa00,Gary W. Anderson,3030.836012,-0.614398844,-0.749718685,NULL
AndeJa00,Jamal Anderson,1613.007961,-0.054540682,0.603064172,NULL
AndeJe00,Jesse Anderson,161.8450837,-1.824400584,-2.655898165,NULL
AndeKi00,Kimble Anders,3042.780628,0.120326739,-0.104042778,NULL
AndeMa00,Max Anderson,284.2341292,-3.202359829,-0.072757686,NULL
AndeMa20,Marcus Anderson,213.579189,-1.739932362,-2.009399289,NULL
AndeMi00,Mike Anderson,812.4560845,0.77571732,1.04669211,NULL
AndeNe00,Neal Anderson,3169.370791,-0.431194775,-0.578004115,NULL
AndeOt00,Ottis Anderson,3351.919289,-0.08576256,0.017994888,NULL
AndeRa00,Ralph Anderson,949.2402928,-0.183220161,-0.121744547,NULL
AndeRi00,Richie Anderson,3353.386753,-0.323392955,0.215082203,NULL
AndeRi20,Rickey Anderson,1.519220879,0.971750973,-0.393134163,NULL
AndeRo00,Ronnie Anderson,7.899231878,-0.455175569,-0.125483891,NULL
AndeSc00,Scotty Anderson,721.4409747,-1.422513555,-0.377904547,NULL
AndeSt00,Stevie Anderson,171.8506231,-0.579356,-0.393081385,NULL
AndeSt20,Stan Andersen,200.5886014,-2.267730787,0.391325071,NULL
AndeSu20,Sugarfoot Anderson,215.1065065,-0.656697088,-1.220335413,NULL
AndeTa00,Taz Anderson,1528.00781,-0.872241531,-0.062850723,NULL
AndeTe20,Terry Anderson,47.47103122,0.02133775,-0.667623363,NULL
AndeVi20,Vickey Ray Anderson,7.673271876,-0.738806361,-0.974734634,NULL
AndeWi22,Winnie Anderson,256.3401534,1.448641136,-0.899627333,NULL
AndrGe20,George Andrews,5.013841601,-1.078547228,-1.380154903,NULL
AndrJo00,John Andrews,27.82316464,-1.987829525,-1.94276621,NULL
AndrJo21,Joe Andruzzi,3.156473305,0.608766259,-1.192092275,NULL
AndrMi20,Mitch Andrews,47.34356257,0.815554444,0.056088707,NULL
AndrWi00,William Andrews,3100.197222,0.449510002,0.556130289,NULL
AngsEl00,Elmer Angsman,1013.915269,0.482944428,0.540239629,NULL
AnguRi00,Richard Angulo,162.0033053,0.663364819,0.521388283,NULL
AnthRe00,Reidel Anthony,1979.279068,-0.399913052,0.272476011,NULL
AnthTe21,Terry Anthony,45.89882768,-2.412920886,-3.070737645,NULL
AnthTy00,Tyrone Anthony,314.5518151,-1.089724515,-0.741037289,NULL
ApsiMa20,Marger Apsit,102.3040377,-4.939846698,-0.295955997,NULL
ArbaFr00,Fred Arbanas,3950.884444,1.90651337,0.340818504,NULL
ArbuCh00,Charles Arbuckle,296.3493523,-0.514273866,-0.276310948,NULL
ArceEm00,Emmanuel Arceneaux,8.726908958,-1.263299033,-0.136693842,NULL
ArchMi00,Mike Archie,31.64618087,0.396780007,-0.260602472,NULL
ArenAr20,Arnie Arenz,91.56631656,-2.61120436,-3.048041204,NULL
ArenJo00,Joe Arenas,1101.973295,0.527657978,-0.62513865,NULL
ArmoJu00,Justin Armour,802.887793,-0.489015367,0.130129551,NULL
ArmsAd00,Adger Armstrong,856.2837918,-0.617528161,-0.119905703,NULL
ArmsAn00,Anthony Armstrong,745.1919868,-0.479603965,-0.100182092,NULL
ArmsDe00,Derick Armstrong,560.6719706,-0.401553928,0.763772297,NULL
ArmsGr20,Graham Armstrong,4.522988007,-0.09234997,-0.476405159,NULL
ArmsNe00,Neill Armstrong,1832.844723,1.46884685,0.986723182,NULL
ArmsOt00,Otis Armstrong,1912.278143,0.469680561,0.970748713,NULL
ArmsTy00,Tyji Armstrong,605.0954179,-0.420497338,-0.276630466,NULL
ArneJo00,Jon Arnett,3253.340917,-0.140010037,-0.403255639,NULL
ArnoJa00,Jahine Arnold,72.46571296,-0.344437985,0.220678309,NULL
ArnoJa20,Jay Arnold,1370.541285,-0.677501304,-0.297103542,NULL
ArnoWa00,Walt Arnold,1072.746159,-0.69107601,-0.328012459,NULL
AromDe00,Devin Aromashodu,990.767096,-0.865848812,-0.550506864,NULL
ArriAd00,Adrian Arrington,82.64272439,0.792033169,-0.397001991,NULL
ArriJ.00,J.J. Arrington,679.5310645,0.639437658,0.294858909,NULL
ArthGa00,Gary Arthur,18.37798015,-0.7414584,0.553451929,NULL
ArviHe20,Herman Arvie,15.69121415,1.044030237,0.784239384,NULL
AsadDo00,Doug Asad,860.7882269,-0.942950236,-0.858779364,NULL
AsbuWi00,Willie Asbury,373.0834564,-0.174104321,2.224576443,NULL
AschFr20,Frank Aschenbrenner,6.786538026,-1.55436139,-1.593904204,NULL
AsheJa00,Jamie Asher,1388.194417,0.195295947,-0.249276673,NULL
AshtJo00,Josh Ashton,456.0038895,-1.169220548,-1.926459131,NULL
AshwTo20,Tom Ashworth,15.89224288,1.422462138,-0.195777518,NULL
AsiaMa00,Matt Asiata,25.32801043,-0.909870048,-0.125323891,NULL
AskaJo00,Joe Aska,63.72117356,-0.322011923,-0.055683539,NULL
AskeB.00,B.J. Askew,336.910313,0.35895046,0.769587169,NULL
AsksBe20,Bert Askson,118.3035458,-1.150134082,-1.212297896,NULL
AtchJa00,Jack Atchason,69.27286024,0.676433507,0.673788486,NULL
AtkeDa00,Dale Atkeson,352.0849744,-1.6285691,-1.052553618,NULL
AtkiDa00,Dave Atkins,1.770322094,-0.769801225,0.212177012,NULL
AtkiJa20,James Atkins,3.274836367,-0.455714313,0.234127405,NULL
AtkiPe00,Pervis Atkins,804.9253175,-0.916057652,-0.433704929,NULL
AtkiSt00,Steve Atkins,169.5774617,-0.622214473,-0.490320172,NULL
AtwoJo20,John Atwood,209.0802186,1.631330518,0.484589439,NULL
AuerJo00,Joe Auer,768.3573089,-1.472837259,-0.755818509,NULL
AuguMi00,Mike Augustyniak,589.5618507,0.779116747,1.279798718,NULL
AusbDa00,David Ausberry,82.07559431,-0.034343336,0.098630265,NULL
AustCl00,Cliff Austin,113.825822,-0.782240512,-0.277154784,NULL
AustJi20,Jim Austin,1339.307628,0.21609025,0.236650949,NULL
AustMi00,Miles Austin,3751.300528,1.023123812,0.344705047,NULL
AustTa00,Tavon Austin,404.8692109,-0.208676895,0.901421908,NULL
AustTe00,Terrence Austin,141.8989993,-0.882224432,0.059633868,NULL
AutrDa00,Darnell Autry,310.5196898,-0.701839429,-1.114673799,NULL
AvanJa00,Jason Avant,3043.999628,0.500195877,0.508533445,NULL
AvenJo20,John Aveni,102.7961157,-2.05430839,-0.941180145,NULL
AverDo00,Donnie Avery,2261.596353,-1.043176022,-0.694439667,NULL
AverJo00,John Avery,146.4767201,0.525885305,0.222424238,NULL
AverSt00,Steve Avery,95.24300196,0.109097531,-0.087358263,NULL
AvinBu00,Butch Avinger,17.91569661,-1.933140414,-3.098084067,NULL
AwalRo00,Robert Awalt,1551.33833,-0.039209076,0.006918557,NULL
AyanOb00,Obafemi Ayanbadejo,967.1724106,-0.521413856,-0.365851428,NULL
BabbGe20,Gene Babb,467.1041308,-0.257670533,-0.902550674,NULL
BabcHa00,Harry Babcock,259.0564518,1.20198795,0.284711014,NULL
BabeBi00,Bill Baber,49.23935472,1.527368799,0.897705344,NULL
BadaRi00,Rick Badanjek,42.63823928,-1.990442553,-1.637645716,NULL
BadgRe20,Red Badgro,2323.420663,2.037645833,1.607030902,NULL
BagaSt20,Steve Bagarus,2548.025655,1.835788981,0.156109708,NULL
BagdEd20,Ed Bagdon,23.00650315,-0.378377969,0.280344729,NULL
BaggBi00,Billy Baggett,74.4523465,-2.437381393,-2.590564808,NULL
BailAa00,Aaron Bailey,953.0576688,0.137403916,0.381248383,NULL
BailBi20,Bill Bailey,64.57718903,1.099366034,0.939508504,NULL
BailBy00,Byron Bailey,194.1477716,-2.202633918,-2.474269761,NULL
BailCh00,Champ Bailey,66.7434484,0.137191034,-0.006854705,NULL
BailEd20,Edwin Bailey,5.373368155,1.057567146,0.674942214,NULL
BailEl20,Elmer Bailey,82.23800307,-1.159615219,-0.658943107,NULL
BailEr20,Eric Bailey,68.84884389,-0.22561351,-0.16783448,NULL
BailHa00,Harold Bailey,549.6198365,-1.264559324,-0.738387809,NULL
BailHe00,Henry Bailey,51.88575019,-1.084652009,-0.872281577,NULL
BailJo00,Johnny Bailey,1356.614843,-0.199282955,-0.506192209,NULL
BailKa00,Karsten Bailey,95.00567498,-0.497937465,-0.907575195,NULL
BailMa00,Mark Bailey,328.7710489,-0.836027357,-0.429689858,NULL
BailSt00,Stacey Bailey,3073.33555,-0.40478263,0.146263878,NULL
BailSt01,Stedman Bailey,180.3930152,-0.208676895,0.901421908,NULL
BailTo00,Tom Bailey,312.1763397,0.496315887,1.117422844,NULL
BailVi00,Victor Bailey,744.0997246,-0.146233139,0.189491018,NULL
BajeBi00,Billy Bajema,383.893191,-1.606919368,-0.56151151,NULL
BakeAr00,Art Baker,100.0953061,-0.498642285,-0.572299487,NULL
BakeCh00,Chris Baker,1814.608481,-0.309525758,-0.209014059,NULL
BakeDa01,Dallas Baker,6.746853483,-0.287689945,-1.354714545,NULL
BakeEd01,Edwin Baker,48.60794309,-0.859184906,-0.052325911,NULL
BakeEu00,Eugene Baker,95.27900769,0.072000738,1.16523934,NULL
BakeJo01,Josh Baker,35.19418088,-0.777492973,0.09893843,NULL
BakeJo23,Johnny Baker,17.77598861,-0.447867568,-0.044823955,NULL
BakeKe20,Keith Baker,20.91745552,-0.512636764,-0.206210816,NULL
BakeMe00,Melvin Baker,265.026155,0.529467658,-0.113647572,NULL
BakeRo00,Robert Baker,14.64891291,0.015528262,0.403109712,NULL
BakeSa20,Sam Baker,115.7098276,-1.487901625,-1.340201117,NULL
BakeSh20,Shannon Baker,18.44330781,-0.371427506,-0.072414961,NULL
BakeSt00,Stephen Baker,2534.842591,0.50231205,0.465338214,NULL
BakeTe00,Terry Baker,375.5023614,-0.236578207,-0.819154912,NULL
BakeTo00,Tony Baker,957.9907741,0.04582624,-0.179759362,NULL
BakeTo20,Tony Baker,17.05016881,-1.321887263,-0.519789351,NULL
BalaEd20,Ed Balatti,213.8315219,0.116710089,-0.442996354,NULL
BalaFr20,Frank Balazs,114.6699897,0.808282309,0.149914493,NULL
BaldAl00,Al Baldwin,4106.278573,-0.463357631,-0.508013424,NULL
BaldBr20,Brian Baldinger,30.72705546,-0.601016787,-0.565028218,NULL
BaldBu20,Burr Baldwin,546.0823804,-0.757599461,-0.861250316,NULL
BaldDo00,Doug Baldwin,1743.602264,0.476256426,-0.045359988,NULL
BaldJo00,Jonathan Baldwin,522.3448126,-1.544602089,-0.806590319,NULL
BaldLo00,Lou Baldacci,96.97005451,-1.655542525,-0.208428728,NULL
BaldRa00,Randy Baldwin,69.23402208,0.309174998,0.071674294,NULL
BallEr00,Eric Ball,260.8584378,-0.641568323,-0.776687992,NULL
BallGa00,Gary Ballman,6416.925564,-0.729137712,-0.045586739,-9.463525
BallJa21,Jake Ballard,565.672505,1.294653516,1.406896165,NULL
BallLa00,Lance Ball,245.7200636,-0.144534444,-0.563015208,NULL
BallMo00,Montee Ball,125.5801901,2.895461787,2.481568464,NULL
BallVi00,Vick Ballard,136.3031327,-0.287143124,-0.148928567,NULL
BanaPe00,Pete Banaszak,1486.714921,1.395380434,0.819101873,NULL
BandBr00,Bruno Banducci,32.59378031,-0.97365069,-2.011094589,NULL
BaneHe20,Herb Banet,22.39786044,1.018028773,-1.980858167,NULL
BanjEm20,Emil Banjavic,158.4966622,-5.20162715,-3.087663212,NULL
BankBr00,Brandon Banks,53.95673959,0.743797794,1.679415482,NULL
BankCa00,Carl Banks,31.15594106,0.255519243,0.200402722,NULL
BankCh00,Chuck Banks,131.6540179,-0.433996768,-0.884861509,NULL
BankEs00,Estes Banks,51.36517866,-0.333314603,0.335279198,NULL
BankFr00,Fred Banks,1468.990612,1.033204116,-0.591000723,NULL
BankGa00,Gary Banks,4.056165075,2.058707807,0.873381587,NULL
BankGo00,Gordon Banks,412.5977921,-0.311251264,-0.008083682,NULL
BankTa00,Tavian Banks,154.041098,0.657360418,0.15604542,NULL
BankWa00,Warren Bankston,460.6164396,-0.189318591,-0.069358645,NULL
BannAl00,Alex Bannister,118.8896178,0.413095293,0.056259974,NULL
BantBr00,Bradford Banta,14.52528806,0.125084919,-0.470289087,NULL
BantJa20,Jack Banta,652.3823449,-0.884009026,-1.33934538,NULL
BanyJo00,Joe Banyard,8.881726446,-0.903392011,-0.22761059,NULL
BarbMa00,Marion Barber,218.9031568,0.02451696,0.203151712,NULL
BarbMa01,Marion Barber,1420.871517,0.877906723,0.044724766,NULL
BarbMi00,Michael Barber,481.8074494,-0.39793689,-1.14009092,NULL
BarbMi01,Mike Barber,3229.408273,-0.079150576,0.193178891,NULL
BarbTi00,Tiki Barber,5144.878191,-0.143444082,-0.046799917,NULL
BarcCh00,Chris Barclay,14.79469178,-0.873922012,-0.474873063,NULL
BardRa00,Ramses Barden,310.2224926,0.835416605,0.889974723,NULL
BarkEd00,Ed Barker,806.1685383,-2.016602243,-1.290308072,NULL
BarkHu20,Hub Barker,114.3364783,-0.063829707,-0.106373503,NULL
BarkJe00,Jerome Barkum,6189.059902,-0.194211948,0.297567178,-12.712422
BarkRo00,Rod Barksdale,504.2113307,-0.087074958,0.979909565,NULL
BarlKe00,Kevan Barlow,1247.494134,-0.368151068,-0.328141795,NULL
BarlLo20,Lou Barle,40.22303579,-0.206633888,1.674572894,NULL
BarlRe00,Reggie Barlow,466.4617051,0.76492459,0.403623615,NULL
BarnAl00,Al Barnes,181.3584739,0.383682444,0.08939451,NULL
BarnBe20,Benny Barnes,81.71974104,1.477132183,-0.350219798,NULL
BarnBi00,Billy Ray Barnes,2519.224032,0.170327496,-0.761313588,NULL
BarnBu00,Buster Barnett,266.8967839,-1.055545133,-0.695975895,NULL
BarnCh00,Charlie Barnes,14.60858076,0.081426707,0.630815685,NULL
BarnCh20,Charles Barnard,77.40837771,0.866555432,-1.640416649,NULL
BarnDa00,Darian Barnes,135.2157696,-0.645674535,1.265335624,NULL
BarnEp00,Eppie Barney,273.1337857,2.239243907,1.655602251,NULL
BarnEr00,Erich Barnes,81.10615429,0.37050846,0.349770831,NULL
BarnFr00,Fred Barnett,5003.671093,-0.236882,-0.353498537,0.064175
BarnGa00,Gary Barnes,672.8633261,-1.186660913,-0.269973865,NULL
BarnGa01,Gary Barnidge,384.5157324,-0.703548378,-0.360522686,NULL
BarnJo00,Johnnie Barnes,159.8695903,-0.173192483,-0.331138423,NULL
BarnKe00,Kenjon Barner,10.12323868,-0.179085087,-1.264924844,NULL
BarnKh20,Khalif Barnes,22.98050159,-0.460642162,-0.022911524,NULL
BarnLa00,Larry Barnes,40.57225365,0.760439474,-0.094805371,NULL
BarnLa20,Larry Barnes,6.323446775,1.034856809,-0.237675331,NULL
BarnLe20,Lew Barnes,52.89668885,-0.687867786,-1.123123037,NULL
BarnLe21,Len Barnum,408.1259796,0.719336269,-1.081507422,NULL
BarnMa00,Marlon Barnes,7.43495776,-1.169819438,-0.842633996,NULL
BarnMa01,Malcolm Barnwell,1910.232195,-0.103129439,0.588240189,NULL
BarnMi21,Milton Barney,173.8328217,-1.990442553,-1.637645716,NULL
BarnTi00,Tim Barnett,1246.374744,0.621757744,1.132860916,NULL
BarnTo00,Tom Barnett,107.444524,-0.356071157,-1.020185345,NULL
BarrJa00,Jan Barrett,214.0142655,0.526589538,0.611001743,NULL
BarrJe21,Jeff Barrett,3001.137874,-1.262316871,-0.80828563,NULL
BarrOd00,Odell Barry,51.39971077,-1.765709656,-1.772172917,NULL
BarrPa00,Paul Barry,399.9430357,-0.066920714,-0.25409086,NULL
BarrRe00,Reggie Barrett,77.29635183,-0.213572128,-0.019099841,NULL
BarrTe00,Terry Barr,4566.071705,-0.741712154,-1.295503056,NULL
BarrTo00,Tom Barrington,411.9842063,-0.51705557,-1.590044525,NULL
BartDo00,Don Barton,79.78098278,-2.807358134,-3.0059793,NULL
BartMi00,Mike Bartrum,142.7979029,0.537443576,0.320811047,NULL
BartSa20,Sam Bartholomew,48.02075439,-1.075712806,-2.087090028,NULL
BartSt01,Steve Bartalo,6.48541953,-0.234445556,-0.30222748,NULL
BascBr00,Brian Baschnagel,2327.405341,-0.914074793,-0.261671205,NULL
BascNi20,Nick Basca,88.03804972,-1.075712806,-2.087090028,NULL
BaskHa00,Hank Baskett,948.9630526,0.968373523,0.818834088,NULL
BasnMi00,Michael Basnight,151.701049,-0.530771186,0.226068591,NULL
BassBi20,Bill Bass,140.0008105,-0.43051918,2.259019256,NULL
BassDi00,Dick Bass,2398.934811,-0.338136475,-0.707632798,NULL
BassDi20,Dick Bassi,21.59942638,-7.092350786,-6.071872294,NULL
BassDo00,Don Bass,1720.667606,-0.770319482,-1.391330553,NULL
BassGl00,Glenn Bass,3133.593598,-0.265974235,-0.540029602,NULL
BassMo00,Maurice Bassett,554.881327,1.770371417,-0.474592057,NULL
BassRe20,Reds Bassman,115.9129946,-5.979653311,0.733828757,NULL
BatcBa00,Baron Batch,28.25433447,0.116358695,-0.221689914,NULL
BateDW00,D'Wayne Bates,954.4473175,-0.013682155,-0.572057716,NULL
BateMa00,Mario Bates,458.4315191,-0.658524553,-0.543412687,NULL
BateMi00,Michael Bates,147.4378726,-0.729911804,1.019829403,NULL
BatoJo20,John Batorski,47.85735134,-1.392654978,5.144535943,NULL
BattAr00,Arnaz Battle,2100.606443,-1.516255669,-0.289632489,NULL
BattCl20,Cliff Battles,2532.241154,-3.269341662,-0.924883217,NULL
BattJa00,Jackie Battle,234.4628216,-0.647033828,-0.862044192,NULL
BattMa00,Marco Battaglia,656.8966518,-0.599447573,-0.280416047,NULL
BattMi20,Mike Battle,6.20006319,-0.362537596,-0.267138453,NULL
BattPa00,Pat Batteaux,24.71631185,0.04954375,0.261544481,NULL
BattRo20,Ron Battle,103.9559427,0.334524363,0.191291041,NULL
BatyGr00,Greg Baty,930.2587561,1.051626743,0.753371227,NULL
BaueHa00,Hank Bauer,168.8456809,0.961618583,-0.21225778,NULL
BaugSa00,Sammy Baugh,7.400349637,3.097962935,1.657961389,NULL
BavaMa00,Mark Bavaro,4764.782716,0.287439459,0.218327612,NULL
BaweBi00,Bibbles Bawel,79.78848237,0.260150569,0.375110403,NULL
BaxtBr00,Brad Baxter,627.2241658,-0.399965669,-0.428811516,NULL
BaxtFr00,Fred Baxter,1065.6798,-0.490562519,-0.273328876,NULL
BaxtJa00,Jarrod Baxter,59.69869495,-1.62065702,-0.451911205,NULL
BaynCr00,Craig Baynham,614.4460173,1.404537559,1.211286591,NULL
BazeWi20,Winnie Baze,14.53614294,-1.862003434,-1.82911783,NULL
BeacPa00,Pat Beach,1816.499037,-0.693272862,-0.060248076,NULL
BeacSa00,Sanjay Beach,255.8338713,1.116414877,0.021527483,NULL
BeacWa20,Walter Beach,143.5390019,-0.042560578,0.390300807,NULL
BealAl00,Alyn Beals,5535.807717,0.625503476,0.201989344,-1.824787
BeanBu00,Bubba Bean,660.8343426,-1.496496345,-0.843578551,NULL
BeasCo00,Cole Beasley,432.0972563,0.637529923,-0.166277503,NULL
BeasFr00,Fred Beasley,1094.35834,0.634313294,-0.240668323,NULL
BeasJo00,John Beasley,2449.063587,-0.135432545,0.587369432,NULL
BeasTe00,Terry Beasley,725.1517863,-0.568767531,1.010351903,NULL
BebaGa00,Gary Beban,14.06145407,0.474264093,-0.096864116,NULL
BechAn00,Anthony Becht,1858.216479,0.199692679,0.652759692,NULL
BechBr00,Brett Bech,348.4363122,-1.122910043,-0.174890229,NULL
BechHu20,Hub Bechtol,302.62111,-0.562078244,0.631869006,NULL
BeckBr00,Brad Beckman,103.6016519,0.026240505,0.336619024,NULL
