URL,Name/Alias,Appearances,Current?,Gender,Probationary Introl,Full/Reserve Avengers Intro,Year,Years since joining,Honorary,Death1,Return1,Death2,Return2,Death3,Return3,Death4,Return4,Death5,Return5,Notes
http://marvel.wikia.com/Giuletta_Nefaria_(Masque)_(Earth-616)#,"""Giulietta Nefaria""",18,NO,FEMALE,,Apr-96,1996,19,Honorary,YES,NO,,,,,,,,,Whitney killed was a clone possibly this incarnation of Masque'
http://marvel.wikia.com/Vance_Astrovik_(Earth-616)#,Vance Astrovik,302,NO,MALE,,May-98,1998,17,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Angelica_Jones_(Earth-616)#,Angelica Jones,330,NO,FEMALE,,May-98,1998,17,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Delroy_Garrett_Jr._(Earth-616)#,Delroy Garrett Jr.,101,NO,MALE,,Apr-00,2000,15,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Maria_de_Guadalupe_Santiago_(Earth-616)#,Maria de Guadalupe Santiago,43,NO,FEMALE,,Jul-00,2000,15,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Jonathan_Hart_(Earth-616)#,Jonathan Hart,126,NO,MALE,,1-Aug,2001,14,Full,YES,YES,YES,YES,,,,,,,First died in a zero energy explosion in space. Body was apparently reanimated by Scarlet Witch. Abruptly exploded killing Scott Lang as well. Second return in Marvel_Zombies_Supreme_Vol_1_2. 
http://marvel.wikia.com/Kelsey_Leigh_(Earth-616)#,Kelsey Leigh Shorr,24,NO,FEMALE,,4-Jun,2004,11,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Luke_Cage_(Earth-616)#,Carl Lucas,886,YES,MALE,,5-Mar,2005,10,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Veranke_(Earth-616)#,Veranke,159,NO,FEMALE,,5-Mar,2005,10,Full,YES,NO,,,,,,,,,Killed by Norman Osbourne. Has not returned. 
http://marvel.wikia.com/James_Howlett_(Earth-616)#,"James ""Logan"" Howlett",3130,YES,MALE,,5-Jun,2005,10,Full,YES,NO,,,,,,,,,Died in Death_of_Wolverine_Vol_1_4. Has not yet returned
http://marvel.wikia.com/Robert_Reynolds_(Earth-616)#,Robert Reynolds,241,NO,MALE,,5-Oct,2005,10,Full,YES,YES,,,,,,,,,Died during Seige. Brought back to life by the Apocalypse twins as a horseman of death in Uncanny_Avengers_Vol_1_9.
http://marvel.wikia.com/Maya_Lopez_(Earth-616)#,Maya Lopez,67,NO,FEMALE,,5-Nov,2005,10,Full,YES,YES,YES,NO,,,,,,,"First death 'had been murdered in a fight with Elektra.' ""Revived by Elektra and the Hand with their dark magic."" Died in most recent run of Moon Knight has not yet returned."
http://marvel.wikia.com/Nathaniel_Richards_(Iron_Lad)_(Earth-6311)#,Nathaniel Richards,23,NO,MALE,,5-Apr,2005,10,Full,NO,,,,,,,,,,NA is actually Kang but let's just not go there.
http://marvel.wikia.com/Elijah_Bradley_(Earth-616)#,Elijah Bradley,103,NO,MALE,,5-Apr,2005,10,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/William_Kaplan_(Earth-616)#,"William ""Billy"" Kaplan",123,YES,MALE,,5-Apr,2005,10,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Dorrek_VIII_(Earth-616)#,"Dorrek VIII/Theodore ""Teddy"" Altman",110,YES,MALE,,5-Apr,2005,10,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Cassandra_Lang_(Earth-616)#,Cassie Lang,160,NO,FEMALE,,5-Jun,2005,10,Full,YES,YES,,,,,,,,,Dies in Young Avengers: The Childrens Crusade when she is killed by Doom. Eventually reborn years later. 
http://marvel.wikia.com/Katherine_Bishop_(Earth-616)#,"Katherine ""Kate"" Bishop",132,YES,FEMALE,,5-Jun,2005,10,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Vision_(Jonas)_(Earth-616)#,Alias: Jonas,121,NO,MALE,,6-Feb,2006,9,Full,YES,NO,,,,,,,,,Dies in Young Avengers The Children's Crusade
http://marvel.wikia.com/Thomas_Shepherd_(Earth-616)#,"Thomas ""Tommy"" Shepherd",59,YES,MALE,,6-Jun,2006,9,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Daniel_Rand_(Earth-616)#,Daniel Thomas Rand K'ai,629,NO,MALE,,7-Feb,2007,8,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Stephen_Strange_(Earth-616)#,Doctor Stephen Vincent Strange,1324,NO,MALE,,7-Feb,2007,8,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Ares_(Earth-616)#,Ares,236,NO,MALE,,7-Mar,2007,8,Full,YES,YES,YES,NO,,,,,,,Ripped in half by the Sentry during Seige. Revived during Chaos King. Then killedby Chaos King. 
http://marvel.wikia.com/James_Buchanan_Barnes_(Earth-616)#,James Buchanan Barnes,663,NO,MALE,,8-Dec,2008,7,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Jessica_Drew_(Earth-616)#,Jessica Miriam Drew,525,YES,FEMALE,,8-Dec,2008,7,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Jessica_Jones_(Earth-616)#,Jessica Jones,205,YES,FEMALE,,10-Aug,2010,5,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Amadeus_Cho_(Earth-616)#,Amadeus Cho,108,NO,MALE,,9-Dec,2009,6,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Maria_Hill_(Earth-616)#,Maria Hill,359,YES,FEMALE,,10-May,2010,5,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Robert_Baldwin_(Earth-616)#,Robbie Baldwin,299,NO,MALE,,10-Jun,2010,5,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Sharon_Carter_(Earth-616)#,Sharon Carter,333,NO,FEMALE,,10-May,2010,5,Full,YES,YES,,,,,,,,,Died in Captain_America_Vol_7_10. It's not clear how she survived but yeah she totally did. 
http://marvel.wikia.com/Eric_O%27Grady_(Earth-616)#,Eric O'Grady,88,NO,MALE,,10-May,2010,5,Full,YES,NO,,,,,,,,,Died in Secret_Avengers_Vol_1_22. 
http://marvel.wikia.com/Brunnhilde_(Earth-616)#,Brunnhilde,369,NO,FEMALE,,10-May,2010,5,Full,NO,,,,,,,,,,NA but died/came back during Ragnarok prior to becoming an Avenger
http://marvel.wikia.com/Richard_Rider_(Earth-616)#,Richard Rider,380,NO,MALE,,10-May,2010,5,Full,YES,NO,,,,,,,,,Died in Guardians_of_the_Galaxy_Vol_3_20.
http://marvel.wikia.com/Brian_Braddock_(Earth-616)#,Brian Braddock,545,NO,MALE,,10-May,2010,5,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Dennis_Sykes_(Earth-616)#,Dennis Sykes,6,NO,MALE,,10-Sep,2010,5,Full,YES,NO,,,,,,,,,Died in Heroic_Age:_One_Month_to_Live_Vol_1_5 stayed dead. 
http://marvel.wikia.com/Noh-Varr_(Earth-616)#,Noh-Varr,126,YES,MALE,,10-Jun,2010,5,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Thaddeus_Ross_(Earth-616)#,Thaddeus Ross,417,NO,MALE,,11-Jun,2011,4,Full,YES,YES,,,,,,,,,Died in Circle of Four arc. Made a deal with Mephisto and came back. 
http://marvel.wikia.com/John_Aman_(Earth-616)#,John Aman,31,YES,MALE,,10-Dec,2010,5,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/Shang-Chi_(Earth-616)#,Shang-Chi,310,YES,MALE,,11-Apr,2011,4,Full,NO,,,,,,,,,,NA
http://marvel.wikia.com/James_Santini_(Earth-616)#,James Santini,40,YES,MALE,,,1900,115,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Emery_Schaub_(Earth-616)#,Emery Schaub,26,YES,MALE,,,1900,115,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Jeanne_Foucault_(Earth-616)#,Jeanne Foucault,63,YES,FEMALE,,10-Aug,2010,5,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Fiona_(Inhuman)_(Earth-616)#,Fiona,2,YES,FEMALE,,,1900,115,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Jennifer_Takeda_(Earth-616)#,Jennifer Takeda,73,YES,FEMALE,,10-Aug,2010,5,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Hollow_(Earth-616)#,Yvette,22,YES,FEMALE,,,1900,115,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Julie_Power_(Earth-616)#,Julie Power,153,YES,FEMALE,,,1900,115,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Alani_Ryan_(Earth-616)#,Alani Ryan,73,YES,FEMALE,,,1900,115,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Ken_Mack_(Earth-616)#,Ken Mack,59,NO,MALE,,10-Aug,2010,5,Academy,YES,NO,,,,,,,,,Died in Murderworld during Avengers Arena
http://marvel.wikia.com/Humberto_Lopez_(Earth-616)#,Humberto Lopez,66,YES,MALE,,10-Aug,2010,5,Academy,YES,NO,,,,,,,,,Died in Murderworld during Avengers Arena
http://marvel.wikia.com/Johnathon_Gallo_(Earth-616)#,Johnny Gallo,43,YES,MALE,,,1900,115,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Lyra_(Earth-8009)#,Lyra,55,YES,FEMALE,,,1900,115,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Anya_Corazon_(Earth-616)#,Anya Corazon,108,YES,FEMALE,,,1900,115,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Brandon_Sharpe_(Earth-616)#,Brandon Sharpe,64,YES,MALE,,10-Aug,2010,5,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Kevin_Masterson_(Earth-616)#,Kevin Masterson,62,YES,MALE,,,1900,115,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Michiko_Musashi_(Earth-616)#,Michiko Musashi,94,YES,FEMALE,,,1900,115,Academy,NO,,,,,,,,,,NA
http://marvel.wikia.com/Takashi_Matsuya_(Earth-616)#,Taki Matsuya,18,YES,MALE,,,1900,115,Academy,NO,,,,,,,,,,NA
