RespondentID,"In your own words, what would you call the part of the country you live in now?","How much, if at all, do you personally identify as a Midwesterner?",,,,Which of the following states do you consider part of the Midwest? Please select all that apply. ,,,,,,,,,,,,,,,,,,,,"In what ZIP code is your home located? (enter 5-digit ZIP code; for example, 00544 or 94305)",Gender,,Age,,,,,Household Income,,,,,Education,,,,,Location (Census Region),,,,,,,,
3126745769,Mid west,,Some,,,,,Iowa,Kansas,,,Missouri,Nebraska,,,,,Arkansas,,,,,,,,63376,Male,,,18-29,,,,,,,,"$150,000+",,,Some college,,,,,,West North Central,,,,,
3126737786,The Upper Midwest,,Some,,,Illinois,Indiana,Iowa,,Michigan,Minnesota,,,,Ohio,,Wisconsin,,,,,,,,,60202,Male,,,18-29,,,,,,,"$100,000 - $149,999",,,High school degree,,,,,,,West North Central,,,,,
3126735994,East Coast,,,,Not at all,,,Iowa,Kansas,,Minnesota,,,North Dakota,,South Dakota,Wisconsin,,,,Oklahoma,,,Montana,Wyoming,16841,Male,,,18-29,,,,,,,"$100,000 - $149,999",,,,Some college,,,,Middle Atlantic,,,,,,,
3126728553,South Central,,Some,,,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,Arkansas,,,,,,,,73109,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,,,West South Central,,
3126726778,Lake region,,Some,,,Illinois,Indiana,Iowa,,,,,,,Ohio,,,,,Kentucky,,,,,,46323,Male,,,18-29,,,,,,,,"$150,000+",,,Some college,,,,,East North Central,,,,,,
3126719498,Mid west,A lot,,,,Illinois,Indiana,,Kansas,,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126714308,Northeast,,,,Not at all,Illinois,Indiana,Iowa,Kansas,,,Missouri,Nebraska,,,South Dakota,,Arkansas,,,Oklahoma,,,,,17307,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,Middle Atlantic,,,,,,,
3126712195,Midwest,A lot,,,,Illinois,Indiana,Iowa,,Michigan,Minnesota,,,,,,Wisconsin,,,,,,,,,60123,Male,,,,30-44,,,,,,"$100,000 - $149,999",,,High school degree,,,,,,East North Central,,,,,,
3126711745,North Central States,A lot,,,,Illinois,Indiana,,Kansas,Michigan,Minnesota,Missouri,,,Ohio,,Wisconsin,,,,Oklahoma,Pennsylvania,,,,59106,Male,,,,30-44,,,,,,,"$150,000+",,,,Associate or bachelor degree,,,,,,,,,Mountain,
3126705768,Mid-West,,,,Not at all,Illinois,Indiana,Iowa,,Michigan,,,,,Ohio,,Wisconsin,,,Kentucky,,Pennsylvania,,,,45342,Male,,,18-29,,,,,,,,"$150,000+",Less than high school degree,,,,,,,East North Central,,,,,,
3126705410,Midwest,A lot,,,,Illinois,Indiana,Iowa,,Michigan,Minnesota,Missouri,,,Ohio,,Wisconsin,,,,,,,,,62401,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,East North Central,,,,,,
3126697024,Midwest,A lot,,,,Illinois,,Iowa,Kansas,,Minnesota,Missouri,Nebraska,,,South Dakota,,,,,Oklahoma,,,,,68506,Male,,,18-29,,,,"$0 - $24,999",,,,,,,,Associate or bachelor degree,,,,,West North Central,,,,,
3126684259,The West,,,,Not at all,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,,Nebraska,North Dakota,,South Dakota,Wisconsin,,,,,,,,,81501,Male,,,,30-44,,,,"$25,000 - $49,999",,,,,,,Associate or bachelor degree,,,,,,,,,Mountain,
3126656981,Midwest,,Some,,,,,Iowa,Kansas,,Minnesota,,Nebraska,North Dakota,,South Dakota,,,,,Oklahoma,,,Montana,Wyoming,57701,Male,,,,30-44,,,"$0 - $24,999",,,,,,,Some college,,,,,,West North Central,,,,,
3126639255,The Midwest,,Some,,,,Indiana,,,,Minnesota,Missouri,,,Ohio,,Wisconsin,,,,,Pennsylvania,,,,43214,Male,,,,30-44,,,,,,,"$150,000+",,,,Associate or bachelor degree,,,,East North Central,,,,,,
3126634535,Mountain West,A lot,,,,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,,,,Pennsylvania,,,,59715,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,,Graduate degree,,,,,,,,Mountain,
3126632874,midwest,A lot,,,,Illinois,Indiana,,,,,,,,Ohio,,,,,Kentucky,,,,,,47586,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,Some college,,,,,East North Central,,,,,,
3126575950,Southwest Missouri,,Some,,,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,,,,,,,,65759,Male,,,18-29,,,,,,,"$100,000 - $149,999",,,High school degree,,,,,,,West North Central,,,,,
3126559146,I travel throughout the USA and live at various Wal-Marts,,,Not much,,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,,,,,,,,No home,Male,,,,30-44,,,,"$25,000 - $49,999",,,,,,Some college,,,,,,,,,,Mountain,
3126557220,Mid-atlantic,,,,Not at all,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,Colorado,,,,,,Wyoming,19030,Male,,,,30-44,,,,,,"$100,000 - $149,999",,,High school degree,,,,,Middle Atlantic,,,,,,,
3126556129,Northeastern Pennsylvania,,,,Not at all,Illinois,Indiana,,Kansas,Michigan,Minnesota,Missouri,,,Ohio,,,Arkansas,,Kentucky,,,,,,18661,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,Middle Atlantic,,,,,,,
3126556105,midwest,,,,Not at all,,,,,,,,,,,,,,Colorado,,,,,,Wyoming,80104,Male,,,,30-44,,,,,,,"$150,000+",,,,Associate or bachelor degree,,,,,,,,,Mountain,
3126521934,Northeast,,,,Not at all,Illinois,,,,,,,,,Ohio,,Wisconsin,,Colorado,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126519281,Midwest,,Some,,,Illinois,,Iowa,Kansas,Michigan,Minnesota,,Nebraska,North Dakota,,South Dakota,Wisconsin,,,,Oklahoma,,,Montana,,55305,Male,,,18-29,,,,"$0 - $24,999",,,,,,,,,Graduate degree,,,,West North Central,,,,,
3126508214,Midwest,,Some,,,,Indiana,Iowa,,Michigan,Minnesota,,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,,,,,,,,55426,Male,,,,30-44,,,,,,"$100,000 - $149,999",,,,,,Graduate degree,,,,West North Central,,,,,
3126472341,northeast,,,,Not at all,,Indiana,Iowa,,,,,Nebraska,North Dakota,,South Dakota,,,,Kentucky,Oklahoma,,West Virginia,,,18015,Male,,,18-29,,,,,,,,"$150,000+",,High school degree,,,,,Middle Atlantic,,,,,,,
3126469715,Northeast,,,,Not at all,Illinois,Indiana,Iowa,Kansas,Michigan,,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,,,,,,,,18966,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,,Graduate degree,,Middle Atlantic,,,,,,,
3126459253,Mid-west,,Some,,,Illinois,Indiana,Iowa,Kansas,,Minnesota,,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,Colorado,,,,,,Wyoming,60133,Male,,,18-29,,,,,,,"$100,000 - $149,999",,,,Some college,,,,,East North Central,,,,,,
3126454401,zdfhg,,Some,,,,,,,,Minnesota,,Nebraska,North Dakota,Ohio,,,,,,,,,,,544,Male,,,,30-44,,,,,,,"$150,000+",,,Some college,,,,,,,,,,Mountain,
3126448363,mid west,A lot,,,,Illinois,Indiana,,,Michigan,Minnesota,,,,Ohio,,Wisconsin,,,,,Pennsylvania,,,,45056,Male,,,,30-44,,,"$0 - $24,999",,,,,,,,Associate or bachelor degree,,,,East North Central,,,,,,
3126439073,A shithole,A lot,,,,Illinois,Indiana,,,,,,,,Ohio,,,,,Kentucky,,,,,,43606,Male,,,18-29,,,,,,,,"$150,000+",,,Some college,,,,,East North Central,,,,,,
3126412099,Upper Plains,,,Not much,,,,,Kansas,,Minnesota,,Nebraska,North Dakota,,South Dakota,,,Colorado,,,,,Montana,Wyoming,57384,Male,,,,30-44,,,,"$25,000 - $49,999",,,,,,Some college,,,,,,West North Central,,,,,
3126394704,Midwest,A lot,,,,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Missouri,Nebraska,,Ohio,,Wisconsin,,,,,,,,,49544,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,East North Central,,,,,,
3126393308,"Beautiful and scenic, peaceful and calm. A poor area due to lack of industry but overall an excellent place to live.",,Some,,,Illinois,Indiana,Iowa,Kansas,,Minnesota,Missouri,Nebraska,,Ohio,,Wisconsin,Arkansas,,Kentucky,Oklahoma,,,,,62988,Male,,,,30-44,,,,"$25,000 - $49,999",,,,,,Some college,,,,,East North Central,,,,,,
3126374946,Mid-west,A lot,,,,Illinois,Indiana,Iowa,,Michigan,Minnesota,Missouri,,,,,Wisconsin,,,,,,,,,60187,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,Some college,,,,,East North Central,,,,,,
3126357029,East/Central,,,,Not at all,,,Iowa,Kansas,,,,Nebraska,North Dakota,,South Dakota,,,Colorado,,Oklahoma,,,,Wyoming,15217,Male,,,,30-44,,,,,,,"$150,000+",,,,Associate or bachelor degree,,,Middle Atlantic,,,,,,,
3126337827,Midwest,,,Not much,,Illinois,Indiana,Iowa,Kansas,,,,,,,,,,,Kentucky,,,,,,47581,Male,,,18-29,,,,"$0 - $24,999",,,,,,,Some college,,,,,East North Central,,,,,,
3126319685,Midwest,A lot,,,,Illinois,,Iowa,,Michigan,Minnesota,,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,,,,,,,,54636,Male,,,18-29,,,,,,,,"$150,000+",,,,Associate or bachelor degree,,,,East North Central,,,,,,
3126292528,Mid Atlantic,,,Not much,,,Indiana,Iowa,Kansas,,Minnesota,Missouri,Nebraska,,,,Wisconsin,,,,Oklahoma,,,,Wyoming,15218,Male,,,18-29,,,,,"$25,000 - $49,999",,,,,,,,Graduate degree,,Middle Atlantic,,,,,,,
3126280370,midwest,,Some,,,Illinois,Indiana,Iowa,Kansas,,,Missouri,Nebraska,North Dakota,,South Dakota,,,,,Oklahoma,,,,,68106,Male,,,,30-44,,,,"$25,000 - $49,999",,,,,,Some college,,,,,,West North Central,,,,,
3126196913,Minne-snow-ta,A lot,,,,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Missouri,,North Dakota,Ohio,South Dakota,Wisconsin,,,,,,,,,55105,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,Some college,,,,,,West North Central,,,,,
3126149299,Northeast,,,,Not at all,,,,Kansas,,Minnesota,Missouri,Nebraska,,,,,Arkansas,Colorado,,,,,Montana,,16412,Male,,,,30-44,,,,,,,"$150,000+",,High school degree,,,,,Middle Atlantic,,,,,,,
3126130261,ohio,,Some,,,Illinois,,Iowa,Kansas,Michigan,,Missouri,Nebraska,,Ohio,,,,,,Oklahoma,,,,,45324,Male,,,18-29,,,,,,,,"$150,000+",,,,Associate or bachelor degree,,,,East North Central,,,,,,
3126130130,Midwest rural and urban,A lot,,,,Illinois,Indiana,Iowa,Kansas,,,,,,Ohio,,,,,Kentucky,,,,,,46239,,,,,,,,,,,,,,,,,,,,,,,,,,
3126128574,A mix of urban and rural,A lot,,,,Illinois,Indiana,Iowa,,,,,,,Ohio,,,,,Kentucky,,,,,,46238,Male,,,18-29,,,,,"$25,000 - $49,999",,,,,High school degree,,,,,,East North Central,,,,,,
3126126502,Upper Midwest,A lot,,,,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,Arkansas,Colorado,Kentucky,Oklahoma,Pennsylvania,West Virginia,Montana,Wyoming,48390,,,,,,,,,,,,,,,,,,,,,,,,,,
3126123567,South east,,Some,,,Illinois,Indiana,Iowa,Kansas,,,Missouri,Nebraska,,Ohio,,,,,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126120269,Michigan,,Some,,,Illinois,Indiana,Iowa,,Michigan,Minnesota,Missouri,,,Ohio,,Wisconsin,,,Kentucky,,,,,,48105,Male,,,18-29,,,,,,,"$100,000 - $149,999",,,,Some college,,,,,East North Central,,,,,,
3126105757,mid west,A lot,,,,Illinois,Indiana,Iowa,Kansas,,Minnesota,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,Colorado,,,,,,Wyoming,80525,Male,,,18-29,,,,,"$25,000 - $49,999",,,,,,,Associate or bachelor degree,,,,,,,,,Mountain,
3126105635,Midwest,A lot,,,,Illinois,Indiana,Iowa,Kansas,,Minnesota,Missouri,Nebraska,North Dakota,,South Dakota,Wisconsin,Arkansas,,,Oklahoma,,,,,66030,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,West North Central,,,,,
3126096743,Midwest,,Some,,,,Indiana,Iowa,Kansas,,Minnesota,,Nebraska,North Dakota,,South Dakota,Wisconsin,Arkansas,,,Oklahoma,,,,,55016,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,,Graduate degree,,,,West North Central,,,,,
3126087938,Limiting.,,,,Not at all,Illinois,Indiana,,,Michigan,,,,,Ohio,,,,,,,,,,,16802,Male,,,18-29,,,,"$0 - $24,999",,,,,,,,Associate or bachelor degree,,,Middle Atlantic,,,,,,,
3126080690,Appalacha,,,,Not at all,Illinois,Indiana,Iowa,Kansas,,Minnesota,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,,,,,,,,24801,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,,Graduate degree,,,,,South Atlantic,,,,
3126072980,Midwest,,,,Not at all,Illinois,Indiana,,,Michigan,,,,,Ohio,,Wisconsin,,,,,,,,,60134,Male,,,18-29,,,,"$0 - $24,999",,,,,,,,Associate or bachelor degree,,,,East North Central,,,,,,
3126072611,A Midwest city,A lot,,,,Illinois,Indiana,Iowa,,Michigan,Minnesota,,,,Ohio,,Wisconsin,,,,,,,,,49503,Male,,,,30-44,,,"$0 - $24,999",,,,,,,Some college,,,,,East North Central,,,,,,
3126068469,southwestern pennsylvania,,,Not much,,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Missouri,Nebraska,,Ohio,,Wisconsin,,,Kentucky,Oklahoma,,West Virginia,,,15061,Male,,,18-29,,,,,,,,"$150,000+",,,Some college,,,,Middle Atlantic,,,,,,,
3126064064,Midwest,A lot,,,,,,,,,Minnesota,,,,,,,,,,,,,,,55444,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,Some college,,,,,,West North Central,,,,,
3126060137,Upper Midwest,A lot,,,,Illinois,Indiana,Iowa,,Michigan,Minnesota,Missouri,,North Dakota,Ohio,South Dakota,Wisconsin,,,Kentucky,,,,,,60010,Male,,,,30-44,,,,,,,"$150,000+",,,,,Graduate degree,,,East North Central,,,,,,
3126056299,north america,,,,Not at all,,,,,,,,,,Ohio,,,,,,,,,,,26354,Male,,,,30-44,,,"$0 - $24,999",,,,,Less than high school degree,,,,,,,,,South Atlantic,,,,
3126053872,Midwest,,Some,,,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,,Nebraska,North Dakota,,South Dakota,Wisconsin,,,,Oklahoma,,,,,55364,Male,,,,30-44,,,,,,,"$150,000+",,,,,Graduate degree,,,,West North Central,,,,,
3126051059,Northeast,,,Not much,,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,,Nebraska,North Dakota,,South Dakota,Wisconsin,,Colorado,Kentucky,Oklahoma,,,Montana,Wyoming,19020,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,Middle Atlantic,,,,,,,
3126034454,North Eastern Kentucky,,,,Not at all,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Missouri,Nebraska,North Dakota,,South Dakota,,Arkansas,Colorado,,Oklahoma,,,Montana,Wyoming,41175,Male,,,18-29,,,,,,,,"$150,000+",,,Some college,,,,,,,,East South Central,,,
3126029388,West coast.,,,,Not at all,Illinois,Indiana,Iowa,Kansas,Michigan,,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,,,,,,,,97302,Male,,,18-29,,,,,,,,"$150,000+",,,,Associate or bachelor degree,,,,,,,,,,Pacific
3126020547,"northeast (that's because I just moved to philadelphia, but I moved here from Cleveland, OH which is definitely Midwest)",A lot,,,,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,,,,,,,,44135,Male,,,18-29,,,,,"$25,000 - $49,999",,,,,,Some college,,,,,East North Central,,,,,,
3126019752,northeast,,,,Not at all,Illinois,Indiana,Iowa,Kansas,,,Missouri,,,,South Dakota,,,,,Oklahoma,,,Montana,,17551,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,Some college,,,,Middle Atlantic,,,,,,,
3126015205,Midwest,A lot,,,,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,,,,,,,,54956,Male,,,18-29,,,,"$0 - $24,999",,,,,,,,Associate or bachelor degree,,,,East North Central,,,,,,
3126004293,the midwest,,,Not much,,,,,,,,,,,,,,,,,,,West Virginia,,,59964,Male,,,18-29,,,,"$0 - $24,999",,,,,,,Some college,,,,,East North Central,,,,,,
3125980148,Midwest,,Some,,,Illinois,,Iowa,Kansas,Michigan,Minnesota,Missouri,Nebraska,North Dakota,,South Dakota,Wisconsin,,,,Oklahoma,,,Montana,Wyoming,55427,Male,,,,30-44,,,,"$25,000 - $49,999",,,,,,Some college,,,,,,West North Central,,,,,
3125977965,"the country, south, but not rural",,,,Not at all,Illinois,,Iowa,Kansas,,,,Nebraska,,,,,,Colorado,,Oklahoma,,,,,72032,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,High school degree,,,,,,,,,,West South Central,,
3125970194,East coast,,,,Not at all,Illinois,Indiana,Iowa,Kansas,Michigan,,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,Colorado,Kentucky,Oklahoma,,,Montana,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125960435,a small town,,,,Not at all,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Missouri,,,Ohio,,Wisconsin,,,Kentucky,,,,Montana,,62702,Male,,,18-29,,,,"$0 - $24,999",,,,,,,,,Graduate degree,,,East North Central,,,,,,
3125932081,Northeastern,,,,Not at all,Illinois,,,,,,,,North Dakota,Ohio,South Dakota,Wisconsin,,Colorado,,,,,,,43015,Male,,,,30-44,,,,,,,"$150,000+",,,,,Graduate degree,,,East North Central,,,,,,
3125907943,Northern Plains,A lot,,,,,,,,,Minnesota,,,,,,,,,,,,,,,55412,Male,,,,30-44,,,,,,"$100,000 - $149,999",,,,Some college,,,,,,West North Central,,,,,
3125900130,Ohio,,Some,,,,Indiana,,,,,,,,Ohio,,,,,Kentucky,,Pennsylvania,,,,45227,Male,,,18-29,,,,,,,,"$150,000+",,,Some college,,,,,East North Central,,,,,,
3125881581,Northeast,,,Not much,,,,,,,,,,North Dakota,,,,,,,,,,,,11040,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,Middle Atlantic,,,,,,,
3125881486,Eastern United States,,,,Not at all,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Missouri,Nebraska,,,,Wisconsin,Arkansas,,,Oklahoma,,,,,26505,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,,,Graduate degree,,,,,South Atlantic,,,,
3125869144,Lancaster,,,,Not at all,Illinois,Indiana,Iowa,,Michigan,Minnesota,Missouri,,North Dakota,Ohio,South Dakota,Wisconsin,,Colorado,Kentucky,Oklahoma,,,Montana,Wyoming,19540,Male,,,18-29,,,,,"$25,000 - $49,999",,,,,,Some college,,,,Middle Atlantic,,,,,,,
3125857851,Canada,,,,Not at all,Illinois,,Iowa,,Michigan,Minnesota,,Nebraska,,,,Wisconsin,,,,,,,Montana,,544,Male,,,,,,> 60,,,,,"$150,000+",,High school degree,,,,,,East North Central,,,,,,
3125856371,South-Central  (Oklahoma)/Midwest,A lot,,,,,,Iowa,Kansas,,Minnesota,Missouri,Nebraska,North Dakota,,South Dakota,Wisconsin,Arkansas,Colorado,,Oklahoma,,,Montana,Wyoming,73132-1531,Male,,,,,,> 60,,,,,"$150,000+",,,,Associate or bachelor degree,,,,,,,,West South Central,,
3125834929,The South,,,,Not at all,,Indiana,Iowa,Kansas,,,Missouri,Nebraska,,Ohio,,Wisconsin,,,,Oklahoma,,,,,30030,Male,,,18-29,,,,,,,"$100,000 - $149,999",,,High school degree,,,,,,,,South Atlantic,,,,
3125818086,North Carolina,A lot,,,,Illinois,Indiana,Iowa,,Michigan,Minnesota,,,,Ohio,,Wisconsin,,Colorado,Kentucky,,,,Montana,,28227,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
3125796281,MidWest,A lot,,,,Illinois,Indiana,Iowa,Kansas,Michigan,,Missouri,Nebraska,,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125774997,City,,Some,,,Illinois,,,,Michigan,,,,,Ohio,,,,,Kentucky,,,,,,45503,Male,,,18-29,,,,,"$25,000 - $49,999",,,,,,Some college,,,,,East North Central,,,,,,
3125768456,Minnesota,A lot,,,,Illinois,Indiana,,,Michigan,Minnesota,Missouri,,North Dakota,Ohio,South Dakota,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125745700,northeast,,,,Not at all,,,,Kansas,,,,,North Dakota,,,Wisconsin,,,,,Pennsylvania,,,,17777,Male,,,18-29,,,,,,,,"$150,000+",,,Some college,,,,Middle Atlantic,,,,,,,
3125742602,Upper Midwest,A lot,,,,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,Arkansas,Colorado,Kentucky,Oklahoma,Pennsylvania,West Virginia,Montana,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125738495,the midwest,A lot,,,,Illinois,Indiana,Iowa,,Michigan,Minnesota,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,,,,,,,,,63011,Male,,,,,,> 60,,,,"$100,000 - $149,999",,,,,Associate or bachelor degree,,,,,West North Central,,,,,
3125729625,cold,,,,Not at all,Illinois,Indiana,,,Michigan,Minnesota,,,,Ohio,,Wisconsin,,,,,,,,,60637,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,East North Central,,,,,,
3125690751,The Midwest,A lot,,,,,,,Kansas,,,,,,,,,,,,,,,,,112345,Male,,,18-29,,,,,,,,"$150,000+",,High school degree,,,,,,,West North Central,,,,,
3125688288,West,,,Not much,,Illinois,Indiana,Iowa,Kansas,,Minnesota,Missouri,Nebraska,North Dakota,Ohio,South Dakota,Wisconsin,Arkansas,,,,,,,,80214,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,,,,Mountain,
3125674529,East Coast,,,,Not at all,Illinois,Indiana,Iowa,Kansas,,,Missouri,Nebraska,,,,,Arkansas,,Kentucky,,,,,,15301,Male,,,18-29,,,,,,,,"$150,000+",,High school degree,,,,,Middle Atlantic,,,,,,,
3125673633,The South,,,,Not at all,Illinois,Indiana,Iowa,Kansas,,Minnesota,Missouri,Nebraska,North Dakota,,South Dakota,Wisconsin,,,Kentucky,Oklahoma,,,,,27502,Male,,,18-29,,,,,"$25,000 - $49,999",,,,,,Some college,,,,,,,South Atlantic,,,,
3125664399,"The south, or maybe just Texas since its really more western than southern",,,,Not at all,Illinois,Indiana,Iowa,Kansas,,,,Nebraska,,Ohio,,,,,,Oklahoma,,,,,76087,Male,,,18-29,,,,,,,,"$150,000+",,,Some college,,,,,,,,,West South Central,,
3125662855,midwest,A lot,,,,Illinois,Indiana,,,Michigan,,,,,Ohio,,,,,,,,,,,48021,Male,,,,,45-60,,"$0 - $24,999",,,,,,,Some college,,,,,East North Central,,,,,,
