RespondentID,"In your own words, what would you call the part of the country you live in now?","How much, if at all, do you personally identify as a Southerner?",,,,Which of the following states do you consider part of the South? Please select all that apply. ,,,,,,,,,,,,,,,,,,,,,,,,,"In what ZIP code is your home located? (enter 5-digit ZIP code; for example, 00544 or 94305)",Gender,,Age,,,,,Household Income,,,,,Education,,,,,Location (Census Region),,,,,,,,
3189192421,Southeast,,,,Not at all,Arkansas,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,27617,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,,Graduate degree,,,,,South Atlantic,,,,
3189177380,Southern Region,,Some,,,Arkansas,Louisiana,,Texas,Alabama,,Mississippi,,Florida,Georgia,,,South Carolina,,,,,New Mexico,,,Missouri,,,,,76226,Male,,,,,45-60,,,,"$50,000 - $99,999",,,,,Some college,,,,,,,,,West South Central,,
3189175870,The Southwest,A lot,,,,Arkansas,,Oklahoma,Texas,Alabama,,Mississippi,,,,,,,,,,,,,,,,,,,78756,Male,,,,,45-60,,,"$25,000 - $49,999",,,,,,Some college,,,,,,,,,West South Central,,
3189173442,southeastern,,,Not much,,Arkansas,Louisiana,Oklahoma,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,28080,Male,,,,,45-60,,,,"$50,000 - $99,999",,,,,Some college,,,,,,,South Atlantic,,,,
3189169477,MidAtlantic,,,Not much,,Arkansas,Louisiana,,Texas,Alabama,,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,19711,Male,,,,,45-60,,,,,"$100,000 - $149,999",,,,,,Graduate degree,,,,,South Atlantic,,,,
3189144887,Mid-west,,Some,,,,Louisiana,,Texas,Alabama,,Mississippi,,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,60607,Male,,,,,45-60,,,,,"$100,000 - $149,999",,,,,,Graduate degree,,,,,,,West South Central,,
3189141227,South,A lot,,,,Arkansas,Louisiana,,Texas,Alabama,,Mississippi,Tennessee,,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,72058,Male,,,,30-44,,,,,,,"$150,000+",,,,Associate or bachelor degree,,,,,,,,West South Central,,
3189123414,Texas,A lot,,,,Arkansas,Louisiana,,Texas,Alabama,,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,76179,Male,,,,,45-60,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,,,West South Central,,
3189114695,southeast,,Some,,,Arkansas,Louisiana,,Texas,Alabama,,Mississippi,Tennessee,,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,37040,Male,,,,,45-60,,,,,,"$150,000+",,,,Associate or bachelor degree,,,,,,,East South Central,,,
3189112090,south,,,,Not at all,Arkansas,Louisiana,,,Alabama,Kentucky,Mississippi,Tennessee,,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,28768,,,,,,,,,,,,,,,,,,,,,,,,,,
3189106909,Southern foothill region of blue ridge,,Some,,,Arkansas,Louisiana,Oklahoma,Texas,Alabama,Kentucky,Mississippi,Tennessee,,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,27017,Male,,,,,,> 60,,,,,"$150,000+",,,Some college,,,,,,,South Atlantic,,,,
3189106340,apalachia,,,,Not at all,Arkansas,Louisiana,,,Alabama,Kentucky,,Tennessee,,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,28768,Male,,,,,45-60,,,"$25,000 - $49,999",,,,,High school degree,,,,,,,,South Atlantic,,,,
3189098709,Deep south,,,,Not at all,,Louisiana,,Texas,Alabama,,Mississippi,,Florida,Georgia,,,,,,,,,,,,,,,,31721,Male,,,,,,> 60,,,"$50,000 - $99,999",,,,,,,Graduate degree,,,,,South Atlantic,,,,
3189091009,Southeast,A lot,,,,Arkansas,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,,Georgia,Maryland,North Carolina,South Carolina,Virginia,,,,,,,Missouri,,,,,37312,Male,,,,,,> 60,,,,,"$150,000+",,,,,Graduate degree,,,,,,East South Central,,,
3189088250,south westerly,,,Not much,,Arkansas,Louisiana,,Texas,Alabama,,Mississippi,,,Georgia,,,South Carolina,,,,,,,,,,,,,76262,Male,,,,,,> 60,,,"$50,000 - $99,999",,,,,Some college,,,,,,,,,West South Central,,
3189080974,south,,Some,,,,Louisiana,,,Alabama,,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,22193,Male,,,,,45-60,,,,,,"$150,000+",,,,,Graduate degree,,,,,South Atlantic,,,,
3189064949,Texas,,Some,,,Arkansas,Louisiana,,Texas,,,Mississippi,Tennessee,,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,79521,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,,Graduate degree,,,,,,,West South Central,,
3189061790,Southeast,,,Not much,,Arkansas,Louisiana,Oklahoma,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,Kansas,,,,,,28078,Male,,,,,45-60,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
3189053033,The South,,Some,,,Arkansas,Louisiana,Oklahoma,Texas,Alabama,Kentucky,Mississippi,Tennessee,,Georgia,,,,,,,,,,,,,,,,78660,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,Some college,,,,,,,,,West South Central,,
3189052689,Mid - Atlantic,A lot,,,,,,,,Alabama,,Mississippi,Tennessee,Florida,Georgia,Maryland,North Carolina,South Carolina,Virginia,,,,,,,,,,,,23320,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
3189042658,South east coast,,,,Not at all,,,,Texas,Alabama,,,,Florida,Georgia,,,South Carolina,,,,,New Mexico,,,,,,,,33647,Male,,,,30-44,,,"$0 - $24,999",,,,,,,,,Graduate degree,,,,,South Atlantic,,,,
3189042260,Midatlantic,,,,Not at all,Arkansas,Louisiana,,,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,21218,Male,,,,30-44,,,,,,,"$150,000+",,,,,Graduate degree,,,,,South Atlantic,,,,
3189041485,South east coast,,,,Not at all,,,,Texas,Alabama,,,,Florida,Georgia,,,South Carolina,,,,,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189035077,Texas,A lot,,,,,,,Texas,Alabama,Kentucky,,,,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,76009,Male,,,,30-44,,,"$0 - $24,999",,,,,,,Some college,,,,,,,,,West South Central,,
3189029297,Southeast coastal area.,,Some,,,Arkansas,Louisiana,Oklahoma,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,Kansas,Missouri,,,,,23605,Male,,,,,45-60,,"$0 - $24,999",,,,,,,Some college,,,,,,,South Atlantic,,,,
3189024972,hell,,,,Not at all,Arkansas,Louisiana,,Texas,Alabama,,Mississippi,Tennessee,,Georgia,,,South Carolina,Virginia,West Virginia,,,,,,,,,,,78757,Male,,,,,45-60,,,,,,"$150,000+",,,,Associate or bachelor degree,,,,,,,,West South Central,,
3189023811,Central Texas,,Some,,,,Louisiana,,,Alabama,Kentucky,Mississippi,Tennessee,,Georgia,,,South Carolina,,,,,,,,,,,,,75035,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,,,West South Central,,
3189021185,the north east,,Some,,,,Louisiana,,,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,Maryland,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,19711,Male,,,,30-44,,,"$0 - $24,999",,,,,,,Some college,,,,,,,South Atlantic,,,,
3189020927,the north east,,Some,,,,Louisiana,,,Alabama,Kentucky,Mississippi,,Florida,Georgia,Maryland,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189018648,coastal plane of south Texas,A lot,,,,Arkansas,Louisiana,,Texas,Alabama,,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,Missouri,,,,,77901,Male,,,,,,> 60,,,,"$100,000 - $149,999",,,,,,Graduate degree,,,,,,,West South Central,,
3189017837,Deep south,A lot,,,,Arkansas,Louisiana,,,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,,South Carolina,,,,,,,,,,,,,39056,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,,East South Central,,,
3189014210,Southest,,Some,,,,Louisiana,,,Alabama,,Mississippi,,Florida,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,33967,Male,,,,,45-60,,,,"$50,000 - $99,999",,,,,Some college,,,,,,,South Atlantic,,,,
3189008499,The best part of louisiana,,,,Not at all,,Louisiana,,Texas,Alabama,,Mississippi,,,Georgia,,,,,,,,,,,,,,,,70433,Male,,,,,,> 60,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,,,West South Central,,
3188994639,flow-i-duh,,Some,,,,Louisiana,,,Alabama,,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,34638,Male,,,,,,> 60,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
3188981329,Southwest,A lot,,,,Arkansas,Louisiana,Oklahoma,Texas,Alabama,,Mississippi,Tennessee,Florida,Georgia,,,,,,,,,,,,,,,,77351,Male,,,,,45-60,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,,,West South Central,,
3188978667,southeast,A lot,,,,Arkansas,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,37087,Male,,,,,,> 60,,,,"$100,000 - $149,999",,,,,Associate or bachelor degree,,,,,,,East South Central,,,
3188970550,South East,,,,Not at all,Arkansas,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,20816,Male,,,,,,> 60,,,,,"$150,000+",,,,,Graduate degree,,,,,South Atlantic,,,,
3188964784,East Coast,,,,Not at all,,,,,,,Mississippi,,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,19968,Male,,,,,45-60,,,,,"$100,000 - $149,999",,,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
3188960011,The south,A lot,,,,Arkansas,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,Missouri,,,,,34601,Male,,,,,45-60,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
3188957904,south central,A lot,,,,Arkansas,Louisiana,Oklahoma,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,,,,South Carolina,,,,,,,,,,,,,73036,Male,,,,,45-60,,,,,,"$150,000+",,High school degree,,,,,,,,,,West South Central,,
3188947434,South east,,,Not much,,Arkansas,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,34759,Male,,,,,,> 60,,,,,"$150,000+",,,,,Graduate degree,,,,,South Atlantic,,,,
3188946947,South Texas,,,Not much,,,,Oklahoma,Texas,,,,,,,,,,,,,,New Mexico,,,,Illinois,,,,78266,,,,,,,,,,,,,,,,,,,,,,,,,,
3188939315,The state of Kansas,,,Not much,,Arkansas,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,Missouri,,,,,66614,Male,,,,,,> 60,,"$25,000 - $49,999",,,,,,,Associate or bachelor degree,,,,,,,,West South Central,,
3188903288,South Texas,,Some,,,Arkansas,Louisiana,,Texas,,,Mississippi,Tennessee,,,,,,,,,,,,,,,,,,78266,Male,,,,,,> 60,,,,,"$150,000+",,,,,Graduate degree,,,,,,,West South Central,,
3188888888,Southeast,,,,Not at all,,Louisiana,,,Alabama,,Mississippi,,,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,34116,Male,,,,,,> 60,,,,,"$150,000+",,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
3188884196,Southeast,A lot,,,,,,,,Alabama,,Mississippi,Tennessee,Florida,Georgia,,,South Carolina,,,,,,,,,,,,,37069,Male,,,,,45-60,,,,,,"$150,000+",,,Some college,,,,,,,,East South Central,,,
3188862999,South,A lot,,,,,Louisiana,,,Alabama,Kentucky,Mississippi,Tennessee,,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,22963,Male,,,,,,> 60,,,,,"$150,000+",,,,,Graduate degree,,,,,South Atlantic,,,,
3188832726,Mid Atlantic or Potomac,,,,Not at all,,,,Texas,Alabama,,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,20874,Male,,,,30-44,,,,"$25,000 - $49,999",,,,,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
3188814818,deep south,A lot,,,,,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,,South Carolina,Virginia,,,,,,,,,,,,36801,Male,,,,,,> 60,"$0 - $24,999",,,,,,,,Associate or bachelor degree,,,,,,,East South Central,,,
3188790546,Southern Great Plains,A lot,,,,Arkansas,Louisiana,Oklahoma,Texas,Alabama,,Mississippi,,Florida,Georgia,,North Carolina,South Carolina,,,,Arizona,New Mexico,,,,,,,,73650,Male,,,,,45-60,,,,,,"$150,000+",,,,,Graduate degree,,,,,,,West South Central,,
3188785324,Southeast,,Some,,,,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,28207,Male,,,,,45-60,,,,,,"$150,000+",,,,,Graduate degree,,,,,South Atlantic,,,,
3188776822,Deep South,A lot,,,,,,,Texas,,,,,,,,,,,,,,,,,,,,,,77099,Male,,,,,,> 60,,"$25,000 - $49,999",,,,,,Some college,,,,,,,,,West South Central,,
3188773275,south,A lot,,,,Arkansas,Louisiana,,,Alabama,,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,71270,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,,,West South Central,,
3188772724,rolling hills and beach.,A lot,,,,Arkansas,Louisiana,,,Alabama,,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,27406,Male,,,,,45-60,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
