player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
LaMarcus Aldridge,aldrila01,2015,PO,POR,398,208,0.841279858,1.532009543,2.373289401,-0.834871507,-12.66302701,-13.49789852,0.527665053,-1.282007228,-0.754342174,0.214813805,0,0.214813805,1.177542892,-2.461053412,-1.28351052,-1.594854411
LaMarcus Aldridge,aldrila01,2015,RS,POR,4987,2512,2.025264283,2.157876782,4.183141065,3.684096399,0.292094947,3.976191347,2.418168543,1.87072375,4.288892293,8.937972946,8.937972946,0,2.348121262,1.987605324,4.335726586,-0.884717457
LaMarcus Aldridge,aldrila01,2016,PO,SAS,654,337,2.838726449,2.22867266,5.067399109,-0.974617309,2.773475072,1.798857763,2.059807596,2.373144867,4.432952463,1.269340576,0,1.269340576,-0.293358273,2.203999366,1.910641093,-0.329119537
LaMarcus Aldridge,aldrila01,2016,RS,SAS,4442,2261,0.833291601,1.961333066,2.794624667,0.930223231,-0.261736768,0.668486462,0.823427443,1.504998043,2.328425486,5.790129719,5.790129719,0,0.633824043,1.988394405,2.622218448,-1.136663945
LaMarcus Aldridge,aldrila01,2017,PO,SAS,1040,537,-2.053501212,-1.289944353,-3.343445565,-8.083330868,-2.156723332,-10.2400542,-3.496865188,-1.573464468,-5.070329655,-0.648515887,0,-0.648515887,-2.02182222,-0.626408188,-2.648230408,-1.051593983
LaMarcus Aldridge,aldrila01,2017,RS,SAS,4537,2335,-0.931031151,2.204795818,1.273764668,-0.443510321,-0.697091803,-1.140602124,-0.911187291,1.655023641,0.743836351,4.08566087,4.08566087,0,-0.450036647,1.950660659,1.500624012,-1.805343193
LaMarcus Aldridge,aldrila01,2018,PO,SAS,350,177,2.85012714,-0.241351792,2.608775348,-0.899442361,2.336096589,1.436654228,2.303155434,0.265826789,2.568982223,0.494232307,0,0.494232307,2.228485865,0.038569156,2.267055021,-0.229158055
LaMarcus Aldridge,aldrila01,2018,RS,SAS,4948,2509,2.048081566,1.117266218,3.165347784,4.041172317,2.669560976,6.710733292,2.619059633,1.451786522,4.070846155,8.582586812,8.582586812,0,2.42455817,1.67204497,4.09660314,-1.689635521
LaMarcus Aldridge,aldrila01,2019,PO,SAS,477,244,1.638492572,0.812612298,2.451104871,-8.489486166,12.8515014,4.362015235,-0.489219675,3.431755817,2.942536143,0.725045613,0,0.725045613,-1.577895045,5.142340321,3.564445276,-0.793705252
LaMarcus Aldridge,aldrila01,2019,RS,SAS,5506,2687,0.556707957,1.883612815,2.440320772,1.596124258,-1.786415295,-0.190291037,0.747157246,1.239482717,1.986639963,6.412486888,6.412486888,0,0.797585745,0.848061568,1.645647313,-1.27139477
Cliff Alexander,alexacl01,2016,RS,POR,78,36,-5.080260813,4.082701373,-0.99755944,-9.717044304,-2.938221729,-12.65526603,-6.354905756,2.898182484,-3.456723273,-0.012889206,-0.012889206,0,-4.073126081,-1.865014645,-5.938140727,-0.687410904
Rawle Alkins,alkinra01,2019,RS,CHI,255,120,-4.635093214,-1.942549105,-6.577642319,1.548494648,-2.739123967,-1.190629319,-3.538436418,-2.161881071,-5.700317489,-0.180513697,-0.180513697,0,-5.339835045,-3.413978187,-8.753813232,-0.065753685
Grayson Allen,allengr01,2019,PO,UTA,32,14,-7.044635781,-6.919957739,-13.96459352,-19.08638506,0.47702277,-18.60936229,-9.835699975,-5.824538165,-15.66023814,-0.09625736,0,-0.09625736,-8.832492042,-8.682235554,-17.5147276,1.20234389
Grayson Allen,allengr01,2019,RS,UTA,899,416,-4.214446774,-4.62088345,-8.835330224,-4.834241098,-7.346636564,-12.18087766,-4.608433896,-5.539220473,-10.14765437,-1.583498036,-1.583498036,0,-3.970136759,-4.558908137,-8.529044896,0.869531694
Jarrett Allen,allenja01,2018,RS,BRK,3002,1441,-3.084589273,-1.087004233,-4.171593506,-1.481088318,-1.129924452,-2.61101277,-2.924159372,-1.130534872,-4.054694244,-0.956236725,-0.956236725,0,-3.021170337,-1.820816036,-4.841986373,-0.3073628
Jarrett Allen,allenja01,2019,PO,BRK,245,110,0.58301727,-9.222760829,-8.639743558,-8.255160818,-0.435110152,-8.69027097,-1.208031701,-7.93145714,-9.139488841,-0.378197887,0,-0.378197887,-3.27897861,-7.242623575,-10.52160218,2.247687918
Jarrett Allen,allenja01,2019,RS,BRK,4478,2096,-2.239966457,-2.144710015,-4.384676471,1.84558935,-4.602262539,-2.756673189,-1.523007471,-2.805411583,-4.328419054,-1.688439103,-1.688439103,0,-1.515219146,-1.770966462,-3.286185608,0.030828739
Kadeem Allen,allenka01,2018,RS,BOS,226,107,-5.833640566,-2.360320167,-8.193960734,-6.806533574,3.710870128,-3.095663447,-6.379300135,-1.2635628,-7.642862935,-0.268439635,-0.268439635,0,-5.644618908,-1.829492539,-7.474111447,0.494443139
Kadeem Allen,allenka01,2019,RS,NYK,870,416,1.660237269,-0.735413113,0.924824156,2.72536093,-2.200622845,0.524738086,2.07813831,-1.023795247,1.054343063,0.801390513,0.801390513,0,1.129782747,-1.333298032,-0.203515285,-0.764299076
Lavoy Allen,allenla01,2014,PO,IND,31,15,-2.877347746,6.537928275,3.660580529,7.191815918,-0.941092459,6.250723459,-0.893215283,5.362560636,4.469345353,0.056525636,0,0.056525636,-1.825177455,1.394198586,-0.430978869,-0.743746892
Lavoy Allen,allenla01,2014,RS,PHI,2055,960,-2.493513343,-0.879655211,-3.373168554,-4.066745802,2.420926145,-1.645819658,-2.913612921,-0.180679613,-3.094292534,-0.168866331,-0.168866331,0,-3.087685355,-1.125851722,-4.213537077,0.133437646
Lavoy Allen,allenla01,2014,RS,IND,223,112,-0.888706205,-2.372611526,-3.261317731,-1.756648453,-1.197892,-2.954540453,-1.091182417,-2.35949176,-3.450674178,-0.039920833,-0.039920833,0,-3.103886297,-2.255214526,-5.359100824,-0.281171584
Lavoy Allen,allenla01,2015,RS,IND,2116,1070,-1.092471863,1.607812096,0.515340233,2.44717761,1.473124351,3.920301961,-0.407116554,1.648250636,1.241134083,2.164894374,2.164894374,0,-0.811942573,0.623960007,-0.187982566,-0.612720494
Lavoy Allen,allenla01,2016,PO,IND,102,51,-7.540554567,2.004658066,-5.535896501,-18.26772643,-0.467385023,-18.73511146,-10.2406199,1.48079383,-8.75982607,-0.162556894,0,-0.162556894,-9.09140783,-0.192176262,-9.283584093,0.752412843
Lavoy Allen,allenla01,2016,RS,IND,3203,1599,-1.220313234,-0.850793564,-2.071106799,2.772985123,1.372324317,4.145309439,-0.462068717,-0.488208285,-0.950277002,1.450783119,1.450783119,0,-0.708589487,-0.708887434,-1.417476921,-1.161184175
Lavoy Allen,allenla01,2017,PO,IND,23,11,-9.9216469,5.923134203,-3.998512698,15.11766146,5.920666766,21.03832822,-5.218032072,6.243397743,1.02536567,0.022166558,0,0.022166558,-6.378410554,0.173612673,-6.204797881,1.387837419
Lavoy Allen,allenla01,2017,RS,IND,1783,871,-0.304200351,-0.01323785,-0.317438202,-1.905468799,-3.063193816,-4.968662615,-0.649926667,-0.659103525,-1.309030192,0.63611547,0.63611547,0,-1.514854474,-1.716482668,-3.231337142,-0.647778023
Ray Allen,allenra02,2014,PO,MIA,956,527,2.703960484,-1.638557476,1.065403008,4.63709236,0.577788626,5.214880986,3.180209961,-1.258779486,1.921430475,1.29064658,0,1.29064658,4.143573059,-2.013823461,2.129749598,-0.342134325
Ray Allen,allenra02,2014,RS,MIA,3716,1936,1.831512448,-1.437677379,0.393835069,-0.553081479,-2.022042793,-2.575124272,1.409875242,-1.649363438,-0.239488195,2.459532323,2.459532323,0,1.630887281,-1.519100985,0.111786296,-0.782043486
Tony Allen,allento01,2014,PO,MEM,444,230,1.566170925,1.77041788,3.336588805,5.516945053,1.643708997,7.160654049,2.536377157,1.779011065,4.315388222,0.863867396,0,0.863867396,0.542480611,2.838794852,3.381275463,0.952017136
Tony Allen,allento01,2014,RS,MEM,2462,1278,0.14608039,2.336541317,2.482621706,0.415743514,2.147271414,2.563014927,0.212282292,2.408741156,2.621023448,3.537130126,3.537130126,0,-0.137781561,3.004726981,2.866945419,0.959440619
Tony Allen,allento01,2015,PO,MEM,555,279,-0.290093632,4.905616262,4.615522631,1.362896992,4.112557347,5.475454339,-0.018970517,4.970408489,4.951437973,1.137574126,0,1.137574126,1.575072389,7.30373652,8.878808909,0.591220959
Tony Allen,allento01,2015,RS,MEM,3252,1648,-0.526402347,4.31923195,3.792829603,-0.004111757,5.400604608,5.396492852,-0.451881742,4.755230338,4.303348596,5.975577723,5.975577723,0,-1.074114427,5.395191809,4.321077382,0.728516072
Tony Allen,allento01,2016,PO,MEM,182,94,-0.422324754,2.615110168,2.192785414,0.310990267,10.64336483,10.95435509,-0.166008076,4.523742157,4.357734081,0.358114611,0,0.358114611,4.286488466,4.319771021,8.606259487,1.770788429
Tony Allen,allento01,2016,RS,MEM,3165,1620,-1.357242204,1.535117302,0.177875098,0.575348672,0.997538936,1.572887607,-1.035084374,1.537322402,0.502238028,2.687354587,2.687354587,0,-1.521845806,2.482253721,0.960407915,-0.025379147
Tony Allen,allento01,2017,RS,MEM,3722,1914,-0.947166045,2.328030887,1.380864841,0.416446069,1.240501931,1.656948,-0.714337257,2.220195882,1.505858626,4.148433717,4.148433717,0,-0.691466949,3.08786995,2.396403,-0.177237662
Tony Allen,allento01,2018,RS,NOP,595,273,-2.379274769,-0.848757168,-3.228031937,-1.518936905,0.581613711,-0.937323194,-2.361014305,-0.614848527,-2.975862832,-0.031765185,-0.031765185,0,-2.532498723,-0.41274164,-2.945240363,0.964778022
Al-Farouq Aminu,aminual01,2014,RS,NOP,4013,2045,-1.298658777,0.820811922,-0.477846854,-1.085022285,-1.265860324,-2.35088261,-1.329687578,0.47150828,-0.858179298,1.966334705,1.966334705,0,-1.391957408,0.746146069,-0.645811339,-0.365099976
Al-Farouq Aminu,aminual01,2015,PO,DAL,322,150,4.910679116,4.971737213,9.882416329,5.340899035,7.117199122,12.45809816,5.266196841,5.779966043,11.04616288,1.095710366,0,1.095710366,2.925176268,4.419208281,7.344384549,0.600726088
Al-Farouq Aminu,aminual01,2015,RS,DAL,2806,1366,-0.58478309,2.072594331,1.487811241,0.096365831,4.052921893,4.149287724,-0.499560389,2.607961521,2.108401132,3.393479392,3.393479392,0,0.086456618,2.376533116,2.462989734,0.212360979
Al-Farouq Aminu,aminual01,2016,PO,POR,769,372,1.939595912,4.523280479,6.462876391,1.936033232,4.182648079,6.118681311,1.983082566,4.729039908,6.712122474,1.876604211,0,1.876604211,2.630935935,4.724712276,7.355648211,1.254268466
Al-Farouq Aminu,aminual01,2016,RS,POR,4804,2341,-1.162199583,0.698960663,-0.46323892,1.316740892,-0.014989156,1.301751736,-0.736819678,0.605983519,-0.130836159,3.140314263,3.140314263,0,-0.33006788,0.522147131,0.192079251,0.376125849
Al-Farouq Aminu,aminual01,2017,PO,POR,240,113,-1.868930301,1.660761153,-0.208169148,2.549452691,-0.437786363,2.111666328,-1.010781196,1.380537318,0.369756122,0.183512988,0,0.183512988,2.586434859,2.606340441,5.1927753,-1.035957464
Al-Farouq Aminu,aminual01,2017,RS,POR,3607,1773,-2.357615808,3.515030127,1.157414318,-1.077039486,2.359545802,1.282506315,-2.248002964,3.51090983,1.262906866,3.619383246,3.619383246,0,-1.719371362,3.065747443,1.346376081,-0.287259139
Al-Farouq Aminu,aminual01,2018,PO,POR,275,131,3.072826964,0.104441363,3.177268328,-10.42123081,0.844676425,-9.576554386,0.45319625,0.351254621,0.80445087,0.24486175,0,0.24486175,-1.143821432,0.596160415,-0.547661017,-0.061453534
Al-Farouq Aminu,aminual01,2018,RS,POR,4251,2072,-1.43819334,2.288286833,0.850093493,2.630187085,1.362985881,3.993172965,-0.673830439,2.204891586,1.531061147,4.514393812,4.514393812,0,-0.775594681,2.851204559,2.075609878,-0.246874329
Al-Farouq Aminu,aminual01,2019,PO,POR,823,399,-0.772842293,-0.486825909,-1.259668203,-0.865110771,-2.671896999,-3.53700777,-0.8795519,-0.971743521,-1.851295421,0.187200015,0,0.187200015,-1.023038546,-0.777889953,-1.8009285,-0.783185313
Al-Farouq Aminu,aminual01,2019,RS,POR,4833,2292,-0.451814907,1.058846079,0.607031172,4.369344326,0.068177321,4.437521646,0.500682646,0.909940175,1.410622821,4.838685585,4.838685585,0,0.453090634,0.99128424,1.444374874,-0.558376831
Lou Amundson,amundlo01,2014,RS,CHI,3,1,3.392717932,-54.19700988,-50.80429195,-12.3481293,-88.4980388,-100.8461681,0.190244517,-64.76756734,-64.57732282,-0.032577092,-0.032577092,0,2.057916068,-45.02875647,-42.9708404,3.140349755
