player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Steven Adams,adamsst01,2016,5203,2567,1.478173715,4.165262884,5.643436599,0.572685058,3.068726555,3.641411614,1.305029655,4.157908948,5.462938603,10.71133281,8.899270344,1.812062468,1.905361444,3.711730317,5.617091761,-0.807926917
Steven Adams,adamsst01,2017,5279,2546,-2.123493705,1.747698141,-0.375795564,0.900828017,1.47722481,2.378052827,-1.626024544,1.772211917,0.146187373,3.775858111,3.143711406,0.632146706,-1.631719557,2.405590986,0.773871429,-0.006770004
Steven Adams,adamsst01,2018,5530,2687,0.605872768,1.261217468,1.867090237,4.677628618,0.385550659,5.063179277,1.467602698,1.140201316,2.607804014,7.34142524,6.779274475,0.562150765,1.496105161,1.578665787,3.074770949,-0.278540995
Steven Adams,adamsst01,2019,6164,2828,-0.996033462,2.029234288,1.033200826,3.709341273,0.943185209,4.652526482,-0.071750204,1.875017591,1.803267387,6.601450742,6.428883158,0.172567584,-0.447206789,2.972406085,2.525199297,0.497952287
Steven Adams,adamsst01,2020,3964,1890,0.38254341938963,1.90452100586708,2.28706442525671,-0.089523582453432,0.247404695339437,0.157881112886006,0.315796723292598,1.65740795841628,1.97320468170888,4.54277467686944,4.32982298709401,0.212951689775428,-0.45857473829268,1.63283925010186,1.17426451180918,-0.445224446392487
Bam Adebayo,adebaba01,2018,2921,1445,-2.096991447,0.888475918,-1.208515529,-2.178966907,1.439465633,-0.739501274,-2.219373354,1.039458046,-1.179915308,1.172123132,1.348868962,-0.17674583,-2.719828784,0.461893641,-2.257935143,-0.812342362
Bam Adebayo,adebaba01,2019,3965,1913,-1.952989038,2.562255537,0.609266499,-1.14732979,2.516800184,1.369470394,-1.875309771,2.676011508,0.800701737,3.451223821,3.451223821,0,-2.152282678,2.278351869,0.126069191,-0.420701969
Bam Adebayo,adebaba01,2020,6336,3104,-0.947961348176344,2.33824731630786,1.39028596813152,3.56656132557767,1.24446046610255,4.81102179168022,-0.103948623308838,2.22665220349944,2.12270358019061,7.75591618685973,5.31119544361889,2.44472074324084,0.722645022907625,1.48039137540026,2.20303639830788,-0.649094719939067
Deng Adel,adelde01,2019,391,194,-6.123817445,0.106191641,-6.017625804,-5.416229333,1.79434667,-3.621882664,-6.33371243,0.558883109,-5.774829321,-0.29588577,-0.29588577,0,-6.224152153,-2.111308565,-8.335460717,-1.194190583
Jeff Adrien,adrieje01,2014,1908,961,-0.109376039,-2.296120605,-2.405496644,1.003238223,-0.962877387,0.040360836,0.164665749,-2.104197284,-1.939531535,0.391857954,0.391857954,0,-0.755613773,-1.681563346,-2.437177119,-0.370574985
Jeff Adrien,adrieje01,2015,442,215,-1.16445614,0.021467033,-1.142989107,-0.346551833,3.75203925,3.405487417,-1.041614438,0.917083263,-0.124531175,0.288294064,0.288294064,0,-1.667230294,-0.439532817,-2.106763111,0.099396392
Arron Afflalo,afflaar01,2014,5047,2552,1.561280125,-2.637579091,-1.076298966,-0.864841142,-3.77773301,-4.642574153,1.22425804,-3.02318616,-1.79892812,1.231903915,1.231903915,0,0.411376476,-2.771831196,-2.360454719,-0.49730894
Arron Afflalo,afflaar01,2015,5125,2562,-0.98833756,-1.912809655,-2.901147215,-0.696763769,-0.268122947,-0.964886716,-0.985917143,-1.673151448,-2.659068591,0.097940159,0.519802548,-0.421862388,-1.442768212,-1.319810011,-2.762578223,-0.674047569
Arron Afflalo,afflaar01,2016,4648,2371,-0.902059415,-2.108745951,-3.010805367,0.610708527,-3.333767098,-2.723058571,-0.625410261,-2.481338924,-3.106749185,-0.424460423,-0.424460423,0,-0.840530106,-2.375143951,-3.215674058,-1.606045594
Arron Afflalo,afflaar01,2017,3146,1580,-0.844881262,-4.72381563,-5.568696892,-2.624665736,-3.652299754,-6.276965491,-1.252486813,-4.757288217,-6.00977503,-2.593034888,-2.593034888,0,-1.84469576,-4.240256022,-6.084951782,-1.296124622
Arron Afflalo,afflaar01,2018,1389,682,-2.946706209,-1.681921164,-4.628627373,-1.856135749,-0.595433401,-2.45156915,-2.858956209,-1.524033967,-4.382990176,-0.562242617,-0.562242617,0,-3.633802694,-3.040735815,-6.67453851,-1.041661365
Alexis Ajinca,ajincal01,2014,1855,951,-2.2052968,-0.79243784,-2.997734641,-0.854935199,-0.527870622,-1.382805821,-2.054606668,-0.75344482,-2.808051489,-0.028102436,-0.028102436,0,-1.741946245,-0.194303761,-1.936250006,-0.218473544
Alexis Ajinca,ajincal01,2015,1865,967,-0.198962082,1.440856434,1.241894352,-0.898852406,0.573944188,-0.324908217,-0.397201369,1.375576424,0.978375055,1.837508138,1.793286482,0.044221656,-1.056940092,1.216471195,0.159531102,-0.057111061
Alexis Ajinca,ajincal01,2016,1777,861,-3.28929192,0.832909863,-2.456382057,-3.115926436,2.521849552,-0.594076884,-3.444059038,1.2915655,-2.152493538,0.262838216,0.262838216,0,-3.409499894,0.797343456,-2.612156438,0.135601825
Alexis Ajinca,ajincal01,2017,1223,584,-4.746737147,1.719439388,-3.027297759,-2.092532165,-1.094995692,-3.187527857,-4.436739426,1.229835643,-3.206903783,-0.136314643,-0.136314643,0,-3.801996307,1.020942858,-2.781053448,0.127572121
DeVaughn Akoon-Purcell,akoonde01,2019,49,22,-2.930857794,-1.704815334,-4.635673128,1.961417556,2.682314101,4.643731658,-2.229499469,-1.019839791,-3.24933926,-0.005555579,-0.005555579,0,-1.262366442,0.66152002,-0.600846423,-0.894707629
Furkan Aldemir,aldemfu01,2015,1087,540,-0.693620987,-1.21572487,-1.909345857,1.24350321,-3.04160303,-1.79809982,-0.318228362,-1.661918132,-1.980146495,0.21216464,0.21216464,0,-1.756878546,-1.101017437,-2.857895983,0.028863509
Cole Aldrich,aldrico01,2014,658,330,-0.341282182,4.967333834,4.626051652,-0.985708833,-1.767608882,-2.753317715,-0.508187124,3.896700735,3.388513611,1.02873738,1.02873738,0,-1.130115764,1.73834343,0.608227665,-0.443568112
Cole Aldrich,aldrico01,2015,1915,976,-1.873628032,1.653066949,-0.220561084,-6.127859893,-0.102463994,-6.230323887,-2.78804587,1.459642861,-1.328403009,0.709716538,0.709716538,0,-2.373581826,0.637865935,-1.735715892,0.247213254
Cole Aldrich,aldrico01,2016,1770,877,-1.121396285,2.989030557,1.867634272,-1.799382414,1.992568158,0.193185744,-1.340703831,2.88412763,1.543423799,1.936260175,1.526349689,0.409910486,-0.830005575,4.124676179,3.294670604,0.392257458
Cole Aldrich,aldrico01,2017,1088,531,-2.353657181,-0.172464348,-2.526121529,-0.245050692,-0.458163166,-0.703213857,-2.040379858,-0.173788867,-2.214168724,0.144464506,0.144464506,0,-2.449468257,0.793979844,-1.655488413,-0.473588409
Cole Aldrich,aldrico01,2018,111,49,-7.043763084,-6.793773229,-13.83753631,-1.175560325,5.165456131,3.989895805,-6.294758546,-4.680285043,-10.97504359,-0.205863423,-0.205863423,0,-5.229497475,-4.050028846,-9.279526322,0.115286953
LaMarcus Aldridge,aldrila01,2014,5862,2939,1.057439735,1.847263693,2.904703428,2.919806123,3.55762855,6.477434673,1.433515593,2.326357965,3.759873558,9.746017938,7.721583795,2.024434143,2.024422056,2.497569684,4.521991741,-0.847995158
LaMarcus Aldridge,aldrila01,2015,5385,2720,1.937757171,2.111619556,4.049376726,3.350103971,-0.665405246,2.684698725,2.278443308,1.637708536,3.916151844,9.152786751,8.937972946,0.214813805,2.261604978,1.658809376,3.920414354,-0.937202974
LaMarcus Aldridge,aldrila01,2016,5096,2598,1.090660987,1.995642347,3.086303334,0.685763711,0.127790026,0.813553737,0.982099464,1.616412491,2.598511954,7.059470295,5.790129719,1.269340576,0.51483322,2.016064272,2.530897493,-1.033026966
LaMarcus Aldridge,aldrila01,2017,5577,2872,-1.140349577,1.553096019,0.412746442,-1.868185481,-0.969284163,-2.837469644,-1.393364987,1.052974577,-0.34039041,3.437144984,4.08566087,-0.648515887,-0.743143514,1.47008838,0.726944866,-1.664783899
LaMarcus Aldridge,aldrila01,2018,5298,2686,2.101066834,1.027512291,3.128579125,3.714782143,2.64753143,6.362313573,2.59819016,1.373438861,3.971629021,9.076819119,8.582586812,0.494232307,2.411605111,1.564133205,3.975738315,-1.593152487
LaMarcus Aldridge,aldrila01,2019,5983,2931,0.642954198,1.798226345,2.441180543,0.79203999,-0.619394358,0.172645632,0.648585995,1.414263641,2.062849637,7.137532501,6.412486888,0.725045613,0.608198425,1.190426764,1.798625188,-1.233310548
LaMarcus Aldridge,aldrila01,2020,3648,1754,-0.526869565082047,1.08096655501258,0.554096989930531,-0.824819157205065,-0.884375340525689,-1.70919449773075,-0.66043981598044,0.777019002992208,0.116579187011769,2.53091736752676,2.53091736752676,0,-0.711668197764055,1.22988451504943,0.518216317285372,-1.36752970319752
Cliff Alexander,alexacl01,2016,78,36,-5.080260813,4.082701373,-0.99755944,-9.717044304,-2.938221729,-12.65526603,-6.354905756,2.898182484,-3.456723273,-0.012889206,-0.012889206,0,-4.073126081,-1.865014645,-5.938140727,-0.687410904
Kyle Alexander,alexaky01,2020,31,13,-3.66202889415367,-5.55425963581877,-9.21628852997245,-14.1140497905515,5.14887924751816,-8.96517054303336,-6.05452703202594,-3.62245307078471,-9.67698010281065,-0.047024875011871,-0.047024875011871,0,-2.72309193871383,-4.93152245768295,-7.65461439639678,2.40234756299963
Nickeil Alexander-Walker,alexani01,2020,1288,591,-2.24617200700247,-1.16480759395786,-3.41097960096033,1.8983421610331,-3.57324971558789,-1.67490755455478,-1.52042768199607,-1.70676611817691,-3.22719380017298,-0.144990432805792,-0.144990432805792,0,-0.309134024738285,-1.91468385712246,-2.22381788186074,0.782733244682426
Rawle Alkins,alkinra01,2019,255,120,-4.635093214,-1.942549105,-6.577642319,1.548494648,-2.739123967,-1.190629319,-3.538436418,-2.161881071,-5.700317489,-0.180513697,-0.180513697,0,-5.339835045,-3.413978187,-8.753813232,-0.065753685
Grayson Allen,allengr01,2019,931,430,-4.311725021,-4.699906411,-9.011631433,-5.324110708,-7.077724536,-12.40183524,-4.788103622,-5.549027311,-10.33713093,-1.679755396,-1.583498036,-0.09625736,-4.137263901,-4.700633677,-8.837897578,0.880970996
Grayson Allen,allengr01,2020,1578,718,0.322145023435376,-1.10832307216888,-0.786178048733504,-1.22488960469697,-2.37500675785985,-3.59989636255683,0.044954528742763,-1.44215464696251,-1.39720011821975,0.497797958711192,0.497797958711192,0,-0.014290509286652,-2.12179459501112,-2.13608510429777,0.460582015998538
Jarrett Allen,allenja01,2018,3002,1441,-3.084589273,-1.087004233,-4.171593506,-1.481088318,-1.129924452,-2.61101277,-2.924159372,-1.130534872,-4.054694244,-0.956236725,-0.956236725,0,-3.021170337,-1.820816036,-4.841986373,-0.3073628
Jarrett Allen,allenja01,2019,4723,2206,-2.093527538,-2.511875471,-4.605403009,1.321624964,-4.386096472,-3.064471507,-1.506668479,-3.071319091,-4.57798757,-2.06663699,-1.688439103,-0.378197887,-1.606712068,-2.054802158,-3.661514226,0.145825668
Jarrett Allen,allenja01,2020,4197,1984,-0.724630177782519,2.89950269416603,2.17487251638351,3.21005043337641,-0.27255333592428,2.93749709745213,0.049760693399169,2.4148752561607,2.46463594955987,5.25173861640531,4.56415648534774,0.687582131057568,-0.106954020778879,1.9988150814869,1.89186106070802,-0.8007699529704
Kadeem Allen,allenka01,2018,226,107,-5.833640566,-2.360320167,-8.193960734,-6.806533574,3.710870128,-3.095663447,-6.379300135,-1.2635628,-7.642862935,-0.268439635,-0.268439635,0,-5.644618908,-1.829492539,-7.474111447,0.494443139
Kadeem Allen,allenka01,2019,870,416,1.660237269,-0.735413113,0.924824156,2.72536093,-2.200622845,0.524738086,2.07813831,-1.023795247,1.054343063,0.801390513,0.801390513,0,1.129782747,-1.333298032,-0.203515285,-0.764299076
Kadeem Allen,allenka01,2020,252,117,0.43921641087256,4.10981429642417,4.54903070729673,1.91907096737431,-6.49509814184039,-4.57602717446607,0.872790519828764,2.2193386739174,3.09212919374616,0.344584004645043,0.344584004645043,0,1.24197452948327,0.92309766323004,2.16507219271331,-1.21579574249891
Lavoy Allen,allenla01,2014,2309,1087,-2.343676563,-0.924256411,-3.267932974,-3.692485463,2.026288196,-1.666197267,-2.71047982,-0.31668423,-3.02716405,-0.152261528,-0.208787164,0.056525636,-3.072299935,-1.201090504,-4.273390438,0.081618426
Lavoy Allen,allenla01,2015,2116,1070,-1.092471863,1.607812096,0.515340233,2.44717761,1.473124351,3.920301961,-0.407116554,1.648250636,1.241134083,2.164894374,2.164894374,0,-0.811942573,0.623960007,-0.187982566,-0.612720494
Lavoy Allen,allenla01,2016,3305,1650,-1.415370607,-0.762667674,-2.178038281,2.123619743,1.3155466,3.439166344,-0.763857588,-0.427440292,-1.191297881,1.288226225,1.450783119,-0.162556894,-0.967302791,-0.692940523,-1.660243314,-1.102126113
Lavoy Allen,allenla01,2017,1806,882,-0.426681675,0.062363787,-0.364317888,-1.688673674,-2.948781416,-4.637455091,-0.708102982,-0.571197917,-1.279300898,0.658282028,0.63611547,0.022166558,-1.576793449,-1.692411686,-3.269205136,-0.621853795
Ray Allen,allenra02,2014,4672,2463,2.010035634,-1.478782125,0.531253509,0.508948956,-1.490056741,-0.981107785,1.772126953,-1.569440866,0.202686087,3.750178903,2.459532323,1.29064658,2.145041306,-1.620332724,0.524708581,-0.692027827
Tony Allen,allento01,2014,2906,1508,0.36305224,2.250044825,2.613097065,1.19514251,2.070333453,3.265475963,0.567374556,2.312526373,2.879900929,4.400997522,3.537130126,0.863867396,-0.033846116,2.979374653,2.945528537,0.958306405
Tony Allen,allento01,2015,3807,1927,-0.491952298,4.404717449,3.912765151,0.195176359,5.212827821,5.40800418,-0.388770177,4.786599888,4.397829711,7.113151848,5.975577723,1.137574126,-0.687905159,5.673427248,4.985522089,0.70850063
Tony Allen,allento01,2016,3347,1714,-1.306404147,1.593844132,0.287439986,0.560973641,1.522050532,2.083024172,-0.987826565,1.699715111,0.711888546,3.045469198,2.687354587,0.358114611,-1.206005699,2.582172499,1.376166799,0.072291154
Tony Allen,allento01,2017,3722,1914,-0.947166045,2.328030887,1.380864841,0.416446069,1.240501931,1.656948,-0.714337257,2.220195882,1.505858626,4.148433717,4.148433717,0,-0.691466949,3.08786995,2.396403,-0.177237662
Tony Allen,allento01,2018,595,273,-2.379274769,-0.848757168,-3.228031937,-1.518936905,0.581613711,-0.937323194,-2.361014305,-0.614848527,-2.975862832,-0.031765185,-0.031765185,0,-2.532498723,-0.41274164,-2.945240363,0.964778022
Al-Farouq Aminu,aminual01,2014,4013,2045,-1.298658777,0.820811922,-0.477846854,-1.085022285,-1.265860324,-2.35088261,-1.329687578,0.47150828,-0.858179298,1.966334705,1.966334705,0,-1.391957408,0.746146069,-0.645811339,-0.365099976
Al-Farouq Aminu,aminual01,2015,3128,1516,-0.019073746,2.37103551,2.351961764,0.636244249,4.368362196,5.004606445,0.093973444,2.934491398,3.028464842,4.489189758,3.393479392,1.095710366,0.378677758,2.586808501,2.965486259,0.25233974
Al-Farouq Aminu,aminual01,2016,5573,2713,-0.734192991,1.226666017,0.492473026,1.402195012,0.564229045,1.966424057,-0.361509284,1.174910554,0.81340127,5.016918475,3.140314263,1.876604211,0.07851133,1.102045318,1.180556647,0.49729787
Al-Farouq Aminu,aminual01,2017,3847,1886,-2.32712854,3.399349192,1.072220653,-0.850796148,2.185030668,1.33423452,-2.170817306,3.378003824,1.207186518,3.802896234,3.619383246,0.183512988,-1.450748151,3.037086751,1.586338601,-0.333967639
Al-Farouq Aminu,aminual01,2018,4526,2203,-1.164103507,2.155596267,0.991492759,1.837182241,1.331493371,3.168675612,-0.605352237,2.092264506,1.486912268,4.759255562,4.514393812,0.24486175,-0.797968158,2.714187957,1.916219799,-0.235608152
Al-Farouq Aminu,aminual01,2019,5656,2691,-0.498527343,0.833936594,0.335409251,3.607682985,-0.330528684,3.2771543,0.29984583,0.636137897,0.935983728,5.0258856,4.838685585,0.187200015,0.238300267,0.73385313,0.972153397,-0.591088532
Al-Farouq Aminu,aminual01,2020,793,380,-4.06379769197818,2.37008558628856,-1.69371210568962,-9.25527238286562,5.00774232726057,-4.24753005560505,-5.39599124034887,3.05790887112647,-2.3380823692224,0.079502820058186,0.079502820058186,0,-4.81908527489813,2.30733218304635,-2.51175309185178,-0.457868125163756
Lou Amundson,amundlo01,2014,366,185,-4.712510524,-1.41591584,-6.128426364,-4.203277784,2.999847085,-1.203430698,-4.896981982,-0.561729207,-5.458711189,-0.241764214,-0.241764214,0,-3.903661748,-0.930021185,-4.833682932,0.376574335
Lou Amundson,amundlo01,2015,1835,937,-3.706456114,1.75557009,-1.950886024,-1.036730071,3.021768539,1.985038468,-3.319203468,2.17756641,-1.141637058,0.779910328,0.779910328,0,-3.014109648,1.722432749,-1.2916769,0.006209512
Lou Amundson,amundlo01,2016,407,204,-4.664855483,1.534265216,-3.130590268,-7.388950279,4.827298706,-2.561651573,-5.493576433,2.348716255,-3.144860178,-0.041234064,-0.041234064,0,-4.696075577,1.270668655,-3.425406922,0.32500765
Alan Anderson,anderal01,2014,3938,2034,-0.576045919,-0.280617479,-0.856663398,-2.009655602,0.752188108,-1.257467494,-0.918986781,-0.065936846,-0.984923628,1.826651236,1.655408394,0.171242842,-0.785311361,-0.672297342,-1.457608704,-0.420140416
Alan Anderson,anderal01,2015,3770,1886,0.238085744,0.530332021,0.768417765,-2.345038546,4.776556124,2.431517578,-0.272067463,1.470220202,1.198152739,3.827922237,2.936771399,0.891150838,-0.347398289,0.632635696,0.285237407,0.291740918
Alan Anderson,anderal01,2016,403,192,0.920825461,-4.373959275,-3.453133814,-0.337935123,4.426107631,4.088172508,0.724463278,-2.814989106,-2.090525828,0.064595784,0.064595784,0,0.076368866,-2.585382156,-2.50901329,-0.00794136
Alan Anderson,anderal01,2017,623,308,-1.742269431,-5.807475042,-7.549744473,-1.520250449,-2.546386746,-4.066637195,-1.813429295,-5.492343947,-7.305773242,-0.710220716,-0.710220716,0,-1.750969308,-4.771660182,-6.52262949,-0.778364409
Chris Andersen,anderch01,2014,3264,1713,0.628302337,1.970066269,2.598368606,-0.04354251,2.888746271,2.845203761,0.492892604,2.268917427,2.76181003,4.849268995,3.400408767,1.448860228,0.707889893,0.934200578,1.642090471,-0.651933288
Chris Andersen,anderch01,2015,2197,1132,-1.396665037,-0.706725415,-2.103390452,-2.011408078,2.396247315,0.384839237,-1.626335602,-0.081451838,-1.70778744,0.600826593,0.600826593,0,-1.99198435,-0.887070807,-2.879055157,-0.175167495
Chris Andersen,anderch01,2016,934,481,0.03316691,0.191689194,0.224856104,-0.722463434,-3.083756351,-3.806219784,-0.148049655,-0.464202644,-0.612252299,0.526616384,0.423055258,0.103561126,0.090836998,-0.990813015,-0.899976017,-0.335702801
Chris Andersen,anderch01,2017,232,114,-3.177883926,0.88764184,-2.290242086,2.592806698,0.487893779,3.080700478,-2.218286853,0.912267571,-1.306019282,0.084746752,0.084746752,0,-0.739743096,-0.569597448,-1.309340543,0.888559405
James Anderson,anderja01,2014,4870,2309,-1.511484441,-1.862700743,-3.374185184,-3.581718102,0.648684195,-2.933033907,-1.968788068,-1.394472982,-3.36326105,-0.728275377,-0.728275377,0,-2.524439685,-1.562636063,-4.087075748,0.772957169
James Anderson,anderja01,2016,1548,721,-3.819700697,0.896040174,-2.923660523,-1.662276893,0.248803645,-1.413473248,-3.598586121,0.850105017,-2.748481104,0.000560113,0.000560113,0,-4.330683578,-0.386025501,-4.716709079,0.241374125
Justin Anderson,anderju01,2016,1522,742,-1.210556999,-0.799400491,-2.00995749,-2.065855492,4.166485709,2.100630217,-1.446197587,0.200054479,-1.246143108,0.610282045,0.082597356,0.527684689,-1.681800287,-1.07161521,-2.753415498,0.294487651
Justin Anderson,anderju01,2017,2491,1228,-0.938798523,-0.269303061,-1.208101584,-2.234238284,-2.862634553,-5.096872837,-1.201814983,-0.821812862,-2.023627845,0.451296847,0.451296847,0,-1.056723231,-1.100611201,-2.157334431,-0.06082596
Justin Anderson,anderju01,2018,1171,552,-0.201564144,-0.110767522,-0.312331666,-4.599629431,-0.802492749,-5.40212218,-1.163460871,-0.326327553,-1.489788424,0.353191785,0.380839887,-0.027648102,-0.826152481,-0.921704301,-1.747856782,-0.163585378
Justin Anderson,anderju01,2019,1054,463,-2.422407737,-0.407855849,-2.830263586,-2.759655532,1.914469039,-0.845186492,-2.607197469,0.109253155,-2.497944315,0.060024256,0.060024256,0,-1.582505321,-1.319524592,-2.902029913,0.82673643
Justin Anderson,anderju01,2020,296,135,-1.97197429745051,0.671236232674005,-1.3007380647765,-0.253178352053137,0.875655146228604,0.622476794175467,-1.68774496308159,0.79766019905912,-0.890084764022466,0.130703084717792,0.077495594614924,0.053207490102867,-0.028999906414129,-1.96067475348734,-1.98967465990147,0.449880810839664
Kyle Anderson,anderky01,2015,714,358,-3.557738935,-2.082694551,-5.640433486,-3.543469572,-4.074128707,-7.617598279,-3.784997506,-2.691064767,-6.476062273,-0.673229133,-0.673229133,0,-3.58213624,-2.423308588,-6.005444828,-1.034524426
Kyle Anderson,anderky01,2016,2735,1374,-1.75048569,0.460213927,-1.290271764,-1.655685739,0.26089909,-1.394786649,-1.871196218,0.335055609,-1.536140608,0.842850635,1.001149902,-0.158299267,-2.267318383,0.594440248,-1.672878135,-0.531462258
Kyle Anderson,anderky01,2017,2486,1215,-0.522050654,2.240827757,1.718777102,-0.979924587,3.334535936,2.354611349,-0.692660583,2.533777977,1.841117395,2.855148252,1.9943495,0.860798752,-1.030745438,2.045133882,1.014388443,-0.309542952
Kyle Anderson,anderky01,2018,4136,2051,-0.328701341,3.064252948,2.735551607,-0.12971117,2.192205718,2.062494547,-0.306724949,3.020292511,2.713567562,5.713083694,5.591488347,0.121595347,-0.581647056,3.311661335,2.730014279,-0.146849032
Kyle Anderson,anderky01,2019,2583,1281,-1.926641189,2.072068956,0.145427767,-1.982653688,2.269750121,0.287096433,-2.037901415,2.221698331,0.183796917,1.904689771,1.904689771,0,-2.713379751,2.561588579,-0.151791172,-0.677183453
Kyle Anderson,anderky01,2020,2903,1330,-1.20302254851996,1.51959505737954,0.316572508859581,-4.72891160837213,2.22293222804782,-2.50597938032431,-1.98518585248231,1.75337582165155,-0.231810030830764,1.7104254007473,1.7104254007473,0,-2.5554936356192,1.258724550696,-1.2967690849232,0.09962720911133
Ryan Anderson,anderry01,2014,1571,795,3.090420061,-3.354055178,-0.263635117,6.13663252,-2.086145224,4.050487295,3.904641047,-3.257882887,0.64675816,1.367284635,1.367284635,0,3.638971158,-2.223769577,1.415201581,-0.728960451
Ryan Anderson,anderry01,2015,3472,1770,1.599335752,-0.977261653,0.622074098,2.078597686,-4.191728671,-2.113130985,1.747884252,-1.693287517,0.054596735,2.528884993,2.069681473,0.45920352,2.274176494,-1.362515793,0.911660701,-0.253994876
Ryan Anderson,anderry01,2016,4154,2008,1.427870901,0.344583778,1.772454679,3.578902499,-0.173308064,3.405594435,1.971410252,0.294975642,2.266385895,5.151366157,5.151366157,0,1.526434809,-0.078163304,1.448271505,0.231404425
Ryan Anderson,anderry01,2017,5094,2452,0.142364788,-0.524138557,-0.381773769,3.094807301,0.084344454,3.179151754,0.6852407,-0.441393565,0.243847135,3.743713308,3.231499239,0.51221407,1.31294914,-0.643147141,0.669801999,-0.434023213
Ryan Anderson,anderry01,2018,3780,1820,-0.369089393,1.024167347,0.655077954,1.579316674,-3.142165623,-1.562848949,-0.075239761,0.176852786,0.101613024,2.652481683,2.746514786,-0.094033102,0.516368131,-0.128649254,0.387718877,0.021423583
