Timestamp,Price
1478505600,2.70
1478415600,2.94
1478329200,2.67
1478242800,2.62
1478156400,2.89
1478070000,2.72
1477983600,2.82
1477897200,2.89
1477810800,3.09
1477724400,3.15
1477638000,3.54
1477551600,3.77
1477465200,3.47
1477378800,3.85
1477292400,3.83
1477206000,3.88
1477119600,4.11
1477033200,3.67
1476946800,3.81
1476860400,4.11
1476774000,4.15
1476687600,4.23
1476601200,4.07
1476514800,4.26
1476428400,4.50
1476342000,4.46
1476255600,4.71
1476169200,4.72
1476082800,4.11
1475996400,4.20
1475910000,4.16
1475823600,4.12
1475737200,4.35
1475650800,4.38
1475564400,3.74
1475478000,3.85
1475391600,4.06
1475305200,3.65
1475218800,4.22
1475132400,4.18
1475046000,4.33
1474959600,4.64
1474873200,4.43
1474786800,5.05
1474700400,5.05
1474614000,5.30
1474527600,5.13
1474441200,5.60
1474354800,5.24
1474268400,4.33
1474182000,4.84
1474095600,5.25
1474009200,5.35
1473922800,4.43
1473836400,4.81
1473750000,3.83
1473663600,3.77
1473577200,3.46
1473490800,3.26
1473404400,3.32
1473318000,3.33
1473231600,3.14
1473145200,3.28
1473058800,3.55
1472972400,3.48
1472886000,3.57
1472799600,3.51
1472713200,3.25

