bbref_ID,yearID,gameNum,gameID,lgID,startingPos,OFF600,DEF600,PITCH200,asg_PA,asg_IP,OFFper9innASG,DEFper9innASG,PITper9innASG,TOTper9innASG
pujolal01,2015,0,NLS201507140,AL,3,9.859501597,-5.29621644,0,3,0,0.046702902,-0.025087341,0,0.021615561
kipnija01,2015,0,NLS201507140,AL,NULL,13.8838169,-0.322665407,0,1,0,0.021921816,-0.000509472,0,0.021412344
brittza01,2015,0,NLS201507140,AL,NULL,0,0,6.354951044,0,0.667,0,0,0.021193762,0.021193762
doziebr01,2015,0,NLS201507140,AL,NULL,9.096503426,4.138715129,0,1,0,0.0143629,0.006534813,0,0.020897714
martijd02,2015,0,NLS201507140,AL,NULL,15.96245909,-7.676506516,0,1,0,0.025203883,-0.0121208,0,0.013083083
vogtst01,2015,0,NLS201507140,AL,NULL,7.336364395,0.538745787,0,1,0,0.011583733,0.000850651,0,0.012434384
holtbr01,2015,0,NLS201507140,AL,NULL,6.348839212,0.63514577,0,1,0,0.010024483,0.001002862,0,0.011027345
iglesjo01,2015,0,NLS201507140,AL,NULL,-1.62677861,4.65610196,0,2,0,-0.005137196,0.01470348,0,0.009566284
moustmi01,2015,0,NLS201507140,AL,NULL,-8.244947262,2.311793635,0,0,0,0,0,0,0
teixema01,2015,0,NLS201507140,AL,NULL,1.503351193,-2.774522189,0,2,0,0.004747425,-0.008761649,0,-0.004014224
escobal02,2015,0,NLS201507140,AL,6,-10.60471541,7.377942819,0,2,0,-0.033488575,0.023298767,0,-0.010189808
fieldpr01,2015,0,NLS201507140,AL,NULL,10.17888542,-14.08814163,0,2,0,0.032143849,-0.044488868,0,-0.01234502
wrighda03,2013,0,NLS201307160,NL,5,22.33806657,6.610164471,0,3,0,0.129704903,0.0383816,0,0.168086503
mccutan01,2013,0,NLS201307160,NL,NULL,31.82050161,4.206932741,0,2,0,0.123176135,0.016284901,0,0.139461036
vottojo01,2013,0,NLS201307160,NL,3,32.62009308,-1.941205775,0,2,0,0.126271328,-0.007514345,0,0.118756983
harvema01,2013,0,NLS201307160,NL,1,0,0,11.5738434,0,2,0,0,0.115738434,0.115738434
molinya01,2013,0,NLS201307160,NL,2,13.24493862,14.95291802,0,2,0,0.05127073,0.057882263,0,0.109152993
kershcl01,2013,0,NLS201307160,NL,NULL,0,0,19.2235995,0,1,0,0,0.096117997,0.096117997
tulowtr01,2013,0,NLS201307160,NL,6,15.22694025,8.537136659,0,2,0,0.058942995,0.033046981,0,0.091989975
leecl02,2013,0,NLS201307160,NL,NULL,0,0,18.04254459,0,1,0,0,0.090212723,0.090212723
goldspa01,2013,0,NLS201307160,NL,NULL,23.82314261,-1.756812026,0,2,0,0.092218617,-0.006800563,0,0.085418054
harpebr03,2013,0,NLS201307160,NL,8,17.28839515,4.591078426,0,2,0,0.06692282,0.017771916,0,0.084694736
carpema01,2013,0,NLS201307160,NL,NULL,19.90048053,-1.252876647,0,2,0,0.077034118,-0.004849845,0,0.072184273
gonzaca01,2013,0,NLS201307160,NL,7,19.7923236,-2.128000637,0,2,0,0.076615446,-0.008237422,0,0.068378024
kimbrcr01,2013,0,NLS201307160,NL,NULL,0,0,13.35429036,0,1,0,0,0.066771452,0.066771452
gomezca01,2013,0,NLS201307160,NL,NULL,7.253967272,23.62815151,0,1,0,0.014039937,0.045731906,0,0.059771843
fernajo02,2013,0,NLS201307160,NL,NULL,0,0,11.6166679,0,1,0,0,0.058083339,0.058083339
poseybu01,2013,0,NLS201307160,NL,NULL,22.86849366,6.599924081,0,1,0,0.044261601,0.012774047,0,0.057035647
chapmar01,2013,0,NLS201307160,NL,NULL,0,0,8.278667249,0,1,0,0,0.041393336,0.041393336
beltrca01,2013,0,NLS201307160,NL,9,14.64398539,-6.867289242,0,2,0,0.056686395,-0.026583055,0,0.03010334
phillbr01,2013,0,NLS201307160,NL,4,-0.251916125,6.139187517,0,2,0,-0.000975159,0.023764597,0,0.022789438
grillja01,2013,0,NLS201307160,NL,NULL,0,0,3.461209526,0,1,0,0,0.017306048,0.017306048
segurje01,2013,0,NLS201307160,NL,NULL,2.34936249,6.046694516,0,1,0,0.004547153,0.01170328,0,0.016250433
craigal01,2013,0,NLS201307160,NL,NULL,16.70931488,-9.731161689,0,1,0,0.032340609,-0.018834506,0,0.013506103
corbipa01,2013,0,NLS201307160,NL,NULL,0,0,0.863964958,0,1,0,0,0.004319825,0.004319825
alvarpe01,2013,0,NLS201307160,NL,NULL,1.541331175,-0.841576699,0,1,0,0.002983222,-0.001628858,0,0.001354364
browndo01,2013,0,NLS201307160,NL,NULL,8.214554582,-13.01373283,0,1,0,0.015899138,-0.02518787,0,-0.009288732
cuddymi01,2013,0,NLS201307160,NL,0,14.29032129,-18.3458542,0,2,0,0.055317373,-0.07101621,0,-0.015698837
troutmi01,2013,0,NLS201307160,AL,7,49.36717733,2.097973191,0,3,0,0.261355645,0.011106917,0,0.272462562
salech01,2013,0,NLS201307160,AL,NULL,0,0,17.92905256,0,2,0,0,0.179310449,0.179310449
cabremi01,2013,0,NLS201307160,AL,5,41.97734268,-8.441702232,0,3,0,0.222232991,-0.044691365,0,0.177541626
pedrodu01,2013,0,NLS201307160,AL,NULL,11.87000456,12.63811425,0,2,0,0.041894134,0.044605109,0,0.086499243
bautijo02,2013,0,NLS201307160,AL,9,27.55944119,-3.130528019,0,2,0,0.097268616,-0.011048922,0,0.086219694
scherma01,2013,0,NLS201307160,AL,1,0,0,13.25917481,0,1,0,0,0.066303241,0.066303241
mauerjo01,2013,0,NLS201307160,AL,2,17.08688412,0.809616388,0,2,0,0.06030665,0.00285747,0,0.063164119
davisch02,2013,0,NLS201307160,AL,3,23.8561755,-12.59528528,0,3,0,0.1262974,-0.066680922,0,0.059616478
nathajo01,2013,0,NLS201307160,AL,NULL,0,0,11.52333118,0,1,0,0,0.057623058,0.057623058
canoro01,2013,0,NLS201307160,AL,4,25.26117507,7.292741231,0,1,0,0.044578544,0.012869543,0,0.057448088
riverma01,2013,0,NLS201307160,AL,NULL,0,0,11.28793255,0,1,0,0,0.056445935,0.056445935
hernafe02,2013,0,NLS201307160,AL,NULL,0,0,10.9692711,0,1,0,0,0.05485245,0.05485245
jonesad01,2013,0,NLS201307160,AL,8,12.34095119,-3.143886779,0,3,0,0.065334447,-0.016644106,0,0.048690341
ortizda01,2013,0,NLS201307160,AL,0,24.8375102,-11.6019817,0,2,0,0.087661801,-0.040948171,0,0.04671363
machama01,2013,0,NLS201307160,AL,NULL,-1.757951064,22.17290001,0,1,0,-0.003102267,0.039128647,0,0.03602638
balfogr01,2013,0,NLS201307160,AL,NULL,0,0,6.761375442,0,1,0,0,0.033810634,0.033810634
gordoal01,2013,0,NLS201307160,AL,NULL,10.21968962,8.607640534,0,1,0,0.018034746,0.015189954,0,0.0332247
perezsa02,2013,0,NLS201307160,AL,NULL,2.214183682,16.10082041,0,1,0,0.003907383,0.028413212,0,0.032320595
encared01,2013,0,NLS201307160,AL,NULL,22.14417243,-13.42327449,0,2,0,0.078155903,-0.047376263,0,0.03077964
kipnija01,2013,0,NLS201307160,AL,NULL,14.46098089,2.244011536,0,1,0,0.025519378,0.00396002,0,0.029479398
hardyjj01,2013,0,NLS201307160,AL,6,-7.312302464,13.9260301,0,2,0,-0.025808126,0.049150694,0,0.023342568
hollagr01,2013,0,NLS201307160,AL,NULL,0,0,10.7408449,0,0.333,0,0,0.017885494,0.017885494
hunteto01,2013,0,NLS201307160,AL,NULL,9.977153215,-3.821687424,0,1,0,0.017606741,-0.006744154,0,0.010862587
moorema02,2013,0,NLS201307160,AL,NULL,0,0,1.770579886,0,1,0,0,0.008853883,0.008853883
fieldpr01,2013,0,NLS201307160,AL,NULL,18.74564244,-14.08792985,0,1,0,0.033080545,-0.024861053,0,0.008219493
peraljh01,2013,0,NLS201307160,AL,NULL,-2.074780189,5.339437194,0,1,0,-0.003661377,0.009422536,0,0.005761159
delabst01,2013,0,NLS201307160,AL,NULL,0,0,0.268531742,0,0.333,0,0,0.000447155,0.000447155
cecilbr01,2013,0,NLS201307160,AL,NULL,0,0,0.031395755,0,0.333,0,0,5.23E-05,5.23E-05
cruzne02,2013,0,NLS201307160,AL,NULL,4.125407084,-12.0511154,0,2,0,0.01456026,-0.042533348,0,-0.027973088
hallaro01,2011,0,NLS201107120,NL,1,0,0,24.34538571,0,2,0,0,0.243453857,0.243453857
leecl02,2011,0,NLS201107120,NL,NULL,0,0,19.31343762,0,1.667,0,0,0.160977503,0.160977503
tulowtr01,2011,0,NLS201107120,NL,6,19.16301815,17.49129322,0,2,0,0.071861318,0.06559235,0,0.137453668
vottojo01,2011,0,NLS201107120,NL,NULL,35.88958903,-4.59918942,0,2,0,0.134585959,-0.01724696,0,0.117338999
kempma01,2011,0,NLS201107120,NL,8,25.37596005,-8.175108938,0,3,0,0.142739775,-0.045984988,0,0.096754787
kershcl01,2011,0,NLS201107120,NL,NULL,0,0,16.1022013,0,1,0,0,0.080511007,0.080511007
weeksri01,2011,0,NLS201107120,NL,4,15.48799121,-2.730136539,0,3,0,0.087119951,-0.015357018,0,0.071762933
uptonju01,2011,0,NLS201107120,NL,NULL,18.83261606,-0.014771112,0,2,0,0.07062231,-5.54E-05,0,0.070566919
beltrca01,2011,0,NLS201107120,NL,0,21.76533628,-4.519213063,0,2,0,0.081620011,-0.016947049,0,0.064672962
pencehu01,2011,0,NLS201107120,NL,NULL,17.13588238,-0.803201073,0,2,0,0.064259559,-0.003012004,0,0.061247555
rolensc01,2011,0,NLS201107120,NL,5,1.999578038,14.18877009,0,2,0,0.007498418,0.053207888,0,0.060706305
jurrjja01,2011,0,NLS201107120,NL,NULL,0,0,6.194421057,0,1.667,0,0,0.0516305,0.0516305
fieldpr01,2011,0,NLS201107120,NL,3,26.56729954,-13.27004361,0,2,0,0.099627373,-0.049762664,0,0.04986471
sandopa01,2011,0,NLS201107120,NL,NULL,17.39130858,4.992126569,0,1,0,0.032608704,0.009360237,0,0.041968941
mccanbr01,2011,0,NLS201107120,NL,2,6.898105768,4.124312822,0,2,0,0.025867897,0.015466173,0,0.04133407
hollima01,2011,0,NLS201107120,NL,7,24.66926671,-2.970826343,0,1,0,0.046254875,-0.005570299,0,0.040684576
mccutan01,2011,0,NLS201107120,NL,NULL,18.89080073,0.59577391,0,1,0,0.035420251,0.001117076,0,0.036537327
ventejo01,2011,0,NLS201107120,NL,NULL,0,0,8.499595994,0,0.667,0,0,0.028346153,0.028346153
phillbr01,2011,0,NLS201107120,NL,NULL,5.02078537,7.295901081,0,1,0,0.009413973,0.013679815,0,0.023093787
molinya01,2011,0,NLS201107120,NL,NULL,-3.500604043,13.66045647,0,1,0,-0.006563633,0.025613356,0,0.019049723
clippty01,2011,0,NLS201107120,NL,NULL,0,0,10.23779111,0,0.333,0,0,0.017045922,0.017045922
bruceja01,2011,0,NLS201107120,NL,NULL,7.896284182,0.502227133,0,1,0,0.014805533,0.000941676,0,0.015747209
wilsobr01,2011,0,NLS201107120,NL,NULL,0,0,4.379006264,0,0.667,0,0,0.014603986,0.014603986
berkmla01,2011,0,NLS201107120,NL,9,19.75138899,-12.74078977,0,1,0,0.037033854,-0.023888981,0,0.013144874
hanrajo01,2011,0,NLS201107120,NL,NULL,0,0,7.039759669,0,0.333,0,0,0.0117212,0.0117212
kimbrcr01,2011,0,NLS201107120,NL,NULL,0,0,6.181542059,0,0.333,0,0,0.010292268,0.010292268
castrst01,2011,0,NLS201107120,NL,NULL,4.183514633,0.075908508,0,1,0,0.00784409,0.000142328,0,0.007986418
ethiean01,2011,0,NLS201107120,NL,NULL,11.77153736,-8.379707384,0,1,0,0.022071633,-0.015711951,0,0.006359681
bellhe01,2011,0,NLS201107120,NL,NULL,0,0,3.800850729,0,0.333,0,0,0.006328416,0.006328416
montemi01,2011,0,NLS201107120,NL,NULL,4.007291287,10.07138704,0,0,0,0,0,0,0
sanchga01,2011,0,NLS201107120,NL,NULL,4.247945866,-6.802700781,0,1,0,0.007964898,-0.012755064,0,-0.004790165
bautijo02,2011,0,NLS201107120,AL,9,35.60554755,-2.181436008,0,2,0,0.125666638,-0.007699186,0,0.117967453
beltrad01,2011,0,NLS201107120,AL,5,13.78177631,15.88992584,0,2,0,0.048641563,0.056082091,0,0.104723655
gonzaad01,2011,0,NLS201107120,AL,3,27.03116743,-0.894081295,0,2,0,0.09540412,-0.003155581,0,0.092248539
canoro01,2011,0,NLS201107120,AL,4,18.38827361,6.589744082,0,2,0,0.064899789,0.02325792,0,0.08815771
weaveje02,2011,0,NLS201107120,AL,1,0,0,14.96546966,0,1,0,0,0.084180767,0.084180767
hamiljo03,2011,0,NLS201107120,AL,7,22.73972221,0.911282486,0,2,0,0.080257843,0.003216291,0,0.083474134
ellsbja01,2011,0,NLS201107120,AL,NULL,17.17220657,4.423719362,0,2,0,0.060607788,0.015613127,0,0.076220915
roberda08,2011,0,NLS201107120,AL,NULL,0,0,12.06493726,0,1,0,0,0.067865272,0.067865272
grandcu01,2011,0,NLS201107120,AL,8,12.5582827,5.129422341,0,2,0,0.044323351,0.018103844,0,0.062427194
wilsocj01,2011,0,NLS201107120,AL,NULL,0,0,10.07250782,0,1,0,0,0.056657856,0.056657856
cabremi01,2011,0,NLS201107120,AL,NULL,38.92148186,-9.163162813,0,1,0,0.068684968,-0.016170287,0,0.052514681
youklke01,2011,0,NLS201107120,AL,NULL,25.02126434,2.321159895,0,1,0,0.044155172,0.004096165,0,0.048251337
cabreas01,2011,0,NLS201107120,AL,6,7.879348375,5.686032546,0,2,0,0.027809465,0.02006835,0,0.047877815
avilaal01,2011,0,NLS201107120,AL,2,9.448968837,2.232548935,0,2,0,0.033349302,0.007879584,0,0.041228886
ogandal01,2011,0,NLS201107120,AL,NULL,0,0,8.67284933,0,0.667,0,0,0.032539447,0.032539447
joycema01,2011,0,NLS201107120,AL,NULL,14.1033585,-6.371765333,0,2,0,0.049776559,-0.022488584,0,0.027287976
wietema01,2011,0,NLS201107120,AL,NULL,-4.256747922,16.85713757,0,1,0,-0.007511908,0.02974789,0,0.022235982
kendrho01,2011,0,NLS201107120,AL,NULL,7.305810546,3.489972263,0,1,0,0.012892607,0.006158775,0,0.019051381
perezch01,2011,0,NLS201107120,AL,NULL,0,0,2.919871082,0,1,0,0,0.016424275,0.016424275
konerpa01,2011,0,NLS201107120,AL,NULL,16.48263479,-12.33066211,0,2,0,0.058174005,-0.043519984,0,0.014654021
gonzagi01,2011,0,NLS201107120,AL,NULL,0,0,6.957228549,0,0.333,0,0,0.013031759,0.013031759
peraljh01,2011,0,NLS201107120,AL,NULL,-3.704664242,4.564025648,0,2,0,-0.013075286,0.016108326,0,0.00303304
ortizda01,2011,0,NLS201107120,AL,0,11.4683505,-10.95633507,0,2,0,0.040476531,-0.038669418,0,0.001807113
pinedmi01,2011,0,NLS201107120,AL,NULL,0,0,0.041908386,0,1,0,0,0.000235735,0.000235735
waldejo01,2011,0,NLS201107120,AL,NULL,0,0,-0.239273713,0,1,0,0,-0.001345915,-0.001345915
youngmi02,2011,0,NLS201107120,AL,NULL,7.183120904,-10.96708656,0,1,0,0.012676096,-0.019353682,0,-0.006677586
leagubr01,2011,0,NLS201107120,AL,NULL,0,0,-2.210403119,0,1,0,0,-0.012433518,-0.012433518
cuddymi01,2011,0,NLS201107120,AL,NULL,8.912997817,-17.48328217,0,1,0,0.01572882,-0.030852851,0,-0.015124031
quentca01,2011,0,NLS201107120,AL,NULL,7.469216739,-15.75233897,0,2,0,0.026361941,-0.05559649,0,-0.029234549
pujolal01,2009,0,NLS200907140,NL,3,45.58625441,8.495816577,0,3,0,0.248652297,0.046340818,0,0.294993114
linceti01,2009,0,NLS200907140,NL,1,0,0,21.18482474,0,2,0,0,0.211848247,0.211848247
ramirha01,2009,0,NLS200907140,NL,6,34.19939353,0.385439402,0,3,0,0.186542147,0.002102397,0,0.188644543
utleych01,2009,0,NLS200907140,NL,4,29.63289698,16.62816179,0,2,0,0.107755989,0.060466043,0,0.168222032
wrighda03,2009,0,NLS200907140,NL,5,26.91391573,0.548753971,0,2,0,0.097868784,0.001995469,0,0.099864253
zimmery01,2009,0,NLS200907140,NL,NULL,11.86255364,15.34891289,0,2,0,0.043136559,0.055814229,0,0.098950787
harenda01,2009,0,NLS200907140,NL,NULL,0,0,16.76076276,0,1,0,0,0.083803814,0.083803814
braunry02,2009,0,NLS200907140,NL,9,31.36811556,-9.012681301,0,2,0,0.114065875,-0.032773387,0,0.081292488
victosh01,2009,0,NLS200907140,NL,8,9.096773788,5.273754314,0,2,0,0.033079177,0.019177288,0,0.052256466
hudsoor01,2009,0,NLS200907140,NL,NULL,5.103076882,8.00538696,0,2,0,0.018556643,0.029110498,0,0.047667141
hoffmtr01,2009,0,NLS200907140,NL,NULL,0,0,7.619243468,0,1,0,0,0.038096217,0.038096217
werthja01,2009,0,NLS200907140,NL,NULL,19.32194642,0.651104279,0,1,0,0.035130812,0.001183826,0,0.036314638
gonzaad01,2009,0,NLS200907140,NL,NULL,22.5704326,-3.446992167,0,1,0,0.04103715,-0.006267258,0,0.034769892
frankry01,2009,0,NLS200907140,NL,NULL,0,0,6.906596378,0,1,0,0,0.034532982,0.034532982
cordefr01,2009,0,NLS200907140,NL,NULL,0,0,6.282308165,0,1,0,0,0.031411541,0.031411541
fieldpr01,2009,0,NLS200907140,NL,NULL,27.80972941,-12.00790433,0,1,0,0.050563144,-0.021832553,0,0.028730591
mccanbr01,2009,0,NLS200907140,NL,NULL,9.140459698,6.155693375,0,1,0,0.016619018,0.01119217,0,0.027811187
uptonju01,2009,0,NLS200907140,NL,NULL,9.270154532,-2.086543521,0,2,0,0.033709653,-0.007587431,0,0.026122222
molinya01,2009,0,NLS200907140,NL,2,-8.904718741,15.68099662,0,2,0,-0.032380795,0.057021806,0,0.02464101
bellhe01,2009,0,NLS200907140,NL,NULL,0,0,4.908224521,0,1,0,0,0.024541123,0.024541123
billich01,2009,0,NLS200907140,NL,NULL,0,0,2.765197542,0,1,0,0,0.013825988,0.013825988
howarry01,2009,0,NLS200907140,NL,NULL,15.15056232,-9.934215533,0,1,0,0.027546477,-0.01806221,0,0.009484267
rodrifr03,2009,0,NLS200907140,NL,NULL,0,0,0.779599272,0,1,0,0,0.003897996,0.003897996
ibanera01,2009,0,NLS200907140,NL,7,10.40356564,-11.89587866,0,2,0,0.037831148,-0.043257741,0,-0.005426593
tejadmi01,2009,0,NLS200907140,NL,NULL,-4.105198366,0.181268714,0,2,0,-0.014927994,0.000659159,0,-0.014268835
hawpebr01,2009,0,NLS200907140,NL,NULL,13.83524256,-21.71989219,0,2,0,0.050309973,-0.078981426,0,-0.028671453
mauerjo01,2009,0,NLS200907140,AL,2,30.50796472,4.11301208,0,3,0,0.152539824,0.02056506,0,0.173104884
hallaro01,2009,0,NLS200907140,AL,1,0,0,15.26684483,0,2,0,0,0.152668448,0.152668448
teixema01,2009,0,NLS200907140,AL,3,27.9064565,-1.424037157,0,3,0,0.139532283,-0.007120186,0,0.132412097
greinza01,2009,0,NLS200907140,AL,NULL,0,0,25.38187665,0,1,0,0,0.126909383,0.126909383
riverma01,2009,0,NLS200907140,AL,NULL,0,0,17.15800622,0,1,0,0,0.085790031,0.085790031
hillaa01,2009,0,NLS200907140,AL,4,4.279925399,11.7738293,0,3,0,0.021399627,0.058869147,0,0.080268774
suzukic01,2009,0,NLS200907140,AL,9,14.40557118,0.88825214,0,3,0,0.072027856,0.004441261,0,0.076469117
nathajo01,2009,0,NLS200907140,AL,NULL,0,0,14.13005441,0,1,0,0,0.070650272,0.070650272
papeljo01,2009,0,NLS200907140,AL,NULL,0,0,13.65231166,0,1,0,0,0.068261558,0.068261558
jeterde01,2009,0,NLS200907140,AL,6,14.31804794,-0.957088633,0,3,0,0.07159024,-0.004785443,0,0.066804797
crawfca02,2009,0,NLS200907140,AL,NULL,10.9754156,2.075603097,0,3,0,0.054877078,0.010378015,0,0.065255093
buehrma01,2009,0,NLS200907140,AL,NULL,0,0,12.57512652,0,1,0,0,0.062875633,0.062875633
hernafe02,2009,0,NLS200907140,AL,NULL,0,0,11.45124395,0,1,0,0,0.05725622,0.05725622
zobribe01,2009,0,NLS200907140,AL,NULL,20.03587138,10.01516931,0,1,0,0.033393119,0.016691949,0,0.050085068
youklke01,2009,0,NLS200907140,AL,NULL,25.28393551,3.607705208,0,1,0,0.042139893,0.006012842,0,0.048152735
hamiljo03,2009,0,NLS200907140,AL,8,10.70528328,-2.809675329,0,3,0,0.053526416,-0.014048377,0,0.03947804
bayja01,2009,0,NLS200907140,AL,7,18.14889635,-8.171440886,0,2,0,0.060496321,-0.027238136,0,0.033258185
bartlja01,2009,0,NLS200907140,AL,NULL,8.343072056,10.2612322,0,1,0,0.01390512,0.017102054,0,0.031007174
grandcu01,2009,0,NLS200907140,AL,NULL,11.47089697,5.845638893,0,1,0,0.019118162,0.009742731,0,0.028860893
morneju01,2009,0,NLS200907140,AL,NULL,14.50418564,-7.127673635,0,2,0,0.048347285,-0.023758912,0,0.024588373
jacksed01,2009,0,NLS200907140,AL,NULL,0,0,3.749121611,0,1,0,0,0.018745608,0.018745608
jonesad01,2009,0,NLS200907140,AL,NULL,-2.061907201,6.272573851,0,2,0,-0.006873024,0.02090858,0,0.014035555
martivi01,2009,0,NLS200907140,AL,NULL,9.204724939,-4.497665875,0,1,0,0.015341208,-0.00749611,0,0.007845098
youngmi02,2009,0,NLS200907140,AL,5,5.732475765,-4.663072159,0,3,0,0.028662379,-0.023315361,0,0.005347018
ingebr01,2009,0,NLS200907140,AL,NULL,-15.26737756,11.44276878,0,1,0,-0.025445629,0.019071281,0,-0.006374348
wrighda03,2007,0,NLS200707100,NL,5,30.28994287,2.598416225,0,3,0,0.136304743,0.011692873,0,0.147997616
beltrca01,2007,0,NLS200707100,NL,8,20.90437108,8.63530681,0,3,0,0.09406967,0.038858881,0,0.13292855
utleych01,2007,0,NLS200707100,NL,4,25.81783521,17.05139792,0,2,0,0.077453506,0.051154194,0,0.128607699
reyesjo01,2007,0,NLS200707100,NL,6,8.376898436,10.18826061,0,4,0,0.050261391,0.061129564,0,0.111390954
martiru01,2007,0,NLS200707100,NL,2,4.162223537,15.65624749,0,3,0,0.018730006,0.070453114,0,0.08918312
