yearID,gameNum,gameID,lgID,tm_OFF_talent,tm_DEF_talent,tm_PIT_talent,MLB_avg_RPG,talent_RSPG,talent_RAPG,unadj_PYTH,timeline_adj,SOS,adj_PYTH,no_1_player,no_2_player
1938,0,NLS193807060,AL,1.351551219,0.006992147,0.735384204,4.89,6.241551219,4.147623649,0.678722809,0.781042654,0.390521327,0.57512372,grovele01,dimagjo01
1936,0,NLS193607070,AL,1.349118717,0.151146853,0.683351699,5.19,6.539118717,4.355501449,0.67779211,0.77535545,0.387677725,0.571153588,grovele01,gehrilo01
2015,0,NLS201507140,NL,0.931501722,0.272759515,0.440972199,4.1,5.031501722,3.386268285,0.673632719,1,0.5,0.673632719,goldspa01,mccutan01
1933,0,ALS193307060,AL,1.291067447,0.131162071,0.453936381,4.48,5.771067447,3.894901548,0.672504667,0.766824645,0.383412322,0.560808926,ruthba01,grovele01
1937,0,ALS193707070,NL,1.469974764,0.167561414,0.421938285,4.87,6.339974764,4.2805003,0.672349974,0.778199052,0.389099526,0.566536536,vaughar01,medwijo01
2001,0,ALS200107100,NL,1.732530231,-0.110363805,0.491239292,4.78,6.512530231,4.399124513,0.672155473,0.960189573,0.480094787,0.654366182,johnsra05,bondsba01
1957,0,NLS195707090,AL,1.512339519,0.155111252,0.206889879,4.31,5.822339519,3.947998868,0.670609447,0.83507109,0.417535545,0.593401326,mantlmi01,willite01
1939,0,ALS193907110,AL,1.083899496,0.173943316,0.637211285,4.82,5.903899496,4.008845399,0.670049937,0.783886256,0.391943128,0.566911044,dimagjo01,fellebo01
1954,0,ALS195407130,NL,1.113185914,0.089805191,0.544959811,4.38,5.493185914,3.745234999,0.668394816,0.826540284,0.413270142,0.586731779,snidedu01,roberro01
1982,0,NLS198207130,AL,1.234141257,0.223061328,0.303341133,4.3,5.534141257,3.773597539,0.66834759,0.906161137,0.453080569,0.625389863,henderi01,yountro01
2010,0,ALS201007130,NL,0.985462955,0.067194745,0.654112406,4.38,5.365462955,3.65869285,0.668335063,0.985781991,0.492890995,0.662001524,johnsjo09,jimenub01
1935,0,ALS193507080,AL,1.30355425,0.128961678,0.540451796,4.9,6.20355425,4.230586526,0.668296537,0.772511848,0.386255924,0.559075963,foxxji01,gehrilo01
1998,0,NLS199807070,NL,1.317425662,-0.042940711,0.647047583,4.79,6.107425662,4.185893128,0.666266512,0.951658768,0.475829384,0.644417414,bondsba01,biggicr01
1988,0,NLS198807120,AL,1.169914196,-0.03880062,0.536469497,4.14,5.309914196,3.642331122,0.665927275,0.923222749,0.461611374,0.630873151,boggswa01,violafr01
1961,2,ALS196107310,AL,1.156030321,0.221066516,0.403826302,4.53,5.686030321,3.905107182,0.665428508,0.846445498,0.423222749,0.593396213,mantlmi01,cashno01
1951,0,ALS195107100,NL,1.267046519,0.135941131,0.394343302,4.55,5.817046519,4.019715567,0.662920033,0.818009479,0.409004739,0.576458762,robinja02,musiast01
1967,0,ALS196707110,NL,1.070869316,0.116570874,0.307666422,3.77,4.840869316,3.345762704,0.662845652,0.863507109,0.431753555,0.599000217,clemero01,aaronha01
2013,0,NLS201307160,NL,1.02725736,0.086688817,0.489943154,4.17,5.19725736,3.593368029,0.662699016,0.994312796,0.497156398,0.660151792,wrighda03,mccutan01
1954,0,ALS195407130,AL,1.348506696,0.193099623,0.210156722,4.38,5.728506696,3.976743655,0.661040525,0.826540284,0.413270142,0.578707928,mantlmi01,rosenal01
2003,0,ALS200307150,NL,1.27349007,0.142248744,0.41198946,4.73,6.00349007,4.175761796,0.660241551,0.965876777,0.482938389,0.644763056,bondsba01,pujolal01
1968,0,NLS196807090,AL,0.960008844,0.10177561,0.268485224,3.42,4.380008844,3.049739167,0.65981059,0.866350711,0.433175355,0.597135287,yastrca01,tiantlu01
1953,0,NLS195307140,NL,1.218510241,0.033186857,0.514609499,4.61,5.828510241,4.062203643,0.659416625,0.823696682,0.411848341,0.575509455,musiast01,roberro01
2011,0,NLS201107120,NL,0.992656749,-0.021171471,0.62491081,4.28,5.272656749,3.676260661,0.6592532,0.988625592,0.494312796,0.654124361,hallaro01,leecl02
1975,0,ALS197507150,AL,1.014398123,0.129187494,0.436327799,4.21,5.224398123,3.644484707,0.659042018,0.886255924,0.443127962,0.606005269,carewro01,jacksre01
1972,0,NLS197207250,NL,1.036504299,-0.042092469,0.434781861,3.69,4.726504299,3.297310608,0.659023142,0.877725118,0.438862559,0.601846414,morgajo02,gibsobo01
1969,0,ALS196907230,NL,0.955592964,0.081071313,0.48245525,4.07,5.025592964,3.506473437,0.65896307,0.869194313,0.434597156,0.597619901,mccovwi01,aaronha01
1976,0,NLS197607130,NL,0.959977395,0.12687189,0.407898842,3.99,4.949977395,3.455229268,0.658782736,0.889099526,0.444549763,0.607104523,morgajo02,montejo01
1990,0,NLS199007100,AL,0.849439386,0.210546089,0.480865087,4.26,5.109439386,3.568588824,0.658546271,0.928909953,0.464454976,0.625837901,cansejo01,henderi01
1977,0,ALS197707190,NL,1.026914672,0.100143064,0.529774036,4.47,5.496914672,3.8400829,0.658453082,0.891943128,0.445971564,0.608127347,morgajo02,seaveto01
1995,0,ALS199507110,AL,1.008243665,0.038629643,0.688318352,4.85,5.858243665,4.123052005,0.655385859,0.943127962,0.471563981,0.62923395,johnsra05,loftoke01
2014,0,ALS201407150,NL,0.964216404,0.105466047,0.412969748,4.07,5.034216404,3.551564206,0.654398848,0.997156398,0.498578199,0.653111494,mccutan01,tulowtr01
1976,0,NLS197607130,AL,0.909910956,0.091874903,0.441109368,3.99,4.899910956,3.457015728,0.654374663,0.889099526,0.444549763,0.602431734,carewro01,fidryma01
1992,0,NLS199207140,NL,0.92927655,0.160209888,0.395876564,4.12,5.04927655,3.563913547,0.654198492,0.934597156,0.467298578,0.623998117,bondsba01,sandbry01
1959,2,NLS195908030,NL,1.087152597,0.146393898,0.36881228,4.38,5.467152597,3.864793822,0.653562278,0.840758294,0.420379147,0.577743636,bankser01,mayswi01
1955,0,NLS195507120,AL,1.121111786,0.071519613,0.448475118,4.48,5.601111786,3.960005269,0.653508477,0.829383886,0.414691943,0.571970376,mantlmi01,willite01
1969,0,ALS196907230,AL,1.130014794,0.130412686,0.261701748,4.07,5.200014794,3.677885566,0.653344243,0.869194313,0.434597156,0.591616752,petrori01,jacksre01
2013,0,NLS201307160,AL,1.165223414,-0.084824201,0.475584579,4.17,5.335223414,3.779239622,0.652715837,0.994312796,0.497156398,0.650133024,troutmi01,salech01
1974,0,NLS197407230,AL,0.843605892,0.111457305,0.488054501,4.12,4.963605892,3.520488194,0.652186699,0.883412322,0.441706161,0.597347346,perryga01,jacksre01
1994,0,NLS199407120,NL,1.199308257,0.111022591,0.464043558,4.92,6.119308257,4.344933851,0.65173231,0.94028436,0.47014218,0.62412381,maddugr01,bondsba01
1999,0,ALS199907130,AL,0.971361394,0.102124479,0.680156781,5.08,6.051361394,4.29771874,0.651632776,0.95450237,0.477251185,0.630687165,martipe02,loftoke01
2004,0,NLS200407130,NL,1.326640658,-0.058135194,0.508363068,4.81,6.136640658,4.359772126,0.651491005,0.968720379,0.48436019,0.637150997,bondsba01,pujolal01
1999,0,ALS199907130,NL,1.184763191,0.014131353,0.609535166,5.08,6.264763191,4.456333481,0.650974263,0.95450237,0.477251185,0.630011539,schilcu01,bagweje01
1975,0,ALS197507150,NL,1.044369461,0.143322863,0.326397209,4.21,5.254369461,3.740279928,0.650676959,0.886255924,0.443127962,0.597134419,morgajo02,benchjo01
1996,0,NLS199607090,NL,1.340061534,0.035469633,0.46021568,5.04,6.380061534,4.544314687,0.650427869,0.945971564,0.472985782,0.625452858,bondsba01,larkiba01
1985,0,ALS198507160,AL,1.034757154,0.075471416,0.430546299,4.33,5.364757154,3.823982284,0.650119041,0.914691943,0.457345972,0.610289836,henderi01,ripkeca01
1973,0,ALS197307240,NL,1.074156644,0.150675624,0.292674374,4.21,5.284156644,3.766650002,0.650105834,0.88056872,0.44028436,0.593751627,morgajo02,cedence01
1967,0,ALS196707110,AL,1.02409264,0.190399331,0.161901661,3.77,4.79409264,3.417699008,0.65006001,0.863507109,0.431753555,0.585308149,yastrca01,killeha01
1937,0,ALS193707070,AL,1.269707652,0.102857179,0.382581384,4.87,6.139707652,4.384561437,0.649339725,0.778199052,0.389099526,0.541166419,gehrich01,gehrilo01
2009,0,NLS200907140,NL,1.095096056,0.076301696,0.441957908,4.61,5.705096056,4.091740396,0.647546665,0.982938389,0.491469194,0.639719314,pujolal01,linceti01
1984,0,NLS198407100,AL,0.951756205,0.124059974,0.397126387,4.26,5.211756205,3.73881364,0.64744605,0.911848341,0.455924171,0.60612907,ripkeca01,stiebda01
2008,0,ALS200807150,NL,1.109584623,0.065292826,0.449417357,4.65,5.759584623,4.135289817,0.647094845,0.980094787,0.490047393,0.637950061,pujolal01,wrighda03
1960,2,ALS196007130,NL,1.028579076,0.163414699,0.311361672,4.31,5.338579076,3.835223629,0.646854027,0.843601896,0.421800948,0.571960508,mayswi01,bankser01
2000,0,NLS200007110,NL,1.245338999,0.099195397,0.452432111,5.14,6.385338999,4.588372493,0.646748431,0.957345972,0.478672986,0.62701145,jonesch06,jonesan01
1959,1,NLS195907070,NL,1.336245962,0.135013362,0.132357534,4.38,5.716245962,4.112629104,0.646234254,0.840758294,0.420379147,0.569867345,bankser01,mayswi01
2009,0,NLS200907140,AL,0.794578157,0.076020395,0.643157153,4.61,5.404578157,3.890822451,0.645973174,0.982938389,0.491469194,0.638130406,mauerjo01,hallaro01
1944,0,NLS194407110,NL,1.113287908,0.087423074,0.278803367,4.17,5.283287908,3.803773558,0.645943526,0.798104265,0.399052133,0.547813334,musiast01,galanau01
1956,0,ALS195607100,AL,1.056267513,0.052171785,0.427110829,4.45,5.506267513,3.970717386,0.645267411,0.832227488,0.416113744,0.564526415,mantlmi01,willite01
1961,1,NLS196107110,AL,1.204070193,0.120980584,0.263298824,4.53,5.734070193,4.145720592,0.644181248,0.846445498,0.423222749,0.570526882,marisro01,cashno01
2015,0,NLS201507140,AL,0.737368639,0.198846275,0.402370149,4.1,4.837368639,3.498783576,0.644016198,1,0.5,0.644016198,troutmi01,cainlo01
1974,0,NLS197407230,NL,0.979532461,0.182031166,0.246833229,4.12,5.099532461,3.691135604,0.643705319,0.883412322,0.441706161,0.588372721,morgajo02,benchjo01
1964,0,NLS196407070,NL,0.999836377,0.018896207,0.370742753,4.04,5.039836377,3.65036104,0.643425258,0.854976303,0.427488152,0.573991463,mayswi01,drysddo01
1956,0,ALS195607100,NL,0.837833961,0.217435658,0.39975979,4.45,5.287833961,3.832804552,0.64311634,0.832227488,0.416113744,0.562217911,mayswi01,antonjo02
1960,1,ALS196007110,NL,1.178929527,0.160702673,0.165485201,4.31,5.488929527,3.983812126,0.642562633,0.843601896,0.421800948,0.567367713,mayswi01,bankser01
1978,0,NLS197807110,AL,0.905338112,0.10988671,0.35586566,4.1,5.005338112,3.63424763,0.642398186,0.89478673,0.447393365,0.592565208,brettge01,carewro01
1993,0,ALS199307130,AL,0.880182821,0.075762297,0.544691757,4.6,5.480182821,3.979545946,0.642342641,0.937440758,0.468720379,0.613076885,griffke02,langsma01
1986,0,NLS198607150,NL,0.958387455,0.075211871,0.435896364,4.41,5.368387455,3.898891765,0.642285669,0.917535545,0.458767773,0.603481852,goodedw01,hernake01
2012,0,ALS201207100,AL,0.948809045,-0.025646634,0.512060124,4.32,5.268809045,3.83358651,0.641515176,0.991469194,0.495734597,0.637581961,troutmi01,beltrad01
1998,0,NLS199807070,AL,0.884887601,0.178189662,0.478694454,4.79,5.674887601,4.133115884,0.641100794,0.951658768,0.475829384,0.618547399,griffke02,rodrial01
2012,0,ALS201207100,NL,0.942578925,0.030302795,0.454782625,4.32,5.262578925,3.834914581,0.640871219,0.991469194,0.495734597,0.636934938,braunry02,vottojo01
1994,0,NLS199407120,AL,0.858047482,0.077311037,0.626771689,4.92,5.778047482,4.215917274,0.640333862,0.94028436,0.47014218,0.612359211,coneda01,griffke02
1992,0,NLS199207140,AL,0.624039608,0.194462115,0.461342132,4.12,4.744039608,3.464195754,0.64000079,0.934597156,0.467298578,0.609300986,griffke02,ripkeca01
1970,0,NLS197007140,AL,0.872579886,0.155118722,0.375723959,4.34,5.212579886,3.80915732,0.639688054,0.872037915,0.436018957,0.578513846,yastrca01,mcdowsa01
2014,0,ALS201407150,AL,0.959654351,-0.033185201,0.427478899,4.07,5.029654351,3.675706302,0.63966234,0.997156398,0.498578199,0.638350429,troutmi01,cabremi01
1947,0,NLS194707080,AL,0.849206196,0.210757257,0.339454104,4.36,5.209206196,3.809788639,0.639345002,0.806635071,0.403317536,0.545092522,willite01,newhoha01
2002,0,NLS200207090,NL,1.013388551,0.141436203,0.350537038,4.62,5.633388551,4.128026759,0.638525075,0.963033175,0.481516588,0.621283811,bondsba01,schilcu01
1952,0,NLS195207080,NL,1.019641088,0.158359286,0.206403585,4.18,5.199641088,3.815237129,0.637965296,0.820853081,0.41042654,0.550908343,robinja02,musiast01
1968,0,NLS196807090,NL,0.785153567,0.098132778,0.231384437,3.42,4.205153567,3.090482785,0.637287364,0.866350711,0.433175355,0.573146974,santoro01,aaronha01
1978,0,NLS197807110,NL,1.010394662,-0.043123531,0.387018334,4.1,5.110394662,3.756105198,0.637249535,0.89478673,0.447393365,0.587160168,fostege01,bluevi01
1977,0,ALS197707190,AL,0.774968518,0.256305343,0.357952806,4.47,5.244968518,3.855741851,0.637169895,0.891943128,0.445971564,0.585681425,carewro01,brettge01
1990,0,NLS199007100,NL,0.818216093,0.230748497,0.292726424,4.26,5.078216093,3.73652508,0.636788273,0.928909953,0.464454976,0.60325134,dykstle01,bondsba01
1983,0,ALS198307060,AL,0.915550525,-0.012827452,0.476485518,4.31,5.225550525,3.846341934,0.636633188,0.909004739,0.45450237,0.593459516,yountro01,stiebda01
1958,0,ALS195807080,NL,1.0505883,0.213495692,0.142704402,4.28,5.3305883,3.923799906,0.636617716,0.837914692,0.418957346,0.558150394,mayswi01,aaronha01
1983,0,ALS198307060,NL,0.852715388,0.197173109,0.310430719,4.31,5.162715388,3.802396172,0.636376452,0.909004739,0.45450237,0.593191768,schmimi01,dawsoan01
2001,0,ALS200107100,AL,1.164749362,0.030038806,0.364659199,4.78,5.944749362,4.385301995,0.635706536,0.960189573,0.480094787,0.617066232,rodrial01,suzukic01
1947,0,NLS194707080,NL,0.64933793,0.068721833,0.5954379,4.36,5.00933793,3.695840267,0.635641246,0.806635071,0.403317536,0.54111556,blackew01,mizejo01
1981,0,ALS198108090,AL,0.900613112,0.135425179,0.246447502,4,4.900613112,3.618127319,0.635347872,0.903317536,0.451658768,0.589344934,brettge01,winfida01
1982,0,NLS198207130,NL,0.65409983,0.146841513,0.493058633,4.3,4.95409983,3.660099853,0.635060074,0.906161137,0.453080569,0.590432916,dawsoan01,cartega01
1939,0,ALS193907110,NL,1.091412518,0.163190673,0.283989305,4.82,5.911412518,4.372820022,0.634530458,0.783886256,0.391943128,0.528108004,ottme01,vaughar01
1949,0,NLS194907120,NL,1.181951648,0.067845848,0.256855894,4.61,5.791951648,4.285298258,0.634446622,0.812322275,0.406161137,0.542765955,musiast01,kinerra01
2006,0,NLS200607110,NL,1.111767124,0.069504701,0.363751065,4.86,5.971767124,4.426744234,0.633639571,0.974407583,0.487203791,0.621675663,pujolal01,beltrca01
2005,0,ALS200507120,NL,0.822417467,0.045980764,0.531435294,4.59,5.412417467,4.012583942,0.633589412,0.971563981,0.485781991,0.62028527,pujolal01,clemero02
1941,0,ALS194107080,NL,0.865196605,0.10929283,0.4096847,4.49,5.355196605,3.971022471,0.633497374,0.78957346,0.39478673,0.529967776,mizejo01,reisepe01
1980,0,NLS198007080,AL,0.919098976,0.202455,0.217784423,4.29,5.209098976,3.869760577,0.632719677,0.900473934,0.450236967,0.585207672,randowi01,lynnfr01
1984,0,NLS198407100,NL,0.77360128,0.238656636,0.27311109,4.26,5.03360128,3.748232274,0.631714239,0.911848341,0.455924171,0.5897219,cartega01,murphda05
2007,0,NLS200707100,AL,0.993807056,-0.062614289,0.540712042,4.8,5.793807056,4.321902247,0.630965708,0.977251185,0.488625592,0.620308172,rodrial01,beckejo02
2003,0,ALS200307150,AL,1.012007575,-0.088960608,0.532143069,4.73,5.742007575,4.286817539,0.6306121,0.965876777,0.482938389,0.61457176,rodrial01,muldema01
1951,0,ALS195107100,AL,0.880162578,0.089970399,0.399959939,4.55,5.430162578,4.060069662,0.62997444,0.818009479,0.409004739,0.540914786,willite01,garvene01
1993,0,ALS199307130,NL,1.147892873,0.019452419,0.27705077,4.6,5.747892873,4.303496811,0.629392596,0.937440758,0.468720379,0.599727505,bondsba01,larkiba01
2007,0,NLS200707100,NL,0.849330444,0.116085763,0.4379631,4.8,5.649330444,4.245951137,0.627754423,0.977251185,0.488625592,0.617060432,wrighda03,beltrca01
1953,0,NLS195307140,AL,1.007655214,0.007180682,0.368985626,4.61,5.617655214,4.233833693,0.62657138,0.823696682,0.411848341,0.54021449,rosenal01,piercbi02
1989,0,ALS198907110,NL,0.947211831,0.054290532,0.246876623,4.13,5.077211831,3.828832846,0.626312627,0.926066351,0.463033175,0.59104632,smithoz01,mitchke01
2005,0,ALS200507120,AL,1.091657733,-0.105425984,0.408796719,4.59,5.681657733,4.286629265,0.626115628,0.971563981,0.485781991,0.612705997,rodrial01,guerrvl01
1950,0,ALS195007110,NL,1.092985317,0.034095825,0.331172787,4.85,5.942985317,4.484731388,0.626025937,0.815165877,0.407582938,0.535251149,musiast01,kinerra01
1963,0,ALS196307090,NL,0.88756209,0.092708553,0.199336252,3.95,4.83756209,3.657955196,0.625157355,0.852132701,0.426066351,0.553192541,mayswi01,aaronha01
2006,0,NLS200607110,AL,0.905363805,-0.085897899,0.580961904,4.86,5.765363805,4.364935995,0.624624652,0.974407583,0.487203791,0.612546365,hallaro01,rodrial01
1943,0,ALS194307130,NL,0.794005405,0.123842774,0.224699702,3.91,4.704005405,3.561457524,0.624615963,0.795260664,0.397630332,0.523442509,musiast01,coopemo01
1971,0,ALS197107130,NL,1.030777335,-0.008171438,0.171504847,3.89,4.920777335,3.726666591,0.624490608,0.874881517,0.437440758,0.563922696,benchjo01,clemero01
1971,0,ALS197107130,AL,0.828100477,-0.010847288,0.32216181,3.89,4.718100477,3.578685478,0.623828805,0.874881517,0.437440758,0.563228806,yastrca01,bluevi01
1979,0,ALS197907170,AL,0.901764275,0.094497835,0.298045199,4.46,5.361764275,4.067456966,0.623770557,0.897630332,0.448815166,0.574472919,brettge01,riceji01
1955,0,NLS195507120,NL,1.075505854,0.120145173,0.143005516,4.48,5.555505854,4.216849311,0.623524074,0.829383886,0.414691943,0.539897722,mayswi01,musiast01
1991,0,ALS199107090,AL,0.888755261,0.091358562,0.272433051,4.31,5.198755261,3.946208387,0.623508079,0.931753555,0.465876777,0.590917542,ripkeca01,griffke02
1933,0,ALS193307060,NL,0.853086062,-0.060718015,0.491376914,4.48,5.333086062,4.049341101,0.623384301,0.766824645,0.383412322,0.50721158,warnelo01,kleinch01
1936,0,NLS193607070,NL,0.743305418,0.124014205,0.56054366,5.19,5.933305418,4.505442135,0.623349732,0.77535545,0.387677725,0.511674452,hubbeca01,medwijo01
1958,0,ALS195807080,AL,1.054736708,0.07521514,0.150704633,4.28,5.334736708,4.054080228,0.623014653,0.837914692,0.418957346,0.543715265,mantlmi01,willite01
1996,0,NLS199607090,AL,0.953760032,0.11395765,0.371048959,5.04,5.993760032,4.554993391,0.623005696,0.945971564,0.472985782,0.597284546,belleal01,nagych01
1934,0,NLS193407100,NL,0.76890817,0.02850947,0.560984263,4.91,5.67890817,4.320506267,0.622529153,0.769668246,0.384834123,0.507803757,deandi01,hubbeca01
1962,2,NLS196207300,AL,0.70912504,0.112984239,0.410426245,4.46,5.16912504,3.936589515,0.622100016,0.8492891,0.42464455,0.548530669,aguirha01,marisro01
1948,0,ALS194807130,NL,0.823239738,0.080752826,0.377922818,4.58,5.403239738,4.121324356,0.621426695,0.809478673,0.404739336,0.527435434,musiast01,mizejo01
1957,0,NLS195707090,NL,1.191538345,0.107074888,0.001292478,4.31,5.501538345,4.201632634,0.620879961,0.83507109,0.417535545,0.540010867,mayswi01,aaronha01
1962,1,ALS196207100,NL,0.724825442,0.221193811,0.277471058,4.46,5.184825442,3.961335131,0.620707845,0.8492891,0.42464455,0.547064799,mayswi01,drysddo01
1959,2,NLS195908030,AL,0.835815596,0.245427459,0.146355988,4.38,5.215815596,3.988216553,0.620361506,0.840758294,0.420379147,0.542364622,mantlmi01,foxne01
1935,0,ALS193507080,NL,1.058475556,0.081320827,0.261973613,4.9,5.958475556,4.556705561,0.620302654,0.772511848,0.386255924,0.506938347,vaughar01,ottme01
1970,0,NLS197007140,NL,1.056918818,-0.126728512,0.339315546,4.34,5.396918818,4.127412966,0.620286542,0.872037915,0.436018957,0.558093875,gibsobo01,seaveto01
1973,0,ALS197307240,AL,0.814405249,0.151333651,0.212841519,4.21,5.024405249,3.84582483,0.619916482,0.88056872,0.44028436,0.561976057,jacksre01,murcebo01
1966,0,NLS196607120,AL,0.839238216,0.15041359,0.141997924,3.99,4.829238216,3.697588486,0.619782331,0.860663507,0.430331754,0.551844665,robinfr02,olivato01
1944,0,NLS194407110,AL,0.699923788,0.067698078,0.372859987,4.17,4.869923788,3.729441935,0.619701164,0.798104265,0.399052133,0.519705761,doerrbo01,johnsbo01
1979,0,ALS197907170,NL,0.957583375,0.105601735,0.169622812,4.46,5.417583375,4.184775453,0.615975335,0.897630332,0.448815166,0.566366351,parkeda01,winfida01
1962,1,ALS196207100,AL,0.746446677,0.076326062,0.353445397,4.46,5.206446677,4.030228541,0.615056217,0.8492891,0.42464455,0.541127073,pascuca02,mantlmi01
1987,0,ALS198707140,NL,0.830574561,0.037266519,0.385429192,4.72,5.550574561,4.297304289,0.614986463,0.920379147,0.460189573,0.576578233,daviser01,raineti01
2000,0,NLS200007110,AL,1.098238392,0.019877895,0.284482023,5.14,6.238238392,4.835640082,0.614453707,0.957345972,0.478672986,0.594044931,rodriiv01,jeterde01
1995,0,ALS199507110,NL,1.25251296,-0.034988166,0.152659646,4.85,6.10251296,4.73232852,0.614279826,0.943127962,0.471563981,0.586974357,bondsba01,piazzmi01
1942,0,NLS194207060,NL,0.630615188,0.07345551,0.351797845,4.08,4.710615188,3.654746645,0.614066673,0.792417062,0.396208531,0.510785991,coopemo01,ottme01
1991,0,ALS199107090,NL,0.690815705,0.01222347,0.416390065,4.31,5.000815705,3.881386465,0.613900502,0.931753555,0.465876777,0.581037132,glavito02,sandbry01
1987,0,ALS198707140,AL,0.867274713,-0.004033881,0.36992878,4.72,5.587274713,4.3541051,0.612148353,0.920379147,0.460189573,0.573653277,saberbr01,boggswa01
1962,2,NLS196207300,NL,0.813652128,0.15244888,0.196698064,4.46,5.273652128,4.110853056,0.612026701,0.8492891,0.42464455,0.537952814,robinfr02,mayswi01
1989,0,ALS198907110,AL,0.706172281,-0.029731933,0.389057064,4.13,4.836172281,3.770674869,0.611929795,0.926066351,0.463033175,0.576224544,boggswa01,puckeki01
1959,1,NLS195907070,AL,0.721370095,0.19334726,0.198328104,4.38,5.101370095,3.988324636,0.610742025,0.840758294,0.420379147,0.532258928,foxne01,minosmi01
1952,0,NLS195207080,AL,0.769717932,0.085275109,0.215571552,4.18,4.949717932,3.879153339,0.609686832,0.820853081,0.41042654,0.520936166,berrayo01,rosenal01
1981,0,ALS198108090,NL,0.643005302,0.143997339,0.216713894,4,4.643005302,3.639288767,0.609625823,0.903317536,0.451658768,0.562611823,schmimi01,dawsoan01
2008,0,ALS200807150,AL,0.819394846,-0.068336185,0.430184796,4.65,5.469394846,4.288151389,0.609512005,0.980094787,0.490047393,0.59999535,sizemgr01,riverma01
2011,0,NLS201107120,AL,0.889299366,-0.0371737,0.257155678,4.28,5.169299366,4.060018022,0.608744071,0.988625592,0.494312796,0.603312441,bautijo02,beltrad01
2010,0,ALS201007130,AL,0.772858383,-0.023845724,0.35279753,4.38,5.152858383,4.051048194,0.608319539,0.985781991,0.492890995,0.601523244,hamiljo03,longoev01
1940,0,NLS194007090,NL,0.691021887,0.114941007,0.333660737,4.68,5.371021887,4.231398256,0.60740776,0.786729858,0.393364929,0.500809789,vaughar01,mizejo01
1961,1,NLS196107110,NL,0.952127881,0.076918831,0.13131251,4.53,5.482127881,4.321768659,0.607120974,0.846445498,0.423222749,0.531375922,mayswi01,boyerke01
2004,0,NLS200407130,AL,0.993094427,-0.113571899,0.338923456,4.81,5.803094427,4.584648443,0.606181786,0.968720379,0.48436019,0.591147436,rodrial01,suzukic01
1949,0,NLS194907120,AL,0.891048042,0.092629672,0.171303668,4.61,5.501048042,4.34606666,0.606177215,0.812322275,0.406161137,0.512850499,willite01,dimagjo01
1961,2,ALS196107310,NL,0.91978178,0.05325322,0.157168374,4.53,5.44978178,4.319578406,0.604756652,0.846445498,0.423222749,0.528909468,mayswi01,matheed01
1950,0,ALS195007110,AL,0.92905268,0.107794343,0.159934797,4.85,5.77905268,4.58227086,0.604593622,0.815165877,0.407582938,0.512666302,dobyla01,willite01
2002,0,NLS200207090,AL,0.615927988,0.021489748,0.405138657,4.62,5.235927988,4.193371594,0.600207888,0.963033175,0.481516588,0.58233447,lowede01,rodrial01
1960,2,ALS196007130,AL,0.743714443,0.161444992,0.095169164,4.31,5.053714443,4.053385844,0.599563062,0.843601896,0.421800948,0.522050735,mantlmi01,marisro01
