pollster_name,pollster_rating_id,2020_pollster_rating,sponsor_names,sponsor_classifications,partisanship,internal,state,start_date,end_date,tracking,has_prez?,has_generic?,has_senate?,has_house?,media?,university?,media_or_university
Change Research,48,1.28,CNBC,national media,,,US,9/4/20,9/6/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
KFF,419,2.4,The Cook Political Report,national media,,,FL,8/29/20,9/13/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/20/20,9/2/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/21/20,9/3/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/16/20,8/29/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/17/20,8/30/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/18/20,8/31/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/12/20,8/25/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/13/20,8/26/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/15/20,8/28/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/11/20,8/24/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/24/20,9/6/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/25/20,9/7/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/26/20,9/8/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/23/20,9/5/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/29/20,9/11/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/30/20,9/12/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/22/20,9/4/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/5/20,9/18/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
Morning Consult,218,2.29,,,,,US,8/6/20,8/8/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
We Ask America,376,,,,,,NH,6/13/20,6/15/20,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE
YouGov,391,2.97,The Economist,national media,,,US,7/5/20,7/7/20,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,VT,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,VA,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,UT,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,TX,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,TN,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,SD,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,SC,9/18/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,WY,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,WI,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,WA,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Hart Research Associates,113,0.91,Human Rights Campaign,501(c)(4),DEM,,MI,9/17/20,9/19/20,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Public Policy Polling,263,1.76,New Mexico Political Report,local media,,,NM,6/12/20,6/13/20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,NE,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,NH,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Marketing Resource Group (MRG),193,1.68,,,,,MI,6/12/20,6/15/20,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE
SurveyMonkey,324,1.28,Axios,national media,,,MA,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,LA,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,KY,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,KS,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,IN,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,MI,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,MO,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,MN,9/18/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Harris Poll,133,1.37,Harvard University Center for American Political Studies,research institution,,,US,6/17/20,6/18/20,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE
University of Texas at Tyler Center for Opinion Research,458,1.61,The Dallas Morning News,local media,,,TX,6/29/20,7/7/20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Ipsos,154,2.58,Reuters,national media,,,US,7/13/20,7/14/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,CT,9/18/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,AK,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,WV,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
DCCC Targeting and Analytics Department,68,1.65,,,DEM,TRUE,NJ,6/30/20,7/3/20,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Spry Strategies,508,,American Principles Project (super PAC),super PAC,REP,,GA,7/11/20,7/16/20,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Spry Strategies,508,,American Principles Project (super PAC),super PAC,REP,,IA,7/11/20,7/16/20,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/28/20,9/10/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,PA,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,OR,9/18/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,AR,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,CA,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,AZ,9/18/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,AL,9/18/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,RI,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,CO,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,8/31/20,9/13/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
Morning Consult,218,2.29,,,,,US,7/2/20,7/4/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,7/6/20,7/8/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
SurveyMonkey,324,1.28,Axios,national media,,,ME,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,MD,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
RMG Research,555,,Just the News,national media,,,US,9/10/20,9/12/20,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,IL,9/18/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,IA,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,HI,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,GA,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,ID,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,MS,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,FL,9/18/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,DE,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,DC,9/19/20,10/16/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Hart Research Associates,113,0.91,Human Rights Campaign,501(c)(4),DEM,,WI,9/17/20,9/19/20,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Public Policy Polling,263,1.76,EMILY's List (PAC),PAC,DEM,,KS,8/5/20,8/6/20,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Pulse Opinion Research,277,1.99,American Greatness,national media,,,NC,8/6/20,8/7/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Monmouth University Polling Institute,215,3,,,,,IA,7/25/20,8/3/20,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE
David Binder Research,578,1.45,Focus on Rural America,501(c)(4),DEM,,MN,7/30/20,7/31/20,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Leger,572,1.56,"The Canadian Press, The Association for Canadian Studies",national media,,,US,8/28/20,8/30/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/3/20,9/16/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/1/20,9/14/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
Morning Consult,218,2.29,,,,,US,8/1/20,8/3/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,8/4/20,8/6/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Gravis Marketing,124,1.96,,,,,AZ,9/10/20,9/11/20,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
YouGov,391,2.97,"The Dallas Morning News, Texas Hispanic Policy Foundation, Rice University","local media, 501(c)(3), research institution",,,TX,8/4/20,8/13/20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
HarrisX,133,1.37,The Hill,national media,,,US,8/11/20,8/14/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Ipsos,154,2.58,Reuters,national media,,,US,8/14/20,8/18/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/6/20,9/19/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
BSG/GS Strategy Group,606,,"AARP, Uber","501(c)(4), corporation",,,US,7/15/20,7/18/20,FALSE,TRUE,TRUE,FALSE,FALSE,,,FALSE
GQR,126,1.83,,,DEM,TRUE,WA,8/24/20,8/28/20,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
SurveyUSA,325,2.74,WXIA-TV (Atlanta),local media,,,GA,8/6/20,8/8/20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
Echelon Insights,407,,,,,,US,8/14/20,8/18/20,FALSE,TRUE,TRUE,FALSE,FALSE,,,FALSE
AtlasIntel,546,,,,,,US,8/24/20,8/30/20,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,WI,8/9/20,8/18/20,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/4/20,9/17/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
BSG/GS Strategy Group,606,,AARP,501(c)(4),,,NC,8/28/20,9/8/20,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Hart Research Associates,113,0.91,Human Rights Campaign,501(c)(4),DEM,,PA,9/17/20,9/19/20,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Hart Research Associates,113,0.91,Human Rights Campaign,501(c)(4),DEM,,FL,9/17/20,9/19/20,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
BSG/GS Strategy Group,606,,AARP,501(c)(4),,,MI,8/28/20,9/8/20,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
BSG/GS Strategy Group,606,,AARP,501(c)(4),,,AZ,8/28/20,9/8/20,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
"Normington, Petts & Associates",232,0.71,,,DEM,TRUE,OK,8/31/20,9/3/20,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
SurveyMonkey,324,1.28,Axios,national media,,,UT,7/1/20,7/31/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,PA,7/1/20,7/31/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
EMC Research,130,0.94,,,DEM,TRUE,TX,9/2/20,9/5/20,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
The New York Times/Siena College,448,2.91,,,,,AZ,9/10/20,9/15/20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Suffolk University,323,2.79,The Boston Globe,local media,,,ME,9/17/20,9/20/20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Hart Research Associates,113,0.91,Human Rights Campaign,501(c)(4),DEM,,AZ,9/17/20,9/19/20,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
SurveyMonkey,324,1.28,Axios,national media,,,AZ,9/1/20,9/30/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,MO,7/1/20,7/31/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,NM,8/1/20,8/31/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,NH,8/1/20,8/31/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,CO,8/1/20,8/31/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,GA,8/1/20,8/31/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,AL,7/1/20,7/31/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,DC,7/1/20,7/31/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,OK,6/8/20,6/30/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
OH Predictive Insights,235,1.37,,,,,AZ,8/3/20,8/4/20,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
SurveyMonkey,324,1.28,Axios,national media,,,MN,6/8/20,6/30/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,ID,6/8/20,6/30/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/9/20,9/22/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
Morning Consult,218,2.29,,,,,US,7/18/20,7/20/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,6/10/20,6/12/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,9/27/20,9/29/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,7/19/20,7/21/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,7/21/20,7/23/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,7/22/20,7/24/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,7/23/20,7/25/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,8/2/20,8/4/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,7/20/20,7/22/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,7/25/20,7/27/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,7/26/20,7/28/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,7/27/20,7/29/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,7/29/20,7/31/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,7/30/20,8/1/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,7/31/20,8/2/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,2.29,,,,,US,8/3/20,8/5/20,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/8/20,9/21/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/13/20,9/26/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/14/20,9/27/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/15/20,9/28/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/16/20,9/29/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/17/20,9/30/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/18/20,10/1/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/19/20,10/2/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
YouGov,391,2.97,Saint Louis University,research institution,,,MO,9/24/20,10/7/20,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE
WPA Intelligence,383,0.76,"AARP, Las Vegas Review-Journal","501(c)(4), local media",,,NV,10/7/20,10/11/20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Emerson College,88,2.88,,,,,MN,8/8/20,8/10/20,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,TRUE
Ipsos,154,2.58,"Center for American Progress, The Survey Center on American Life",501(c)(3),DEM,,US,9/11/20,9/21/20,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Monmouth University Polling Institute,215,3,,,,,NC,10/8/20,10/11/20,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,TRUE
GQR,126,1.83,314 Action (hybrid PAC),hybrid PAC,DEM,,NY,10/5/20,10/8/20,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
University of Southern California Dornsife Center for Economic and Social Research,343,2.45,,,,,US,9/2/20,9/15/20,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,US,7/17/20,7/19/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyMonkey,324,1.28,Axios,national media,,,US,8/9/20,8/11/20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
