pollster_name,pollster_rating_id,2012_pollster_rating,sponsor_names,sponsor_classifications,partisanship,internal,state,start_date,end_date,tracking,has_prez?,has_generic?,has_senate?,has_house?,media?,university?,media_or_university
American Research Group,9,2.4,,,,,NH,9/25/12,9/27/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
American Research Group,9,2.4,,,,,VA,10/12/12,10/14/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
American Research Group,9,2.4,,,,,NC,9/28/12,9/30/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
American Research Group,9,2.4,,,,,OH,10/5/12,10/8/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Keating Research,161,,OnSight Public Affiars,consulting company,,,CO,8/21/12,8/22/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Marist College,183,2.82,"NBC News, The Wall Street Journal",national media,,,CO,9/16/12,9/18/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Quinnipiac University,267,3,"CBS News, The New York Times",national media,,,CO,7/31/12,8/6/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Selzer & Co.,304,2.63,University of Denver Crossley Center for Public Opinion Research,research institution,,,CO,10/4/12,10/5/12,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE
University of Connecticut,347,,Hartford Courant,local media,,,CT,10/11/12,10/16/12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
University of Connecticut,347,,Hartford Courant,local media,,,CT,9/11/12,9/16/12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Angus Reid Global,13,1.73,,,,,US,8/15/12,8/16/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Marist College,183,2.82,"NBC News, The Wall Street Journal",national media,,,FL,10/7/12,10/9/12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Marist College,183,2.82,"NBC News, The Wall Street Journal",national media,,,FL,9/30/12,10/1/12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Marist College,183,2.82,"NBC News, The Wall Street Journal",national media,,,FL,9/9/12,9/11/12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Angus Reid Global,13,1.73,,,,,US,10/10/12,10/11/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Hart Research Associates/Public Opinion Strategies,221,2.36,"NBC News, The Wall Street Journal",national media,,,US,9/26/12,9/30/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
ABC News,3,2.9,"Yahoo News, Esquire",national media,,,US,9/7/12,9/10/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Angus Reid Global,13,1.73,,,,,US,9/19/12,9/20/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Angus Reid Global,13,1.73,,,,,US,7/12/12,7/13/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Angus Reid Global,13,1.73,,,,,OH,10/18/12,10/20/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Angus Reid Global,13,1.73,,,,,FL,10/18/12,10/20/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Angus Reid Global,13,1.73,,,,,MI,10/18/12,10/20/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Angus Reid Global,13,1.73,,,,,WI,10/18/12,10/20/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Angus Reid Global,13,1.73,,,,,PA,10/18/12,10/20/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Angus Reid Global,13,1.73,,,,,US,6/7/12,6/8/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Angus Reid Global,13,1.73,,,,,US,5/14/12,5/16/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Anzalone Liszt Grove,14,0.91,,,DEM,TRUE,OH,10/8/12,10/10/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Anzalone Liszt Grove,14,0.91,,,DEM,TRUE,OH,9/9/12,9/12/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Anzalone Liszt Grove,14,0.91,,,DEM,TRUE,WV,7/20/12,7/25/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Anzalone Liszt Grove,14,0.91,,,DEM,TRUE,PA,7/31/12,8/2/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Anzalone Liszt Grove,14,0.91,,,DEM,TRUE,TX,8/14/12,8/19/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Anzalone Liszt Grove,14,0.91,,,DEM,TRUE,NC,8/6/12,8/9/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Anzalone Liszt Grove,14,0.91,,,DEM,TRUE,NC,9/25/12,9/27/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Anzalone Liszt Grove,14,0.91,,,DEM,TRUE,FL,10/18/12,10/21/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Anzalone Liszt Grove,14,0.91,,,DEM,TRUE,TX,5/14/12,5/17/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Anzalone Liszt Research,14,0.91,,,DEM,TRUE,AZ,10/17/12,10/21/12,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE
Anzalone Liszt Research,14,0.91,,,DEM,TRUE,AZ,9/18/12,9/23/12,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE
Aqua Opinion and Policy Research,,,,,IND,TRUE,RI,10/1/12,10/14/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Arthur J. Finkelstein & Associates,16,,,,REP,TRUE,CA,10/9/12,10/11/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Baydoun Consulting,25,,,,,,MI,7/28/12,7/28/12,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE
Baydoun Consulting,25,,,,,,MI,10/5/12,10/5/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Baydoun Consulting,25,,,,,,MI,9/12/12,9/12/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Baydoun Consulting,25,,,,,,MI,8/16/12,8/16/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Ward Research,375,2.03,"Hawaii News Now, Honolulu Star-Advertiser",local media,,,HI,7/12/12,7/21/12,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,TRUE
Baydoun Consulting,25,,,,,,MI,6/12/12,6/12/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Baydoun Consulting,25,,,,,,FL,8/18/12,8/18/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Behavior Research Center,27,,,,,,AZ,10/4/12,10/10/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Zogby Analytics,395,1.31,The Washington Times,national media,,,US,7/6/12,7/8/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Benenson Strategy Group,30,0.65,,,DEM,TRUE,FL,8/20/12,8/22/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Benenson Strategy Group,30,0.65,,,DEM,TRUE,VA,9/20/12,9/23/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
M4 Strategies,177,,"California Business Roundtable, Pepperdine University","501(c)(6), research institution",,,CA,8/26/12,8/29/12,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,TRUE
Benenson Strategy Group,30,0.65,,,DEM,TRUE,IN,10/18/12,10/21/12,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE
Benenson Strategy Group,30,0.65,,,DEM,TRUE,NV,10/1/12,10/3/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Benenson Strategy Group,30,0.65,,,,,HI,9/18/12,9/20/12,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE
Benenson Strategy Group,30,0.65,,,DEM,TRUE,HI,10/9/12,10/11/12,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE
Benenson Strategy Group,30,0.65,,,DEM,TRUE,HI,6/19/12,6/21/12,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE
Hart Research Associates/Public Opinion Strategies,221,2.36,"NBC News, The Wall Street Journal",national media,,,US,8/16/12,8/20/12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
Brown University A. Alfred Taubman Center for American Politics and Policy,35,,,,,,RI,9/26/12,10/5/12,FALSE,TRUE,FALSE,TRUE,TRUE,,TRUE,TRUE
CBS News,810,,,,,,US,8/22/12,8/26/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CBS News,810,,,,,,US,10/17/12,10/20/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Ipsos,154,2.49,Reuters,national media,,,US,9/20/12,9/24/12,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
YouGov,391,2.08,The Economist,national media,,,US,7/7/12,7/9/12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
CBS News/The New York Times,36,,,,,,US,7/11/12,7/16/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CBS News/The New York Times,36,,,,,,US,9/8/12,9/12/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CBS News/The New York Times,36,,,,,,US,5/11/12,5/13/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Clarus Research Group,53,,,,,,US,10/2/12,10/2/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Clarus Research Group,53,,,,,,US,10/4/12,10/4/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Clarus Research Group,53,,,,,,LA,10/5/12,10/7/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
CNN/Opinion Research Corporation,844,,,,,,US,8/31/12,9/3/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
YouGov,391,2.08,The Economist,national media,,,US,7/21/12,7/23/12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
CNN/Opinion Research Corporation,844,,,,,,US,6/28/12,7/1/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CNN/Opinion Research Corporation,844,,,,,,US,8/22/12,8/23/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CNN/Opinion Research Corporation,844,,,,,,FL,8/22/12,8/26/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CNN/Opinion Research Corporation,844,,,,,,US,9/7/12,9/9/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CNN/Opinion Research Corporation,844,,,,,,NV,9/14/12,9/18/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CNN/Opinion Research Corporation,844,,,,,,FL,10/17/12,10/18/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Public Policy Polling,263,1.69,League of Conservation Voters,501(c)(4),DEM,,CT,8/22/12,8/23/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
CNN/Opinion Research Corporation,844,,,,,,US,8/7/12,8/8/12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
CNN/Opinion Research Corporation,844,,,,,,NC,8/22/12,8/26/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CNN/Opinion Research Corporation,844,,,,,,OH,10/5/12,10/8/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CNN/Opinion Research Corporation,844,,,,,,MI,9/14/12,9/18/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CNN/Opinion Research Corporation,844,,,,,,WI,8/13/12,8/14/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CNN/Opinion Research Corporation,844,,,,,,US,9/28/12,9/30/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CNN/Opinion Research Corporation,844,,,,,,US,5/29/12,5/31/12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
R.L. Repass & Partners,268,,Charleston Daily Mail,local media,,,WV,8/22/12,8/25/12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
Cole Hargrave Snodgrass & Associates,56,1.39,,,REP,TRUE,OK,8/28/12,8/30/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Columbus Dispatch,57,,,,,,OH,9/19/12,9/29/12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
Columbus Dispatch,57,,,,,,OH,8/15/12,8/25/12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
Ipsos,154,2.49,Reuters,national media,,,US,9/7/12,9/10/12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
Consensus Communications,,,,,,,FL,9/8/12,9/11/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Critical Insights,64,1.46,,,,,M2,9/12/12,9/16/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Critical Insights,64,1.46,,,,,M1,9/12/12,9/16/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Los Angeles Times/USC,127,,"Los Angeles Times, University of Southern California Dornsife College","local media, research institution",,,US,8/13/12,8/19/12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Dane & Associates,71,,,,,,NV,10/8/12,10/9/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
DCCC Targeting and Analytics Department,68,,,,DEM,TRUE,CA,9/10/12,9/10/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
DCCC Targeting and Analytics Department,68,,,,DEM,TRUE,FL,7/18/12,7/18/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Ipsos,154,2.49,Reuters,national media,,,US,8/25/12,8/29/12,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
TIPP Insights,144,1.33,Investor's Business Daily,national media,,,US,10/8/12,10/13/12,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
YouGov,391,2.08,The Economist,national media,,,US,9/1/12,9/3/12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
YouGov,391,2.08,The Economist,national media,,,US,8/25/12,8/27/12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
DCCC Targeting and Analytics Department,68,,,,DEM,TRUE,FL,10/10/12,10/10/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
DCCC Targeting and Analytics Department,68,,,,DEM,TRUE,CA,7/18/12,7/18/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
DCCC Targeting and Analytics Department,68,,,,DEM,TRUE,IL,10/4/12,10/4/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
DCCC Targeting and Analytics Department,68,,,,DEM,TRUE,IL,10/14/12,10/14/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
"Ayres, McHenry & Associates",233,1.31,Resurgent Republic,501(c)(4),REP,,US,8/16/12,8/22/12,FALSE,TRUE,TRUE,FALSE,FALSE,,,FALSE
DCCC Targeting and Analytics Department,68,,,,DEM,TRUE,NE,10/14/12,10/14/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
DCCC Targeting and Analytics Department,68,,,,DEM,TRUE,IL,10/11/12,10/13/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
The Winston Group,385,1.58,New Models,national media,REP,,US,7/10/12,7/11/12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
DCCC Targeting and Analytics Department,68,,,,DEM,TRUE,RI,9/10/12,9/10/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
DCCC Targeting and Analytics Department,68,,,,DEM,TRUE,CA,7/23/12,7/23/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
DCCC Targeting and Analytics Department,68,,,,DEM,TRUE,CO,9/13/12,9/13/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Greenberg Quinlan Rosner,126,1.45,Democracy Corps,501(c)(4),DEM,,US,9/8/12,9/12/12,FALSE,TRUE,TRUE,FALSE,FALSE,,,FALSE
DCCC Targeting and Analytics Department,68,,,,DEM,TRUE,CA,7/25/12,7/25/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Eaton River/Scientific Marketing,,,,,REP,TRUE,ME,10/10/12,10/11/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Elway Research,87,1.3,,,,,WA,7/18/12,7/22/12,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE
Grove Insight,129,,The Majority Institute,corporation,DEM,,CO,10/15/12,10/16/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Elway Research,87,1.3,,,,,WA,10/18/12,10/21/12,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE
TIPP Insights,144,1.33,Investor's Business Daily,national media,,,US,10/7/12,10/12/12,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Elway Research,87,1.3,,,,,WA,9/9/12,9/12/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Elway Research,87,1.3,,,,,WA,6/13/12,6/16/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
EMC Research,130,0.72,,,DEM,TRUE,CA,8/8/12,8/12/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
EPIC-MRA,84,1.77,,,,,MI,7/24/12,7/31/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
EPIC-MRA,84,1.77,,,,,MI,10/17/12,10/17/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
TIPP Insights,144,1.33,Investor's Business Daily,national media,,,US,10/6/12,10/11/12,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Quinnipiac University,267,3,"CBS News, The New York Times",national media,,,VA,9/11/12,9/17/12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
EPIC-MRA,84,1.77,,,,,MI,10/4/12,10/6/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
SurveyUSA,325,2.68,KING-TV (Seattle),local media,,,WA,9/7/12,9/9/12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
CVOTER,40,,United Press International,national media,,,US,9/20/12,9/26/12,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
McLaughlin & Associates,203,0.51,American Conservative Union (PAC),PAC,REP,,CO,9/30/12,10/2/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
EPIC-MRA,84,1.77,,,,,MI,9/8/12,9/11/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
EPIC-MRA,84,1.77,,,,,MI,8/28/12,8/28/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
EPIC-MRA,84,1.77,,,,,MI,6/2/12,6/5/12,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
"Fairbank, Maslin, Maullin, Metz & Associates",91,0.58,,,DEM,TRUE,WI,9/25/12,9/26/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
"Fairbank, Maslin, Maullin, Metz & Associates",91,0.58,,,DEM,TRUE,CA,9/26/12,9/29/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
"Fairbank, Maslin, Maullin, Metz & Associates",91,0.58,,,DEM,TRUE,WI,8/21/12,8/23/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
"Fairbank, Maslin, Maullin, Metz & Associates",91,0.58,,,DEM,TRUE,CA,10/13/12,10/15/12,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Hart Research Associates/Public Opinion Strategies,221,2.36,"NBC News, The Wall Street Journal",national media,,,US,10/17/12,10/20/12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
Keating Research,161,,The Majority Institute,corporation,DEM,,CO,9/10/12,9/11/12,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
