pollster_name,pollster_rating_id,2024_pollster_rating,sponsor_names,sponsor_classifications,partisanship,internal,state,start_date,end_date,tracking,has_prez?,has_generic?,has_senate?,has_house?,media?,university?,media_or_university
Gaither International,626,,"El Vocero de Puerto Rico, WAPA-TV (San Juan, P.R.), WKAQ AM 580 (San Juan, P.R.)",local media,,,PR,6/23/24,7/8/24,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE
Noble Predictive Insights,235,2.45,Inside Elections,national media,,,MI,7/8/24,7/11/24,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE
Target Insyght,330,0.85,Deadline Detroit,local media,,,MI,7/14/24,7/15/24,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE
SurveyUSA,325,2.82,"KING-TV (Seattle), The Seattle Times, University of Washington Center for an Informed Public","local media, research institution",,,WA,7/10/24,7/13/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Emerson College,88,2.92,Democrats for the Next Generation (super PAC),super PAC,DEM,,US,7/15/24,7/16/24,FALSE,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE
Emerson College,88,2.92,Democrats for the Next Generation (super PAC),super PAC,DEM,,AZ,7/15/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE
Emerson College,88,2.92,Democrats for the Next Generation (super PAC),super PAC,DEM,,GA,7/15/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE
Emerson College,88,2.92,Democrats for the Next Generation (super PAC),super PAC,DEM,,MI,7/15/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE
Emerson College,88,2.92,Democrats for the Next Generation (super PAC),super PAC,DEM,,NV,7/15/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE
Emerson College,88,2.92,Democrats for the Next Generation (super PAC),super PAC,DEM,,NC,7/15/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE
Emerson College,88,2.92,Democrats for the Next Generation (super PAC),super PAC,DEM,,PA,7/15/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE
Emerson College,88,2.92,Democrats for the Next Generation (super PAC),super PAC,DEM,,WI,7/15/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE
InsiderAdvantage,243,1.97,"WTVT (Tampa, Fla.)",local media,,,FL,7/15/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyUSA,325,2.82,Joe Cassidy,other,,,US,7/12/24,7/15/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Public Policy Institute of California,262,2.5,,,,,CA,6/24/24,7/2/24,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Emerson College,88,2.92,The Hill,national media,,,VA,7/14/24,7/15/24,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
J.L. Partners,619,1.67,,,REP,TRUE,AZ,7/10/24,7/11/24,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Florida Atlantic University PolCom Lab/Mainstreet Research,770,,,,,,GA,7/12/24,7/13/24,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE
Beacon Research/Shaw & Company Research,103,2.8,Fox News,national media,,,WI,7/22/24,7/24/24,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
"Fabrizio, Lee & Associates/GBAO",796,,The Wall Street Journal,national media,,,US,7/23/24,7/25/24,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
SurveyUSA,325,2.82,"KSTP-TV (St. Paul, Minn.), KAAL-TV (Austin, Minn.), WDIO-DT (Duluth, Minn.)",local media,,,MN,7/23/24,7/25/24,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
Beacon Research/Shaw & Company Research,103,2.8,Fox News,national media,,,PA,7/22/24,7/24/24,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
Beacon Research/Shaw & Company Research,103,2.8,Fox News,national media,,,MN,7/22/24,7/24/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Florida Atlantic University PolCom Lab/Mainstreet Research,770,,,,,,GA,7/14/24,7/15/24,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE
Beacon Research/Shaw & Company Research,103,2.8,Fox News,national media,,,MI,7/22/24,7/24/24,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
Florida Atlantic University PolCom Lab/Mainstreet Research,770,,,,,,VA,7/12/24,7/13/24,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,TRUE
Florida Atlantic University PolCom Lab/Mainstreet Research,770,,,,,,VA,7/14/24,7/15/24,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,TRUE
Civiqs,471,2.49,Daily Kos,national media,DEM,,US,7/27/24,7/30/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Public Policy Polling,263,1.32,Northwest Progressive Institute,local media,DEM,,WA,7/24/24,7/25/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
InsiderAdvantage,243,1.97,,,,,AZ,7/15/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,7/15/24,7/17/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,7/14/24,7/16/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,7/13/24,7/15/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,6/7/24,6/9/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,6/6/24,6/8/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
InsiderAdvantage,243,1.97,,,,,NV,7/15/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
InsiderAdvantage,243,1.97,,,,,PA,7/15/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
SoCal Research,851,,On Point Politics,national media,,,US,7/17/24,7/17/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SurveyUSA,325,2.82,"KGTV (San Diego), The San Diego Union-Tribune",local media,,,CA,6/5/24,6/10/24,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE
RMG Research,555,2.34,,,,,US,7/15/24,7/17/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
The Tyson Group,334,1.06,,,,,FL,6/6/24,6/9/24,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Change Research,48,1.36,Economic Security Project Action,other,DEM,,AZ,7/9/24,7/12/24,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Change Research,48,1.36,Economic Security Project Action,other,DEM,,NY,7/9/24,7/12/24,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
YouGov,391,2.98,The Economist,national media,,,US,6/9/24,6/11/24,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
Florida Atlantic University PolCom Lab/Mainstreet Research,770,,,,,,FL,6/8/24,6/9/24,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,TRUE
YouGov,391,2.98,CBS News,national media,,,US,7/16/24,7/18/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SoCal Research,851,,On Point Politics,national media,,,GA,7/25/24,7/26/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
OnMessage,239,1.1,Senate Opportunity Fund,501(c)(4),REP,,US,7/22/24,7/24/24,FALSE,FALSE,TRUE,FALSE,FALSE,,,FALSE
Public Policy Polling,263,1.32,Clean and Prosperous America (PAC),PAC,DEM,,MI,7/17/24,7/18/24,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Public Policy Polling,263,1.32,Clean and Prosperous America (PAC),PAC,DEM,,PA,7/17/24,7/18/24,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
YouGov,391,2.98,The Economist,national media,,,US,7/27/24,7/30/24,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
Leger,572,1.76,,,,,US,7/26/24,7/28/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Big Village,37,1.45,,,,,US,6/7/24,6/9/24,FALSE,TRUE,TRUE,FALSE,FALSE,,,FALSE
Civiqs,471,2.49,Daily Kos,national media,DEM,,US,6/8/24,6/11/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Torchlight Strategies,745,,,,REP,TRUE,N2,7/8/24,7/11/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Trafalgar Group,338,0.62,,,REP,,MI,7/15/24,7/17/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Trafalgar Group,338,0.62,,,REP,,WI,7/15/24,7/17/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Suffolk University,323,2.93,The Boston Globe,local media,,,MA,7/16/24,7/18/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Civiqs,471,2.49,Rust Belt Rising,PAC,DEM,,PA,7/13/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Civiqs,471,2.49,Rust Belt Rising,PAC,DEM,,WI,7/13/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Civiqs,471,2.49,Rust Belt Rising,PAC,DEM,,MI,7/13/24,7/16/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Echelon Insights,407,2.73,,,,,US,6/10/24,6/12/24,FALSE,TRUE,TRUE,FALSE,FALSE,,,FALSE
3W Insights,854,,WelcomePAC,PAC,DEM,,US,7/15/24,7/17/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
SoCal Research,851,,On Point Politics,national media,,,NY,7/18/24,7/18/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,NV,7/16/24,7/18/24,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
Ipsos,154,2.79,Reuters,national media,,,US,7/26/24,7/28/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Public Policy Polling,263,1.32,Progress Action Fund,hybrid PAC,DEM,,AZ,7/29/24,7/30/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Public Policy Polling,263,1.32,Progress Action Fund,hybrid PAC,DEM,,PA,7/29/24,7/30/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,PA,7/16/24,7/18/24,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
ActiVote,721,,,,,,TX,6/25/24,7/18/24,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
AtlasIntel,546,2.74,,,,,US,7/23/24,7/25/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
EPIC-MRA,84,1.95,Detroit Free Press,local media,,,MI,7/13/24,7/17/24,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,NC,7/16/24,7/18/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,AZ,7/16/24,7/18/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,FL,7/16/24,7/18/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,GA,7/16/24,7/18/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,MI,7/16/24,7/18/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Monmouth University Polling Institute,215,2.96,,,,,US,6/6/24,6/10/24,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,TRUE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,WI,7/16/24,7/18/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
J.L. Partners,619,1.67,,,,,WI,6/5/24,6/10/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
University of Georgia School of Public and International Affairs,350,2.2,The Atlanta Journal-Constitution,local media,,,GA,7/9/24,7/18/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Change Research,48,1.36,,,,,US,7/6/24,7/7/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Praecones Analytica,257,2.03,NH Journal,local media,,,NH,7/19/24,7/21/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Public Policy Polling,263,1.32,Progress Action Fund,hybrid PAC,DEM,,AZ,7/10/24,7/11/24,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Public Policy Polling,263,1.32,Progress Action Fund,hybrid PAC,DEM,,MI,7/11/24,7/12/24,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Hoffman Research Group,141,1.72,,,,,OR,7/24/24,7/26/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Public Policy Polling,263,1.32,Progress Action Fund,hybrid PAC,DEM,,PA,7/11/24,7/12/24,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Public Policy Polling,263,1.32,Progress Action Fund,hybrid PAC,DEM,,WI,7/10/24,7/11/24,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
Ipsos,154,2.79,Reuters,national media,,,US,6/12/24,6/12/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SoCal Research,851,,On Point Politics,national media,,,PA,7/20/24,7/21/24,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
SoCal Research,851,,On Point Politics,national media,,,US,7/21/24,7/21/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Public Policy Polling,263,1.32,Progress Action Fund,hybrid PAC,DEM,,GA,7/29/24,7/30/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
McLaughlin & Associates,203,0.5,,,REP,TRUE,MN,6/9/24,6/11/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Emerson College,88,2.92,WHDH-TV (Boston),local media,,,NH,7/26/24,7/28/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
SurveyUSA,325,2.82,"KGTV (San Diego), The San Diego Union-Tribune",local media,,,CA,6/10/24,6/14/24,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE
Selzer & Co.,304,2.86,"The Des Moines Register, Mediacom","local media, media company",,,IA,6/9/24,6/14/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Strategy Management,857,,Alabama Families PAC,PAC,REP,,AL,7/22/24,7/24/24,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,AZ,6/8/24,6/11/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,GA,6/8/24,6/11/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,MI,6/8/24,6/11/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,NC,6/8/24,6/11/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,PA,6/8/24,6/11/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Redfield & Wilton Strategies,562,1.84,The Telegraph,national media,,,FL,6/8/24,6/11/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Redfield & Wilton Strategies,562,1.84,,,,,US,6/11/24,6/12/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
OnMessage,239,1.1,Senate Opportunity Fund,501(c)(4),REP,,US,6/11/24,6/13/24,FALSE,FALSE,TRUE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,6/8/24,6/10/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,6/9/24,6/11/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,6/10/24,6/12/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,6/11/24,6/13/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,6/12/24,6/14/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,6/13/24,6/15/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,6/14/24,6/16/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Angus Reid Global,13,1.92,,,,,US,7/23/24,7/25/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Marist College,183,2.94,"NPR, PBS NewsHour",national media,,,US,6/10/24,6/12/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Public Policy Polling,263,1.32,New Mexico Political Report,local media,,,NM,6/13/24,6/14/24,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
Spry Strategies,508,1.49,,,,,NC,6/7/24,6/11/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
HarrisX,133,1.5,Forbes,national media,,,US,7/19/24,7/21/24,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
SurveyUSA,325,2.82,"KSTP-TV (St. Paul, Minn.), KAAL-TV (Austin, Minn.), WDIO-DT (Duluth, Minn.)",local media,,,MN,6/12/24,6/16/24,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
Beacon Research/Shaw & Company Research,103,2.8,Fox News,national media,,,US,6/14/24,6/17/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
YouGov,391,2.98,The New York Post,local media,,,US,6/11/24,6/14/24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Echelon Insights,407,2.73,,,,,US,7/19/24,7/21/24,FALSE,TRUE,TRUE,FALSE,FALSE,,,FALSE
YouGov,391,2.98,Texas Politics Project at the University of Texas,research institution,,,TX,5/31/24,6/9/24,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,TRUE
YouGov,391,2.98,The Economist,national media,,,US,6/16/24,6/18/24,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
Siena College,305,2.77,,,,,NY,6/12/24,6/17/24,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE
Morning Consult,218,1.8,,,,,US,7/21/24,7/22/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Noble Predictive Insights,235,2.45,Inside Elections,national media,,,OH,7/22/24,7/24/24,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE
Echelon Insights,407,2.73,NetChoice,lobbying group,,,AZ,7/1/24,7/8/24,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,7/24/24,7/26/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Morning Consult,218,1.8,,,,,US,7/23/24,7/25/24,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE
