pollster_name,pollster_rating_id,2016_pollster_rating,sponsor_names,sponsor_classifications,partisanship,internal,state,start_date,end_date,tracking,has_prez?,has_generic?,has_senate?,has_house?,media?,university?,media_or_university
University of Massachusetts Department of Political Science/YouGov,861,,WBZ-TV (Boston),local media,,,NH,10/17/16,10/21/16,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
RKM Research and Communications,272,,"Boston Herald, Franklin Pierce University Marlin Fitzwater Center for Communication","local media, research institution",,,US,7/12/16,7/16/16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Stockton University William J. Hughes Center for Public Policy,317,2.02,,,,,NJ,10/19/16,10/23/16,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE
Anzalone Liszt Grove,14,0.61,DCCC,party committee,DEM,TRUE,IL,8/2/16,8/4/16,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Public Opinion Strategies,260,1.26,,,REP,TRUE,WI,8/16/16,8/18/16,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
Public Opinion Strategies,260,1.26,,,REP,TRUE,CA,10/4/16,10/6/16,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
University of North Florida Public Opinion Research Lab,360,2.5,,,,,FL,10/9/16,10/11/16,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE
Mason-Dixon Polling & Strategy,197,2.57,,,,,MT,10/10/16,10/12/16,FALSE,TRUE,FALSE,FALSE,TRUE,,,FALSE
Suffolk University,323,2.61,,,,,OH,10/17/16,10/19/16,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,TRUE
SurveyMonkey,324,,The Washington Post,national media,,,GA,10/8/16,10/16/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
SurveyMonkey,324,,The Washington Post,national media,,,FL,10/8/16,10/16/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
SurveyMonkey,324,,The Washington Post,national media,,,WI,10/8/16,10/16/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,WI,6/21/16,6/24/16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,IA,7/13/16,7/15/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,MI,7/13/16,7/15/16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,NH,8/10/16,8/12/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,IA,8/17/16,8/19/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,OH,8/17/16,8/19/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,PA,8/30/16,9/2/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,WI,10/5/16,10/7/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,CO,9/21/16,9/23/16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,MO,9/21/16,9/23/16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,VA,9/21/16,9/23/16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,PA,10/5/16,10/7/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,FL,10/20/16,10/21/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
YouGov,391,2.25,CBS News,national media,,,TX,10/21/16,10/22/16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Monmouth University Polling Institute,215,3,,,,,MO,8/19/16,8/22/16,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,TRUE
Suffolk University,323,2.61,,,,,OH,9/12/16,9/14/16,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,TRUE
University of Delaware Center for Political Communication,433,,,,,,DE,9/16/16,9/28/16,FALSE,TRUE,FALSE,FALSE,TRUE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,9/11/16,9/17/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
SurveyUSA,325,2.71,"Southern California News Group, KABC (Los Angeles)",local media,,,CA,9/27/16,9/28/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,7/23/16,7/29/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,9/10/16,9/16/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,7/11/16,7/17/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,9/18/16,9/24/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,10/4/16,10/10/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,10/5/16,10/11/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
SurveyUSA,325,2.71,KSN-TV Wichita,local media,,,KS,9/6/16,9/11/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
GBAO,109,0.99,End Citizens United (PAC),PAC,DEM,,NH,7/15/16,7/15/16,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,10/10/16,10/16/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,10/12/16,10/18/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,10/16/16,10/22/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,10/17/16,10/23/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,7/25/16,7/31/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,10/13/16,10/19/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,8/10/16,8/16/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,8/11/16,8/17/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,8/12/16,8/18/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,8/14/16,8/20/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,9/19/16,9/25/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,9/23/16,9/29/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
TargetSmart,332,,College of William and Mary,research institution,,,OH,9/15/16,9/22/16,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,7/8/16,7/14/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,7/22/16,7/28/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,7/24/16,7/30/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,9/24/16,9/30/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,9/25/16,10/1/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,9/27/16,10/3/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,10/9/16,10/15/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
University of Southern California Dornsife Center for Economic and Social Research,343,,Los Angeles Times,local media,,,US,9/26/16,10/2/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
High Point University Survey Research Center,139,2.5,,,,,NC,9/17/16,9/22/16,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,TRUE
Marist College,183,2.95,"NBC News, The Wall Street Journal",national media,,,IA,7/5/16,7/10/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Marist College,183,2.95,"NBC News, The Wall Street Journal",national media,,,OH,7/5/16,7/10/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Marist College,183,2.95,"NBC News, The Wall Street Journal",national media,,,PA,7/5/16,7/10/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Marist College,183,2.95,"NBC News, The Wall Street Journal",national media,,,CO,7/5/16,7/11/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
ABC News/The Washington Post,3,2.92,,,,,US,6/20/16,6/23/16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Marist College,183,2.95,"NBC News, The Wall Street Journal",national media,,,FL,7/5/16,7/11/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Marist College,183,2.95,"NBC News, The Wall Street Journal",national media,,,GA,9/6/16,9/8/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Evolving Strategies,408,,,,,,OH,6/10/16,6/22/16,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Ipsos,154,2.37,Reuters,national media,,,OK,7/29/16,8/18/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
SoonerPoll,308,2.13,,,,,OK,9/13/16,9/15/16,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
icitizen,438,,,,,,OR,6/23/16,6/27/16,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE
Riley Research Associates,290,1.68,"The Oregonian/OregonLive, KGW (Portland, Ore.)",local media,,,OR,10/4/16,10/14/16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
CNN/Opinion Research Corporation,844,,,,,,PA,9/20/16,9/25/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE
Muhlenberg College Institute of Public Opinion,219,2.81,The Morning Call,local media,,,PA,9/19/16,9/23/16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
CNN/Opinion Research Corporation,844,,,,,,US,6/16/16,6/19/16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Ipsos,154,2.37,Reuters,national media,,,US,8/9/16,8/13/16,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE
Ipsos,154,2.37,Reuters,national media,,,GA,8/5/16,8/18/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Ipsos,154,2.37,Reuters,national media,,,MS,7/29/16,8/18/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Ipsos,154,2.37,Reuters,national media,,,MO,8/5/16,8/18/16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
