FL-18,-13.48527
FL-19,-25.5823
FL-2,-40.0195
FL-20,52.7183
FL-21,13.03087
FL-22,10.36973
FL-23,15.3067
FL-24,52.01094
FL-25,-20.70853
FL-26,-3.109599
FL-27,3.891968
FL-3,-18.92327
FL-4,-28.16743
FL-5,21.3627
FL-6,-22.0961
FL-7,4.562968
FL-8,-23.44187
FL-9,4.132734
GA-1,-19.14122
GA-10,-27.82706
GA-11,-24.24236
GA-12,-19.59585
GA-13,43.91094
GA-14,-55.42715
GA-2,6.417945
GA-3,-32.99269
GA-4,50.99615
GA-5,67.69181
GA-6,1.196612
GA-7,-3.631955
GA-8,-32.00152
GA-9,-61.20309
HI-1,31.85172
HI-2,31.79512
IA-1,-4.360376
IA-2,-4.937143
IA-3,-2.161876
IA-4,-27.98168
ID-1,-43.16006
ID-2,-29.56707
IL-1,47.39468
IL-10,26.57084
IL-11,21.57211
IL-12,-17.83956
IL-13,-7.523723
IL-14,-3.073822
IL-15,-49.64703
IL-16,-19.81442
IL-17,-4.683989
IL-18,-28.65352
IL-2,53.70585
IL-3,10.12474
IL-4,61.84288
IL-5,42.85038
IL-6,7.372011
IL-7,72.16211
IL-8,17.30458
IL-9,40.72265
IN-1,7.322787
IN-2,-24.10865
IN-3,-34.29615
IN-4,-33.94201
IN-5,-8.127747
IN-6,-42.64348
IN-7,23.30129
IN-8,-35.24275
IN-9,-27.40108
KS-1,-46.55544
KS-2,-19.97314
KS-3,3.58969
KS-4,-27.37904
KY-1,-47.56785
KY-2,-37.65712
KY-3,19.85592
KY-4,-32.54515
KY-5,-61.42095
KY-6,-10.85332
LA-1,-40.66314
LA-2,50.93336
LA-3,-39.43204
LA-4,-25.71634
LA-5,-31.46344
LA-6,-32.27977
MA-1,24.49972
MA-2,25.03918
MA-3,28.24495
MA-4,30.01835
MA-5,49.69641
MA-6,25.37078
MA-7,73.51435
MA-8,32.79531
MA-9,16.76775
MD-1,-27.55392
MD-2,25.54055
MD-3,31.54941
MD-4,54.23254
MD-5,31.73338
MD-6,15.50048
MD-7,52.55548
MD-8,33.56388
ME-1,17.5271
ME-2,-11.19993
MI-1,-21.88493
MI-10,-33.82783
MI-11,-1.687666
MI-12,25.4032
MI-13,56.21447
MI-14,57.05404
MI-2,-16.96243
MI-3,-8.544932
MI-4,-27.4874
MI-5,1.072901
MI-6,-9.074366
MI-7,-18.97547
MI-8,-6.0625
MI-9,8.129567
MN-1,-14.87902
MN-2,1.015885
MN-3,12.87835
MN-4,31.89075
MN-5,57.03702
MN-6,-25.11635
MN-7,-32.99185
MN-8,-18.07311
MO-1,56.23102
MO-2,-8.026811
MO-3,-41.27991
MO-4,-39.27715
MO-5,12.41376
MO-6,-33.93544
MO-7,-47.74868
MO-8,-60.01754
MS-1,-34.82414
MS-2,25.31052
MS-3,-25.63278
MS-4,-42.18744
MT-1,-19.98505
NC-1,6.960443
NC-10,-39.57793
NC-11,-16.32502
NC-12,37.82054
NC-13,-38.16293
NC-2,25.83111
NC-3,-26.13742
NC-4,31.48438
NC-5,-38.63563
NC-6,20.89951
NC-7,-20.72639
NC-8,-9.853624
NC-9,-11.24372
ND-1,-37.24163
NE-1,-20.69153
NE-2,0.0009696
NE-3,-57.36016
NH-1,-1.021633
NH-2,2.137767
NJ-1,21.94666
NJ-10,65.20702
NJ-11,1.258426
NJ-12,31.77296
NJ-2,-6.662641
NJ-3,-5.369841
NJ-4,-15.12474
NJ-5,-0.0959742
NJ-6,12.48293
NJ-7,3.813126
NJ-8,46.31593
NJ-9,24.12683
NM-1,17.95034
NM-2,-14.03309
NM-3,14.02391
NV-1,21.59029
NV-2,-15.55871
NV-3,-4.974973
NV-4,-0.5085731
NY-1,-9.633387
NY-10,52.56115
NY-11,-13.07299
NY-12,66.70065
NY-13,77.44987
NY-14,48.14235
NY-15,75.78387
NY-16,49.08841
NY-17,17.40548
NY-18,-0.0875196
NY-19,-4.061753
NY-2,-8.47532
NY-20,15.50061
NY-21,-14.33305
NY-22,-15.57915
NY-23,-15.24309
NY-24,4.495047
NY-25,17.56731
NY-26,21.77918
NY-27,-21.38295
NY-3,6.22808
NY-4,8.59788
NY-5,66.32748
NY-6,24.51428
NY-7,65.74072
NY-8,65.19807
NY-9,62.63935
OH-1,-8.462405
OH-10,-9.482105
OH-11,57.4194
OH-12,-11.8294
OH-13,0.2951286
OH-14,-13.93607
OH-15,-18.71544
OH-16,-19.1526
OH-2,-17.94141
OH-3,36.40053
OH-4,-39.24087
OH-5,-29.10231
OH-6,-48.76597
OH-7,-35.3924
OH-8,-37.91607
OH-9,15.99069
OK-1,-27.63652
OK-2,-55.50552
OK-3,-54.73032
OK-4,-37.70145
OK-5,-10.86969
OR-1,23.41539
OR-2,-19.37864
OR-3,46.3491
OR-4,-0.9534046
OR-5,4.200062
PA-1,1.288501
PA-10,-8.183132
PA-11,-26.4419
PA-12,-39.47206
PA-13,-48.06266
PA-14,-31.2458
PA-15,-46.79483
PA-16,-22.36897
PA-17,-2.300365
PA-18,26.0029
PA-2,40.1063
PA-3,80.15927
PA-4,19.26077
PA-5,26.894
PA-6,9.882301
PA-7,0.3082011
PA-8,-9.3874
PA-9,-34.92347
RI-1,33.21795
RI-2,16.46872
SC-1,-14.22772
SC-2,-19.36782
SC-3,-43.59715
SC-4,-28.15738
SC-5,-23.16782
SC-6,29.73688
SC-7,-24.63395
SD-1,-32.23668
TN-1,-60.15281
TN-2,-36.2934
TN-3,-38.45357
TN-4,-43.37977
TN-5,16.73503
TN-6,-52.82217
TN-7,-41.89844
TN-8,-38.41991
TN-9,53.28453
TX-1,-50.29572
TX-10,-9.226946
TX-11,-64.30408
TX-12,-30.21091
TX-13,-65.92558
TX-14,-24.64901
TX-15,1.724621
TX-16,31.43062
TX-17,-18.24645
TX-18,48.86392
TX-19,-52.05698
TX-2,-9.060513
TX-20,23.13165
TX-21,-10.20758
TX-22,-8.336479
TX-23,-5.148013
TX-24,-3.543379
TX-25,-16.44321
TX-26,-23.32988
TX-27,-28.78665
TX-28,4.435054
TX-29,32.18342
TX-3,-10.51578
TX-30,55.80079
TX-31,-11.23388
TX-32,2.478588
TX-33,42.86412
TX-34,4.759388
TX-35,30.90172
TX-36,-50.68528
TX-4,-56.33728
TX-5,-29.82908
TX-6,-11.17891
TX-7,1.008221
TX-8,-49.65911
TX-9,50.32849
UT-1,-37.32347
UT-2,-21.73263
UT-3,-31.1591
UT-4,-14.80237
VA-1,-10.76528
VA-10,12.48896
VA-11,37.45406
VA-2,-1.706376
VA-3,30.80766
VA-4,20.12532
VA-5,-13.04978
VA-6,-26.10554
VA-7,-5.14001
VA-8,51.48513
VA-9,-45.58558
VT-1,27.54904
WA-1,13.94858
WA-10,8.678684
WA-2,19.99902
WA-3,-10.40978
WA-4,-25.18125
WA-5,-15.80635
WA-6,10.58745
WA-7,66.84651
WA-8,-0.0490487
WA-9,42.77592
WI-1,-13.71213
WI-2,34.91674
WI-3,-8.715729
WI-4,49.02067
WI-5,-20.88873
WI-6,-19.8637
WI-7,-24.20036
WI-8,-20.55703
WV-1,-34.40671
WV-2,-29.26637
WV-3,-43.58364
WY-1,-49.73126
