question_id,poll_id,state,politician_id,politician,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,subpopulation,methodology,start_date,end_date,sponsor_candidate,tracking,created_at,notes,url,source,yes,no,strongly_approve,somewhat_approve,somewhat_disapprove,strongly_disapprove
141749,63131,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-i,i,Live Phone,12/11/19,12/15/19,"",,5/5/21 10:30,,https://poll.qu.edu/poll-release-legacy?releaseid=3652,538,42.0,50.0,30.0,13.0,8.0,41.0
114897,63117,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,1744,a,a,,Live Phone,12/9/19,12/11/19,"",,12/16/19 06:52,,http://maristpoll.marist.edu/wp-content/uploads/2019/12/UPDATED_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1912131159.pdf,538,42.0,52.0,31.0,12.0,11.0,41.0
114898,63117,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,1508,rv,rv,,Live Phone,12/9/19,12/11/19,"",,12/16/19 06:52,,http://maristpoll.marist.edu/wp-content/uploads/2019/12/UPDATED_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1912131159.pdf,538,43.0,53.0,32.0,11.0,11.0,42.0
141744,63117,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-d,d,Live Phone,12/9/19,12/11/19,"",,5/5/21 10:29,,http://maristpoll.marist.edu/wp-content/uploads/2019/12/UPDATED_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1912131159.pdf,538,5.0,91.0,4.0,1.0,14.0,77.0
141745,63117,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-r,r,Live Phone,12/9/19,12/11/19,"",,5/5/21 10:30,,http://maristpoll.marist.edu/wp-content/uploads/2019/12/UPDATED_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1912131159.pdf,538,91.0,6.0,72.0,19.0,2.0,4.0
141746,63117,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-i,i,Live Phone,12/9/19,12/11/19,"",,5/5/21 10:30,,http://maristpoll.marist.edu/wp-content/uploads/2019/12/UPDATED_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1912131159.pdf,538,45.0,51.0,31.0,13.0,13.0,38.0
114515,63055,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,1553,rv,rv,,Live Phone,12/4/19,12/9/19,"",,12/10/19 15:04,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3651,538,41.0,55.0,31.0,10.0,5.0,49.0
141741,63055,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-r,r,Live Phone,12/4/19,12/9/19,"",,5/5/21 10:28,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3651,538,92.0,6.0,75.0,17.0,3.0,3.0
141742,63055,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-d,d,Live Phone,12/4/19,12/9/19,"",,5/5/21 10:28,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3651,538,4.0,95.0,3.0,1.0,3.0,92.0
141743,63055,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-i,i,Live Phone,12/4/19,12/9/19,"",,5/5/21 10:28,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3651,538,35.0,59.0,21.0,14.0,10.0,48.0
113985,62975,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,1355,rv,rv,,Live Phone,11/21/19,11/25/19,"",,11/26/19 15:04,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3650,538,40.0,54.0,32.0,7.0,4.0,50.0
141738,62975,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-r,r,Live Phone,11/21/19,11/25/19,"",,5/5/21 10:28,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3650,538,86.0,9.0,73.0,13.0,3.0,5.0
141739,62975,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-d,d,Live Phone,11/21/19,11/25/19,"",,5/5/21 10:28,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3650,538,2.0,97.0,1.0,1.0,3.0,93.0
141740,62975,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-i,i,Live Phone,11/21/19,11/25/19,"",,5/5/21 10:28,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3650,538,33.0,57.0,24.0,9.0,7.0,50.0
113210,62659,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,1224,a,a,,Live Phone,11/11/19,11/15/19,"",,11/19/19 07:45,,http://maristpoll.marist.edu/wp-content/uploads/2019/11/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1911181224.pdf,538,41.0,51.0,29.0,13.0,11.0,40.0
113211,62659,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,988,rv,rv,,Live Phone,11/11/19,11/15/19,"",,11/19/19 07:45,,http://maristpoll.marist.edu/wp-content/uploads/2019/11/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1911181224.pdf,538,44.0,51.0,32.0,12.0,9.0,42.0
141735,62659,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-d,d,Live Phone,11/11/19,11/15/19,"",,5/5/21 10:27,,http://maristpoll.marist.edu/wp-content/uploads/2019/11/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1911181224.pdf,538,6.0,92.0,3.0,3.0,11.0,81.0
141736,62659,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-r,r,Live Phone,11/11/19,11/15/19,"",,5/5/21 10:27,,http://maristpoll.marist.edu/wp-content/uploads/2019/11/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1911181224.pdf,538,90.0,9.0,73.0,17.0,2.0,7.0
141737,62659,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-i,i,Live Phone,11/11/19,11/15/19,"",,5/5/21 10:27,,http://maristpoll.marist.edu/wp-content/uploads/2019/11/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1911181224.pdf,538,41.0,51.0,26.0,15.0,14.0,37.0
112548,62527,,11,Donald Trump,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1003,a,a,,Live Phone,10/27/19,10/30/19,"",,11/1/19 07:22,data provided by Gary Langer,https://www.washingtonpost.com/context/context-card/eea087b6-ca22-4cd9-a254-6bdd49d000a4/,538,37.72,57.61,29.93579771,7.782020939,10.00600125,47.60826826
141727,62527,,11,Donald Trump,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,10/27/19,10/30/19,"",,5/5/21 10:26,data provided by Gary Langer,"",538,8.09,90.61,5.026474066,3.067537091,9.418086895,81.19375837
141728,62527,,11,Donald Trump,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,10/27/19,10/30/19,"",,5/5/21 10:26,data provided by Gary Langer,"",538,74.22,22.28,63.59830508,10.61750319,7.578858343,14.70055799
141729,62527,,11,Donald Trump,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,10/27/19,10/30/19,"",,5/5/21 10:26,data provided by Gary Langer,"",538,38.1,56.7,28.78191246,9.315340401,11.17530174,45.52722305
104353,60066,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,1195,rv,rv,,Live Phone,10/11/19,10/13/19,"",,10/14/19 15:02,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3644,538,41.0,54.0,31.0,10.0,5.0,48.0
141724,60066,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-r,r,Live Phone,10/11/19,10/13/19,"",,5/5/21 10:25,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3644,538,88.0,10.0,75.0,12.0,3.0,7.0
141725,60066,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-d,d,Live Phone,10/11/19,10/13/19,"",,5/5/21 10:25,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3644,538,4.0,94.0,2.0,2.0,4.0,90.0
141726,60066,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-i,i,Live Phone,10/11/19,10/13/19,"",,5/5/21 10:25,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3644,538,40.0,54.0,22.0,17.0,9.0,45.0
104205,59999,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,1123,a,a,,Live Phone,10/3/19,10/8/19,"",,10/10/19 14:04,,http://maristpoll.marist.edu/wp-content/uploads/2019/10/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1910091356.pdf,538,42.0,52.0,27.0,15.0,13.0,40.0
104206,59999,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,926,rv,rv,,Live Phone,10/3/19,10/8/19,"",,10/10/19 14:04,,http://maristpoll.marist.edu/wp-content/uploads/2019/10/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1910091356.pdf,538,45.0,51.0,30.0,15.0,10.0,41.0
141721,59999,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-d,d,Live Phone,10/3/19,10/8/19,"",,5/5/21 10:24,,http://maristpoll.marist.edu/wp-content/uploads/2019/10/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1910091356.pdf,538,6.0,91.0,2.0,4.0,14.0,78.0
141722,59999,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-r,r,Live Phone,10/3/19,10/8/19,"",,5/5/21 10:24,,http://maristpoll.marist.edu/wp-content/uploads/2019/10/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1910091356.pdf,538,91.0,7.0,68.0,23.0,3.0,4.0
141723,59999,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-i,i,Live Phone,10/3/19,10/8/19,"",,5/5/21 10:24,,http://maristpoll.marist.edu/wp-content/uploads/2019/10/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1910091356.pdf,538,43.0,49.0,26.0,18.0,12.0,37.0
103951,59902,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,1483,rv,rv,,Live Phone,10/4/19,10/7/19,"",,10/8/19 15:15,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3643,538,40.0,54.0,29.0,11.0,6.0,47.0
141718,59902,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-r,r,Live Phone,10/4/19,10/7/19,"",,5/5/21 10:23,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3643,538,88.0,9.0,69.0,18.0,3.0,6.0
141719,59902,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-d,d,Live Phone,10/4/19,10/7/19,"",,5/5/21 10:24,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3643,538,4.0,94.0,3.0,2.0,4.0,89.0
141720,59902,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-i,i,Live Phone,10/4/19,10/7/19,"",,5/5/21 10:24,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3643,538,34.0,58.0,20.0,15.0,11.0,47.0
103466,59744,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,1115,rv,rv,,Live Phone,9/27/19,9/29/19,"",,9/30/19 15:00,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3642,538,41.0,53.0,35.0,6.0,4.0,48.0
141715,59744,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-r,r,Live Phone,9/27/19,9/29/19,"",,5/5/21 10:23,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3642,538,88.0,9.0,79.0,9.0,4.0,5.0
141716,59744,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-d,d,Live Phone,9/27/19,9/29/19,"",,5/5/21 10:23,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3642,538,2.0,97.0,1.0,1.0,5.0,91.0
141717,59744,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-i,i,Live Phone,9/27/19,9/29/19,"",,5/5/21 10:23,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3642,538,38.0,51.0,30.0,8.0,4.0,46.0
103407,59728,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,846,a,a,,Live Phone,9/25/19,9/25/19,"",,9/26/19 17:08,,http://maristpoll.marist.edu/wp-content/uploads/2019/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1909261000.pdf,538,44.0,53.0,31.0,13.0,14.0,39.0
103408,59728,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,745,rv,rv,,Live Phone,9/25/19,9/25/19,"",,9/26/19 17:08,,http://maristpoll.marist.edu/wp-content/uploads/2019/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1909261000.pdf,538,45.0,51.0,34.0,12.0,11.0,40.0
141712,59728,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-d,d,Live Phone,9/25/19,9/25/19,"",,5/5/21 10:23,,http://maristpoll.marist.edu/wp-content/uploads/2019/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1909261000.pdf,538,10.0,88.0,3.0,7.0,17.0,71.0
141713,59728,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-r,r,Live Phone,9/25/19,9/25/19,"",,5/5/21 10:23,,http://maristpoll.marist.edu/wp-content/uploads/2019/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1909261000.pdf,538,90.0,7.0,73.0,17.0,2.0,5.0
141714,59728,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-i,i,Live Phone,9/25/19,9/25/19,"",,5/5/21 10:23,,http://maristpoll.marist.edu/wp-content/uploads/2019/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1909261000.pdf,538,44.0,52.0,31.0,12.0,13.0,39.0
103196,59703,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,1337,rv,rv,,Live Phone,9/19/19,9/23/19,"",,9/25/19 07:07,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3641,538,40.0,55.0,29.0,11.0,7.0,48.0
141709,59703,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-r,r,Live Phone,9/19/19,9/23/19,"",,5/5/21 10:23,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3641,538,85.0,11.0,67.0,18.0,6.0,5.0
141710,59703,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-d,d,Live Phone,9/19/19,9/23/19,"",,5/5/21 10:23,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3641,538,5.0,94.0,2.0,2.0,6.0,87.0
141711,59703,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-i,i,Live Phone,9/19/19,9/23/19,"",,5/5/21 10:23,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3641,538,32.0,61.0,18.0,14.0,9.0,51.0
102403,59534,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,1317,a,a,,Live Phone,9/5/19,9/8/19,"",,9/11/19 06:38,,http://maristpoll.marist.edu/wp-content/uploads/2019/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1909091558.pdf,538,41.0,54.0,28.0,13.0,9.0,45.0
102404,59534,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,1160,rv,rv,,Live Phone,9/5/19,9/8/19,"",,9/11/19 06:38,,http://maristpoll.marist.edu/wp-content/uploads/2019/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1909091558.pdf,538,43.0,53.0,30.0,13.0,9.0,45.0
141706,59534,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-d,d,Live Phone,9/5/19,9/8/19,"",,5/5/21 10:21,,http://maristpoll.marist.edu/wp-content/uploads/2019/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1909091558.pdf,538,6.0,92.0,3.0,4.0,9.0,83.0
141707,59534,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-r,r,Live Phone,9/5/19,9/8/19,"",,5/5/21 10:22,,http://maristpoll.marist.edu/wp-content/uploads/2019/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1909091558.pdf,538,87.0,9.0,68.0,19.0,4.0,6.0
141708,59534,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-i,i,Live Phone,9/5/19,9/8/19,"",,5/5/21 10:22,,http://maristpoll.marist.edu/wp-content/uploads/2019/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1909091558.pdf,538,40.0,53.0,25.0,15.0,11.0,42.0
102325,59505,,11,Donald Trump,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1003,a,a,,Live Phone,9/2/19,9/5/19,"",,9/10/19 07:48,data provided by Gary Langer,https://www.washingtonpost.com/context/sept-2-5-2019-washington-post-abc-news-poll/d4e18b36-79bf-492d-91e3-d1c7a49d37e2/,538,38.36,55.73,27.43909132,10.92347734,8.218136281,47.51024164
141703,59505,,11,Donald Trump,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,9/2/19,9/5/19,"",,5/5/21 10:20,data provided by Gary Langer,"",538,8.06,90.08,2.768684496,5.289880623,9.584734822,80.49809653
141704,59505,,11,Donald Trump,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,9/2/19,9/5/19,"",,5/5/21 10:20,data provided by Gary Langer,"",538,81.87,13.83,65.68375615,16.18596353,5.286450144,8.545369652
141705,59505,,11,Donald Trump,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,9/2/19,9/5/19,"",,5/5/21 10:20,data provided by Gary Langer,"",538,35.54,58.23,23.04113633,12.50325947,9.326808906,48.90231986
101851,59451,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,1422,rv,rv,,Live Phone,8/21/19,8/26/19,"",,8/28/19 08:06,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3638,538,38.0,56.0,27.0,11.0,5.0,50.0
141700,59451,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-r,r,Live Phone,8/21/19,8/26/19,"",,5/5/21 10:19,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3638,538,85.0,10.0,70.0,16.0,3.0,7.0
141701,59451,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-d,d,Live Phone,8/21/19,8/26/19,"",,5/5/21 10:19,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3638,538,4.0,94.0,3.0,1.0,5.0,89.0
141702,59451,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-i,i,Live Phone,8/21/19,8/26/19,"",,5/5/21 10:20,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3638,538,32.0,60.0,15.0,17.0,6.0,54.0
99818,58752,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,1306,rv,rv,,Live Phone,7/25/19,7/28/19,"",,7/29/19 13:46,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3635,538,40.0,54.0,28.0,12.0,7.0,47.0
141697,58752,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-r,r,Live Phone,7/25/19,7/28/19,"",,5/5/21 10:19,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3635,538,90.0,7.0,67.0,22.0,4.0,2.0
141698,58752,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-d,d,Live Phone,7/25/19,7/28/19,"",,5/5/21 10:19,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3635,538,3.0,94.0,1.0,2.0,8.0,86.0
141699,58752,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-i,i,Live Phone,7/25/19,7/28/19,"",,5/5/21 10:19,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=3635,538,35.0,58.0,21.0,13.0,8.0,49.0
99528,58707,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,1346,a,a,,Live Phone,7/15/19,7/17/19,"",,7/22/19 12:12,,http://maristpoll.marist.edu/wp-content/uploads/2019/07/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1907190926.pdf,538,44.0,52.0,29.0,15.0,11.0,41.0
99529,58707,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,1175,rv,rv,,Live Phone,7/15/19,7/17/19,"",,7/22/19 12:13,,http://maristpoll.marist.edu/wp-content/uploads/2019/07/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1907190926.pdf,538,44.0,52.0,30.0,14.0,10.0,42.0
141694,58707,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-d,d,Live Phone,7/15/19,7/17/19,"",,5/5/21 10:17,,http://maristpoll.marist.edu/wp-content/uploads/2019/07/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1907190926.pdf,538,7.0,90.0,3.0,4.0,10.0,80.0
141695,58707,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-r,r,Live Phone,7/15/19,7/17/19,"",,5/5/21 10:17,,http://maristpoll.marist.edu/wp-content/uploads/2019/07/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1907190926.pdf,538,90.0,7.0,72.0,18.0,3.0,4.0
141696,58707,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,,rv,rv-i,i,Live Phone,7/15/19,7/17/19,"",,5/5/21 10:18,,http://maristpoll.marist.edu/wp-content/uploads/2019/07/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1907190926.pdf,538,42.0,53.0,22.0,20.0,14.0,39.0
99060,58602,,11,Donald Trump,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,1008,a,a,,Live Phone,6/28/19,7/1/19,"",,7/7/19 11:36,data provided by Gary Langer,https://www.washingtonpost.com/context/washington-post-abc-news-poll-june-28-july-1-2019/23419a67-9e70-42e3-a96d-65d92555e29b/,538,43.9,52.75,32.30375727,11.59314038,7.750049306,45.00415089
141691,58602,,11,Donald Trump,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-d,d,Live Phone,6/28/19,7/1/19,"",,5/5/21 10:16,data provided by Gary Langer,"",538,9.66,86.35,4.225854253,5.438853057,11.15582032,75.19902057
141692,58602,,11,Donald Trump,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-r,r,Live Phone,6/28/19,7/1/19,"",,5/5/21 10:16,data provided by Gary Langer,"",538,86.67,11.83,73.69752248,12.96939677,2.874407947,8.954491211
141693,58602,,11,Donald Trump,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,,a,a-i,i,Live Phone,6/28/19,7/1/19,"",,5/5/21 10:16,data provided by Gary Langer,"",538,43.31,53.67,30.4164998,12.8906642,8.070586664,45.60037511
97722,58418,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,1214,rv,rv,,Live Phone,6/6/19,6/10/19,"",,6/11/19 13:55,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=2627,538,42.0,53.0,29.0,13.0,7.0,46.0
141688,58418,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-r,r,Live Phone,6/6/19,6/10/19,"",,5/5/21 10:16,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=2627,538,92.0,5.0,71.0,21.0,3.0,2.0
141689,58418,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-d,d,Live Phone,6/6/19,6/10/19,"",,5/5/21 10:16,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=2627,538,4.0,94.0,2.0,3.0,7.0,86.0
141690,58418,,11,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,267,Quinnipiac University,A-,,rv,rv-i,i,Live Phone,6/6/19,6/10/19,"",,5/5/21 10:16,,https://poll.qu.edu/Poll-Release-Legacy?releaseid=2627,538,31.0,60.0,16.0,15.0,11.0,48.0
97604,58392,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,944,a,a,,Live Phone,5/31/19,6/4/19,"",,6/7/19 08:22,,http://maristpoll.marist.edu/wp-content/uploads/2019/06/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables-on-Politics_1906051430.pdf,538,41.0,49.0,28.0,13.0,13.0,36.0
