created_at,text,url,replies,retweets,favorites,user
10/20/17 10:31,"Just out report: ""United Kingdom crime rises 13% annually amid spread of Radical Islamic terror."" Not good, we must keep America safe!",https://twitter.com/realDonaldTrump/status/921323063945453574,52558,29383,106684,realDonaldTrump
10/20/17 10:15,"....This now allows for the passage of large scale Tax Cuts (and Reform), which will be the biggest in the history of our country!",https://twitter.com/realDonaldTrump/status/921319017826091008,11593,15122,73682,realDonaldTrump
10/20/17 10:11,"The Budget passed late last night, 51 to 49. We got ZERO Democrat votes with only Rand Paul (he will vote for Tax Cuts) voting against.....",https://twitter.com/realDonaldTrump/status/921317883321430016,7943,15790,70155,realDonaldTrump
10/20/17 5:12,Great news on the 2018 budget @SenateMajLdr McConnell - first step toward delivering MASSIVE tax cuts for the American people! #TaxReform https://t.co/aBzQR7KR0c,https://twitter.com/realDonaldTrump/status/921242760685998080,9658,12767,53372,realDonaldTrump
10/20/17 3:00,Big ratings getter @seanhannity and Apprentice Champion John Rich are right now going on stage in Las Vegas for #VegasStrong. Great Show!,https://twitter.com/realDonaldTrump/status/921209530628956161,10478,9778,50938,realDonaldTrump
10/20/17 2:53,"The Fake News is going crazy with wacky Congresswoman Wilson(D), who was SECRETLY on a very personal call, and gave a total lie on content!",https://twitter.com/realDonaldTrump/status/921207772233990144,49062,20955,89823,realDonaldTrump
10/20/17 1:43,"Keep up the GREAT work. I am with you 100%!""ISIS is losing its grip...""Army Colonel Ryan DillonCJTFâ€“OIRhttps://t.co/jVGuvv5mzm https://t.co/PSCXg38CtS",https://twitter.com/realDonaldTrump/status/921189980843663360,7960,12668,53891,realDonaldTrump
10/19/17 20:40,It was great to have Governor @RicardoRossello of #PuertoRico_Ÿ‡µ_Ÿ‡·with us at the @WhiteHouse today. We are with you! #PRStrong https://t.co/Op2xDZxvNc,https://twitter.com/realDonaldTrump/status/921113816053755904,9335,10865,48875,realDonaldTrump
10/19/17 12:25,RT @USArmy333: @804StreetMedia @realDonaldTrump Heâ€™s done more in 9 months then obama did in8 yrs,https://twitter.com/realDonaldTrump/status/920989237276762112,22017,8273,35846,realDonaldTrump
10/19/17 12:21,".@foxandfriends ""Russia sent millions to Clinton Foundation""",https://twitter.com/realDonaldTrump/status/920988223362469891,25491,23359,71378,realDonaldTrump
10/19/17 11:56,"Workers of firm involved with the discredited and Fake Dossier take the 5th. Who paid for it, Russia, the FBI or the Dems (or all)?",https://twitter.com/realDonaldTrump/status/920981920787386368,30362,24767,84663,realDonaldTrump
10/19/17 11:17,"Uranium deal to Russia, with Clinton help and Obama Administration knowledge, is the biggest story that Fake Media doesn't want to follow!",https://twitter.com/realDonaldTrump/status/920972261032648705,26991,39948,117721,realDonaldTrump
10/19/17 10:54,"Republicans are going for the big Budget approval today, first step toward massive tax cuts. I think we have the votes, but who knows?",https://twitter.com/realDonaldTrump/status/920966294035451904,12982,13467,71282,realDonaldTrump
10/19/17 3:03,"""46% of Americans think the Media is inventing stories about Trump &amp; his Administration."" @FoxNews   It is actually much worse than this!",https://twitter.com/realDonaldTrump/status/920847844759699456,34569,19091,82844,realDonaldTrump
10/18/17 23:31,".@DanaPerino &amp; @BradThor,Thank you so much for the wonderful compliment. Working hard! #MAGA https://t.co/AKWlsMsCVH",https://twitter.com/realDonaldTrump/status/920794597265088512,8071,10337,43488,realDonaldTrump
10/18/17 22:49,"""20,000_Ÿ“ˆ21,000_Ÿ“ˆ22,000_Ÿ“ˆ 23,000_Ÿ“ˆthis year...FOUR one thousand milestones this year..."" #Dow23K #MAGA https://t.co/GQ5f2eVvEI",https://twitter.com/realDonaldTrump/status/920783976784171008,12338,14293,57004,realDonaldTrump
10/18/17 22:19,This is what REAL PRIDE in our COUNTRY is all about! #USA_Ÿ‡º_Ÿ‡¸ https://t.co/kyv866prdE,https://twitter.com/realDonaldTrump/status/920776302231244800,13772,17934,69196,realDonaldTrump
10/18/17 20:42,".@NFL: Too much talk, not enough action. Stand for the National Anthem.",https://twitter.com/realDonaldTrump/status/920751863426842625,40353,22921,97812,realDonaldTrump
10/18/17 19:27,"""Iran hides behind its assertion of technical compliance w/the nuclear deal, while it brazenly violates the other limits..""Amb. @NikkiHaley https://t.co/xvHgx7d1cT",https://twitter.com/realDonaldTrump/status/920733077349064707,6366,11799,41581,realDonaldTrump
10/18/17 18:20,It was an honor to welcome Republican and Democratic members of the Senate Finance Committee to the @WhiteHouse today. #TaxReform https://t.co/ge4Xic9fId,https://twitter.com/realDonaldTrump/status/920716270395371521,4933,7440,36015,realDonaldTrump
10/18/17 16:58,Our hearts are with all affected by the wildfires in California. God bless our brave First Responders and @FEMA team. We support you! https://t.co/YaoPbaVI5L,https://twitter.com/realDonaldTrump/status/920695565578592256,11403,8967,43548,realDonaldTrump
10/18/17 15:07,The current tax code is a burden on American taxpayers &amp; harmful to job-creators. Americans need #TaxReform! More: https://t.co/qXyiYiFWCO https://t.co/NGIjJOc3TP,https://twitter.com/realDonaldTrump/status/920667567030710272,10741,10472,42996,realDonaldTrump
10/18/17 13:41,"I am supportive of Lamar as a person &amp; also of the process, but I can never support bailing out ins co's who have made a fortune w/ O'Care.",https://twitter.com/realDonaldTrump/status/920645935981613057,13006,12949,60040,realDonaldTrump
10/18/17 11:25,Democrat Congresswoman totally fabricated what I said to the wife of a soldier who died in action (and I have proof). Sad!,https://twitter.com/realDonaldTrump/status/920611770775064576,79771,25434,98889,realDonaldTrump
10/18/17 11:06,The NFL has decided that it will not force players to stand for the playing of our National Anthem. Total disrespect for our great country!,https://twitter.com/realDonaldTrump/status/920606910109356032,50773,24359,100626,realDonaldTrump
10/18/17 10:56,"As it has turned out, James Comey lied and leaked and totally protected Hillary Clinton. He was the best thing that ever happened to her!",https://twitter.com/realDonaldTrump/status/920604520572424193,23893,25248,93311,realDonaldTrump
10/18/17 10:38,"The Democrats will only vote for Tax Increases. Hopefully, all Senate Republicans will vote for the largest Tax Cuts in U.S. history.",https://twitter.com/realDonaldTrump/status/920599916371693568,10421,14042,59992,realDonaldTrump
10/18/17 10:27,"...people not interviewed, including Clinton herself. Comey stated under oath that he didn't do this-obviously a fix? Where is Justice Dept?",https://twitter.com/realDonaldTrump/status/920597192666157057,13682,19584,72570,realDonaldTrump
10/18/17 10:21,"Wow, FBI confirms report that James Comey drafted letter exonerating  Crooked Hillary Clinton long before investigation was complete. Many..",https://twitter.com/realDonaldTrump/status/920595564064100352,13044,24253,85263,realDonaldTrump
10/18/17 2:21,The most important truth our FOUNDERS understood was: FREEDOM is NOT a gift from Govt. FREEDOM is a GIFT from GOD. _Ÿ_¥https://t.co/rmAzGt8SuG https://t.co/SrPavwrt2R,https://twitter.com/realDonaldTrump/status/920474831749025795,22578,17790,63240,realDonaldTrump
10/18/17 0:44,"Thank you @Heritage! This is our once-in-a-generation opportunity to revitalize our economy, revive our industry &amp; renew the AMERICAN DREAM! https://t.co/HI30nojsGo",https://twitter.com/realDonaldTrump/status/920450535005851648,6873,9652,42205,realDonaldTrump
10/17/17 23:06,WOW! https://t.co/eKfRktNVuy,https://twitter.com/realDonaldTrump/status/920425695507042305,13164,17099,63265,realDonaldTrump
10/17/17 23:03,BORDER WALL prototypes underway! https://t.co/arFNO80zmO,https://twitter.com/realDonaldTrump/status/920425069964349445,25000,30876,103617,realDonaldTrump
10/17/17 21:56,"Any increase in ObamaCare premiums is the fault of the Democrats for giving us a ""product"" that never had a chance of working.",https://twitter.com/realDonaldTrump/status/920408108194783232,33395,16757,72078,realDonaldTrump
10/17/17 21:51,"So much Fake News being put in dying magazines and newspapers. Only place worse may be @NBCNews, @CBSNews, @ABC and @CNN. Fiction writers!",https://twitter.com/realDonaldTrump/status/920406959320371200,27461,16206,63683,realDonaldTrump
10/17/17 18:59,It was my great honor to welcome Prime Minister Alexis Tsipras of Greece to the WH today! _Ÿ_¥https://t.co/Bn1vM6fYW9 _Ÿ“¸https://t.co/j0roMFT3YL https://t.co/MPe5HWFcZ1,https://twitter.com/realDonaldTrump/status/920363714062274560,5580,6740,37160,realDonaldTrump
10/17/17 17:25,Join me LIVE from the Rose Garden at 1:30pmE with Prime Minister Alexis Tsipras of Greece. â_¡ï¸èhttps://t.co/Bn1vM6fYW9 https://t.co/dZB4mDBKpi,https://twitter.com/realDonaldTrump/status/920340060947574786,4998,4348,24886,realDonaldTrump
10/17/17 16:16,"""Dow Passes 23,000 for the First Time, Fueled by Strong Earnings""#Dow23K_Ÿ“ˆhttps://t.co/wnkrddYlb9 https://t.co/wlP0NCNcou",https://twitter.com/realDonaldTrump/status/920322631412473856,9902,11474,45686,realDonaldTrump
10/17/17 12:39,Rep.Tom Marino has informed me that he is withdrawing his name from consideration as drug czar. Tom is a fine man and a great Congressman!,https://twitter.com/realDonaldTrump/status/920268091329859585,19852,8680,49688,realDonaldTrump
10/17/17 11:05,RT @Scavino45: U.S. MARKETS FROM ELECTION DAY {Since 11/8/2016} _Ÿ“ˆ https://t.co/HtjHrznQKJ,https://twitter.com/realDonaldTrump/status/920244350268903424,4058,7773,27962,realDonaldTrump
10/16/17 23:32,Always great to see the wonderful people of South Carolina. Thank you for the beautiful welcome at Greenville-Spartanburg Int'l Airport! https://t.co/maO9Nc0sTe,https://twitter.com/realDonaldTrump/status/920069869365878785,14309,12285,65463,realDonaldTrump
10/16/17 13:12,"I was recently asked if Crooked Hillary Clinton is going to run in 2020? My answer was, ""I hope so!""",https://twitter.com/realDonaldTrump/status/919914000959397888,57560,35102,151626,realDonaldTrump
10/16/17 12:57,"The U.S. has gained more than 5.2 trillion dollars in Stock Market Value since Election Day! Also, record business enthusiasm.",https://twitter.com/realDonaldTrump/status/919910256624447493,19227,19599,96229,realDonaldTrump
10/16/17 12:54,"Since Election Day on November 8, the Stock Market is up more than 25%, unemployment is at a 17 year low &amp; companies are coming back to U.S.",https://twitter.com/realDonaldTrump/status/919909494200528897,15429,20213,92373,realDonaldTrump
10/16/17 12:49,"Dem Senator Schumer hated the Iran deal made by President Obama, but now that I am involved, he is OK with it. Tell that to Israel, Chuck!",https://twitter.com/realDonaldTrump/status/919908143475412993,10836,21054,76720,realDonaldTrump
10/16/17 12:21,The Democrats only want to increase taxes and obstruct. That's all they are good at!,https://twitter.com/realDonaldTrump/status/919901190376259586,17682,12840,57086,realDonaldTrump
10/16/17 12:17,Art Laffer just said that he doesn't know how a Democrat could vote against the big tax cut/reform bill and live with themselves!  @FoxNews,https://twitter.com/realDonaldTrump/status/919900022409449474,13380,12927,57827,realDonaldTrump
10/16/17 0:55,RT @ABCNewsRadio: Global fund championed by Ivanka Trump to help women entrepreneurs begins operations https://t.co/jUmsY3ON4x https://t.coâ€_,https://twitter.com/realDonaldTrump/status/919728356765073408,5225,5575,25420,realDonaldTrump
10/16/17 0:49,RT @mike_pence: .@EdWGillespie is fighting to grow the economy &amp; cut taxes! Heâ€™s fighting for a safer VA. And heâ€™s is fighting for affordabâ€_,https://twitter.com/realDonaldTrump/status/919727009797951488,6502,5849,25588,realDonaldTrump
10/15/17 13:46,"...approvals of The Keystone XL &amp; Dakota Access pipelines. Also, look at the recent EPA cancelations &amp; our great new Supreme Court Justice!",https://twitter.com/realDonaldTrump/status/919560102725738498,28105,14891,77255,realDonaldTrump
10/15/17 13:25,"The Failing @nytimes, in a story by Peter Baker, should have mentioned the rapid terminations by me of TPP &amp; The Paris Accord &amp; the fast....",https://twitter.com/realDonaldTrump/status/919554724512387072,16341,12863,60591,realDonaldTrump
10/14/17 23:22,"RT @FoxNews: TONIGHT on ""Justice,"" @JudgeJeanine talks to special guests @EricTrump and @LaraLeaTrump - Tune in at 9p ET on Fox News Channeâ€_",https://twitter.com/realDonaldTrump/status/919342572526559232,6103,4504,24172,realDonaldTrump
10/14/17 21:29,RT @EricTrump: .@LaraLeaTrump and I look forward to being on @JudgeJeanine tonight at 9pm! @FoxNews #MakeAmericaGreatAgain _Ÿ‡º_Ÿ‡¸_Ÿ‡º_Ÿ‡¸_Ÿ‡º_Ÿ‡¸ https://tâ€_,https://twitter.com/realDonaldTrump/status/919314277177192448,6096,5840,33380,realDonaldTrump
10/14/17 21:28,RT @mike_pence: We are heading to Virginia. Looking forward to supporting my friend @EdWGillespie. He will make a great Governor for the Coâ€_,https://twitter.com/realDonaldTrump/status/919314010587230208,6195,7975,40910,realDonaldTrump
10/14/17 21:27,The Democrats in the Southwest part of Virginia have been abandoned by their Party. Republican Ed Gillespie will never let you down!,https://twitter.com/realDonaldTrump/status/919313707355787264,13987,16002,70948,realDonaldTrump
10/14/17 11:27,Very proud of my Executive Order which will allow greatly expanded access and far lower costs for HealthCare. Millions of people benefit!,https://twitter.com/realDonaldTrump/status/919162619889704961,48380,22821,118334,realDonaldTrump
10/14/17 11:18,"Health Insurance stocks, which have gone through the roof during the ObamaCare years, plunged yesterday after I ended their Dems windfall!",https://twitter.com/realDonaldTrump/status/919160558712172544,21025,18450,84286,realDonaldTrump
10/14/17 11:12,"RT @realDonaldTrump: ""Consumer confidence soars to highest level since 2004""_Ÿ“ˆhttps://t.co/RvxCPAFI2A https://t.co/U8MS9K45fX",https://twitter.com/realDonaldTrump/status/919158911164444672,10648,11415,48761,realDonaldTrump
10/14/17 11:08,RT @RightlyNews: @realDonaldTrump @LouDobbs Trust in the media is at the lowest level in all of U.S. history. The American people see throuâ€_,https://twitter.com/realDonaldTrump/status/919157971627724800,3701,6951,22148,realDonaldTrump
10/14/17 11:08,RT @RightlyNews: @realDonaldTrump @LouDobbs It is NOT a coincidence that the economy boomed immediately after the 2016 election.,https://twitter.com/realDonaldTrump/status/919157838106300416,2493,5116,21382,realDonaldTrump
10/14/17 1:31,"Such a wonderful statement from the great @LouDobbs. ""We take up what may be the most accomplished presidency in modern American history.""",https://twitter.com/realDonaldTrump/status/919012714827145216,27248,16036,68343,realDonaldTrump
10/14/17 1:17,"ObamaCare is causing such grief and tragedy for so many. It is being dismantled but in the meantime, premiums &amp; deductibles are way up!",https://twitter.com/realDonaldTrump/status/919009334016856065,20860,12409,61333,realDonaldTrump
10/14/17 1:10,"Money pouring into Insurance Companies profits, under the guise of ObamaCare, is over. They have made a fortune.Dems must get smart &amp; deal!",https://twitter.com/realDonaldTrump/status/919007577681354752,11936,15836,69004,realDonaldTrump
10/14/17 1:02,"Many people talking, with much agreement, on my Iran speech today. Participants in the deal are making lots of money on trade with Iran!",https://twitter.com/realDonaldTrump/status/919005534883328000,13206,11322,54400,realDonaldTrump
10/14/17 0:53,Starting to develop a much better relationship with Pakistan and its leaders. I want to thank them for their cooperation on many fronts.,https://twitter.com/realDonaldTrump/status/919003314674634752,8548,14110,69956,realDonaldTrump
10/13/17 22:01,#WeeklyAddress_Ÿ‡º_Ÿ‡¸ https://t.co/riqEiBNwk2,https://twitter.com/realDonaldTrump/status/918960024256434176,10361,10661,41463,realDonaldTrump
10/13/17 18:09,"Today, I announced our strategy to confront the Iranian regimeâ€™s hostile actions and to ensure that they never acquire a nuclear weapon. https://t.co/N4ISdjuEdC",https://twitter.com/realDonaldTrump/status/918901399080935424,24139,17628,66703,realDonaldTrump
10/13/17 17:41,"""Consumer confidence soars to highest level since 2004""_Ÿ“ˆhttps://t.co/RvxCPAFI2A https://t.co/U8MS9K45fX",https://twitter.com/realDonaldTrump/status/918894502185787392,10648,11415,48760,realDonaldTrump
10/13/17 17:07,"In America, we don't worship government - we worship God. #ValuesVotersSummit https://t.co/YQ3iDlWylK",https://twitter.com/realDonaldTrump/status/918885859230875649,32561,21144,80088,realDonaldTrump
10/13/17 16:30,"I have no greater privilege than to serve as your Commander-in-Chief. HAPPY BIRTHDAY to the incredible men and women @USNavy!#242NavyBday https://t.co/qcdB4U8CqA",https://twitter.com/realDonaldTrump/status/918876603148652544,7944,16679,73223,realDonaldTrump
10/13/17 12:01,"The wonderful people of Puerto Rico, with their unmatched spirit, know how bad things were before the H's. I will always be with them!",https://twitter.com/realDonaldTrump/status/918808798059483136,24130,11952,63444,realDonaldTrump
10/13/17 11:51,"Hard to believe that the Democrats, who have gone so far LEFT that they are no longer recognizable, are fighting so hard for Sanctuary crime",https://twitter.com/realDonaldTrump/status/918806396875010048,16911,22856,93243,realDonaldTrump
10/13/17 11:14,ObamaCare is a broken mess. Piece by piece we will now begin the process of giving America the great HealthCare it deserves!,https://twitter.com/realDonaldTrump/status/918797009133465600,27074,15484,76335,realDonaldTrump
10/13/17 11:10,"Sadly, they and others are Fake News, and the public is just beginning to figure it out! https://t.co/8B8AyA7V1s",https://twitter.com/realDonaldTrump/status/918796079243677696,13861,11886,51835,realDonaldTrump
10/13/17 11:07,RT @billoreilly: A free press is vital to protecting all Americans. A corrupt press damages the Republic.,https://twitter.com/realDonaldTrump/status/918795362122465280,10478,15600,58656,realDonaldTrump
10/13/17 9:36,The Democrats ObamaCare is imploding. Massive subsidy payments to their pet insurance companies has stopped. Dems should call me to fix!,https://twitter.com/realDonaldTrump/status/918772522983874561,26233,14210,64278,realDonaldTrump
10/13/17 1:18,"It is time to take care of OUR COUNTRY, to rebuild OUR COMMUNITIES, and to protect our GREAT AMERICAN WORKERS! #TaxReform https://t.co/FEjGjT4xp9",https://twitter.com/realDonaldTrump/status/918647067224035334,19420,16519,68860,realDonaldTrump
10/13/17 0:12,People are just now starting to find out how dishonest and disgusting (FakeNews) @NBCNews is. Viewers beware. May be worse than even @CNN!,https://twitter.com/realDonaldTrump/status/918630610167529472,34440,22417,87876,realDonaldTrump
10/12/17 20:19,"Happy #NationalFarmersDay!_Ÿ“¸https://t.co/dN39R1IMlA https://t.co/QbUG1pztaI",https://twitter.com/realDonaldTrump/status/918571860308254720,5676,11003,50237,realDonaldTrump
10/12/17 18:17,"We need a tax system that is FAIR to working FAMILIES &amp; that encourages companies to STAY in AMERICA, GROW in AMERICA, and HIRE in AMERICA! https://t.co/DdI1yWi7YZ",https://twitter.com/realDonaldTrump/status/918541193037967361,15778,15634,68400,realDonaldTrump
10/12/17 17:06,"The time has come to take action to IMPROVE access, INCREASE choices, and LOWER COSTS for HEALTHCARE! â_¡ï¸èhttps://t.co/mz5fdveTVh https://t.co/dDZLsKuNSe",https://twitter.com/realDonaldTrump/status/918523263554412544,14809,12871,52133,realDonaldTrump
10/12/17 12:45,The Fake News Is going all out in order to demean and denigrate! Such hatred!,https://twitter.com/realDonaldTrump/status/918457595618365441,44247,16952,80822,realDonaldTrump
10/12/17 11:07,"...We cannot keep FEMA, the Military &amp; the First Responders, who have been amazing (under the most difficult circumstances) in P.R. forever!",https://twitter.com/realDonaldTrump/status/918432809282342912,52820,13444,65091,realDonaldTrump
10/12/17 10:58,...accountability say the Governor. Electric and all infrastructure was disaster before hurricanes. Congress to decide how much to spend....,https://twitter.com/realDonaldTrump/status/918430769776914432,9002,10187,51045,realDonaldTrump
10/12/17 10:49,"""Puerto Rico survived the Hurricanes, now a financial crisis looms largely of their own making."" says Sharyl Attkisson. A total lack of.....",https://twitter.com/realDonaldTrump/status/918428456869916672,12861,10212,47512,realDonaldTrump
10/12/17 10:04,Clips from tax speech and @seanhannity on @foxandfriends now. Have a great day!,https://twitter.com/realDonaldTrump/status/918417002733154305,8298,6746,37811,realDonaldTrump
10/12/17 0:55,RT @realDonaldTrump: I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!,https://twitter.com/realDonaldTrump/status/918279015928037377,27758,10413,58004,realDonaldTrump
10/12/17 0:40,"In even the darkest moments, the light of our people has shown through their goodness, their courage and their love. #USA_Ÿ‡º_Ÿ‡¸ https://t.co/8JK8aM2a1L",https://twitter.com/realDonaldTrump/status/918275261011038210,11589,13542,60870,realDonaldTrump
10/12/17 0:09,"Network news has become so partisan, distorted and fake that licenses must be challenged and, if appropriate, revoked. Not fair to public!",https://twitter.com/realDonaldTrump/status/918267396493922304,50870,20353,88093,realDonaldTrump
10/11/17 23:56,Joining @SeanHannity tonight at 9pmE on @FoxNews. Enjoy! https://t.co/RCfiJus5Rw,https://twitter.com/realDonaldTrump/status/918263984029085697,6575,5622,31815,realDonaldTrump
10/11/17 23:28,"We need a tax system that is FAIR to working families &amp; that encourages companies to STAY in America, GROW in America, and HIRE in America_Ÿ‡º_Ÿ‡¸ https://t.co/u9ZgijgLE3",https://twitter.com/realDonaldTrump/status/918257107182473216,11035,12300,56722,realDonaldTrump
10/11/17 21:32,I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!,https://twitter.com/realDonaldTrump/status/918227740700102657,27759,10413,58004,realDonaldTrump
10/11/17 21:18,"Join me LIVE at 5:45pmE from Harrisburg, Pennsylvania! #TaxReform #USA_Ÿ‡º_Ÿ‡¸https://t.co/fDUEMpRTcE https://t.co/1mMjl1HNpl",https://twitter.com/realDonaldTrump/status/918224393062551552,5753,5102,28044,realDonaldTrump
10/11/17 19:49,Happy to announce we are awarding $1M to Las Vegas - in order to help local law enforcement working OT to respond to last Sundayâ€™s tragedy.,https://twitter.com/realDonaldTrump/status/918201878479073280,19964,19148,114355,realDonaldTrump
10/11/17 13:55,"With all of the Fake News coming out of NBC and the Networks, at what point is it appropriate to challenge their License? Bad for country!",https://twitter.com/realDonaldTrump/status/918112884630093825,77190,23298,99370,realDonaldTrump
10/11/17 13:45,"Fake @NBCNews made up a story that I wanted a ""tenfold"" increase in our U.S. nuclear arsenal. Pure fiction, made up to demean. NBC = CNN!",https://twitter.com/realDonaldTrump/status/918110279367643137,18906,18969,73958,realDonaldTrump
10/11/17 10:47,It is about time that Roger Goodell of the NFL is finally demanding that all players STAND for our great National Anthem-RESPECT OUR COUNTRY,https://twitter.com/realDonaldTrump/status/918065431939829760,40299,20499,105608,realDonaldTrump
10/11/17 10:36,"The Democrats want MASSIVE tax increases &amp; soft, crime producing borders.The Republicans want the biggest tax cut in history &amp; the WALL!",https://twitter.com/realDonaldTrump/status/918062778522505216,19442,19443,84611,realDonaldTrump
10/11/17 10:31,It would be really nice if the Fake News Media would report the virtually unprecedented Stock Market growth since the election.Need tax cuts,https://twitter.com/realDonaldTrump/status/918061437750267904,17388,15439,74552,realDonaldTrump
10/11/17 10:26,"...if Congress gives us the massive tax cuts (and reform) I am asking for, those numbers will grow by leaps and bounds. #MAGA",https://twitter.com/realDonaldTrump/status/918060313748164608,6866,11229,55068,realDonaldTrump
10/11/17 10:21,"Stock Market has increased by 5.2 Trillion dollars since the election on November 8th, a 25% increase. Lowest unemployment in 16 years and..",https://twitter.com/realDonaldTrump/status/918058910673760258,12834,18235,79705,realDonaldTrump
10/11/17 1:21,"...fired. This story is totally made up by the dishonest media.The Chief is doing a FANTASTIC job for me and, more importantly, for the USA!",https://twitter.com/realDonaldTrump/status/917923131003719681,16187,15958,77492,realDonaldTrump
