url,ID,Federation,Form.Fed,Transfer Date
https://ratings.fide.com/fedchange.phtml?year=2003,900060,ESP,YUG,11/28/03
https://ratings.fide.com/fedchange.phtml?year=2003,1902237,ECU,POR,2/3/03
https://ratings.fide.com/fedchange.phtml?year=2003,14508630,AUT,CRO,12/26/03
https://ratings.fide.com/fedchange.phtml?year=2003,724351,RUS,ISR,9/25/03
https://ratings.fide.com/fedchange.phtml?year=2003,8100977,MAR,JOR,4/3/03
https://ratings.fide.com/fedchange.phtml?year=2003,14100878,FRA,UKR,3/15/03
https://ratings.fide.com/fedchange.phtml?year=2003,3501728,USA,CUB,5/7/03
https://ratings.fide.com/fedchange.phtml?year=2003,12802212,USA,LTU,9/6/03
https://ratings.fide.com/fedchange.phtml?year=2003,401374,JAP,ENG,6/9/03
https://ratings.fide.com/fedchange.phtml?year=2003,1902334,ECU,POR,2/3/03
https://ratings.fide.com/fedchange.phtml?year=2003,3501868,ESP,CUB,8/25/03
https://ratings.fide.com/fedchange.phtml?year=2003,2222345,AND,ESP,7/23/03
https://ratings.fide.com/fedchange.phtml?year=2003,2900262,AUT,BUL,9/29/03
https://ratings.fide.com/fedchange.phtml?year=2003,2900106,PLE,BUL,10/3/03
https://ratings.fide.com/fedchange.phtml?year=2003,14501570,YUG,CRO,5/28/03
https://ratings.fide.com/fedchange.phtml?year=2003,14109042,GER,RUS,3/15/03
https://ratings.fide.com/fedchange.phtml?year=2003,1404679,ISL,DEN,12/6/03
https://ratings.fide.com/fedchange.phtml?year=2003,4629400,AUT,GER,10/16/03
https://ratings.fide.com/fedchange.phtml?year=2003,13300512,USA,ARM,2/19/03
https://ratings.fide.com/fedchange.phtml?year=2003,4142217,CZE,RUS,9/3/03
https://ratings.fide.com/fedchange.phtml?year=2003,4183150,ITA,RUS,3/18/03
https://ratings.fide.com/fedchange.phtml?year=2003,1212290,CAN,ROM,2/3/03
https://ratings.fide.com/fedchange.phtml?year=2003,11600098,BAN,LAT,2/11/03
https://ratings.fide.com/fedchange.phtml?year=2003,910775,AUS,YUG,4/29/03
https://ratings.fide.com/fedchange.phtml?year=2003,4300475,AUS,NZL,3/20/03
https://ratings.fide.com/fedchange.phtml?year=2003,14400596,GER,BIH,8/25/03
https://ratings.fide.com/fedchange.phtml?year=2003,13501151,AUS,BLR,9/19/03
https://ratings.fide.com/fedchange.phtml?year=2003,13601040,GER,GEO,12/6/03
https://ratings.fide.com/fedchange.phtml?year=2003,900060,ESP,YUG,11/28/03
https://ratings.fide.com/fedchange.phtml?year=2003,1902237,ECU,POR,2/3/03
https://ratings.fide.com/fedchange.phtml?year=2003,14508630,AUT,CRO,12/26/03
https://ratings.fide.com/fedchange.phtml?year=2003,724351,RUS,ISR,9/25/03
https://ratings.fide.com/fedchange.phtml?year=2004,11601230,RUS,LAT,6/29/04
https://ratings.fide.com/fedchange.phtml?year=2004,13300474,ARM,GER,5/14/04
https://ratings.fide.com/fedchange.phtml?year=2004,2806770,CAN,ISR,6/26/04
https://ratings.fide.com/fedchange.phtml?year=2004,5201179,AUS,PHI,6/27/04
https://ratings.fide.com/fedchange.phtml?year=2004,726916,GRE,HUN,7/22/04
https://ratings.fide.com/fedchange.phtml?year=2004,4695330,LIE,GER,7/28/04
https://ratings.fide.com/fedchange.phtml?year=2004,2900017,BUL,MKD,9/30/04
https://ratings.fide.com/fedchange.phtml?year=2004,1310364,FRA,SUI,11/15/04
https://ratings.fide.com/fedchange.phtml?year=2004,5300363,PLE,LBN,4/14/04
https://ratings.fide.com/fedchange.phtml?year=2004,2022656,JPN,USA,2/9/04
https://ratings.fide.com/fedchange.phtml?year=2004,4127390,GER,RUS,8/31/04
https://ratings.fide.com/fedchange.phtml?year=2004,14901510,BER,SVK,6/29/04
https://ratings.fide.com/fedchange.phtml?year=2004,4109562,GER,RUS,3/23/04
https://ratings.fide.com/fedchange.phtml?year=2004,13300610,RUS,ARM,1/6/04
https://ratings.fide.com/fedchange.phtml?year=2004,14111330,SLO,UKR,6/30/04
https://ratings.fide.com/fedchange.phtml?year=2004,14100657,GER,UKR,8/31/04
https://ratings.fide.com/fedchange.phtml?year=2004,3501841,USA,CUB,3/17/04
https://ratings.fide.com/fedchange.phtml?year=2004,5300363,USA,,4/14/04
https://ratings.fide.com/fedchange.phtml?year=2004,13500996,SWE,BLR,2/17/04
https://ratings.fide.com/fedchange.phtml?year=2004,13400584,RUS,AZE,1/22/04
https://ratings.fide.com/fedchange.phtml?year=2004,11601230,RUS,LAT,6/29/04
https://ratings.fide.com/fedchange.phtml?year=2004,13300474,ARM,GER,5/14/04
https://ratings.fide.com/fedchange.phtml?year=2004,2806770,CAN,ISR,6/26/04
https://ratings.fide.com/fedchange.phtml?year=2004,5201179,AUS,PHI,6/27/04
https://ratings.fide.com/fedchange.phtml?year=2004,726916,GRE,HUN,7/22/04
https://ratings.fide.com/fedchange.phtml?year=2004,4695330,LIE,GER,7/28/04
https://ratings.fide.com/fedchange.phtml?year=2004,2900017,BUL,MKD,9/30/04
https://ratings.fide.com/fedchange.phtml?year=2004,1310364,FRA,SUI,11/15/04
https://ratings.fide.com/fedchange.phtml?year=2004,5300363,PLE,LBN,4/14/04
https://ratings.fide.com/fedchange.phtml?year=2004,2022656,JPN,USA,2/9/04
https://ratings.fide.com/fedchange.phtml?year=2004,4127390,GER,RUS,8/31/04
https://ratings.fide.com/fedchange.phtml?year=2004,14901510,BER,SVK,6/29/04
https://ratings.fide.com/fedchange.phtml?year=2004,4109562,GER,RUS,3/23/04
https://ratings.fide.com/fedchange.phtml?year=2004,13300610,RUS,ARM,1/6/04
https://ratings.fide.com/fedchange.phtml?year=2004,14111330,SLO,UKR,6/30/04
https://ratings.fide.com/fedchange.phtml?year=2004,14100657,GER,UKR,8/31/04
https://ratings.fide.com/fedchange.phtml?year=2004,3501841,USA,CUB,3/17/04
https://ratings.fide.com/fedchange.phtml?year=2004,5300363,USA,,4/14/04
https://ratings.fide.com/fedchange.phtml?year=2004,13500996,SWE,BLR,2/17/04
https://ratings.fide.com/fedchange.phtml?year=2004,13400584,RUS,AZE,1/22/04
https://ratings.fide.com/fedchange.phtml?year=2005,3501566,MEX,CUB,6/6/05
https://ratings.fide.com/fedchange.phtml?year=2005,7600542,PLE,SYR,12/14/05
https://ratings.fide.com/fedchange.phtml?year=2005,14401487,TUR,BIH,9/5/05
https://ratings.fide.com/fedchange.phtml?year=2005,3501922,ESP,CUB,10/6/05
https://ratings.fide.com/fedchange.phtml?year=2005,102164,ESP,ARG,9/15/05
https://ratings.fide.com/fedchange.phtml?year=2005,14112990,USA,UKR,6/20/05
https://ratings.fide.com/fedchange.phtml?year=2005,4400216,USA,COL,1/18/05
https://ratings.fide.com/fedchange.phtml?year=2005,110124,ITA,ARG,12/13/05
https://ratings.fide.com/fedchange.phtml?year=2005,200930,TUR,BEL,11/1/05
https://ratings.fide.com/fedchange.phtml?year=2005,14102471,GER,UKR,6/8/05
https://ratings.fide.com/fedchange.phtml?year=2005,2000288,CAN,USA,6/8/05
https://ratings.fide.com/fedchange.phtml?year=2005,1131630,CAN,POL,6/18/05
https://ratings.fide.com/fedchange.phtml?year=2005,935506,CRO,SCG,12/7/05
https://ratings.fide.com/fedchange.phtml?year=2005,644536,PLE,FRA,5/16/05
https://ratings.fide.com/fedchange.phtml?year=2005,927210,CRO,SCG,12/7/05
https://ratings.fide.com/fedchange.phtml?year=2005,4203380,SRB,GRE,10/5/05
https://ratings.fide.com/fedchange.phtml?year=2005,13300610,ARM,RUS,11/28/05
https://ratings.fide.com/fedchange.phtml?year=2005,7600437,JOR,SYR,6/15/05
https://ratings.fide.com/fedchange.phtml?year=2005,103411,ESP,ARG,9/16/05
https://ratings.fide.com/fedchange.phtml?year=2005,13700928,GER,KAZ,1/18/05
https://ratings.fide.com/fedchange.phtml?year=2005,14600390,CRO,SLO,12/7/05
https://ratings.fide.com/fedchange.phtml?year=2005,2024209,COL,USA,12/13/05
https://ratings.fide.com/fedchange.phtml?year=2005,4900839,USA,MGL,9/13/05
https://ratings.fide.com/fedchange.phtml?year=2005,13300415,CAN,ARM,1/23/05
https://ratings.fide.com/fedchange.phtml?year=2005,13504185,FRA,BLR,9/13/05
https://ratings.fide.com/fedchange.phtml?year=2005,3501566,MEX,CUB,6/6/05
https://ratings.fide.com/fedchange.phtml?year=2005,7600542,PLE,SYR,12/14/05
https://ratings.fide.com/fedchange.phtml?year=2005,14401487,TUR,BIH,9/5/05
https://ratings.fide.com/fedchange.phtml?year=2005,3501922,ESP,CUB,10/6/05
https://ratings.fide.com/fedchange.phtml?year=2005,102164,ESP,ARG,9/15/05
https://ratings.fide.com/fedchange.phtml?year=2005,14112990,USA,UKR,6/20/05
https://ratings.fide.com/fedchange.phtml?year=2005,4400216,USA,COL,1/18/05
https://ratings.fide.com/fedchange.phtml?year=2005,110124,ITA,ARG,12/13/05
https://ratings.fide.com/fedchange.phtml?year=2005,200930,TUR,BEL,11/1/05
https://ratings.fide.com/fedchange.phtml?year=2005,14102471,GER,UKR,6/8/05
https://ratings.fide.com/fedchange.phtml?year=2005,2000288,CAN,USA,6/8/05
https://ratings.fide.com/fedchange.phtml?year=2005,1131630,CAN,POL,6/18/05
https://ratings.fide.com/fedchange.phtml?year=2005,935506,CRO,SCG,12/7/05
https://ratings.fide.com/fedchange.phtml?year=2005,644536,PLE,FRA,5/16/05
https://ratings.fide.com/fedchange.phtml?year=2005,927210,CRO,SCG,12/7/05
https://ratings.fide.com/fedchange.phtml?year=2005,4203380,SRB,GRE,10/5/05
https://ratings.fide.com/fedchange.phtml?year=2005,13300610,ARM,RUS,11/28/05
https://ratings.fide.com/fedchange.phtml?year=2005,7600437,JOR,SYR,6/15/05
https://ratings.fide.com/fedchange.phtml?year=2005,103411,ESP,ARG,9/16/05
https://ratings.fide.com/fedchange.phtml?year=2005,13700928,GER,KAZ,1/18/05
https://ratings.fide.com/fedchange.phtml?year=2005,14600390,CRO,SLO,12/7/05
https://ratings.fide.com/fedchange.phtml?year=2005,2024209,COL,USA,12/13/05
https://ratings.fide.com/fedchange.phtml?year=2005,4900839,USA,MGL,9/13/05
https://ratings.fide.com/fedchange.phtml?year=2005,13300415,CAN,ARM,1/23/05
https://ratings.fide.com/fedchange.phtml?year=2005,13504185,FRA,BLR,9/13/05
https://ratings.fide.com/fedchange.phtml?year=2006,1401815,SCO,DEN,2/8/06
https://ratings.fide.com/fedchange.phtml?year=2006,13701010,SLO,KAZ,4/27/06
https://ratings.fide.com/fedchange.phtml?year=2006,14906082,CZE,SVK,10/31/06
https://ratings.fide.com/fedchange.phtml?year=2006,3502783,ESP,COL,3/28/06
https://ratings.fide.com/fedchange.phtml?year=2006,112607,RUS,ARG,6/30/06
https://ratings.fide.com/fedchange.phtml?year=2006,1400185,ISL,DEN,3/25/06
https://ratings.fide.com/fedchange.phtml?year=2006,14400421,CRO,SCG,12/7/06
https://ratings.fide.com/fedchange.phtml?year=2006,14400049,CRO,BIH,6/30/06
https://ratings.fide.com/fedchange.phtml?year=2006,924911,CRO,SCG,10/31/06
https://ratings.fide.com/fedchange.phtml?year=2006,4500016,USA,EST,3/15/06
https://ratings.fide.com/fedchange.phtml?year=2006,1204173,USA,ROM,4/10/06
https://ratings.fide.com/fedchange.phtml?year=2006,4109821,EST,RUS,4/10/06
https://ratings.fide.com/fedchange.phtml?year=2006,14401150,CRO,BIH,7/19/06
https://ratings.fide.com/fedchange.phtml?year=2006,208078,FRA,BEL,2/15/06
https://ratings.fide.com/fedchange.phtml?year=2006,13300571,ENG,ARM,5/25/06
https://ratings.fide.com/fedchange.phtml?year=2006,921076,CRO,SCG,12/7/06
https://ratings.fide.com/fedchange.phtml?year=2006,12400149,HUN,VIE,3/28/06
https://ratings.fide.com/fedchange.phtml?year=2006,907006,CRO,SCG,12/7/06
https://ratings.fide.com/fedchange.phtml?year=2006,4148053,EST,RUS,4/10/06
https://ratings.fide.com/fedchange.phtml?year=2006,4129776,KOR,RUS,4/15/06
https://ratings.fide.com/fedchange.phtml?year=2006,14400057,CRO,BIH,6/15/06
https://ratings.fide.com/fedchange.phtml?year=2006,14111268,GER,UKR,11/11/06
https://ratings.fide.com/fedchange.phtml?year=2006,5200253,USA,PHI,10/10/06
https://ratings.fide.com/fedchange.phtml?year=2006,924024,CRO,SCG,12/7/06
https://ratings.fide.com/fedchange.phtml?year=2006,1307398,SEY,SUI,2/7/06
https://ratings.fide.com/fedchange.phtml?year=2006,4617592,CRO,GER,9/15/06
https://ratings.fide.com/fedchange.phtml?year=2006,4600304,CRO,GER,4/15/06
https://ratings.fide.com/fedchange.phtml?year=2006,905399,CRO,SCG,12/7/06
https://ratings.fide.com/fedchange.phtml?year=2006,14101289,FRA,UKR,3/22/06
https://ratings.fide.com/fedchange.phtml?year=2006,14900122,CZE,SVK,12/9/06
https://ratings.fide.com/fedchange.phtml?year=2006,14109484,RUS,UKR,6/30/06
https://ratings.fide.com/fedchange.phtml?year=2006,14107503,USA,UKR,10/31/06
https://ratings.fide.com/fedchange.phtml?year=2006,2000733,FRA,USA,5/18/06
https://ratings.fide.com/fedchange.phtml?year=2006,2019469,PLE,USA,10/30/06
https://ratings.fide.com/fedchange.phtml?year=2006,413003,KOR,ENG,5/29/06
https://ratings.fide.com/fedchange.phtml?year=2006,13900285,LUX,MDA,6/30/06
https://ratings.fide.com/fedchange.phtml?year=2006,4401328,PUR,COL,4/27/06
https://ratings.fide.com/fedchange.phtml?year=2006,3800253,ESP,PER,5/26/06
https://ratings.fide.com/fedchange.phtml?year=2006,12501948,NOR,IRI,10/12/06
https://ratings.fide.com/fedchange.phtml?year=2006,8600546,QAT,CHI,4/27/06
https://ratings.fide.com/fedchange.phtml?year=2006,4132190,ITA,RUS,2/7/06
https://ratings.fide.com/fedchange.phtml?year=2007,4205707,CYP,GRE,7/18/07
https://ratings.fide.com/fedchange.phtml?year=2007,12500283,IRI,FRA,1/25/07
https://ratings.fide.com/fedchange.phtml?year=2007,14903059,CZE,SVK,10/10/07
https://ratings.fide.com/fedchange.phtml?year=2007,3001288,ESP,URU,7/3/07
https://ratings.fide.com/fedchange.phtml?year=2007,3803392,ESP,PER,7/3/07
https://ratings.fide.com/fedchange.phtml?year=2007,4300726,AUS,NZL,1/15/07
https://ratings.fide.com/fedchange.phtml?year=2007,13902911,RUS,MDA,9/7/07
https://ratings.fide.com/fedchange.phtml?year=2007,925063,CRO,SRB,10/4/07
https://ratings.fide.com/fedchange.phtml?year=2007,400050,NZL,ENG,10/22/07
https://ratings.fide.com/fedchange.phtml?year=2007,12800619,ENG,LTU,7/13/07
https://ratings.fide.com/fedchange.phtml?year=2007,11600454,GER,LAT,5/28/07
https://ratings.fide.com/fedchange.phtml?year=2007,14201690,TJK,UZB,4/20/07
https://ratings.fide.com/fedchange.phtml?year=2007,806404,MNC,ITA,4/20/07
https://ratings.fide.com/fedchange.phtml?year=2007,6307051,TUR,GER,7/13/07
https://ratings.fide.com/fedchange.phtml?year=2007,14401061,CRO,BIH,7/13/07
https://ratings.fide.com/fedchange.phtml?year=2007,1701550,ISL,SWE,10/2/07
https://ratings.fide.com/fedchange.phtml?year=2007,11600780,GER,LAT,10/23/07
https://ratings.fide.com/fedchange.phtml?year=2007,2806126,CAN,ISR,10/2/07
https://ratings.fide.com/fedchange.phtml?year=2007,2200341,AUS,ESP,9/6/07
https://ratings.fide.com/fedchange.phtml?year=2007,4501993,CRO,EST,9/4/07
https://ratings.fide.com/fedchange.phtml?year=2007,4901134,FRA,MGL,10/26/07
https://ratings.fide.com/fedchange.phtml?year=2007,3500373,ESP,CUB,4/11/07
https://ratings.fide.com/fedchange.phtml?year=2007,14400618,SRB,BIH,10/4/07
https://ratings.fide.com/fedchange.phtml?year=2007,13503103,UKR,BLR,7/12/07
https://ratings.fide.com/fedchange.phtml?year=2007,14100673,ISR,UKR,1/15/07
https://ratings.fide.com/fedchange.phtml?year=2007,14200473,SIN,UZB,2/13/07
https://ratings.fide.com/fedchange.phtml?year=2007,14100576,USA,UKR,1/24/07
https://ratings.fide.com/fedchange.phtml?year=2007,4113250,FRA,RUS,12/6/07
https://ratings.fide.com/fedchange.phtml?year=2007,8600643,SIN,CHN,7/12/07
https://ratings.fide.com/fedchange.phtml?year=2007,2400359,ENG,SCO,11/6/07
https://ratings.fide.com/fedchange.phtml?year=2007,14104202,BEL,UKR,1/25/07
https://ratings.fide.com/fedchange.phtml?year=2007,13900765,GER,MDA,7/18/07
https://ratings.fide.com/fedchange.phtml?year=2007,2201224,AND,ESP,12/17/07
https://ratings.fide.com/fedchange.phtml?year=2007,1106686,GER,POL,4/18/07
https://ratings.fide.com/fedchange.phtml?year=2007,13400258,USA,AZE,5/28/07
https://ratings.fide.com/fedchange.phtml?year=2007,2401312,NZL,SCO,7/11/07
https://ratings.fide.com/fedchange.phtml?year=2007,923575,CRO,SRB,4/11/07
https://ratings.fide.com/fedchange.phtml?year=2007,12500259,AUT,IRI,7/4/07
