date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation
2014-10-5,83,69,96,69,93,46,104,1908,1987,0.00,0.02,0.60
2014-10-6,82,70,93,69,92,46,105,1913,1917,0.00,0.02,1.17
2014-10-7,81,72,90,69,92,44,104,1913,1991,0.00,0.02,0.30
2014-10-8,76,69,82,68,92,47,104,1913,1950,0.05,0.02,1.04
2014-10-9,77,70,84,68,91,48,103,1949,1996,0.0,0.02,0.62
2014-10-10,79,69,89,67,91,44,105,1961,1991,0.00,0.01,0.56
2014-10-11,81,70,92,67,91,45,102,1920,1991,0.00,0.02,0.31
2014-10-12,82,70,94,66,90,44,103,1924,1950,0.00,0.02,0.32
2014-10-13,78,65,90,66,90,48,101,1969,1989,0.00,0.02,0.16
2014-10-14,80,65,94,66,89,43,100,1920,1973,0.00,0.02,2.32
2014-10-15,80,69,90,65,89,41,103,1899,1991,0.00,0.02,0.72
2014-10-16,80,67,92,65,89,40,101,1899,1991,0.00,0.01,0.32
2014-10-17,80,71,89,64,88,42,102,1938,2009,0.0,0.02,0.28
2014-10-18,79,68,90,64,88,43,103,1966,2003,0.00,0.02,0.75
2014-10-19,82,69,94,64,87,40,101,1917,2003,0.08,0.02,1.69
2014-10-20,78,66,90,63,87,40,103,1949,2003,0.00,0.02,0.41
2014-10-21,80,69,91,63,87,39,103,1949,2003,0.00,0.02,0.40
2014-10-22,80,67,93,62,86,37,102,1906,2003,0.00,0.02,0.38
2014-10-23,81,67,94,62,86,37,100,1906,2003,0.00,0.01,0.52
2014-10-24,82,68,96,62,85,41,96,1920,1959,0.00,0.02,0.22
2014-10-25,83,70,96,61,85,40,96,1956,1990,0.00,0.02,0.36
2014-10-26,80,71,89,61,85,42,98,1920,2001,0.00,0.02,0.33
2014-10-27,80,71,88,60,84,39,98,1918,2001,0.00,0.02,1.12
2014-10-28,77,65,88,60,84,41,97,1908,2007,0.00,0.01,0.92
2014-10-29,78,64,91,60,83,40,95,1971,2007,0.00,0.02,0.48
2014-10-30,79,64,94,59,83,34,94,1971,1990,0.00,0.02,1.00
2014-10-31,81,67,95,59,83,36,96,1900,1988,0.00,0.02,1.05
2014-11-1,76,69,83,58,82,37,96,1971,1924,0.00,0.02,1.25
2014-11-2,67,60,73,58,82,34,96,1956,1924,0.00,0.02,0.44
2014-11-3,64,53,75,58,81,36,96,1956,2009,0.00,0.02,0.31
2014-11-4,67,53,81,57,81,32,95,1956,2001,0.00,0.02,0.32
2014-11-5,73,60,85,57,80,32,93,1922,2007,0.00,0.02,0.63
2014-11-6,73,60,86,56,80,34,94,1922,2007,0.00,0.02,0.50
2014-11-7,72,59,84,56,79,34,92,1947,2007,0.00,0.02,0.39
2014-11-8,74,58,90,56,79,32,91,1897,1906,0.00,0.02,0.36
2014-11-9,74,61,87,55,79,31,88,1897,1973,0.00,0.02,0.55
2014-11-10,72,59,84,55,78,33,91,1948,2009,0.00,0.02,2.24
2014-11-11,71,58,84,54,78,35,91,1935,1934,0.00,0.01,1.41
2014-11-12,70,60,80,54,77,33,93,1898,1999,0.00,0.02,1.02
2014-11-13,71,61,80,54,77,31,91,1938,1999,0.00,0.02,0.96
2014-11-14,67,61,73,53,76,28,91,1916,1999,0.00,0.02,1.58
2014-11-15,67,57,77,53,76,33,90,1925,1999,0.00,0.02,0.58
2014-11-16,62,53,71,52,75,32,89,1916,1999,0.00,0.02,0.94
2014-11-17,59,47,71,52,75,32,87,1964,2008,0.00,0.01,0.78
2014-11-18,61,47,74,52,74,31,88,1958,2008,0.00,0.02,0.65
2014-11-19,62,50,74,51,74,30,88,1921,1897,0.00,0.02,0.65
2014-11-20,61,48,74,51,73,31,89,1956,2006,0.00,0.03,1.16
2014-11-21,63,53,72,51,73,30,88,1948,1924,0.00,0.02,0.60
2014-11-22,59,46,72,50,72,30,89,1953,1950,0.00,0.02,1.60
2014-11-23,61,48,74,50,72,27,87,1931,1950,0.00,0.03,0.98
2014-11-24,57,42,71,49,72,28,88,1931,1950,0.00,0.03,0.54
2014-11-25,58,46,69,49,71,32,88,1938,1950,0.00,0.03,0.64
2014-11-26,59,44,74,49,71,32,88,1966,1950,0.00,0.02,1.02
2014-11-27,67,47,87,48,70,31,87,1966,2014,0.00,0.03,1.29
2014-11-28,68,52,84,48,70,32,86,1896,1901,0.00,0.03,0.51
2014-11-29,66,51,80,48,70,29,85,1919,1999,0.00,0.03,0.72
2014-11-30,67,53,80,47,69,30,84,1911,1949,0.00,0.02,1.23
2014-12-1,62,51,73,47,69,31,83,1918,1949,0.00,0.03,0.40
2014-12-2,62,54,70,47,68,30,81,1913,1940,0.03,0.02,0.41
2014-12-3,68,60,76,47,68,30,81,1934,1940,0.01,0.03,0.69
2014-12-4,64,60,68,46,68,28,83,1909,1979,0.61,0.03,0.91
2014-12-5,65,57,72,46,68,25,82,1909,1965,0.00,0.03,0.67
2014-12-6,64,57,71,46,67,27,83,1960,1939,0.00,0.03,0.50
2014-12-7,64,51,77,46,67,27,83,1948,1939,0.00,0.02,1.08
2014-12-8,66,55,76,45,67,24,84,1916,1939,0.00,0.03,1.06
2014-12-9,66,54,78,45,67,24,84,1916,1981,0.00,0.03,0.77
2014-12-10,66,54,77,45,66,29,87,1967,1950,0.00,0.03,1.12
2014-12-11,66,56,76,45,66,26,81,1916,1950,0.00,0.03,0.87
2014-12-12,68,57,78,45,66,28,79,1971,2010,0.0,0.03,0.72
2014-12-13,59,51,66,45,66,26,82,1911,2010,0.08,0.03,1.04
2014-12-14,55,46,63,45,66,24,78,1901,2010,0.00,0.03,1.43
2014-12-15,55,46,64,44,66,26,79,1916,1952,0.00,0.03,0.86
2014-12-16,57,49,65,44,65,28,86,1931,1980,0.00,0.03,0.26
2014-12-17,56,51,61,44,65,28,82,1927,2013,0.07,0.03,1.35
2014-12-18,56,50,62,44,65,29,79,1933,1950,0.00,0.03,1.02
2014-12-19,55,45,64,44,65,25,79,1968,1917,0.00,0.03,0.98
2014-12-20,56,45,66,44,65,24,78,1897,1954,0.00,0.02,0.28
2014-12-21,56,47,65,44,65,27,77,1897,1985,0.00,0.03,0.52
2014-12-22,57,47,66,44,65,23,79,1897,1917,0.00,0.03,0.96
2014-12-23,58,47,68,44,65,26,79,1990,1950,0.00,0.02,0.83
2014-12-24,55,43,66,44,65,25,81,1953,1955,0.00,0.03,0.93
2014-12-25,55,45,64,44,65,27,78,1953,1950,0.00,0.03,0.63
2014-12-26,48,38,57,44,65,22,78,1911,1980,0.00,0.02,0.56
2014-12-27,48,35,60,44,65,24,82,1911,1980,0.00,0.03,1.05
2014-12-28,48,36,60,44,65,24,78,1954,1917,0.00,0.03,0.79
2014-12-29,49,36,61,44,65,26,85,1966,1980,0.00,0.03,0.47
2014-12-30,50,37,63,44,65,23,81,1895,1980,0.00,0.03,1.50
2014-12-31,43,36,50,44,66,22,79,1900,1897,0.11,0.03,0.80
2015-1-1,41,35,46,44,66,24,81,1919,1981,0.00,0.03,0.22
2015-1-2,43,31,54,45,66,23,81,1919,1981,0.00,0.03,0.99
2015-1-3,44,34,54,45,66,25,79,1950,1956,0.00,0.03,0.82
2015-1-4,50,35,65,45,66,23,83,1950,1927,0.00,0.03,0.65
2015-1-5,57,40,74,45,66,23,80,1950,1927,0.00,0.03,0.31
2015-1-6,62,44,79,45,66,17,81,1913,2006,0.00,0.03,0.76
2015-1-7,64,47,81,45,66,16,81,1913,2015,0.00,0.03,0.67
2015-1-8,63,54,71,45,66,19,81,1913,2002,0.00,0.03,1.22
2015-1-9,63,51,75,45,66,24,84,1964,1923,0.00,0.03,1.18
2015-1-10,60,54,65,45,67,25,84,1964,1990,0.0,0.03,1.51
2015-1-11,63,54,72,45,67,20,83,1964,1953,0.01,0.03,1.74
2015-1-12,62,56,67,45,67,22,80,1962,1996,0.02,0.03,1.04
2015-1-13,57,51,63,45,67,20,79,1963,1904,0.11,0.03,0.81
2015-1-14,57,46,67,45,67,22,81,1963,2000,0.00,0.04,0.77
2015-1-15,60,47,72,46,67,23,81,1964,2000,0.00,0.03,0.69
2015-1-16,62,49,74,46,67,22,83,1964,1976,0.00,0.03,1.05
2015-1-17,60,47,73,46,67,26,83,1964,1976,0.00,0.03,1.07
2015-1-18,62,48,75,46,68,27,80,1915,1971,0.00,0.03,0.51
2015-1-19,63,50,75,46,68,27,88,1915,1971,0.00,0.03,0.87
2015-1-20,62,48,75,46,68,22,84,1963,1950,0.00,0.03,0.77
2015-1-21,64,53,74,46,68,24,81,1922,2014,0.00,0.02,1.33
2015-1-22,57,48,65,46,68,21,81,1937,2013,0.00,0.03,0.35
2015-1-23,54,43,64,46,68,24,81,1937,2013,0.00,0.03,0.25
2015-1-24,64,50,77,46,68,24,80,1937,1951,0.00,0.02,0.51
2015-1-25,63,48,78,46,68,23,83,1898,1951,0.00,0.03,0.71
2015-1-26,62,53,71,46,68,26,81,1950,1987,0.01,0.03,1.18
2015-1-27,64,53,74,47,68,26,82,1950,2003,0.00,0.03,0.87
2015-1-28,64,52,75,47,69,30,83,1937,1971,0.00,0.02,0.57
2015-1-29,65,58,71,47,69,27,83,1948,1935,0.24,0.03,1.45
2015-1-30,58,55,60,47,69,28,82,1970,1935,0.35,0.03,1.19
2015-1-31,57,53,60,47,69,27,86,1949,2003,0.07,0.03,0.59
2015-2-1,60,50,69,47,69,28,83,1985,2003,0.00,0.03,1.13
2015-2-2,61,48,73,47,69,29,82,1922,1925,0.00,0.03,0.35
2015-2-3,63,50,76,47,69,28,86,1922,1925,0.00,0.03,1.06
2015-2-4,65,52,77,47,69,27,85,1955,1963,0.00,0.02,0.89
2015-2-5,67,52,82,47,69,28,87,1964,1963,0.00,0.03,0.82
2015-2-6,69,54,84,48,69,28,87,1955,1963,0.00,0.03,0.92
2015-2-7,67,53,81,48,70,24,89,1899,1963,0.00,0.03,0.74
2015-2-8,69,55,82,48,70,24,86,1933,1970,0.00,0.03,0.83
2015-2-9,69,55,83,48,70,28,84,1933,1987,0.00,0.03,0.88
2015-2-10,70,57,83,48,70,28,87,1939,1951,0.00,0.03,0.81
2015-2-11,68,54,81,48,70,26,83,1933,1951,0.00,0.03,0.77
2015-2-12,68,58,78,48,70,28,84,1965,1971,0.00,0.02,0.74
2015-2-13,68,55,80,48,70,27,88,1948,1957,0.00,0.03,1.42
2015-2-14,69,54,83,49,71,28,85,1966,1957,0.00,0.04,0.92
2015-2-15,71,63,79,49,71,26,86,1949,2014,0.00,0.03,0.79
2015-2-16,67,55,79,49,71,28,84,1964,1977,0.00,0.03,0.68
2015-2-17,66,55,77,49,71,26,88,1910,2014,0.00,0.04,0.57
2015-2-18,65,50,79,49,71,29,86,1964,1977,0.00,0.03,0.72
2015-2-19,66,52,80,49,71,29,88,1955,1977,0.00,0.04,0.93
2015-2-20,67,55,79,50,72,27,87,1955,1977,0.00,0.04,0.55
2015-2-21,67,54,79,50,72,29,86,1955,1982,0.00,0.04,0.73
2015-2-22,64,56,72,50,72,26,87,1955,1982,0.00,0.04,0.45
2015-2-23,65,59,70,50,72,29,89,1955,1989,0.01,0.03,0.94
2015-2-24,59,51,67,50,72,29,91,1964,1904,0.0,0.04,1.46
2015-2-25,60,47,72,50,72,29,92,1960,1921,0.00,0.04,0.81
2015-2-26,64,51,77,51,73,33,91,1919,1986,0.00,0.04,0.62
2015-2-27,64,50,78,51,73,28,92,1964,1986,0.00,0.03,0.57
2015-2-28,65,60,70,51,73,30,89,1962,1986,0.0,0.04,0.75
2015-3-1,69,61,77,51,73,31,89,1964,1986,0.00,0.04,0.94
2015-3-2,59,52,66,51,74,30,90,1971,1921,0.23,0.04,0.74
2015-3-3,56,47,65,51,74,28,91,1966,1921,0.07,0.04,1.98
2015-3-4,59,47,70,52,74,25,88,1966,1972,0.00,0.04,1.16
2015-3-5,61,46,75,52,74,31,93,1966,1972,0.00,0.03,0.97
2015-3-6,67,51,83,52,74,34,92,1967,1972,0.00,0.04,1.53
2015-3-7,69,55,83,52,75,34,91,1931,1972,0.00,0.04,0.71
2015-3-8,69,55,83,52,75,32,92,1969,1989,0.00,0.03,0.84
2015-3-9,70,56,84,52,75,29,94,1964,1972,0.00,0.04,0.98
2015-3-10,73,58,87,53,75,34,95,1964,1972,0.00,0.04,0.52
2015-3-11,73,59,87,53,76,33,94,1899,1900,0.00,0.03,1.40
2015-3-12,77,68,86,53,76,34,94,1909,1900,0.00,0.04,1.10
2015-3-13,74,60,88,53,76,32,92,1954,1972,0.00,0.04,0.51
2015-3-14,76,63,88,53,76,33,95,1969,2013,0.00,0.03,1.07
2015-3-15,76,63,89,53,77,31,92,1962,2007,0.00,0.04,0.79
2015-3-16,78,65,90,54,77,34,99,1917,2007,0.00,0.04,1.14
2015-3-17,78,64,91,54,77,31,99,1917,2007,0.00,0.03,0.54
2015-3-18,72,62,81,54,77,36,94,1954,2007,0.02,0.03,0.25
2015-3-19,65,60,70,54,78,34,92,1898,2004,0.01,0.04,0.54
2015-3-20,71,61,81,54,78,35,95,1898,2004,0.00,0.03,0.86
2015-3-21,73,60,85,54,78,35,97,1955,2004,0.00,0.02,0.27
2015-3-22,75,60,89,55,78,32,94,1897,1990,0.00,0.03,0.81
2015-3-23,75,61,88,55,79,31,93,1897,1990,0.00,0.03,0.52
2015-3-24,73,59,86,55,79,36,94,1949,1990,0.00,0.03,0.40
2015-3-25,75,62,88,55,79,34,93,1929,1990,0.00,0.02,0.64
2015-3-26,77,64,89,55,79,35,100,1913,1988,0.00,0.03,1.19
2015-3-27,79,63,95,55,80,33,98,1898,1986,0.00,0.02,0.65
2015-3-28,80,64,95,56,80,34,95,1898,1986,0.00,0.02,0.91
2015-3-29,81,65,97,56,80,36,97,1907,2015,0.00,0.02,0.42
2015-3-30,83,70,96,56,81,38,97,1898,2004,0.00,0.02,0.14
2015-3-31,82,68,95,56,81,32,95,1897,2015,0.00,0.02,0.27
2015-4-1,79,67,91,56,81,37,100,1904,2011,0.00,0.02,0.46
2015-4-2,76,64,87,57,81,37,98,1917,1943,0.00,0.01,0.68
2015-4-3,73,60,86,57,82,38,97,1906,1943,0.00,0.02,0.69
2015-4-4,76,62,89,57,82,39,98,1955,1961,0.00,0.02,0.43
2015-4-5,75,61,89,57,82,37,98,1921,1989,0.00,0.01,1.30
2015-4-6,74,61,86,57,82,38,102,1909,1989,0.00,0.02,0.56
2015-4-7,71,58,84,58,83,38,104,1922,1989,0.00,0.02,0.19
2015-4-8,70,61,78,58,83,39,104,1929,1989,0.00,0.01,0.99
2015-4-9,69,54,83,58,83,40,102,1953,1989,0.00,0.02,0.36
2015-4-10,72,57,87,58,84,35,100,1922,1989,0.00,0.01,0.83
2015-4-11,73,60,86,59,84,39,98,1979,1989,0.00,0.01,1.05
2015-4-12,76,65,86,59,84,40,99,1967,1936,0.00,0.01,0.27
2015-4-13,77,63,90,59,84,39,99,1927,1962,0.00,0.01,0.16
2015-4-14,81,67,94,60,85,40,103,1945,1925,0.00,0.01,0.38
2015-4-15,75,65,84,60,85,40,101,1970,1962,0.00,0.00,0.30
2015-4-16,66,56,75,60,85,40,101,1924,1984,0.00,0.01,0.67
2015-4-17,69,55,82,61,86,38,100,1924,1987,0.00,0.01,0.45
2015-4-18,75,59,90,61,86,38,100,1896,1962,0.00,0.00,0.21
2015-4-19,77,62,92,61,86,37,103,1968,1989,0.00,0.01,0.82
2015-4-20,79,65,93,61,87,38,105,1933,1989,0.00,0.01,0.41
2015-4-21,78,65,91,62,87,42,103,1967,1989,0.00,0.00,0.44
2015-4-22,77,65,89,62,87,39,105,1904,2012,0.00,0.01,0.90
2015-4-23,73,62,83,62,87,40,103,1923,2012,0.00,0.00,0.57
2015-4-24,70,62,78,63,88,41,99,1923,1987,0.02,0.00,0.17
2015-4-25,69,56,81,63,88,41,102,1964,1898,0.02,0.01,0.33
2015-4-26,65,54,75,63,88,42,101,1964,1992,0.14,0.00,0.20
2015-4-27,72,57,87,64,89,45,104,1963,1992,0.00,0.01,0.34
2015-4-28,81,68,93,64,89,45,104,1896,1992,0.00,0.00,0.65
2015-4-29,84,71,96,64,89,43,105,1970,1992,0.00,0.01,0.22
2015-4-30,85,70,99,65,90,39,102,1967,1943,0.00,0.00,0.17
2015-5-1,86,70,101,65,90,42,103,1915,1985,0.00,0.00,0.27
2015-5-2,85,72,98,65,90,40,107,1967,1947,0.00,0.01,0.47
2015-5-3,86,75,96,66,91,39,109,1899,1947,0.00,0.00,0.09
2015-5-4,75,65,85,66,91,45,106,1899,1947,0.24,0.01,0.91
2015-5-5,77,67,86,66,91,45,105,1964,1989,0.00,0.00,0.46
2015-5-6,80,69,90,67,92,44,105,1964,1947,0.00,0.00,0.12
2015-5-7,76,65,86,67,92,45,108,1896,1989,0.00,0.01,0.15
2015-5-8,68,61,75,67,92,40,110,1965,1989,0.0,0.00,0.12
2015-5-9,67,57,77,68,93,45,108,1950,1934,0.00,0.00,0.46
2015-5-10,75,61,89,68,93,46,111,1930,1934,0.00,0.01,0.78
2015-5-11,82,67,96,68,93,43,110,1905,1934,0.00,0.00,0.17
2015-5-12,81,70,91,68,94,48,109,1905,1996,0.00,0.01,0.22
2015-5-13,80,69,91,69,94,48,108,1962,1978,0.00,0.00,0.08
2015-5-14,79,70,87,69,94,50,107,1907,1927,0.00,0.00,0.21
2015-5-15,67,57,76,69,95,50,107,1968,1937,0.93,0.01,0.93
2015-5-16,66,57,75,70,95,49,106,1955,1997,0.0,0.00,0.08
2015-5-17,75,64,86,70,95,49,108,1943,1970,0.00,0.01,0.09
2015-5-18,78,65,90,70,95,44,107,1903,1970,0.00,0.00,0.06
2015-5-19,76,65,87,70,96,48,110,1903,2008,0.00,0.00,0.23
2015-5-20,80,67,93,71,96,49,108,1902,2008,0.00,0.01,0.73
2015-5-21,82,72,91,71,96,48,109,1902,2005,0.00,0.00,0.42
2015-5-22,74,66,82,71,97,48,109,1962,2000,0.00,0.00,0.28
2015-5-23,74,64,83,71,97,49,109,1965,2001,0.00,0.01,0.12
2015-5-24,76,66,85,72,97,52,109,1944,1983,0.00,0.00,0.34
2015-5-25,80,67,92,72,98,48,108,1965,2001,0.00,0.00,0.05
2015-5-26,84,71,96,72,98,48,112,1916,1951,0.00,0.01,0.14
2015-5-27,85,73,97,72,98,48,111,1917,1951,0.00,0.00,0.05
2015-5-28,85,71,98,73,99,53,113,1929,1983,0.00,0.00,0.27
2015-5-29,88,73,103,73,99,50,112,1918,1910,0.00,0.00,0.08
2015-5-30,90,74,105,73,99,51,114,1918,1910,0.00,0.01,0.01
2015-5-31,93,78,107,73,100,54,109,1918,2001,0.00,0.00,0.10
2015-6-1,92,78,105,74,100,50,111,1917,2012,0.00,0.00,0.02
2015-6-2,90,76,104,74,100,53,110,1917,1977,0.00,0.00,0.14
2015-6-3,88,74,102,74,101,51,112,1965,2006,0.00,0.00,0.41
2015-6-4,85,73,97,75,101,49,113,1908,1990,0.00,0.00,0.16
2015-6-5,81,72,90,75,101,55,112,1932,1990,0.16,0.00,0.16
2015-6-6,85,73,97,75,102,58,110,1967,2002,0.03,0.00,0.11
2015-6-7,86,71,100,75,102,56,115,1963,1985,0.00,0.00,0.06
2015-6-8,92,78,105,76,102,55,115,1950,1985,0.00,0.00,0.15
2015-6-9,89,83,95,76,103,54,114,1907,1985,0.0,0.00,0.07
2015-6-10,88,80,95,76,103,55,111,1965,1978,0.0,0.00,0.26
2015-6-11,91,82,100,76,103,55,114,1913,1918,0.00,0.00,0.02
2015-6-12,91,78,104,77,103,59,112,1913,1974,0.00,0.00,0.92
2015-6-13,93,80,105,77,104,59,114,1917,1936,0.00,0.00,0.04
2015-6-14,95,83,107,77,104,56,115,1922,1974,0.00,0.00,0.02
2015-6-15,99,86,112,78,104,54,115,1907,1974,0.00,0.00,0.08
2015-6-16,99,85,112,78,104,54,115,1907,1974,0.00,0.00,0.01
2015-6-17,100,86,114,78,105,54,114,1965,1896,0.00,0.00,0.19
2015-6-18,101,86,115,78,105,54,115,1921,1989,0.00,0.01,0.25
2015-6-19,100,85,114,79,105,61,115,1965,1968,0.00,0.00,0.19
