date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation
2014-7-25,84,74,94,73,92,64,101,1977,1875,0.02,0.22,2.14
2014-7-26,83,73,92,73,92,67,102,2000,1926,0.0,0.22,2.94
2014-7-27,86,76,95,73,92,67,100,1978,1872,0.00,0.20,3.01
2014-7-28,87,78,96,73,92,67,104,1920,1872,0.00,0.20,4.46
2014-7-29,85,75,94,73,92,69,100,2000,1875,0.00,0.20,2.88
2014-7-30,81,70,92,73,92,68,102,1894,2010,0.00,0.20,1.74
2014-7-31,81,69,93,73,92,69,102,1914,1999,0.00,0.21,2.03
2014-8-1,84,74,93,73,92,68,102,1966,1999,0.00,0.21,3.73
2014-8-2,82,73,91,73,92,68,101,1997,1999,0.59,0.20,3.38
2014-8-3,81,73,89,73,92,69,99,1974,1957,0.70,0.21,2.72
2014-8-4,80,75,85,73,92,68,99,2001,2011,0.01,0.19,4.02
2014-8-5,83,74,92,73,92,69,99,1989,2011,0.00,0.20,3.23
2014-8-6,84,74,94,73,92,67,99,1969,1956,0.00,0.19,3.35
2014-8-7,85,74,95,73,92,66,100,1950,1956,0.00,0.20,3.30
2014-8-8,84,74,94,73,92,64,98,2002,2007,0.0,0.19,2.66
2014-8-9,84,73,95,73,92,63,101,2002,1987,0.00,0.20,2.04
2014-8-10,83,74,92,73,92,66,99,1918,1987,0.0,0.21,1.92
2014-8-11,82,72,92,73,91,68,98,2002,2011,0.70,0.21,1.46
2014-8-12,82,75,89,73,91,65,100,1989,1874,0.01,0.20,3.15
2014-8-13,80,74,86,73,91,64,99,1890,1954,0.08,0.21,2.34
2014-8-14,82,73,91,73,91,66,97,1890,1938,0.04,0.21,3.62
2014-8-15,81,73,89,73,91,67,99,1983,1956,0.00,0.21,3.06
2014-8-16,83,73,93,73,91,67,97,1954,1957,0.00,0.20,3.83
2014-8-17,83,73,93,73,91,67,99,1993,1954,0.25,0.20,1.40
2014-8-18,84,74,93,73,91,67,98,1945,1954,0.02,0.21,3.26
2014-8-19,84,73,94,73,91,64,99,1889,1900,0.0,0.21,3.22
2014-8-20,84,73,95,73,91,68,101,1960,1900,0.00,0.22,4.44
2014-8-21,85,73,97,73,91,66,101,1961,1901,0.00,0.22,3.83
2014-8-22,86,73,99,73,90,64,100,1930,1900,0.00,0.22,6.80
2014-8-23,87,75,98,73,90,65,98,1886,1966,0.0,0.24,2.51
2014-8-24,82,73,91,73,90,66,99,1996,1987,0.0,0.25,4.46
2014-8-25,80,74,86,72,90,65,98,1997,1968,0.49,0.25,3.63
2014-8-26,78,70,85,72,90,64,98,1997,1872,0.14,0.26,3.74
2014-8-27,77,66,88,72,90,64,99,1984,2011,0.00,0.26,3.42
2014-8-28,77,64,90,72,90,64,97,2014,1959,0.00,0.25,7.82
2014-8-29,80,67,92,72,90,63,99,1984,1990,0.00,0.26,2.73
2014-8-30,82,72,91,72,90,64,98,1896,1948,0.00,0.25,3.88
2014-8-31,82,71,93,72,89,64,98,1999,1970,0.00,0.26,2.93
2014-9-1,84,73,94,72,89,62,98,1999,1912,0.00,0.28,6.40
2014-9-2,83,73,92,72,89,57,98,1999,1970,0.10,0.29,4.13
2014-9-3,81,70,91,72,89,64,99,1972,1912,0.00,0.29,1.81
2014-9-4,79,70,88,72,89,66,97,1972,1951,0.0,0.29,4.08
2014-9-5,79,70,88,72,89,63,98,1997,1999,1.27,0.29,5.56
2014-9-6,80,73,86,71,89,61,98,1997,1875,0.58,0.29,5.92
2014-9-7,76,73,78,71,88,63,96,1997,1951,1.31,0.29,3.85
2014-9-8,80,71,88,71,88,61,98,2011,1990,1.42,0.28,3.11
2014-9-9,79,71,86,71,88,62,97,2011,1990,0.55,0.27,6.10
2014-9-10,80,71,88,71,88,62,97,1956,1945,0.0,0.27,6.01
2014-9-11,80,70,90,71,88,62,96,1998,1954,0.00,0.27,4.12
2014-9-12,81,71,90,71,88,61,96,1917,1991,0.00,0.28,5.43
2014-9-13,82,72,91,70,88,61,97,1917,1991,0.00,0.28,2.96
2014-9-14,82,72,91,70,87,62,96,1956,1991,0.00,0.29,1.90
2014-9-15,82,72,92,70,87,62,96,1996,1972,0.12,0.29,3.85
2014-9-16,77,72,82,70,87,57,97,2001,1990,0.74,0.28,6.61
2014-9-17,80,71,88,70,87,60,96,2001,1896,0.00,0.28,3.82
2014-9-18,81,69,92,69,87,58,95,1981,1972,0.00,0.28,3.02
2014-9-19,77,70,84,69,86,48,96,1981,1942,0.37,0.29,2.84
2014-9-20,73,68,78,69,86,48,95,1981,1925,0.23,0.28,4.68
2014-9-21,76,64,87,69,86,49,97,1897,1990,0.00,0.26,5.27
2014-9-22,76,62,89,68,86,49,96,1897,1990,0.01,0.26,4.24
2014-9-23,75,69,81,68,86,53,95,1897,1925,0.05,0.26,5.10
2014-9-24,68,63,72,68,85,53,94,1990,1925,0.00,0.26,4.46
2014-9-25,71,63,78,68,85,51,94,1990,1961,0.00,0.26,4.04
2014-9-26,74,66,82,67,85,55,96,1940,1961,0.00,0.25,9.82
2014-9-27,75,71,79,67,85,54,94,1940,1970,0.00,0.26,5.26
2014-9-28,80,73,86,67,85,56,96,1909,1900,0.00,0.24,4.80
2014-9-29,76,72,80,66,84,53,92,1993,1936,3.05,0.24,4.73
2014-9-30,74,70,77,66,84,50,94,1967,1959,0.00,0.24,3.25
2014-10-1,76,70,82,66,84,48,94,1920,1958,0.00,0.21,5.14
2014-10-2,78,70,85,65,84,43,93,1876,1977,0.0,0.20,3.57
2014-10-3,78,68,88,65,83,45,94,1876,1911,0.61,0.20,7.83
2014-10-4,68,56,80,65,83,47,94,2011,1990,0.15,0.19,2.24
2014-10-5,60,47,73,64,83,46,94,1987,1951,0.00,0.18,4.51
2014-10-6,64,50,78,64,83,49,95,1979,1951,0.00,0.17,3.48
2014-10-7,72,60,84,64,82,47,95,2010,1951,0.00,0.18,6.14
2014-10-8,76,63,89,63,82,44,95,1987,1949,0.00,0.17,3.91
2014-10-9,76,64,88,63,82,46,94,2000,1941,0.00,0.17,1.80
2014-10-10,76,65,87,63,82,46,93,2000,2009,0.00,0.16,3.56
2014-10-11,75,62,88,62,82,45,91,1906,1959,0.00,0.16,4.30
2014-10-12,74,62,86,62,81,46,92,1971,2009,0.00,0.15,2.31
2014-10-13,76,66,86,62,81,43,89,1977,1986,0.03,0.14,1.82
2014-10-14,79,70,88,61,81,40,91,1977,1912,1.04,0.12,1.99
2014-10-15,69,59,78,61,81,40,90,1977,1990,0.04,0.13,2.24
2014-10-16,66,53,78,61,80,39,90,1978,1925,0.00,0.12,6.47
2014-10-17,66,52,80,60,80,37,91,1977,1989,0.00,0.11,3.86
2014-10-18,69,54,84,60,80,36,91,1977,1980,0.00,0.11,7.47
2014-10-19,67,57,76,59,80,43,91,1981,1980,0.00,0.10,9.21
2014-10-20,69,56,82,59,80,40,89,1981,2006,0.00,0.09,3.87
2014-10-21,71,59,83,59,79,36,89,1989,1993,0.00,0.09,3.18
2014-10-22,63,52,74,58,79,39,92,1976,2006,0.00,0.09,5.26
2014-10-23,61,49,73,58,79,40,88,1976,2007,0.00,0.08,3.60
2014-10-24,61,46,75,58,79,37,87,2006,1949,0.00,0.09,4.69
2014-10-25,62,47,77,57,78,38,89,2006,2010,0.00,0.08,4.76
2014-10-26,65,47,83,57,78,38,89,1980,2010,0.00,0.07,1.79
2014-10-27,71,54,87,57,78,40,90,1926,2010,0.00,0.07,2.64
2014-10-28,70,55,84,56,78,37,89,2008,2010,0.00,0.08,1.93
2014-10-29,72,58,85,56,78,33,87,2008,1984,0.00,0.07,1.76
2014-10-30,70,59,81,56,77,37,86,1910,1951,0.00,0.08,3.97
2014-10-31,63,50,75,55,77,38,86,1993,1896,0.00,0.07,2.84
2014-11-1,50,42,57,55,77,33,88,1993,1961,0.00,0.07,2.75
2014-11-2,50,37,62,55,77,35,87,1993,1961,0.00,0.08,1.37
2014-11-3,52,36,68,54,76,30,86,1954,2004,0.00,0.07,2.50
2014-11-4,61,47,74,54,76,31,87,1966,1992,0.00,0.08,2.68
2014-11-5,67,56,78,54,76,35,87,1976,2003,0.0,0.07,1.51
2014-11-6,69,56,82,53,76,32,86,1976,2003,0.00,0.08,1.92
2014-11-7,55,43,67,53,76,36,87,1976,1986,0.00,0.07,1.64
2014-11-8,56,41,70,53,75,30,85,1976,1986,0.0,0.08,1.86
2014-11-9,62,54,70,53,75,25,88,1976,1986,0.0,0.08,1.28
2014-11-10,59,52,65,52,75,33,84,1976,1948,0.00,0.07,2.29
2014-11-11,66,52,80,52,75,35,87,1977,1986,0.00,0.07,2.79
2014-11-12,61,45,77,52,74,31,87,2011,1986,0.00,0.07,1.30
2014-11-13,64,55,73,52,74,31,86,1987,1889,0.00,0.07,0.86
2014-11-14,53,44,61,51,74,31,84,1984,2008,0.00,0.07,2.21
2014-11-15,50,40,60,51,74,29,85,1969,1958,0.00,0.07,1.50
2014-11-16,62,47,77,51,73,25,85,1940,2011,0.00,0.07,2.10
2014-11-17,67,52,81,50,73,29,85,1970,1957,0.95,0.06,1.28
2014-11-18,43,33,52,50,73,32,85,2008,1938,0.0,0.07,1.26
2014-11-19,40,27,53,50,73,27,84,2014,1948,0.00,0.07,1.21
2014-11-20,45,24,65,50,73,24,86,2014,1988,0.00,0.06,2.17
2014-11-21,51,33,68,49,72,26,84,1937,1962,0.00,0.06,1.16
2014-11-22,62,51,72,49,72,25,84,2000,1948,0.0,0.06,2.08
2014-11-23,73,68,78,49,72,28,84,2000,1992,1.11,0.06,2.01
2014-11-24,78,70,86,49,72,25,86,1970,2014,0.00,0.06,1.21
2014-11-25,66,61,71,48,71,21,85,1970,1992,1.69,0.07,1.69
2014-11-26,52,41,63,48,71,27,84,1950,1946,0.21,0.06,1.48
2014-11-27,51,40,61,48,71,30,83,1903,1973,0.00,0.07,0.94
2014-11-28,44,35,53,48,70,26,85,1903,1948,0.00,0.08,3.61
2014-11-29,51,34,68,47,70,30,85,1959,1978,0.00,0.08,2.24
2014-11-30,58,41,74,47,70,26,84,1959,1982,0.00,0.08,1.81
2014-12-1,63,49,77,47,70,28,84,1979,1981,0.00,0.08,3.43
2014-12-2,66,52,79,47,69,25,84,1876,1991,0.00,0.09,1.12
2014-12-3,66,56,76,47,69,24,83,1876,1991,0.00,0.09,2.70
2014-12-4,65,54,76,46,69,25,84,1876,1994,0.00,0.09,3.81
2014-12-5,63,60,65,46,69,25,83,1876,2013,0.00,0.09,1.28
2014-12-6,70,60,79,46,69,26,83,1876,2013,0.00,0.09,1.38
2014-12-7,59,54,63,46,68,21,83,1937,2013,0.01,0.09,2.03
2014-12-8,53,49,56,45,68,24,83,2010,1978,0.00,0.08,1.80
2014-12-9,50,40,60,45,68,28,84,1984,2004,0.00,0.09,3.29
2014-12-10,48,36,59,45,68,25,82,1974,1961,0.00,0.08,2.86
2014-12-11,47,34,59,45,67,23,83,1981,1961,0.00,0.09,1.34
2014-12-12,50,35,64,45,67,22,83,1962,1961,0.00,0.09,2.72
2014-12-13,50,31,68,44,67,12,83,1962,1956,0.00,0.09,2.86
2014-12-14,51,31,71,44,67,20,82,2010,1956,0.00,0.08,2.07
2014-12-15,52,34,70,44,67,21,84,2010,2009,0.00,0.09,1.59
2014-12-16,55,34,76,44,66,26,83,1968,1956,0.00,0.09,1.86
2014-12-17,53,40,66,44,66,26,81,1943,1961,0.00,0.09,3.96
2014-12-18,52,39,64,43,66,25,81,1988,1961,0.00,0.10,1.54
2014-12-19,56,41,70,43,66,23,83,1975,1967,0.0,0.10,2.14
2014-12-20,60,51,69,43,66,19,82,1981,1990,0.0,0.10,2.86
2014-12-21,57,56,58,43,66,20,83,1901,2013,0.16,0.10,4.69
2014-12-22,63,56,70,43,65,25,84,1973,2013,2.59,0.10,2.89
2014-12-23,68,62,74,43,65,24,84,1989,1956,0.74,0.09,1.41
2014-12-24,72,64,79,42,65,18,81,1983,1981,0.22,0.10,1.65
2014-12-25,53,42,64,42,65,11,81,1983,1984,0.00,0.09,2.72
2014-12-26,53,38,67,42,65,13,83,1983,1987,0.00,0.10,1.59
2014-12-27,62,49,74,42,65,23,81,1935,2008,0.00,0.08,1.63
2014-12-28,68,54,82,42,65,20,83,2010,1971,0.00,0.09,2.61
2014-12-29,69,58,79,42,65,14,82,1894,1990,0.02,0.08,2.06
2014-12-30,64,56,71,42,65,19,83,1909,1990,0.0,0.09,1.12
2014-12-31,53,49,57,42,65,19,82,1917,1973,0.00,0.09,1.83
2015-1-1,55,48,61,41,65,21,81,1918,1967,0.0,0.09,1.20
2015-1-2,53,48,57,42,65,21,82,1928,1988,0.00,0.09,1.83
2015-1-3,71,60,81,41,64,19,81,1979,2015,0.0,0.09,1.97
2015-1-4,72,65,79,41,64,22,82,1887,1973,0.27,0.09,1.74
2015-1-5,56,45,66,41,64,23,81,1999,1972,0.00,0.09,2.40
2015-1-6,56,40,71,41,64,21,83,1999,2007,0.00,0.09,1.97
2015-1-7,52,39,65,41,64,21,82,1924,2007,0.00,0.10,2.96
2015-1-8,34,27,40,41,64,21,82,1970,2005,0.0,0.09,3.09
2015-1-9,45,35,55,41,64,19,83,1970,1974,0.00,0.11,2.10
2015-1-10,47,38,56,41,64,21,82,1970,1957,0.00,0.10,2.11
2015-1-11,56,48,63,41,64,17,83,1982,1972,0.07,0.11,2.69
2015-1-12,62,57,66,41,64,15,82,1886,1949,1.07,0.11,2.68
2015-1-13,58,52,64,41,64,13,82,1981,1972,0.0,0.11,2.23
2015-1-14,50,47,53,41,65,23,81,1964,1888,0.00,0.11,2.35
2015-1-15,45,42,48,41,65,22,83,1979,1989,0.19,0.11,0.89
2015-1-16,49,38,60,41,65,22,84,1927,1947,0.0,0.10,1.67
2015-1-17,51,35,66,41,65,21,84,1977,1943,0.00,0.11,2.43
2015-1-18,56,42,69,41,65,21,83,1977,1937,0.00,0.11,0.62
2015-1-19,51,33,68,41,65,19,83,1977,1937,0.00,0.11,2.90
2015-1-20,54,36,71,41,65,19,83,1985,1990,0.00,0.11,1.61
2015-1-21,62,48,75,41,65,7,83,1985,1921,0.0,0.12,1.71
2015-1-22,59,45,72,42,65,16,82,1985,1999,0.00,0.12,1.21
2015-1-23,60,52,67,42,65,25,82,1960,1974,1.34,0.11,2.33
2015-1-24,55,40,69,42,65,19,83,2003,1937,0.12,0.12,2.18
2015-1-25,49,35,63,42,65,20,83,2003,1990,0.00,0.12,2.64
2015-1-26,52,44,60,42,65,17,82,1905,1950,0.02,0.12,2.31
2015-1-27,50,36,63,42,66,17,84,1940,1962,0.00,0.11,1.11
2015-1-28,45,34,55,42,66,16,83,1986,1957,0.00,0.12,2.06
2015-1-29,49,31,67,42,66,22,84,1897,1957,0.00,0.11,1.63
2015-1-30,55,42,67,42,66,20,85,1966,2013,0.00,0.12,1.14
2015-1-31,48,36,60,42,66,20,84,1966,1982,0.00,0.11,3.43
2015-2-1,56,38,74,43,66,24,83,1977,1957,0.00,0.11,2.82
2015-2-2,55,41,68,43,66,23,84,1979,1990,0.32,0.11,3.68
2015-2-3,44,31,56,43,66,16,86,1917,1990,0.00,0.11,4.93
2015-2-4,51,45,56,43,67,23,84,1981,1957,0.42,0.11,0.99
2015-2-5,53,42,64,43,67,19,87,1996,1957,0.87,0.10,2.00
2015-2-6,47,37,57,43,67,23,85,2009,1989,0.00,0.11,3.06
2015-2-7,50,34,66,43,67,25,80,1988,1904,0.00,0.10,1.89
2015-2-8,57,40,73,44,67,14,84,1895,1957,0.00,0.11,2.49
2015-2-9,55,42,68,44,67,19,88,1895,1937,0.13,0.11,1.64
2015-2-10,53,45,60,44,67,26,84,1979,1957,0.00,0.10,1.22
2015-2-11,52,40,64,44,68,24,84,1971,1939,0.00,0.11,1.80
2015-2-12,56,41,70,44,68,24,83,2012,1965,0.00,0.11,1.64
2015-2-13,42,32,51,44,68,10,85,1899,1959,0.00,0.10,1.86
2015-2-14,46,29,62,45,68,16,86,1899,1959,0.00,0.11,2.66
2015-2-15,53,42,63,45,68,23,83,1943,2001,0.00,0.11,2.65
2015-2-16,59,43,74,45,68,25,86,1991,1990,0.00,0.12,2.46
2015-2-17,56,45,66,45,69,23,83,2007,1956,0.62,0.12,2.44
2015-2-18,46,35,57,45,69,18,85,1900,1956,0.00,0.12,2.07
2015-2-19,35,27,42,45,69,24,86,1958,1891,0.00,0.12,2.66
2015-2-20,36,24,47,46,69,24,86,2015,1961,0.00,0.12,3.19
2015-2-21,50,30,70,46,69,25,85,1958,1997,0.00,0.12,1.77
2015-2-22,65,50,79,46,70,29,85,1958,1961,0.00,0.13,2.53
2015-2-23,65,53,76,46,70,25,85,1978,1962,0.00,0.12,1.59
2015-2-24,51,49,53,46,70,27,88,1989,1962,0.32,0.12,1.47
2015-2-25,56,47,65,47,70,24,85,1989,2001,0.0,0.13,3.20
2015-2-26,57,47,67,47,70,22,88,1967,1962,0.62,0.12,1.19
2015-2-27,49,44,53,47,70,25,86,1974,1962,0.00,0.12,3.28
2015-2-28,51,48,54,47,71,25,87,2002,1962,0.02,0.12,1.98
2015-3-1,56,49,63,47,71,28,87,2002,1997,0.20,0.14,4.36
2015-3-2,67,53,81,47,71,27,86,1890,1997,0.00,0.13,3.30
2015-3-3,69,57,81,48,71,23,88,1980,2012,0.00,0.15,2.38
2015-3-4,74,62,85,48,71,24,86,1980,1953,0.00,0.14,1.31
2015-3-5,72,58,85,48,72,28,87,1971,1985,0.15,0.14,3.00
2015-3-6,55,45,64,48,72,28,88,1960,1961,0.0,0.15,1.60
2015-3-7,50,39,61,48,72,29,87,1899,1956,0.00,0.14,2.71
2015-3-8,54,38,70,48,72,26,88,1899,1945,0.00,0.13,0.93
2015-3-9,61,45,77,49,72,27,88,1996,1974,0.00,0.13,4.87
2015-3-10,69,52,86,49,73,26,91,1932,1974,0.00,0.13,1.69
2015-3-11,75,64,86,49,73,31,89,1934,1967,0.0,0.13,2.66
2015-3-12,65,54,76,49,73,32,91,2011,1967,0.00,0.13,1.41
2015-3-13,72,64,80,49,73,32,88,1998,1982,0.01,0.14,1.74
2015-3-14,77,66,87,49,73,28,89,1926,1956,0.0,0.12,1.40
2015-3-15,72,61,83,50,74,27,90,1993,1967,0.00,0.13,2.63
2015-3-16,68,51,84,50,74,30,89,1988,1945,0.00,0.13,2.35
2015-3-17,71,54,88,50,74,30,88,1890,2002,0.00,0.12,2.63
2015-3-18,67,59,74,50,74,32,89,1971,1963,0.00,0.13,3.02
2015-3-19,69,59,78,50,74,29,89,1892,1955,0.01,0.12,1.51
2015-3-20,70,61,79,50,75,34,89,1923,1945,0.00,0.12,3.04
2015-3-21,73,64,82,51,75,30,90,1971,1907,0.53,0.12,0.95
2015-3-22,70,62,77,51,75,31,90,1876,1935,0.08,0.11,1.77
2015-3-23,63,59,67,51,75,33,91,1986,1935,0.47,0.11,2.34
2015-3-24,62,57,66,51,75,35,91,1968,1907,0.03,0.11,3.31
2015-3-25,67,59,75,51,75,34,90,2008,1954,0.00,0.12,2.34
2015-3-26,68,58,77,51,76,32,88,1979,1949,0.53,0.12,1.65
2015-3-27,64,51,76,51,76,32,89,1894,1991,0.28,0.13,3.91
2015-3-28,53,42,63,52,76,35,89,2013,1994,0.00,0.12,7.12
2015-3-29,51,39,62,52,76,34,89,1955,1991,0.00,0.12,1.92
2015-3-30,59,40,78,52,76,36,89,1964,1961,0.00,0.12,1.43
2015-3-31,68,55,81,52,76,32,88,1964,1954,0.00,0.12,4.31
2015-4-1,71,58,84,52,77,34,89,1987,1974,0.05,0.11,2.24
2015-4-2,68,54,81,52,77,36,90,1987,2012,0.00,0.10,3.24
2015-4-3,73,59,87,52,77,39,89,1962,2012,0.00,0.11,7.35
2015-4-4,71,59,83,53,77,38,90,1992,1974,0.12,0.10,1.24
2015-4-5,68,60,75,53,77,35,89,1975,1880,0.00,0.10,2.46
2015-4-6,70,60,80,53,77,34,90,1891,1947,0.00,0.09,1.80
2015-4-7,73,60,86,53,78,38,92,1974,1967,0.46,0.10,1.82
2015-4-8,75,63,86,53,78,31,91,2007,1978,0.00,0.10,1.92
2015-4-9,74,62,85,53,78,37,92,2000,2011,0.00,0.10,1.75
2015-4-10,77,65,89,54,78,37,92,2000,2011,0.00,0.10,3.83
2015-4-11,74,65,82,54,78,37,91,1996,2011,0.00,0.09,2.80
2015-4-12,75,69,81,54,79,41,92,1989,1965,0.48,0.10,1.70
2015-4-13,76,69,83,54,79,35,92,1940,2001,0.22,0.09,1.68
2015-4-14,78,67,88,54,79,40,90,1907,1922,0.0,0.10,2.42
2015-4-15,76,67,85,54,79,39,90,2004,1972,0.11,0.08,2.08
2015-4-16,67,64,70,55,79,40,90,2008,1972,0.0,0.09,0.91
2015-4-17,70,62,78,55,79,38,93,1950,1967,0.00,0.09,1.00
2015-4-18,75,63,87,55,80,37,94,2001,1967,0.27,0.08,2.60
2015-4-19,77,68,86,55,80,36,92,2001,1968,0.00,0.09,4.53
2015-4-20,70,63,77,55,80,40,92,1983,1968,0.04,0.09,2.46
2015-4-21,72,62,81,56,80,38,95,1983,1968,0.00,0.08,2.29
2015-4-22,70,54,85,56,80,42,93,1950,1968,0.00,0.08,1.21
2015-4-23,74,60,88,56,81,37,92,1993,1970,0.00,0.08,2.40
2015-4-24,68,61,75,56,81,39,93,1986,1958,0.00,0.07,1.04
2015-4-25,70,60,79,57,81,40,92,2005,1958,0.91,0.07,1.89
2015-4-26,80,70,90,57,81,40,92,1974,2011,0.00,0.07,0.86
2015-4-27,71,65,76,57,82,42,94,1977,1986,0.00,0.07,1.81
2015-4-28,68,65,71,57,82,43,94,1977,1991,0.01,0.07,2.65
2015-4-29,71,62,79,58,82,43,93,1973,1991,0.00,0.07,1.50
2015-4-30,68,57,79,58,82,42,93,1874,1991,0.00,0.07,2.39
2015-5-1,66,53,78,58,82,47,96,2000,1990,0.00,0.06,1.99
2015-5-2,63,49,77,59,83,47,95,1941,1990,0.00,0.06,2.28
2015-5-3,66,51,81,59,83,47,94,1981,2002,0.00,0.06,2.17
2015-5-4,67,54,80,59,83,45,93,1971,2006,0.00,0.06,4.21
2015-5-5,70,59,80,59,83,46,94,1976,1898,0.00,0.07,0.95
2015-5-6,71,61,80,60,84,45,96,1973,2012,0.0,0.07,1.64
2015-5-7,73,59,86,60,84,49,94,1992,1977,0.0,0.07,3.79
2015-5-8,76,64,87,60,84,45,96,1992,1955,0.0,0.07,1.29
2015-5-9,76,62,89,61,84,48,96,1928,1962,0.00,0.07,1.24
2015-5-10,78,63,92,61,84,49,93,1984,1899,0.00,0.07,1.18
2015-5-11,80,67,92,61,85,47,95,1986,1973,0.00,0.07,2.42
2015-5-12,80,67,92,62,85,47,97,1981,1967,0.00,0.07,1.90
2015-5-13,80,67,92,62,85,47,100,1941,1967,0.00,0.06,8.18
2015-5-14,76,67,85,62,85,47,99,2013,1967,0.00,0.07,2.02
2015-5-15,76,70,81,62,85,52,97,2002,1967,0.00,0.07,2.18
2015-5-16,71,60,82,63,86,52,96,1951,1995,0.00,0.06,0.63
2015-5-17,75,63,86,63,86,46,96,1973,1995,0.00,0.07,1.36
2015-5-18,76,65,87,63,86,46,96,2011,1899,0.00,0.07,4.94
2015-5-19,81,69,93,64,86,51,97,1977,1960,0.14,0.07,2.14
2015-5-20,80,67,92,64,86,46,99,1894,1962,0.00,0.07,5.07
2015-5-21,82,69,94,64,87,50,99,2002,1938,0.00,0.09,2.61
2015-5-22,75,64,86,65,87,47,99,1981,1938,0.00,0.09,7.59
2015-5-23,73,63,83,65,87,48,97,1993,1953,0.00,0.09,2.87
2015-5-24,77,70,84,65,87,52,98,2001,1953,0.0,0.10,4.09
2015-5-25,79,70,87,66,87,55,99,1892,1953,0.0,0.10,2.74
2015-5-26,80,71,88,66,87,47,99,1979,1953,0.00,0.10,2.40
2015-5-27,78,69,86,66,88,49,98,1979,1962,0.00,0.11,5.40
2015-5-28,73,62,84,66,88,52,99,1988,1967,0.00,0.10,4.47
2015-5-29,74,62,85,67,88,53,97,1988,1967,0.00,0.11,2.83
2015-5-30,73,65,81,67,88,51,97,1971,1945,0.94,0.12,1.82
2015-5-31,77,67,86,67,88,50,98,1984,1945,0.0,0.13,3.38
2015-6-1,78,66,89,67,88,47,99,1984,1945,0.72,0.16,2.80
2015-6-2,75,64,85,68,88,53,100,1984,1985,0.03,0.17,3.13
2015-6-3,78,68,88,68,89,57,100,1966,1985,0.24,0.17,5.31
2015-6-4,77,67,86,68,89,61,100,1966,1985,0.0,0.17,5.85
2015-6-5,77,67,86,68,89,59,100,1972,1943,0.02,0.17,3.31
2015-6-6,78,66,89,69,89,60,99,1971,1985,0.00,0.18,5.92
2015-6-7,77,66,87,69,89,59,100,2006,1993,0.00,0.19,4.72
2015-6-8,79,68,89,69,89,58,99,1998,1993,0.00,0.19,3.42
2015-6-9,82,73,91,69,89,58,101,1987,1872,0.00,0.20,2.36
2015-6-10,78,70,86,69,89,58,100,1913,1954,0.92,0.20,5.11
2015-6-11,78,67,89,70,90,57,99,1960,2010,0.00,0.21,3.44
2015-6-12,80,68,92,70,90,54,99,1913,1998,0.0,0.22,3.38
2015-6-13,82,71,93,70,90,57,100,1979,1977,0.00,0.23,6.07
2015-6-14,81,68,94,70,90,57,101,1972,1998,0.00,0.23,4.15
2015-6-15,81,68,94,70,90,57,102,1995,1981,0.00,0.23,3.60
2015-6-16,83,69,96,70,90,62,102,2002,1981,0.00,0.24,2.45
2015-6-17,85,72,97,70,90,61,100,1961,1944,0.00,0.24,2.49
2015-6-18,85,72,97,71,90,59,100,2012,1950,0.00,0.24,2.78
2015-6-19,86,73,98,71,90,60,103,1899,1998,0.71,0.24,4.37
