date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation
2014-8-25,81,71,90,64,84,49,96,1887,1948,0.78,0.10,1.41
2014-8-26,81,69,93,63,84,48,97,1945,1948,0.26,0.11,1.90
2014-8-27,79,70,88,63,84,48,97,1968,1948,0.00,0.10,2.60
2014-8-28,75,66,84,63,83,43,96,1986,1953,0.00,0.10,2.44
2014-8-29,78,68,87,63,83,41,97,1965,1953,0.0,0.10,1.38
2014-8-30,75,71,78,63,83,42,95,1986,1953,0.02,0.10,2.16
2014-8-31,76,69,83,62,83,44,97,1915,1951,0.01,0.10,2.43
2014-9-1,77,71,82,62,83,44,100,1987,1953,0.00,0.10,7.20
2014-9-2,72,65,79,62,82,45,100,1885,1953,1.00,0.10,2.10
2014-9-3,74,64,83,61,82,45,100,1952,2011,0.00,0.10,2.63
2014-9-4,77,66,87,61,82,46,98,1952,1954,0.00,0.09,6.80
2014-9-5,80,70,90,61,82,45,100,1974,1954,0.02,0.10,1.54
2014-9-6,67,60,73,60,81,44,99,1988,1954,0.0,0.10,1.19
2014-9-7,65,54,76,60,81,42,98,1988,1939,0.00,0.11,2.71
2014-9-8,68,56,79,60,81,38,97,1986,1939,0.00,0.10,2.61
2014-9-9,69,57,81,59,80,41,98,1883,1939,0.00,0.10,2.34
2014-9-10,75,67,82,59,80,40,96,1969,2013,0.90,0.11,2.60
2014-9-11,64,56,71,58,80,39,95,1917,1897,0.0,0.11,1.78
2014-9-12,59,53,64,58,79,40,96,1955,1897,0.0,0.11,1.08
2014-9-13,55,47,63,58,79,39,99,1975,1939,0.0,0.11,1.80
2014-9-14,57,46,68,57,79,37,100,1964,1939,0.00,0.11,2.93
2014-9-15,57,49,65,57,78,42,100,1974,1939,0.54,0.11,2.21
2014-9-16,59,50,67,56,78,39,96,1984,1939,0.01,0.09,2.53
2014-9-17,56,45,67,56,77,40,93,1984,1955,0.00,0.10,1.07
2014-9-18,61,49,72,55,77,39,95,1959,1953,0.00,0.09,1.64
2014-9-19,63,53,73,55,76,38,93,1956,1940,0.00,0.11,2.29
2014-9-20,67,54,80,54,76,36,94,1991,1940,0.02,0.10,2.20
2014-9-21,65,56,74,54,76,35,96,1875,2010,0.04,0.11,1.61
2014-9-22,57,47,66,53,75,37,93,1999,1895,0.00,0.11,1.22
2014-9-23,60,47,72,53,75,34,94,1974,2010,0.00,0.11,2.11
2014-9-24,62,47,76,53,74,34,92,1887,2007,0.00,0.10,1.29
2014-9-25,66,54,78,52,74,35,92,1950,1891,0.00,0.11,2.17
2014-9-26,69,55,82,52,73,37,91,2001,1891,0.00,0.10,1.62
2014-9-27,69,56,81,51,73,35,93,1991,1998,0.00,0.11,2.59
2014-9-28,71,58,83,51,72,33,91,1942,1939,0.00,0.11,1.41
2014-9-29,68,54,82,50,72,34,97,1970,1953,0.00,0.10,2.45
2014-9-30,62,52,71,50,72,30,89,1899,1971,0.00,0.11,1.88
2014-10-1,63,49,76,50,71,32,89,1946,1897,0.00,0.10,2.74
2014-10-2,71,60,81,49,71,29,89,1974,1953,0.14,0.11,1.39
2014-10-3,59,44,73,49,70,27,90,1974,1954,0.28,0.11,2.61
2014-10-4,45,40,49,48,70,31,90,1987,1951,0.00,0.11,1.55
2014-10-5,50,40,59,48,69,31,87,1968,1922,0.13,0.10,2.93
2014-10-6,55,42,67,48,69,30,89,1980,2007,0.02,0.11,1.45
2014-10-7,54,46,62,47,69,27,90,1952,2007,0.33,0.10,1.65
2014-10-8,56,43,68,47,68,28,91,1987,2007,0.00,0.10,1.02
2014-10-9,51,45,56,47,68,30,88,1989,1939,0.02,0.11,1.25
2014-10-10,52,49,54,46,67,27,88,1964,2010,0.01,0.10,3.88
2014-10-11,50,42,57,46,67,26,86,1906,2010,0.00,0.10,1.56
2014-10-12,54,45,62,46,67,26,86,1988,1879,0.30,0.10,3.01
2014-10-13,67,58,76,45,66,24,86,1988,1975,0.57,0.10,0.92
2014-10-14,61,55,67,45,66,24,86,1979,1899,0.56,0.10,1.71
2014-10-15,55,53,56,45,66,27,87,1876,1897,0.18,0.10,1.14
2014-10-16,56,51,61,45,65,26,85,1991,1897,0.00,0.10,1.65
2014-10-17,59,50,68,44,65,26,86,1948,1950,0.00,0.10,1.45
2014-10-18,50,46,54,44,65,22,84,1948,1953,0.09,0.10,2.15
2014-10-19,50,43,56,44,64,25,85,1992,1953,0.00,0.10,1.33
2014-10-20,57,46,68,44,64,23,86,1972,1953,0.01,0.10,1.33
2014-10-21,51,44,57,43,64,23,86,1952,1953,0.02,0.09,1.43
2014-10-22,48,38,57,43,63,23,85,1976,1947,0.00,0.10,1.84
2014-10-23,49,37,60,43,63,24,86,1969,1963,0.00,0.09,1.57
2014-10-24,53,40,66,42,62,20,81,1981,1963,0.00,0.09,1.52
2014-10-25,63,50,76,42,62,25,82,1887,1963,0.00,0.09,1.54
2014-10-26,55,42,68,42,62,20,82,1962,1963,0.00,0.10,2.45
2014-10-27,66,51,80,42,61,24,83,1976,1940,0.00,0.10,1.71
2014-10-28,58,46,70,41,61,20,82,1976,1927,0.31,0.10,1.72
2014-10-29,47,39,54,41,61,22,81,1952,1922,0.00,0.10,1.16
2014-10-30,44,34,53,41,60,22,82,1895,1950,0.0,0.11,1.30
2014-10-31,40,33,47,41,60,24,82,1988,1950,0.20,0.10,2.01
2014-11-1,36,29,43,40,59,24,81,1949,1950,0.00,0.12,1.95
2014-11-2,37,24,50,40,59,16,78,1951,1961,0.00,0.11,3.86
2014-11-3,54,42,66,40,59,11,77,1951,1987,0.00,0.12,0.65
2014-11-4,51,44,57,39,58,16,78,1951,2003,0.30,0.11,1.60
2014-11-5,47,40,54,39,58,15,76,1991,1975,0.00,0.12,1.92
2014-11-6,43,39,47,39,57,20,77,1982,1975,0.09,0.12,1.20
2014-11-7,40,33,46,38,57,16,76,1971,1915,0.00,0.11,3.51
2014-11-8,42,36,48,38,56,13,76,1991,1999,0.0,0.12,1.23
2014-11-9,40,29,51,38,56,17,76,1991,1999,0.00,0.11,1.15
2014-11-10,50,38,62,37,55,17,75,1957,1949,0.00,0.11,1.54
2014-11-11,48,34,61,37,55,18,76,1995,1927,0.06,0.12,1.63
2014-11-12,31,27,34,37,54,14,75,1911,1949,0.00,0.12,1.64
2014-11-13,24,20,27,36,54,10,77,1986,1955,0.0,0.13,2.02
2014-11-14,25,17,32,36,53,11,76,1986,1971,0.0,0.14,4.15
2014-11-15,26,17,34,36,53,12,74,1933,1971,0.0,0.13,2.55
2014-11-16,32,28,35,35,52,10,74,1883,1952,0.22,0.13,1.68
2014-11-17,21,13,29,35,52,4,77,1959,1958,0.0,0.13,2.48
2014-11-18,14,9,19,34,51,5,73,1880,1941,0.0,0.14,4.30
2014-11-19,26,14,37,34,51,-3,76,1880,1930,0.0,0.13,2.74
2014-11-20,24,17,30,33,50,8,75,1914,1942,0.0,0.13,1.73
2014-11-21,23,12,33,33,49,2,73,1880,1990,0.00,0.14,3.71
2014-11-22,43,30,56,33,49,-5,74,1880,1900,0.02,0.13,1.68
2014-11-23,50,44,55,32,48,1,73,1880,1999,1.91,0.13,1.91
2014-11-24,46,36,55,32,48,-1,65,1950,1973,0.18,0.13,1.23
2014-11-25,31,26,36,31,47,-2,69,1950,1908,0.00,0.12,2.19
2014-11-26,30,26,34,31,47,3,70,1898,1984,0.00,0.12,1.16
2014-11-27,28,24,31,31,46,1,70,1930,1990,0.0,0.12,2.03
2014-11-28,27,19,34,30,46,2,69,1930,1909,0.0,0.12,1.82
2014-11-29,44,30,57,30,45,-1,70,1872,1927,0.00,0.12,1.00
2014-11-30,52,39,64,29,45,-2,68,1958,1927,0.02,0.12,1.81
2014-12-1,33,26,39,29,44,4,70,1886,1970,0.02,0.10,1.39
2014-12-2,30,26,33,29,44,-3,74,1886,1982,0.01,0.11,1.84
2014-12-3,36,28,43,28,43,-2,69,1929,1982,0.01,0.10,3.46
2014-12-4,32,29,35,28,43,5,70,1991,1998,0.06,0.10,0.98
2014-12-5,37,34,40,27,42,8,70,1886,2001,0.98,0.11,1.14
2014-12-6,35,30,40,27,42,-1,73,1977,1998,0.26,0.10,1.05
2014-12-7,33,26,39,27,41,-7,65,1882,1951,0.00,0.10,1.15
2014-12-8,36,31,41,26,41,-10,66,1882,1966,0.06,0.11,1.58
2014-12-9,36,32,39,26,41,-15,65,1876,1952,0.01,0.11,1.39
2014-12-10,33,30,35,26,40,-8,66,1917,1971,0.0,0.10,1.37
2014-12-11,31,25,37,25,40,-9,66,1977,1931,0.00,0.10,1.87
2014-12-12,29,22,35,25,40,-7,63,1962,1927,0.00,0.10,1.06
2014-12-13,40,34,46,25,39,-4,65,1962,1975,0.00,0.10,1.73
2014-12-14,45,41,48,25,39,-4,68,1901,1984,0.0,0.09,2.12
2014-12-15,43,41,44,24,39,-10,69,1951,1948,0.01,0.10,1.45
2014-12-16,39,31,46,24,38,-15,65,1951,1948,0.19,0.10,0.81
2014-12-17,27,23,31,24,38,-10,64,1989,1984,0.0,0.10,1.64
2014-12-18,25,22,27,24,38,-10,65,1884,1877,0.0,0.09,2.05
2014-12-19,24,19,29,23,38,-12,67,1884,1877,0.00,0.10,1.49
2014-12-20,29,25,32,23,37,-12,66,1963,1949,0.00,0.10,0.82
2014-12-21,28,20,36,23,37,-21,67,1989,1967,0.00,0.11,2.57
2014-12-22,37,27,46,23,37,-23,61,1989,1949,0.04,0.11,1.62
2014-12-23,50,45,55,23,37,-15,64,1989,1933,0.17,0.11,1.71
2014-12-24,40,34,45,22,37,-17,68,1983,1889,0.52,0.10,1.54
2014-12-25,36,31,41,22,36,-15,64,1983,1893,0.01,0.11,1.36
2014-12-26,41,30,52,22,36,-5,67,1983,1875,0.00,0.11,1.22
2014-12-27,40,33,46,22,36,-7,68,1925,2008,0.20,0.10,1.95
2014-12-28,28,22,33,22,36,-13,65,1924,1984,0.0,0.10,2.02
2014-12-29,29,20,37,22,36,-13,66,1880,1889,0.00,0.10,1.36
2014-12-30,23,15,31,21,36,-14,67,1983,1965,0.00,0.10,1.94
2014-12-31,16,9,23,21,36,-9,68,1967,1951,0.00,0.10,1.62
2015-1-1,26,18,34,21,36,-12,69,1968,1876,0.00,0.10,3.81
2015-1-2,32,25,39,21,36,-12,65,1887,2006,0.00,0.10,1.58
2015-1-3,43,33,52,21,36,-22,65,1879,1950,0.79,0.10,2.82
2015-1-4,28,12,44,21,36,-15,66,1879,1998,0.01,0.10,2.44
2015-1-5,9,4,14,21,35,-25,61,1884,1955,0.11,0.10,2.70
2015-1-6,14,9,19,21,35,-20,63,1884,2008,0.08,0.09,1.48
2015-1-7,3,-6,12,21,35,-17,68,1970,2008,0.0,0.09,1.58
2015-1-8,7,-7,20,21,35,-13,63,1970,1965,0.0,0.10,1.41
2015-1-9,11,1,21,21,35,-18,66,1875,1880,0.0,0.09,1.15
2015-1-10,11,-3,24,20,35,-16,62,1982,1975,0.00,0.09,1.29
2015-1-11,28,21,34,20,35,-16,70,1977,1890,0.43,0.08,1.16
2015-1-12,25,19,31,20,35,-19,69,1918,1890,0.19,0.09,1.28
2015-1-13,16,8,23,20,35,-10,64,1997,1950,0.0,0.09,1.47
2015-1-14,13,5,21,20,35,-7,65,1957,1928,0.0,0.08,1.77
2015-1-15,25,13,36,20,35,-17,66,1972,1932,0.00,0.08,1.68
2015-1-16,32,21,42,20,35,-20,66,1972,1990,0.00,0.08,1.42
2015-1-17,39,27,51,20,35,-20,67,1977,1952,0.0,0.09,1.11
2015-1-18,36,28,44,20,35,-22,64,1994,1929,0.01,0.08,1.96
2015-1-19,35,23,47,20,35,-27,69,1994,1907,0.00,0.08,0.94
2015-1-20,40,30,50,20,36,-22,70,1985,1906,0.0,0.08,1.26
2015-1-21,37,30,43,20,36,-21,68,1984,1906,0.0,0.08,2.25
2015-1-22,31,28,33,20,36,-17,64,1936,1964,0.0,0.07,1.87
2015-1-23,29,24,34,20,36,-18,67,1936,1909,0.00,0.08,0.90
2015-1-24,30,20,39,20,36,-16,70,1963,1967,0.00,0.08,1.06
2015-1-25,29,20,37,20,36,-14,71,1897,1950,0.04,0.08,0.92
2015-1-26,22,17,26,20,36,-12,67,1897,1944,0.0,0.08,1.41
2015-1-27,25,20,29,21,36,-10,66,1936,1916,0.01,0.08,1.14
2015-1-28,25,15,34,21,36,-18,65,1963,2002,0.00,0.08,2.00
2015-1-29,38,30,45,21,36,-13,66,1873,2002,0.0,0.08,1.50
2015-1-30,26,20,31,21,36,-11,65,1966,2013,0.01,0.08,1.47
2015-1-31,26,16,36,21,37,-11,66,2004,1917,0.13,0.08,1.26
2015-2-1,30,27,33,21,37,-11,63,1951,1911,0.29,0.08,1.21
2015-2-2,20,13,27,21,37,-19,59,1951,1911,0.01,0.09,1.24
2015-2-3,26,16,36,21,37,-11,62,1996,1992,0.00,0.08,2.50
2015-2-4,29,15,42,21,37,-12,69,1996,1890,0.07,0.08,1.68
2015-2-5,15,5,24,22,37,-16,66,1979,1927,0.00,0.09,1.83
2015-2-6,25,12,37,22,38,-12,64,1977,1925,0.00,0.07,1.14
2015-2-7,42,28,55,22,38,-11,66,1977,1925,0.00,0.08,1.53
2015-2-8,47,36,57,22,38,-14,68,1895,1937,0.0,0.08,0.78
2015-2-9,31,26,36,22,38,-18,66,1899,1943,0.0,0.08,2.04
2015-2-10,27,18,36,23,39,-21,73,1982,1932,0.00,0.09,1.56
2015-2-11,32,25,39,23,39,-9,75,1885,1999,0.0,0.08,1.87
2015-2-12,20,13,27,23,39,-10,66,1899,1984,0.0,0.08,2.67
2015-2-13,20,9,31,23,39,-17,67,1899,1938,0.00,0.08,1.48
2015-2-14,18,6,30,24,40,-14,65,1905,1954,0.0,0.09,1.37
2015-2-15,12,4,20,24,40,-8,72,1875,1954,0.00,0.08,1.50
2015-2-16,11,6,16,24,40,-7,72,1943,1883,0.14,0.08,1.58
2015-2-17,14,1,26,24,41,-9,69,1903,1911,0.01,0.08,0.91
2015-2-18,9,0,17,25,41,-11,66,1936,1961,0.07,0.08,1.58
2015-2-19,2,-5,9,25,41,-8,69,1979,1930,0.00,0.08,1.21
2015-2-20,6,-6,18,25,42,-8,67,1885,1983,0.0,0.08,3.02
2015-2-21,26,16,35,26,42,-4,68,1963,1930,0.47,0.08,1.53
2015-2-22,22,15,29,26,43,-9,70,1963,1922,0.0,0.08,2.09
2015-2-23,11,3,19,26,43,-1,71,1889,2000,0.01,0.09,1.10
2015-2-24,10,-6,25,26,43,-6,71,2015,2000,0.00,0.08,1.05
2015-2-25,24,14,33,27,44,-7,76,1900,2000,0.00,0.09,2.35
2015-2-26,16,7,25,27,44,-6,68,1963,1998,0.04,0.09,2.49
2015-2-27,10,2,18,27,45,-7,73,1963,1996,0.00,0.09,1.11
2015-2-28,16,7,25,28,45,2,68,1993,1895,0.23,0.09,1.17
2015-3-1,27,22,31,28,45,-4,71,1960,1976,0.53,0.10,1.90
2015-3-2,24,14,34,28,46,-7,74,1980,1992,0.00,0.09,1.56
2015-3-3,33,26,40,29,46,-5,77,1943,1992,0.28,0.09,2.01
2015-3-4,27,19,35,29,47,2,78,1873,1983,0.07,0.10,3.00
2015-3-5,16,8,23,29,47,-1,75,1978,1956,0.00,0.10,3.06
2015-3-6,16,2,30,30,47,-6,75,1960,1973,0.00,0.11,1.21
2015-3-7,32,21,42,30,48,-1,78,1943,1974,0.00,0.11,1.45
2015-3-8,38,27,49,30,48,-6,80,1943,1974,0.00,0.10,2.28
2015-3-9,40,31,48,31,49,-1,72,1984,1878,0.00,0.11,1.61
2015-3-10,45,40,49,31,49,8,74,1934,2009,0.40,0.11,2.54
2015-3-11,49,34,64,31,50,3,77,1948,1990,0.00,0.10,2.01
2015-3-12,46,31,60,32,50,-5,76,1948,1990,0.00,0.11,1.97
2015-3-13,48,42,53,32,51,3,80,1960,2007,0.51,0.11,1.51
2015-3-14,51,43,59,32,51,10,81,1891,2012,0.43,0.11,3.02
2015-3-15,49,33,65,33,51,6,80,1975,2012,0.00,0.12,3.06
2015-3-16,61,47,74,33,52,3,79,1900,1945,0.00,0.11,1.36
2015-3-17,47,33,60,33,52,2,77,1900,2012,0.00,0.12,1.35
2015-3-18,37,27,46,34,53,7,80,1941,2012,0.00,0.13,2.03
2015-3-19,45,40,50,34,53,7,82,1923,2012,0.02,0.12,1.90
2015-3-20,44,39,48,34,54,3,83,1885,2012,0.03,0.12,2.13
2015-3-21,49,34,63,34,54,11,84,1876,2012,0.00,0.12,1.06
2015-3-22,44,36,52,35,54,9,82,1888,1907,0.00,0.13,2.36
2015-3-23,36,30,41,35,55,12,80,1885,1939,0.03,0.12,1.48
2015-3-24,35,26,44,35,55,2,84,1974,1910,0.04,0.13,2.76
2015-3-25,48,42,54,36,56,5,81,1974,2007,0.63,0.13,4.70
2015-3-26,40,34,45,36,56,8,80,1955,1907,0.50,0.12,1.98
2015-3-27,28,21,35,36,56,11,84,1955,1910,0.0,0.13,2.27
2015-3-28,29,17,40,37,57,16,82,1934,1910,0.00,0.12,1.75
2015-3-29,38,24,51,37,57,16,82,1887,1895,0.06,0.13,1.46
2015-3-30,49,36,61,37,58,17,82,1923,1986,0.00,0.13,1.56
2015-3-31,54,44,63,38,58,13,85,1923,1981,0.00,0.13,1.56
2015-4-1,53,37,69,38,58,20,82,1923,2010,0.00,0.13,2.85
2015-4-2,62,52,72,38,59,20,81,1961,2010,0.29,0.12,2.08
2015-4-3,50,39,61,39,59,21,84,1879,2012,0.11,0.11,1.92
2015-4-4,43,30,55,39,59,23,80,1975,1929,0.00,0.12,1.48
2015-4-5,49,34,64,39,60,20,84,1995,1988,0.00,0.12,1.87
2015-4-6,55,47,62,40,60,22,83,1979,2010,0.0,0.12,1.90
2015-4-7,61,56,66,40,61,19,83,1982,2001,0.32,0.12,2.08
2015-4-8,64,55,72,40,61,18,83,1972,2001,0.74,0.13,2.15
2015-4-9,71,61,80,41,61,18,84,1997,2001,0.24,0.13,1.26
2015-4-10,56,42,69,41,62,23,84,1989,1930,0.04,0.13,1.97
2015-4-11,50,38,62,41,62,24,89,1973,1930,0.00,0.12,1.72
2015-4-12,57,43,70,42,62,20,86,1940,1930,0.00,0.12,0.80
2015-4-13,64,56,71,42,63,18,86,1950,1941,0.04,0.12,1.13
2015-4-14,58,51,64,42,63,24,85,1943,1883,0.00,0.13,1.55
2015-4-15,58,46,69,43,63,24,84,1928,2002,0.07,0.12,1.42
2015-4-16,61,53,68,43,64,21,87,1875,1896,0.20,0.12,2.08
2015-4-17,61,46,76,43,64,19,87,1875,1896,0.00,0.13,1.90
2015-4-18,64,51,76,44,64,19,87,1875,1977,0.00,0.13,2.29
2015-4-19,62,56,67,44,65,23,85,1983,2002,0.93,0.13,3.06
2015-4-20,52,45,58,44,65,23,85,1897,1915,0.30,0.12,2.66
2015-4-21,52,41,62,45,65,28,84,1907,1985,0.00,0.13,1.85
2015-4-22,44,37,50,45,66,27,85,1936,1960,0.10,0.13,2.34
2015-4-23,45,32,57,45,66,26,88,1986,1925,0.00,0.13,1.46
2015-4-24,47,32,62,46,66,28,90,1910,1925,0.0,0.13,1.65
2015-4-25,50,44,56,46,67,27,87,1919,1915,0.62,0.14,2.56
2015-4-26,49,39,58,46,67,31,87,1976,1915,0.00,0.13,1.48
2015-4-27,47,35,58,47,67,30,84,1976,1962,0.00,0.13,1.56
2015-4-28,51,39,63,47,68,28,86,1976,1894,0.00,0.14,1.71
2015-4-29,54,41,67,47,68,31,86,1976,1942,0.00,0.14,1.71
2015-4-30,53,44,61,48,68,31,90,1948,1942,0.0,0.14,1.66
2015-5-1,55,39,71,48,68,29,89,1963,1942,0.00,0.16,1.76
2015-5-2,62,49,75,48,69,31,87,1961,1959,0.00,0.15,2.93
2015-5-3,66,53,78,49,69,29,86,2005,1949,0.0,0.16,1.56
2015-5-4,67,58,76,49,69,30,88,1976,1949,0.13,0.16,1.47
2015-5-5,73,62,83,49,70,35,92,1957,1952,0.00,0.16,1.79
2015-5-6,74,61,86,49,70,31,89,1968,1949,0.00,0.16,2.56
2015-5-7,75,64,86,50,70,31,87,1974,1926,0.00,0.16,2.10
2015-5-8,74,63,85,50,70,31,90,1976,1896,0.0,0.16,2.34
2015-5-9,73,66,80,50,71,29,93,1947,1895,0.05,0.16,1.08
2015-5-10,74,64,83,51,71,28,92,1966,1896,0.05,0.16,1.92
2015-5-11,70,61,78,51,71,31,89,1945,1896,0.06,0.17,1.95
2015-5-12,57,50,64,51,72,33,88,1976,1881,0.00,0.17,2.15
2015-5-13,55,43,67,52,72,35,88,1878,1956,0.00,0.18,1.96
2015-5-14,60,49,70,52,72,33,88,1895,1881,0.0,0.17,1.84
2015-5-15,71,60,82,52,72,35,88,1973,2001,0.12,0.16,1.97
2015-5-16,68,64,71,53,73,32,90,1997,1900,0.53,0.17,1.60
2015-5-17,72,64,79,53,73,36,90,1973,1962,0.00,0.17,2.30
2015-5-18,71,62,79,53,73,35,90,1973,1962,0.0,0.17,2.36
2015-5-19,57,48,65,54,74,32,90,2002,1977,0.00,0.17,1.36
2015-5-20,48,43,52,54,74,38,90,1894,1977,0.0,0.16,1.68
2015-5-21,56,47,64,54,74,36,92,2002,1941,0.00,0.18,2.69
2015-5-22,60,44,76,55,75,35,93,1883,1941,0.00,0.16,2.16
2015-5-23,67,55,79,55,75,37,92,1963,1939,0.00,0.16,3.13
2015-5-24,72,59,85,55,75,37,90,1925,1965,0.00,0.17,1.55
2015-5-25,73,67,79,56,76,34,93,1925,1965,0.01,0.16,1.35
2015-5-26,72,64,80,56,76,35,94,1961,1911,0.07,0.16,2.33
2015-5-27,73,63,82,56,76,31,94,1961,1911,0.07,0.15,1.62
2015-5-28,72,60,84,57,76,39,96,1907,1911,0.00,0.16,1.50
2015-5-29,75,65,84,57,77,36,93,1965,1895,0.0,0.16,2.19
2015-5-30,75,66,84,57,77,37,94,1947,1895,1.28,0.15,3.80
2015-5-31,61,55,67,58,77,36,96,1889,1895,0.08,0.16,2.61
2015-6-1,58,52,64,58,78,39,96,2003,1934,0.0,0.14,1.95
2015-6-2,60,49,70,58,78,39,100,1956,1934,0.00,0.15,3.00
2015-6-3,61,51,71,59,78,40,100,1929,1895,0.00,0.14,2.89
2015-6-4,70,57,82,59,79,43,95,1946,2011,0.00,0.14,2.87
2015-6-5,75,63,87,59,79,40,98,1945,1925,0.00,0.15,1.51
2015-6-6,69,61,76,60,79,39,96,1894,1933,0.00,0.15,2.62
2015-6-7,75,62,88,60,80,41,98,1894,1933,0.00,0.14,3.80
2015-6-8,70,60,79,60,80,44,95,1913,1933,1.90,0.15,2.14
2015-6-9,70,58,82,60,80,41,94,1885,1914,0.00,0.14,2.11
2015-6-10,78,65,90,61,81,44,96,1988,1933,0.00,0.14,2.21
2015-6-11,80,69,90,61,81,41,96,1980,1933,0.00,0.14,2.90
2015-6-12,81,72,89,61,81,42,96,1903,1894,0.21,0.13,3.04
2015-6-13,80,71,88,62,82,45,95,1903,1894,0.00,0.14,2.20
2015-6-14,78,70,86,62,82,45,94,1955,1954,0.13,0.14,2.12
2015-6-15,79,70,88,62,82,45,94,1917,1952,0.54,0.13,1.82
2015-6-16,78,71,84,63,82,41,96,1917,1913,0.50,0.13,1.98
