poll_id,question_id,race_id,year,race,location,type_simple,type_detail,pollster,pollster_rating_id,polldate,samplesize,cand1_name,cand1_party,cand1_pct,cand2_name,cand2_party,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment,partisan
54346,87882,1451,1998,1998_Gov-G_NE,NE,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,10/14/1998,828,Bill Hoppner,DEM,34,Mike Johanns,REP,54,,-20,11/3/1998,45.98,53.9,-7.93,12.07,-12.07,1,,
26233,87974,1466,1998,1998_Gov-G_WI,WI,Gov-G,Gov-G,St. Norbert College,313,10/14/1998,269,Ed Garvey,DEM,35,Tommy Thompson,REP,59,,-24,11/3/1998,38.7,59.66,-20.97,3.03,-3.03,1,,
54202,119959,1719,1998,1998_Sen-G_AZ,AZ,Sen-G,Sen-G,Behavior Research Center (Rocky Mountain Poll),27,10/14/1998,519,Edward Ranger,DEM,18,John McCain,REP,60,,-42,11/3/1998,27.16,68.74,-41.58,.42,-.42,1,,
54291,117514,1728,1998,1998_Sen-G_IL,IL,Sen-G,Sen-G,WCIA-TV,373,10/14/1998,401,Carol Moseley-Braun,DEM,37,Peter G. Fitzgerald,REP,54,,-17,11/3/1998,47.44,50.35,-2.9,14.1,-14.1,1,,
26233,31473,1750,1998,1998_Sen-G_WI,WI,Sen-G,Sen-G,St. Norbert College,313,10/14/1998,415,Russ Feingold,DEM,47,Mark W. Neumann,REP,40,,7,11/3/1998,50.55,48.4,2.15,4.85,4.85,1,,
64150,118025,2078,1998,1998_House-G_MT-1,MT-1,House-G,House-G,Moore Information,217,10/14/1998,400,Dusty Deschamps,DEM,36,Richard A. Hill,REP,51,,-15,11/3/1998,44.36,53.01,-8.65,6.35,-6.35,1,for unspecified Republican spnosor,R
26285,87910,1455,1998,1998_Gov-G_NY,NY,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,10/15/1998,706,Peter Vallone,DEM,21,George Pataki,REP,53,,-32,11/3/1998,33.16,54.32,-21.15,10.85,-10.85,1,,
54439,87975,1466,1998,1998_Gov-G_WI,WI,Gov-G,Gov-G,University of Wisconsin-Milwaukee,366,10/15/1998,415,Ed Garvey,DEM,28,Tommy Thompson,REP,63,,-35,11/3/1998,38.7,59.66,-20.97,14.03,-14.03,1,,
26249,31489,1725,1998,1998_Sen-G_GA,GA,Sen-G,Sen-G,University of Georgia,350,10/15/1998,500,Michael J. Coles,DEM,29,Paul Coverdell,REP,46,,-17,11/3/1998,45.15,52.37,-7.22,9.78,-9.78,1,,
26285,31525,1738,1998,1998_Sen-G_NY,NY,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/15/1998,706,Charles E. Schumer,DEM,37,Alfonse M. D'Amato,REP,42,,-5,11/3/1998,54.62,44.08,10.54,15.54,-15.54,0,,
26262,31502,1750,1998,1998_Sen-G_WI,WI,Sen-G,Sen-G,University of Wisconsin-Milwaukee,366,10/15/1998,286,Russ Feingold,DEM,46,Mark W. Neumann,REP,44,,2,11/3/1998,50.55,48.4,2.15,.15,-.15,1,,
64394,118462,2140,1998,1998_House-G_NC-8,NC-8,House-G,House-G,Wirthlin Worldwide,387,10/15/1998,505,Mike Taylor,DEM,39,Robert C. Hayes,REP,51,,-12,11/3/1998,48.17,50.71,-2.54,9.46,-9.46,1,for unspecified Republican spnosor,R
28266,117593,8661,1998,1998_House-G_US,US,House-G,House-G,Yankelovich Partners Inc.,390,10/15/1998,442,Democratic,DEM,47,Republican,REP,47,,0,11/3/1998,47.29,48.41,-1.12,1.12,1.12,.5,,
54224,87760,1437,1998,1998_Gov-G_CO,CO,Gov-G,Gov-G,Public Opinion Strategies,260,10/16/1998,500,Gail Schoettler,DEM,39,William F. Owens,REP,43,,-4,11/3/1998,48.43,49.06,-.63,3.37,-3.37,1,,
26208,87770,1438,1998,1998_Gov-G_CT,CT,Gov-G,Gov-G,Quinnipiac University,267,10/16/1998,683,Barbara Kennelly,DEM,24,John Rowland,REP,72,,-48,11/3/1998,35.44,62.9,-27.46,20.54,-20.54,1,among registered voters,
26147,87858,1447,1998,1998_Gov-G_MD,MD,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,10/16/1998,828,Parris Glendening,DEM,46,Ellen Sauerbrey,REP,44,,2,11/3/1998,55.14,44.82,10.33,8.33,-8.33,1,,
26208,31448,1723,1998,1998_Sen-G_CT,CT,Sen-G,Sen-G,Quinnipiac University,267,10/16/1998,1247,Christopher J. Dodd,DEM,61,Gary A. Franks,REP,29,,32,11/3/1998,65.15,32.37,32.78,.78,-.78,1,among registered voters,
26250,31490,1728,1998,1998_Sen-G_IL,IL,Sen-G,Sen-G,University of Illinois at Chicago,352,10/16/1998,597,Carol Moseley-Braun,DEM,31,Peter G. Fitzgerald,REP,48,,-17,11/3/1998,47.44,50.35,-2.9,14.1,-14.1,1,,
26147,31387,1734,1998,1998_Sen-G_MD,MD,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,10/16/1998,821,Barbara A. Mikulski,DEM,67,Ross Z. Pierpont,REP,26,,41,11/3/1998,70.5,29.5,41.01,.01,-.01,1,,
28265,33543,8661,1998,1998_House-G_US,US,House-G,House-G,Hill Research Consultants,140,10/16/1998,600,Democratic,DEM,41,Republican,REP,38,,3,11/3/1998,47.29,48.41,-1.12,4.12,4.12,0,,
28264,117577,8661,1998,1998_House-G_US,US,House-G,House-G,Pew Research Center,253,10/16/1998,743,Democratic,DEM,43,Republican,REP,48,,-5,11/3/1998,47.29,48.41,-1.12,3.88,-3.88,1,,
54213,87749,1436,1998,1998_Gov-G_CA,CA,Gov-G,Gov-G,Field Research Corp. (Field Poll),94,10/17/1998,809,"Joseph 'Gray' Davis, Jr.",DEM,50,Dan Lungren,REP,43,,7,11/3/1998,57.97,38.38,19.59,12.59,-12.59,1,,
54246,87782,1439,1998,1998_Gov-G_FL,FL,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,10/17/1998,822,Buddy MacKay,DEM,41,Jeb Bush,REP,51,,-10,11/3/1998,44.72,55.27,-10.55,.55,.55,1,,
54342,87878,1450,1998,1998_Gov-G_MN,MN,Gov-G,Gov-G,Star Tribune,315,10/17/1998,1007,Jesse Ventura,REF,21,Norm Coleman,REP,34,,-13,11/3/1998,36.99,34.29,2.69,15.69,,0,,
54354,87890,1453,1998,1998_Gov-G_NH,NH,Gov-G,Gov-G,Becker Institute,26,10/17/1998,355,Jeanne Shaheen,DEM,67,Jay Lucas,REP,22,,45,11/3/1998,66.08,30.88,35.21,9.79,9.79,1,,
26113,31353,1724,1998,1998_Sen-G_FL,FL,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,10/17/1998,836,Bob Graham,DEM,58,Charlie Crist,REP,32,,26,11/3/1998,62.47,37.53,24.94,1.06,1.06,1,,
64109,117952,1910,1998,1998_House-G_CA-46,CA-46,House-G,House-G,Los Angeles Times,172,10/17/1998,1000,Loretta Sanchez,DEM,48,Robert K. Dornan,REP,34,,14,11/3/1998,56.43,39.28,17.15,3.15,-3.15,1,,
64137,118009,1997,1998,1998_House-G_IN-10,IN-10,House-G,House-G,Massie & Associates,199,10/17/1998,300,Julia M. Carson,DEM,37,Gary Anthony Hofmeister,REP,38,,-1,11/3/1998,58.34,39.37,18.98,19.98,-19.98,0,for unspecified Republican spnosor,R
36811,33541,8661,1998,1998_House-G_US,US,House-G,House-G,ABC News/The Washington Post,3,10/17/1998,548,Democratic,DEM,48,Republican,REP,47,,1,11/3/1998,47.29,48.41,-1.12,2.12,2.12,0,,
54265,87801,1441,1998,1998_Gov-G_HI,HI,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,10/18/1998,406,Benjamin Cayetano,DEM,37,Linda Lingle,REP,52,,-15,11/3/1998,50.11,48.82,1.29,16.29,-16.29,0,,
54358,87894,1454,1998,1998_Gov-G_NM,NM,Gov-G,Gov-G,Research & Polling Inc.,280,10/18/1998,916,Martin Chavez,DEM,39,Gary Johnson,REP,49,,-10,11/3/1998,45.47,54.53,-9.06,.94,-.94,1,,
26050,87927,1456,1998,1998_Gov-G_OH,OH,Gov-G,Gov-G,Gordon S. Black Corp.,123,10/18/1998,1012,Lee Fisher,DEM,28,"Robert A. Taft, II",REP,36,,-8,11/3/1998,44.69,50.05,-5.36,2.64,-2.64,1,,
54412,87948,1460,1998,1998_Gov-G_RI,RI,Gov-G,Gov-G,KRC/Communications Research,160,10/18/1998,400,Myrth York,DEM,45,Lincoln Almond,REP,47,,-2,11/3/1998,42.14,50.98,-8.84,6.84,6.84,1,,
26243,31483,1732,1998,1998_Sen-G_KY,KY,Sen-G,Sen-G,TMR Research,328,10/18/1998,800,Scotty Baesler,DEM,44,Jim Bunning,REP,39,,5,11/3/1998,49.16,49.75,-.59,5.59,5.59,0,,
26050,31290,1741,1998,1998_Sen-G_OH,OH,Sen-G,Sen-G,Gordon S. Black Corp.,123,10/18/1998,1012,Mary Boyle,DEM,28,George V. Voinovich,REP,51,,-23,11/3/1998,43.53,56.46,-12.93,10.07,-10.07,1,,
26244,31484,1742,1998,1998_Sen-G_OK,OK,Sen-G,Sen-G,Tulsa Surveys,341,10/18/1998,750,Don Carroll,DEM,16,Don Nickles,REP,63,,-47,11/3/1998,31.28,66.38,-35.1,11.9,-11.9,1,among all adults,
54265,117965,1964,1998,1998_House-G_HI-1,HI-1,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/18/1998,221,Neil Abercrombie,DEM,50,Gene Ward,REP,36,,14,11/3/1998,61.56,36.35,25.21,11.21,-11.21,1,,
26243,118432,2012,1998,1998_House-G_KY-6,KY-6,House-G,House-G,TMR Research,328,10/18/1998,700,Ernesto Scorsone,DEM,44,Ernie Fletcher,REP,41,,3,11/3/1998,45.95,53.11,-7.15,10.15,10.15,0,,
64392,118460,2145,1998,1998_House-G_ND-1,ND-1,House-G,House-G,WPA Intelligence (WPAi),383,10/18/1998,300,Earl Pomeroy,DEM,49,Kevin Cramer,REP,40,,9,11/3/1998,56.21,41.11,15.11,6.11,-6.11,1,for unspecified Republican spnosor,R
64108,117951,2260,1998,1998_House-G_WA-1,WA-1,House-G,House-G,Lauer Lalley Victoria Inc.,168,10/18/1998,368,Jay Robert Inslee,DEM,43,Richard Alan White,REP,39,,4,11/3/1998,49.77,44.12,5.66,1.66,-1.66,1,for unspecified Democratic spnosor,D
26068,87750,1436,1998,1998_Gov-G_CA,CA,Gov-G,Gov-G,Los Angeles Times,172,10/19/1998,883,"Joseph 'Gray' Davis, Jr.",DEM,53,Dan Lungren,REP,42,,11,11/3/1998,57.97,38.38,19.59,8.59,-8.59,1,,
54292,87828,1443,1998,1998_Gov-G_IL,IL,Gov-G,Gov-G,Market Shares Corp.,187,10/19/1998,1099,Glenn Poshard,DEM,34,George Ryan,REP,49,,-15,11/3/1998,47.47,51.04,-3.57,11.43,-11.43,1,,
54305,87841,1448,1998,1998_Gov-G_MA,MA,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,10/19/1998,625,Scott Harshbarger,DEM,41,A. Paul Cellucci,REP,46,,-5,11/3/1998,47.38,50.81,-3.43,1.57,-1.57,1,,
26068,31308,1721,1998,1998_Sen-G_CA,CA,Sen-G,Sen-G,Los Angeles Times,172,10/19/1998,883,Barbara Boxer,DEM,49,Matt Fong,REP,44,,5,11/3/1998,53.06,43.01,10.05,5.05,-5.05,1,,
26083,31323,1728,1998,1998_Sen-G_IL,IL,Sen-G,Sen-G,Market Shares Corp.,187,10/19/1998,1099,Carol Moseley-Braun,DEM,38,Peter G. Fitzgerald,REP,48,,-10,11/3/1998,47.44,50.35,-2.9,7.1,-7.1,1,,
28262,33540,8661,1998,1998_House-G_US,US,House-G,House-G,Wirthlin Worldwide,387,10/19/1998,416,Democratic,DEM,41,Republican,REP,45,,-4,11/3/1998,47.29,48.41,-1.12,2.88,-2.88,1,,
54203,87739,1435,1998,1998_Gov-G_AZ,AZ,Gov-G,Gov-G,Harris Insights & Analytics,133,10/20/1998,732,Paul Johnson,DEM,35,Jane Hull,REP,55,,-20,11/3/1998,35.53,60.95,-25.42,5.42,5.42,1,,
54215,87751,1436,1998,1998_Gov-G_CA,CA,Gov-G,Gov-G,Harris Insights & Analytics,133,10/20/1998,4531,"Joseph 'Gray' Davis, Jr.",DEM,50,Dan Lungren,REP,39,,11,11/3/1998,57.97,38.38,19.59,8.59,-8.59,1,,
54225,87761,1437,1998,1998_Gov-G_CO,CO,Gov-G,Gov-G,Harris Insights & Analytics,133,10/20/1998,614,Gail Schoettler,DEM,46,William F. Owens,REP,43,,3,11/3/1998,48.43,49.06,-.63,3.63,3.63,0,,
54247,87783,1439,1998,1998_Gov-G_FL,FL,Gov-G,Gov-G,Harris Insights & Analytics,133,10/20/1998,2295,Buddy MacKay,DEM,40,Jeb Bush,REP,56,,-16,11/3/1998,44.72,55.27,-10.55,5.45,-5.45,1,,
54259,87795,1440,1998,1998_Gov-G_GA,GA,Gov-G,Gov-G,Harris Insights & Analytics,133,10/20/1998,1174,Roy Barnes,DEM,42,Guy Millner,REP,47,,-5,11/3/1998,52.49,44.07,8.42,13.42,-13.42,0,,
54293,87829,1443,1998,1998_Gov-G_IL,IL,Gov-G,Gov-G,Harris Insights & Analytics,133,10/20/1998,1209,Glenn Poshard,DEM,37,George Ryan,REP,55,,-18,11/3/1998,47.47,51.04,-3.57,14.43,-14.43,1,,
54294,87830,1443,1998,1998_Gov-G_IL,IL,Gov-G,Gov-G,KRC/Communications Research,160,10/20/1998,400,Glenn Poshard,DEM,42,George Ryan,REP,44,,-2,11/3/1998,47.47,51.04,-3.57,1.57,1.57,1,,
54274,87810,1444,1998,1998_Gov-G_IA,IA,Gov-G,Gov-G,Talmey-Drake Research & Strategy Inc.,329,10/20/1998,408,Tom Vilsack,DEM,44,Jim Lightfoot,REP,46,,-2,11/3/1998,52.3,46.51,5.8,7.8,-7.8,0,for unspecified Democratic spnosor,D
54323,87859,1447,1998,1998_Gov-G_MD,MD,Gov-G,Gov-G,ABC News/The Washington Post,3,10/20/1998,919,Parris Glendening,DEM,49,Ellen Sauerbrey,REP,44,,5,11/3/1998,55.14,44.82,10.33,5.33,-5.33,1,,
54324,87860,1447,1998,1998_Gov-G_MD,MD,Gov-G,Gov-G,Harris Insights & Analytics,133,10/20/1998,911,Parris Glendening,DEM,42,Ellen Sauerbrey,REP,55,,-13,11/3/1998,55.14,44.82,10.33,23.33,-23.33,0,,
54306,87842,1448,1998,1998_Gov-G_MA,MA,Gov-G,Gov-G,Harris Insights & Analytics,133,10/20/1998,907,Scott Harshbarger,DEM,36,A. Paul Cellucci,REP,56,,-20,11/3/1998,47.38,50.81,-3.43,16.57,-16.57,1,,
54307,87843,1448,1998,1998_Gov-G_MA,MA,Gov-G,Gov-G,RKM Research and Communications Inc.,272,10/20/1998,402,Scott Harshbarger,DEM,41,A. Paul Cellucci,REP,46,,-5,11/3/1998,47.38,50.81,-3.43,1.57,-1.57,1,,
54334,87870,1449,1998,1998_Gov-G_MI,MI,Gov-G,Gov-G,Harris Insights & Analytics,133,10/20/1998,1535,Geoffrey Fieger,DEM,36,John Engler,REP,51,,-15,11/3/1998,37.78,62.2,-24.43,9.43,9.43,1,,
54359,87895,1454,1998,1998_Gov-G_NM,NM,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,10/20/1998,409,Martin Chavez,DEM,43,Gary Johnson,REP,47,,-4,11/3/1998,45.47,54.53,-9.06,5.06,5.06,1,,
54375,87911,1455,1998,1998_Gov-G_NY,NY,Gov-G,Gov-G,Harris Insights & Analytics,133,10/20/1998,1792,Peter Vallone,DEM,24,George Pataki,REP,48,,-24,11/3/1998,33.16,54.32,-21.15,2.85,-2.85,1,,
54392,87928,1456,1998,1998_Gov-G_OH,OH,Gov-G,Gov-G,Harris Insights & Analytics,133,10/20/1998,1793,Lee Fisher,DEM,39,"Robert A. Taft, II",REP,50,,-11,11/3/1998,44.69,50.05,-5.36,5.64,-5.64,1,,
54406,87942,1459,1998,1998_Gov-G_PA,PA,Gov-G,Gov-G,Harris Insights & Analytics,133,10/20/1998,1611,Ivan Itkin,DEM,16,Thomas Ridge,REP,64,,-48,11/3/1998,31.03,57.42,-26.38,21.62,-21.62,1,,
54424,87960,1464,1998,1998_Gov-G_TX,TX,Gov-G,Gov-G,Harris Insights & Analytics,133,10/20/1998,3248,Garry Mauro,DEM,22,George W. Bush,REP,73,,-51,11/3/1998,31.18,68.24,-37.06,13.94,-13.94,1,,
54203,117111,1719,1998,1998_Sen-G_AZ,AZ,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,732,Edward Ranger,DEM,18,John McCain,REP,66,,-48,11/3/1998,27.16,68.74,-41.58,6.42,-6.42,1,,
54215,117114,1721,1998,1998_Sen-G_CA,CA,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,4531,Barbara Boxer,DEM,46,Matt Fong,REP,45,,1,11/3/1998,53.06,43.01,10.05,9.05,-9.05,1,,
54225,117116,1722,1998,1998_Sen-G_CO,CO,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,614,Dottie Lamm,DEM,37,Ben Nighthorse Campbell,REP,55,,-18,11/3/1998,35.01,62.47,-27.46,9.46,9.46,1,,
54247,117118,1724,1998,1998_Sen-G_FL,FL,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,2295,Bob Graham,DEM,60,Charlie Crist,REP,31,,29,11/3/1998,62.47,37.53,24.94,4.06,4.06,1,,
54259,117121,1725,1998,1998_Sen-G_GA,GA,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,1174,Michael J. Coles,DEM,37,Paul Coverdell,REP,53,,-16,11/3/1998,45.15,52.37,-7.22,8.78,-8.78,1,,
54293,117123,1728,1998,1998_Sen-G_IL,IL,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,1209,Carol Moseley-Braun,DEM,38,Peter G. Fitzgerald,REP,52,,-14,11/3/1998,47.44,50.35,-2.9,11.1,-11.1,1,,
26063,31303,1728,1998,1998_Sen-G_IL,IL,Sen-G,Sen-G,Illinois Wesleyan University,147,10/20/1998,423,Carol Moseley-Braun,DEM,31,Peter G. Fitzgerald,REP,53,,-22,11/3/1998,47.44,50.35,-2.9,19.1,-19.1,1,,
54294,117199,1728,1998,1998_Sen-G_IL,IL,Sen-G,Sen-G,KRC/Communications Research,160,10/20/1998,400,Carol Moseley-Braun,DEM,40,Peter G. Fitzgerald,REP,50,,-10,11/3/1998,47.44,50.35,-2.9,7.1,-7.1,1,,
63646,117141,1729,1998,1998_Sen-G_IN,IN,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,831,Evan Bayh,DEM,63,Paul Helmke,REP,27,,36,11/3/1998,63.72,34.79,28.93,7.07,7.07,1,,
54324,117125,1734,1998,1998_Sen-G_MD,MD,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,911,Barbara A. Mikulski,DEM,67,Ross Z. Pierpont,REP,27,,40,11/3/1998,70.5,29.5,41.01,1.01,-1.01,1,,
54375,117127,1738,1998,1998_Sen-G_NY,NY,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,1792,Charles E. Schumer,DEM,44,Alfonse M. D'Amato,REP,46,,-2,11/3/1998,54.62,44.08,10.54,12.54,-12.54,0,,
63648,117143,1739,1998,1998_Sen-G_NC,NC,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,1163,John Edwards,DEM,47,Lauch Faircloth,REP,38,,9,11/3/1998,51.15,47.01,4.14,4.86,4.86,1,,
54392,117130,1741,1998,1998_Sen-G_OH,OH,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,1793,Mary Boyle,DEM,37,George V. Voinovich,REP,55,,-18,11/3/1998,43.53,56.46,-12.93,5.07,-5.07,1,,
54406,117132,1744,1998,1998_Sen-G_PA,PA,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,1611,Bill Lloyd,DEM,25,Arlen Specter,REP,57,,-32,11/3/1998,34.79,61.34,-26.55,5.45,-5.45,1,,
26199,31439,1746,1998,1998_Sen-G_SD,SD,Sen-G,Sen-G,NRECA Market Research,223,10/20/1998,500,Tom Daschle,DEM,58,Ron Schmidt,REP,26,,32,11/3/1998,62.14,36.41,25.73,6.27,6.27,1,among registered voters,
63650,117145,1749,1998,1998_Sen-G_WA,WA,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,831,Patty Murray,DEM,54,Linda Smith,REP,41,,13,11/3/1998,58.41,41.59,16.83,3.83,-3.83,1,,
64121,117966,2078,1998,1998_House-G_MT-1,MT-1,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/20/1998,819,Dusty Deschamps,DEM,37,Richard A. Hill,REP,52,,-15,11/3/1998,44.36,53.01,-8.65,6.35,-6.35,1,,
64387,118453,2246,1998,1998_House-G_UT-2,UT-2,House-G,House-G,Valley Research,368,10/20/1998,452,Lily Eskelsen,DEM,42,Merrill Cook,REP,41,,1,11/3/1998,43.46,52.76,-9.3,10.3,10.3,0,,
54186,87721,1433,1998,1998_Gov-G_AL,AL,Gov-G,Gov-G,University of South Alabama,361,10/21/1998,820,Don Siegelman,DEM,46,"Forrest H. 'Fob' James, Jr.",REP,32,,14,11/3/1998,57.68,42.1,15.59,1.59,-1.59,1,,
54335,87871,1449,1998,1998_Gov-G_MI,MI,Gov-G,Gov-G,Mitchell Research & Communications,213,10/21/1998,600,Geoffrey Fieger,DEM,30,John Engler,REP,62,,-32,11/3/1998,37.78,62.2,-24.43,7.57,-7.57,1,,
54413,87949,1460,1998,1998_Gov-G_RI,RI,Gov-G,Gov-G,KRC/Communications Research,160,10/21/1998,400,Myrth York,DEM,45,Lincoln Almond,REP,40,,5,11/3/1998,42.14,50.98,-8.84,13.84,13.84,0,,
26017,31257,1722,1998,1998_Sen-G_CO,CO,Sen-G,Sen-G,Ciruli Associates,51,10/21/1998,400,Dottie Lamm,DEM,30,Ben Nighthorse Campbell,REP,61,,-31,11/3/1998,35.01,62.47,-27.46,3.54,-3.54,1,,
63761,117404,1738,1998,1998_Sen-G_NY,NY,Sen-G,Sen-G,SurveyUSA,325,10/21/1998,500,Charles E. Schumer,DEM,48,Alfonse M. D'Amato,REP,43,,5,11/3/1998,54.62,44.08,10.54,5.54,-5.54,1,,
26283,31524,1738,1998,1998_Sen-G_NY,NY,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/21/1998,701.5,Charles E. Schumer,DEM,39,Alfonse M. D'Amato,REP,43,,-4,11/3/1998,54.62,44.08,10.54,14.54,-14.54,0,average of multiple versions or turnout models listed in poll,
64170,118077,1996,1998,1998_House-G_IN-9,IN-9,House-G,House-G,Public Opinion Strategies,260,10/21/1998,300,Baron P. Hill,DEM,41,Jean Leising,REP,51,,-10,11/3/1998,50.76,47.93,2.83,12.83,-12.83,0,for unspecified Republican spnosor,R
64259,118237,2006,1998,1998_House-G_KS-4,KS-4,House-G,House-G,SurveyUSA,325,10/21/1998,500,Jim Lawing,DEM,40,Todd Tiahrt,REP,56,,-16,11/3/1998,38.56,58.26,-19.7,3.7,3.7,1,,
54187,87722,1433,1998,1998_Gov-G_AL,AL,Gov-G,Gov-G,Southern Opinion Research,311,10/22/1998,500,Don Siegelman,DEM,60,"Forrest H. 'Fob' James, Jr.",REP,35,,25,11/3/1998,57.68,42.1,15.59,9.41,9.41,1,,
54226,87762,1437,1998,1998_Gov-G_CO,CO,Gov-G,Gov-G,Ciruli Associates,51,10/22/1998,500,Gail Schoettler,DEM,41,William F. Owens,REP,47,,-6,11/3/1998,48.43,49.06,-.63,5.37,-5.37,1,,
54235,87771,1438,1998,1998_Gov-G_CT,CT,Gov-G,Gov-G,Forman Center,100,10/22/1998,557,Barbara Kennelly,DEM,43,John Rowland,REP,51,,-8,11/3/1998,35.44,62.9,-27.46,19.46,19.46,1,,
