"","name","total","male_share","female_share","gap"
"85","Torey",4058.588974,0.661885135994064,0.338114864005936,0.323770271988129
"86","Tai",4017.916297,0.597251797104822,0.402748202895178,0.194503594209643
"87","Kalani",4012.316123,0.411020883809857,0.588979116190143,0.177958232380285
"88","Codie",3998.816987,0.608712507202321,0.391287492797679,0.217425014404641
"89","Storm",3960.537446,0.641435752252701,0.358564247747299,0.282871504505401
"90","Jaedyn",3913.076884,0.41443708367474,0.58556291632526,0.171125832650519
"91","Merritt",3843.56067,0.658423283064763,0.341576716935237,0.316846566129526
"92","Allyn",3801.332806,0.570772523672583,0.429227476327417,0.141545047345165
"93","Jourdan",3781.556602,0.427814783241475,0.572185216758525,0.144370433517049
"94","Yuri",3774.699243,0.389429947492111,0.610570052507889,0.221140105015779
"95","Ellery",3738.814883,0.39765859704908,0.60234140295092,0.20468280590184
"96","Oakley",3728.798329,0.64194439435987,0.35805560564013,0.28388878871974
"97","Gentry",3703.829157,0.621410654605957,0.378589345394043,0.242821309211914
"98","Ellison",3651.546836,0.352833543116028,0.647166456883972,0.294332913767945
"99","Arin",3634.974321,0.388598580418967,0.611401419581033,0.222802839162065
"100","Sol",3624.980544,0.551899845176107,0.448100154823893,0.103799690352214
"101","Carrington",3616.3836,0.409038452115533,0.590961547884467,0.181923095768933
"102","Dell",3615.033276,0.650476866592472,0.349523133407528,0.300953733184945
"103","Carlin",3554.951422,0.555793446226169,0.444206553773831,0.111586892452338
"104","Lennie",3533.447279,0.554154371182285,0.445845628817715,0.108308742364569
"105","Dru",3445.961147,0.603141929156522,0.396858070843478,0.206283858313043
"106","Alpha",3406.676728,0.380973771398012,0.619026228601988,0.238052457203976
"107","Kiran",3405.697622,0.526568794133539,0.473431205866461,0.0531375882670773
"108","Tristyn",3336.366181,0.470470253516816,0.529529746483184,0.0590594929663688
"109","Camdyn",3274.913501,0.499923233544971,0.50007676645503,0.000153532910058984
"110","Krishna",3270.049176,0.494240423312827,0.505759576687173,0.0115191533743466
"111","Demetrice",3200.883393,0.474710134496924,0.525289865503076,0.0505797310061523
"112","Berkley",3184.659274,0.350632706649798,0.649367293350202,0.298734586700404
"113","Linden",3155.870202,0.661140940992351,0.338859059007649,0.322281881984701
"114","Mikah",3094.063238,0.603268755814615,0.396731244185385,0.206537511629231
"115","Parris",3064.315071,0.537673923478869,0.462326076521131,0.0753478469577387
"116","Kalin",3021.240034,0.526623695600083,0.473376304399917,0.0532473912001656
"117","Kary",3020.968706,0.40128489599786,0.59871510400214,0.19743020800428
"118","Arie",3014.123001,0.449607679763033,0.550392320236967,0.100784640473934
"119","Aries",2964.756533,0.571238456901648,0.428761543098352,0.142476913803296
"120","Rio",2960.443801,0.586188487149735,0.413811512850265,0.172376974299469
"121","Sutton",2930.892868,0.556696757092112,0.443303242907888,0.113393514184224
"122","Rhyan",2900.188369,0.398704042247678,0.601295957752322,0.202591915504644
"123","Isa",2895.497837,0.466191698281003,0.533808301718997,0.0676166034379945
"124","Arlyn",2893.945006,0.454250770237339,0.545749229762661,0.0914984595253225
"125","Karsen",2872.427405,0.571991118431764,0.428008881568236,0.143982236863528
"126","Seneca",2856.367471,0.514098436881408,0.485901563118592,0.0281968737628157
"127","Callan",2809.37665,0.657736006668953,0.342263993331047,0.315472013337905
"128","Garnett",2797.598866,0.64378895734082,0.35621104265918,0.28757791468164
"129","Micaiah",2749.93498,0.620467564654929,0.379532435345071,0.240935129309857
"130","Christan",2684.978836,0.501137286431855,0.498862713568145,0.00227457286370958
"131","Aris",2549.033763,0.601766360361858,0.398233639638142,0.203532720723715
"132","Tylar",2540.224111,0.576006220342501,0.423993779657499,0.152012440685002
"133","Brighton",2534.958718,0.660835496098994,0.339164503901006,0.321670992197988
"134","Merlyn",2500.628691,0.591927610175532,0.408072389824468,0.183855220351065
"135","Kimani",2492.695778,0.552357813236526,0.447642186763474,0.104715626473051
"136","Salem",2484.362235,0.521194096721568,0.478805903278432,0.0423881934431354
"137","Barrie",2480.799063,0.38156556656197,0.61843443343803,0.236868866876059
"138","Braylin",2476.689792,0.63324898784902,0.36675101215098,0.26649797569804
"139","Charly",2473.36083,0.368508794974326,0.631491205025673,0.262982410051347
"140","Ocean",2470.958543,0.485112113432977,0.514887886567023,0.0297757731340456
"141","Ara",2398.501272,0.37016977408549,0.62983022591451,0.25966045182902
"142","Deane",2395.830649,0.645301029789105,0.354698970210895,0.29060205957821
"143","Andree",2375.252032,0.340060791915155,0.659939208084846,0.319878416169691
"144","Natividad",2343.481904,0.462715137313047,0.537284862686953,0.0745697253739068
"145","Ardell",2327.065702,0.52288286744729,0.47711713255271,0.0457657348945794
"146","Divine",2322.744419,0.436621526976533,0.563378473023467,0.126756946046934
"147","Ocie",2299.24497,0.530291593940075,0.469708406059925,0.06058318788015
"148","Lakota",2298.545252,0.471156131060586,0.528843868939414,0.0576877378788277
"149","Ashtin",2291.99335,0.50554467141015,0.494455328589849,0.011089342820301
"150","Larkin",2267.588897,0.507738103464528,0.492261896535472,0.0154762069290553
"151","Kamdyn",2266.011067,0.523264805396469,0.476735194603531,0.0465296107929379
"152","Waverly",2239.462468,0.477728781029966,0.522271218970034,0.0445424379400673
"153","Claudie",2203.604469,0.494641500475193,0.505358499524807,0.0107169990496148
"154","Lannie",2182.972994,0.602829347690959,0.397170652309041,0.205658695381918
"155","Vernie",2155.660129,0.468198870694982,0.531801129305018,0.0636022586100353
"156","Adair",2154.719944,0.547555244144526,0.452444755855474,0.0951104882890526
"157","Kaidyn",2139.577902,0.57681928189965,0.42318071810035,0.1536385637993
"158","Verdell",2133.742154,0.41847341035378,0.58152658964622,0.16305317929244
"159","Jae",2106.066765,0.547065864742422,0.452934135257578,0.0941317294848438
"160","Aven",2090.059497,0.596139390188853,0.403860609811147,0.192278780377705
"161","Kodie",2069.638392,0.547812556233253,0.452187443766747,0.0956251124665066
"162","Shalom",2060.595874,0.658794369205846,0.341205630794153,0.317588738411693
"163","Daylin",2036.196151,0.576251238086148,0.423748761913852,0.152502476172297
"164","Osiris",1997.239288,0.641802415314794,0.358197584685206,0.283604830629588
"165","Dwan",1990.646038,0.564547632551036,0.435452367448964,0.129095265102072
"166","Lashaun",1977.848391,0.378668867850549,0.621331132149451,0.242662264298902
"167","Ashten",1969.697594,0.459275307923232,0.540724692076768,0.0814493841535353
"168","Dann",1959.445874,0.461800314061648,0.538199685938352,0.0763993718767043
"169","Shai",1950.991705,0.457984994867008,0.542015005132992,0.0840300102659842
"170","Teegan",1945.936273,0.517134095788552,0.482865904211448,0.0342681915771041
"171","Micha",1927.975901,0.454472979950386,0.545527020049614,0.0910540400992284
"172","Tobie",1921.187635,0.354512695476514,0.645487304523486,0.290974609046971
"173","Jaelin",1910.944988,0.570012901909869,0.429987098090131,0.140025803819738
"174","Marlowe",1893.814455,0.483657416164352,0.516342583835648,0.0326851676712965
"175","Kareen",1865.710053,0.375142719992623,0.624857280007378,0.249714560014755
"176","Ryen",1827.655074,0.59188669152569,0.40811330847431,0.18377338305138
"177","Marquette",1795.238032,0.650215760357733,0.349784239642267,0.300431520715466
"178","Joell",1787.318885,0.455033671845301,0.544966328154699,0.0899326563093971
"179","Adel",1776.564727,0.576633384323632,0.423366615676368,0.153266768647265
"180","Golden",1763.136515,0.62353856870805,0.37646143129195,0.247077137416101
"181","An",1746.029349,0.460547889106531,0.539452110893469,0.0789042217869386
"182","Ossie",1740.230779,0.436514538282396,0.563485461717604,0.126970923435207
"183","Stephane",1724.789877,0.370804580620808,0.629195419379192,0.258390838758384
"184","Vinnie",1711.276531,0.366533191823455,0.633466808176545,0.26693361635309
"185","Armoni",1707.359443,0.3946234682816,0.6053765317184,0.210753063436801
"186","Berlin",1675.592169,0.393717979353961,0.606282020646039,0.212564041292079
"187","Thanh",1671.332281,0.621414649143607,0.378585350856393,0.242829298287215
"188","Jimi",1666.012608,0.637415201962265,0.362584798037735,0.27483040392453
"189","Linn",1654.747322,0.548375044295736,0.451624955704264,0.0967500885914713
"190","Marvis",1653.1578,0.492993125641121,0.507006874358878,0.014013748717757
"191","Tam",1647.93815,0.525162795096406,0.474837204903594,0.0503255901928115
"192","Kaylon",1644.939332,0.624760243133392,0.375239756866608,0.249520486266785
"193","Kylin",1642.510785,0.520088092450486,0.479911907549514,0.0401761849009716
"194","Lajuan",1642.21941,0.59958550301144,0.40041449698856,0.19917100602288
"195","Cameran",1611.747981,0.526148908512267,0.473851091487733,0.052297817024534
"196","Shamari",1601.241909,0.420481969785866,0.579518030214134,0.159036060428269
"197","Teddie",1595.122202,0.543811233341482,0.456188766658518,0.0876224666829633
"198","Laramie",1594.631205,0.56437408548016,0.43562591451984,0.128748170960319
"199","Ricci",1585.31257,0.488588592343023,0.511411407656977,0.0228228153139541
"200","Jule",1555.296916,0.357332542283521,0.642667457716479,0.285334915432958
"201","Cedar",1552.70581,0.555718008165372,0.444281991834628,0.111436016330743
"202","Drue",1547.492989,0.569385893999679,0.430614106000321,0.138771787999357
"203","Shade",1544.88143,0.465530749502245,0.534469250497755,0.0689385009955101
"204","Jeryl",1538.032514,0.408293290475913,0.591706709524087,0.183413419048175
"205","Taylen",1535.983379,0.595155411509176,0.404844588490824,0.190310823018353
"206","Devonne",1534.988374,0.412720967618221,0.587279032381779,0.174558064763558
"207","Delane",1525.850038,0.469447342898057,0.530552657101943,0.0611053142038851
"208","Arnell",1518.343435,0.648371135480294,0.351628864519706,0.296742270960588
"209","Earlie",1510.680394,0.617877714377751,0.382122285622249,0.235755428755502
"210","Tenzin",1464.873785,0.559233375181194,0.440766624818806,0.118466750362387
"211","Kendel",1464.373914,0.484885748927647,0.515114251072353,0.0302285021447057
"212","Arlis",1462.083094,0.663250362431179,0.336749637568821,0.326500724862359
"213","Ashby",1459.223405,0.608203218204275,0.391796781795725,0.21640643640855
"214","Shia",1450.051376,0.586154801869586,0.413845198130414,0.172309603739171
"215","Berkeley",1447.964706,0.363027322297178,0.636972677702822,0.273945355405645
"216","Lin",1434.757899,0.403574594991653,0.596425405008347,0.192850810016694
"217","Freedom",1419.588662,0.344338179139388,0.655661820860612,0.311323641721224
"218","Rylin",1405.565656,0.409514091030124,0.590485908969876,0.180971817939752
"219","Aaryn",1391.675478,0.392251380892694,0.607748619107306,0.215497238214612
"220","Mykah",1378.630611,0.382136299452878,0.617863700547122,0.235727401094244
"221","Shaya",1373.047244,0.4979617722462,0.5020382277538,0.00407645550760077
"222","Tanis",1363.088001,0.338578977777973,0.661421022222027,0.322842044444055
"223","Chancey",1357.860017,0.665674378568877,0.334325621431123,0.331348757137754
"224","Jaidan",1353.840217,0.595128969344246,0.404871030655754,0.190257938688492
"225","Jaydyn",1344.56751,0.544079451243025,0.455920548756975,0.0881589024860492
"226","Kaedyn",1342.72329,0.623275211082397,0.376724788917603,0.246550422164793
"227","Talyn",1333.103591,0.481925098197414,0.518074901802586,0.0361498036051723
"228","Le",1323.979515,0.387719884019505,0.612280115980495,0.224560231960991
"229","Hartley",1321.569286,0.497189274115742,0.502810725884258,0.00562145176851514
"230","Avon",1318.747786,0.658928510989743,0.341071489010257,0.317857021979486
"231","Finnley",1313.456526,0.613938087814564,0.386061912185436,0.227876175629128
"232","Schyler",1311.405147,0.555552965204276,0.444447034795724,0.111105930408553
"233","Rennie",1307.957688,0.567809024568385,0.432190975431615,0.13561804913677
"234","Aly",1298.699031,0.370464737799593,0.629535262200407,0.259070524400815
"235","Kaydin",1293.967349,0.6505711412661,0.3494288587339,0.3011422825322
"236","Camari",1292.573614,0.593439201212102,0.406560798787898,0.186878402424204
"237","Clemmie",1288.247856,0.38562834526464,0.61437165473536,0.22874330947072
"238","Payson",1280.568167,0.593972970436958,0.406027029563042,0.187945940873915
"239","Anay",1278.824199,0.422374412700647,0.577625587299353,0.155251174598706
"240","Devine",1270.283725,0.527148692706427,0.472851307293573,0.0542973854128534
"241","Terryl",1263.728601,0.505760224540491,0.494239775459509,0.0115204490809811
"242","Bao",1262.070243,0.548539280471729,0.451460719528271,0.0970785609434578
"243","Tru",1259.054676,0.45310657978129,0.54689342021871,0.0937868404374204
"244","Indiana",1241.572392,0.465717716281178,0.534282283718822,0.0685645674376432
"245","Evyn",1234.89999,0.472842141653916,0.527157858346084,0.0543157166921671
"246","Deniz",1226.69535,0.537619930653524,0.462380069346476,0.0752398613070475
"247","Emari",1223.375248,0.448215075379717,0.551784924620283,0.103569849240566
"248","Davi",1218.88119,0.653500861720575,0.346499138279425,0.30700172344115
"249","True",1201.182194,0.55682238909379,0.44317761090621,0.11364477818758
"250","De",1198.993461,0.513363924008923,0.486636075991077,0.0267278480178467
"251","Samar",1195.441393,0.368225432528586,0.631774567471414,0.263549134942829
"252","Kriston",1194.67094,0.410758676359869,0.589241323640131,0.178482647280263
"253","Lian",1191.954576,0.457722310048835,0.542277689951165,0.0845553799023294
"254","Brittan",1182.231829,0.354616048829117,0.645383951170883,0.290767902341766
"255","Torre",1176.840612,0.665110699799677,0.334889300200323,0.330221399599354
"256","Shawne",1173.510439,0.347904690432839,0.652095309567161,0.304190619134322
"257","Kailen",1172.899859,0.469178862779623,0.530821137220377,0.0616422744407544
"258","Aundra",1172.128503,0.660575205720426,0.339424794279574,0.321150411440852
"259","Halen",1151.043395,0.644029030721296,0.355970969278704,0.288058061442592
"260","Yuki",1144.030879,0.370189214097253,0.629810785902747,0.259621571805493
"261","Marshell",1133.685172,0.465523835924353,0.534476164075647,0.0689523281512938
"262","Rivers",1130.701023,0.665467319560389,0.334532680439611,0.330934639120778
"263","Jaziah",1129.100128,0.524681636560757,0.475318363439243,0.0493632731215136
"264","Amaree",1110.775383,0.561031473633225,0.438968526366775,0.12206294726645
"265","Mycah",1110.674706,0.421804293794731,0.578195706205269,0.156391412410539
"266","Toy",1108.941987,0.419050361017668,0.580949638982332,0.161899277964664
"267","Tien",1107.223237,0.59495865331085,0.40504134668915,0.1899173066217
"268","Adi",1098.595416,0.407274350032424,0.592725649967576,0.185451299935153
"269","Callahan",1097.194313,0.662782657897353,0.337217342102647,0.325565315794706
"270","Jazz",1093.761948,0.589697381756053,0.410302618243947,0.179394763512106
"271","Reign",1090.493726,0.350300590358463,0.649699409641537,0.299398819283074
"272","Burnice",1082.020651,0.485566982954006,0.514433017045994,0.0288660340919871
"273","Jamy",1080.584735,0.334598511610475,0.665401488389525,0.330802976779049
"274","Lavaughn",1073.002013,0.58997524825706,0.41002475174294,0.17995049651412
"275","Adrean",1069.982513,0.627758174399248,0.372241825600752,0.255516348798497
"276","Cache",1066.235232,0.574706461209866,0.425293538790134,0.149412922419731
"277","Britain",1065.194805,0.543633195807785,0.456366804192215,0.0872663916155693
"278","Dalyn",1058.212286,0.665203738713727,0.334796261286273,0.330407477427454
"279","Dondi",1055.754497,0.66148437632466,0.33851562367534,0.32296875264932
"280","Dallis",1055.194322,0.521761342457262,0.478238657542738,0.0435226849145233
"281","Nazareth",1049.117378,0.61229550712866,0.38770449287134,0.22459101425732
"282","Nieves",1043.052359,0.366033357487474,0.633966642512526,0.267933285025052
"283","Jireh",1040.386483,0.482704633524155,0.517295366475845,0.034590732951689
"284","Collen",1039.818143,0.550316190241739,0.449683809758261,0.100632380483478
"285","Onyx",1034.681915,0.619032975946042,0.380967024053958,0.238065951892085
"286","Raynell",1033.123788,0.384776268456225,0.615223731543775,0.23044746308755
"287","Sonnie",1029.946621,0.47424516673083,0.52575483326917,0.0515096665383399
"288","Lyrik",1021.240142,0.376286555136216,0.623713444863784,0.247426889727568
"289","Marice",1011.157308,0.63042430980482,0.36957569019518,0.260848619609641
"290","Lexington",1006.492185,0.391422421228238,0.608577578771762,0.217155157543523
"291","Chi",1000.513531,0.446562031553374,0.553437968446626,0.106875936893251
"292","Eliyah",999.527175,0.364917126940546,0.635082873059454,0.270165746118909
"293","Tonnie",989.239862,0.387829308884037,0.612170691115963,0.224341382231926
"294","Teagen",979.78441,0.519568836577018,0.480431163422982,0.039137673154036
"295","Rudi",970.191498,0.636472652329922,0.363527347670078,0.272945304659844
"296","Kamani",953.566213,0.454033196748761,0.545966803251239,0.0919336065024778
"297","Han",951.241973,0.49264168981324,0.50735831018676,0.0147166203735209
"298","Jerre",950.874985,0.536068605275172,0.463931394724828,0.0721372105503438
"299","Alika",947.321531,0.540187666229662,0.459812333770338,0.0803753324593231
"300","Monta",941.063796,0.453235840984366,0.546764159015634,0.0935283180312677
"301","Jaydn",935.74131,0.614726625673927,0.385273374326073,0.229453251347854
"302","Hadyn",926.30121,0.545493459951326,0.454506540048674,0.0909869199026525
"303","Kem",914.46861,0.641319208321432,0.358680791678568,0.282638416642863
"304","Terrin",910.7775,0.573870853199602,0.426129146800399,0.147741706399203
"305","Wisdom",909.725025,0.464049177937037,0.535950822062964,0.071901644125927
"306","Natale",901.864284,0.601871496221709,0.398128503778291,0.203742992443417
"307","Rossie",892.806341,0.371744194410913,0.628255805589087,0.256511611178174
"308","Lugene",888.284575,0.478761112113199,0.521238887886801,0.0424777757736027
"309","Rebel",884.024521,0.452743715239093,0.547256284760906,0.0945125695218131
"310","Blayke",882.234279,0.627600195525842,0.372399804474158,0.255200391051684
"311","Donyell",872.649431,0.55714454823268,0.44285545176732,0.114289096465359
"312","Myrl",869.491606,0.501832537529983,0.498167462470017,0.00366507505996561
"313","Kaelen",862.728436,0.639216820714601,0.360783179285399,0.278433641429202
"314","Miko",851.474358,0.478814189962958,0.521185810037042,0.0423716200740833
"315","Elza",847.576302,0.646089558789953,0.353910441210047,0.292179117579906
"316","Kriss",835.690001,0.58288637582969,0.41711362417031,0.16577275165938
"317","Shadow",825.52436,0.529790248709317,0.470209751290683,0.0595804974186347
"318","Raylen",818.709884,0.605509775426139,0.394490224573861,0.211019550852277
"319","Ramey",811.497395,0.586068228845023,0.413931771154977,0.172136457690046
"320","Jaryn",806.521407,0.599986038560288,0.400013961439712,0.199972077120577
"321","Laren",804.308316,0.377728512756046,0.622271487243954,0.244542974487908
"322","Leverne",802.818101,0.63489222946656,0.36510777053344,0.26978445893312
"323","Khali",802.633638,0.522740162056353,0.477259837943647,0.0454803241127056
"324","Reiley",800.337736,0.365261811171178,0.634738188828822,0.269476377657644
"325","Jaydee",798.057272,0.430360732305939,0.569639267694061,0.139278535388122
"326","Luan",797.245459,0.47190187633292,0.52809812366708,0.0561962473341601
"327","Reily",796.287263,0.603698037551054,0.396301962448946,0.207396075102108
"328","Caidyn",794.561122,0.569801670965723,0.430198329034277,0.139603341931447
"329","Kaylor",794.271472,0.351044744560585,0.648955255439415,0.29791051087883
"330","Juel",790.093471,0.584268421324545,0.415731578675455,0.16853684264909
"331","Amrit",786.642927,0.574451066029861,0.425548933970139,0.148902132059722
"332","Rayn",784.341578,0.564546435405213,0.435453564594787,0.129092870810426
"333","Arien",782.936684,0.545012006360402,0.454987993639598,0.0900240127208039
"334","Britten",777.750504,0.586064464961118,0.413935535038882,0.172128929922236
"335","Bela",760.563821,0.382293633974998,0.617706366025002,0.235412732050004
"336","Arliss",758.632888,0.409518028962646,0.590481971037354,0.180963942074708
"337","Aziah",758.497597,0.341495204499639,0.658504795500361,0.317009591000721
"338","Lonie",755.868642,0.440114513971331,0.559885486028669,0.119770972057338
"339","Pasha",748.990463,0.355944639044089,0.644055360955911,0.288110721911822
"340","Caylen",748.902375,0.339105841398887,0.660894158601113,0.321788317202225
"341","Talin",745.096319,0.611874273666892,0.388125726333108,0.223748547333784
"342","Shaune",741.347119,0.569316215282952,0.430683784717048,0.138632430565903
"343","Valen",735.983288,0.610908500683238,0.389091499316762,0.221817001366477
"344","Ozie",735.766434,0.487206116554102,0.512793883445898,0.025587766891796
"345","Dung",735.265634,0.617169788735155,0.382830211264845,0.234339577470311
"346","Avry",731.426697,0.496191475493818,0.503808524506182,0.00761704901236332
"347","Zamari",729.95515,0.651475198167997,0.348524801832003,0.302950396335994
"348","Kam",728.774296,0.501174688795555,0.498825311204445,0.00234937759111081
"349","Ronit",726.408001,0.564044362721715,0.435955637278285,0.12808872544343
"350","Kelin",719.439015,0.585042928204276,0.414957071795724,0.170085856408552
"351","Teigan",714.664818,0.423542605395191,0.576457394604809,0.152914789209618
"352","Sun",714.643067,0.395541851663972,0.604458148336028,0.208916296672056
"353","Karlin",713.305261,0.431307416082552,0.568692583917448,0.137385167834897
"354","Lenell",702.26537,0.641857291069329,0.358142708930671,0.283714582138658
"355","Jaleen",700.570415,0.52882441517317,0.47117558482683,0.0576488303463399
"356","Amory",698.662333,0.488430258626809,0.511569741373191,0.0231394827463813
"357","Loghan",692.909696,0.528497108806513,0.471502891193487,0.0569942176130264
"358","Kemani",692.781324,0.468092791716192,0.531907208283808,0.0638144165676152
"359","Aarin",692.676825,0.58784569124281,0.41215430875719,0.17569138248562
"360","Elizah",692.517245,0.509646062315748,0.490353937684252,0.0192921246314957
"361","Maysen",689.180053,0.419162994840769,0.580837005159231,0.161674010318462
"362","Yu",683.489357,0.488130216781122,0.511869783218878,0.0237395664377552
"363","Bergen",682.925024,0.43289007667114,0.56710992332886,0.13421984665772
"364","Jalani",673.616259,0.628366612807664,0.371633387192336,0.256733225615328
"365","Jamille",673.479423,0.365245444180408,0.634754555819592,0.269509111639184
"366","Adama",672.71467,0.398334507853084,0.601665492146916,0.203330984293832
"367","Laray",665.522256,0.507165797923368,0.492834202076632,0.014331595846736
"368","Sully",665.517623,0.578048363717034,0.421951636282966,0.156096727434068
