cycle,branch,race,forecastdate,version,Democrat_WinProbability,Republican_WinProbability,category,Democrat_Won,Republican_Won,uncalled
2018,House,CA-23,11/6/18,classic,.00063999998,.99936002,Safe R,0,1,0
2018,House,CA-24,11/6/18,classic,.98526001,.01474,Solid D,1,0,0
2018,House,CA-25,11/6/18,classic,.63661999,.36338001,Lean D,1,0,0
2018,House,CA-26,11/6/18,classic,.99985999,.00014,Solid D,1,0,0
2018,House,CA-27,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,CA-28,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,CA-29,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,CA-3,11/6/18,classic,.99966002,.00034,Solid D,1,0,0
2018,House,CA-30,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,CA-31,11/6/18,classic,.99886,.0011399999,Solid D,1,0,0
2018,House,CA-32,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,CA-33,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,CA-34,11/6/18,classic,.99993998,.000059999998,Solid D,1,0,0
2018,House,CA-35,11/6/18,classic,.99996001,.000039999999,Solid D,1,0,0
2018,House,CA-36,11/6/18,classic,.99809998,.0019,Solid D,1,0,0
2018,House,CA-37,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,CA-38,11/6/18,classic,.99997997,.000019999999,Solid D,1,0,0
2018,House,CA-39,11/6/18,classic,.58230001,.41769999,Tossup (Tilt D),1,0,0
2018,House,CA-4,11/6/18,classic,.15448,.84552002,Likely R,0,1,0
2018,House,CA-40,11/6/18,classic,.99981999,.00018,Solid D,1,0,0
2018,House,CA-41,11/6/18,classic,.99985999,.00014,Solid D,1,0,0
2018,House,CA-42,11/6/18,classic,.02314,.97685999,Safe R,0,1,0
2018,House,CA-43,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,CA-44,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,CA-45,11/6/18,classic,.63200003,.368,Lean D,1,0,0
2018,House,CA-46,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,CA-47,11/6/18,classic,.99989998,.000099999997,Solid D,1,0,0
2018,House,CA-48,11/6/18,classic,.56573999,.43426001,Tossup (Tilt D),1,0,0
2018,House,CA-49,11/6/18,classic,.95999998,.039999999,Solid D,1,0,0
2018,House,CA-5,11/6/18,classic,.99989998,.000099999997,Solid D,1,0,0
2018,House,CA-50,11/6/18,classic,.22188,.77811998,Likely R,0,1,0
2018,House,CA-51,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,CA-52,11/6/18,classic,.99949998,.00050000002,Solid D,1,0,0
2018,House,CA-53,11/6/18,classic,.99993998,.000059999998,Solid D,1,0,0
2018,House,CA-6,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,CA-7,11/6/18,classic,.99501997,.0049800002,Solid D,1,0,0
2018,House,CA-8,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,CA-9,11/6/18,classic,.99944001,.00056000001,Solid D,1,0,0
2018,House,CO-1,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,CO-2,11/6/18,classic,.99948001,.00052,Solid D,1,0,0
2018,House,CO-3,11/6/18,classic,.19786,.80214,Likely R,0,1,0
2018,House,CO-4,11/6/18,classic,.041639999,.95836002,Safe R,0,1,0
2018,House,CO-5,11/6/18,classic,.022159999,.97784001,Safe R,0,1,0
2018,House,CO-6,11/6/18,classic,.88753998,.11246,Likely D,1,0,0
2018,House,CO-7,11/6/18,classic,.99934,.00066000002,Solid D,1,0,0
2018,House,CT-1,11/6/18,classic,.99989998,.000099999997,Solid D,1,0,0
2018,House,CT-2,11/6/18,classic,.99975997,.00023999999,Solid D,1,0,0
2018,House,CT-3,11/6/18,classic,.99992001,.000079999998,Solid D,1,0,0
2018,House,CT-4,11/6/18,classic,.99981999,.00018,Solid D,1,0,0
2018,House,CT-5,11/6/18,classic,.97482002,.025180001,Solid D,1,0,0
2018,House,DE-1,11/6/18,classic,.99776,.0022400001,Solid D,1,0,0
2018,House,FL-1,11/6/18,classic,.000019999999,.99997997,Safe R,0,1,0
2018,House,FL-10,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,FL-11,11/6/18,classic,.00038000001,.99962002,Safe R,0,1,0
2018,House,FL-12,11/6/18,classic,.0046999999,.99529999,Safe R,0,1,0
2018,House,FL-13,11/6/18,classic,.99849999,.0015,Solid D,1,0,0
2018,House,FL-14,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,FL-15,11/6/18,classic,.42084,.57915998,Tossup (Tilt R),0,1,0
2018,House,FL-16,11/6/18,classic,.14139999,.85860002,Likely R,0,1,0
2018,House,FL-17,11/6/18,classic,.00132,.99868,Safe R,0,1,0
2018,House,FL-18,11/6/18,classic,.0867,.91329998,Likely R,0,1,0
2018,House,FL-19,11/6/18,classic,.0090800002,.99092001,Safe R,0,1,0
2018,House,FL-2,11/6/18,classic,.00022,.99978,Safe R,0,1,0
2018,House,FL-20,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,FL-21,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,FL-22,11/6/18,classic,.99962002,.00038000001,Solid D,1,0,0
2018,House,FL-23,11/6/18,classic,.99974,.00026,Solid D,1,0,0
2018,House,FL-24,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,FL-25,11/6/18,classic,.27827999,.72171998,Lean R,0,1,0
2018,House,FL-26,11/6/18,classic,.55849999,.44150001,Tossup (Tilt D),1,0,0
2018,House,FL-27,11/6/18,classic,.84824002,.15176,Likely D,1,0,0
2018,House,FL-3,11/6/18,classic,.0131,.98689997,Safe R,0,1,0
2018,House,FL-4,11/6/18,classic,.000079999998,.99992001,Safe R,0,1,0
2018,House,FL-5,11/6/18,classic,.99997997,.000019999999,Solid D,1,0,0
2018,House,FL-6,11/6/18,classic,.26653999,.73346001,Lean R,0,1,0
2018,House,FL-7,11/6/18,classic,.94852,.051479999,Likely D,1,0,0
2018,House,FL-8,11/6/18,classic,.0074800001,.99251997,Safe R,0,1,0
2018,House,FL-9,11/6/18,classic,.98531997,.01468,Solid D,1,0,0
2018,House,GA-1,11/6/18,classic,.00144,.99856001,Safe R,0,1,0
2018,House,GA-10,11/6/18,classic,.000039999999,.99996001,Safe R,0,1,0
2018,House,GA-11,11/6/18,classic,.00016,.99984002,Safe R,0,1,0
2018,House,GA-12,11/6/18,classic,.01248,.98751998,Safe R,0,1,0
2018,House,GA-13,11/6/18,classic,.99997997,.000019999999,Solid D,1,0,0
2018,House,GA-14,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,GA-2,11/6/18,classic,.99985999,.00014,Solid D,1,0,0
2018,House,GA-3,11/6/18,classic,.000079999998,.99992001,Safe R,0,1,0
2018,House,GA-4,11/6/18,classic,.99997997,.000019999999,Solid D,1,0,0
2018,House,GA-5,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,GA-6,11/6/18,classic,.49142,.50858003,Tossup (Tilt R),1,0,0
2018,House,GA-7,11/6/18,classic,.16351999,.83648002,Likely R,0,1,0
2018,House,GA-8,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,GA-9,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,HI-1,11/6/18,classic,.99996001,.000039999999,Solid D,1,0,0
2018,House,HI-2,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,IA-1,11/6/18,classic,.95529997,.0447,Solid D,1,0,0
2018,House,IA-2,11/6/18,classic,.98809999,.0119,Solid D,1,0,0
2018,House,IA-3,11/6/18,classic,.70248002,.29752001,Lean D,1,0,0
2018,House,IA-4,11/6/18,classic,.14334001,.85666001,Likely R,0,1,0
2018,House,ID-1,11/6/18,classic,.0059600002,.99404001,Safe R,0,1,0
2018,House,ID-2,11/6/18,classic,.00068,.99931997,Safe R,0,1,0
2018,House,IL-1,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,IL-10,11/6/18,classic,.99981999,.00018,Solid D,1,0,0
2018,House,IL-11,11/6/18,classic,.99988002,.00012,Solid D,1,0,0
2018,House,IL-12,11/6/18,classic,.28222001,.71777999,Lean R,0,1,0
2018,House,IL-13,11/6/18,classic,.28378001,.71622002,Lean R,0,1,0
2018,House,IL-14,11/6/18,classic,.69436002,.30564001,Lean D,1,0,0
2018,House,IL-15,11/6/18,classic,.000079999998,.99992001,Safe R,0,1,0
2018,House,IL-16,11/6/18,classic,.0090800002,.99092001,Safe R,0,1,0
2018,House,IL-17,11/6/18,classic,.99980003,.00019999999,Solid D,1,0,0
2018,House,IL-18,11/6/18,classic,.00012,.99988002,Safe R,0,1,0
2018,House,IL-2,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,IL-3,11/6/18,classic,.99993998,.000059999998,Solid D,1,0,0
2018,House,IL-4,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,IL-5,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,IL-6,11/6/18,classic,.48602,.51397997,Tossup (Tilt R),1,0,0
2018,House,IL-7,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,IL-8,11/6/18,classic,.99988002,.00012,Solid D,1,0,0
2018,House,IL-9,11/6/18,classic,.99997997,.000019999999,Solid D,1,0,0
2018,House,IN-1,11/6/18,classic,.99997997,.000019999999,Solid D,1,0,0
2018,House,IN-2,11/6/18,classic,.039239999,.96076,Safe R,0,1,0
2018,House,IN-3,11/6/18,classic,.0024000001,.99760002,Safe R,0,1,0
2018,House,IN-4,11/6/18,classic,.00134,.99866003,Safe R,0,1,0
2018,House,IN-5,11/6/18,classic,.03616,.96384001,Safe R,0,1,0
2018,House,IN-6,11/6/18,classic,.00046000001,.99953997,Safe R,0,1,0
2018,House,IN-7,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,IN-8,11/6/18,classic,.00324,.99676001,Safe R,0,1,0
2018,House,IN-9,11/6/18,classic,.16684,.83315998,Likely R,0,1,0
2018,House,KS-1,11/6/18,classic,.00126,.99874002,Safe R,0,1,0
2018,House,KS-2,11/6/18,classic,.61754,.38246,Lean D,0,1,0
2018,House,KS-3,11/6/18,classic,.84994,.15006,Likely D,1,0,0
2018,House,KS-4,11/6/18,classic,.00648,.99352002,Safe R,0,1,0
2018,House,KY-1,11/6/18,classic,.000039999999,.99996001,Safe R,0,1,0
2018,House,KY-2,11/6/18,classic,.00066000002,.99934,Safe R,0,1,0
2018,House,KY-3,11/6/18,classic,.99875998,.00124,Solid D,1,0,0
2018,House,KY-4,11/6/18,classic,.00046000001,.99953997,Safe R,0,1,0
2018,House,KY-5,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,KY-6,11/6/18,classic,.45743999,.54255998,Tossup (Tilt R),0,1,0
2018,House,LA-1,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,LA-2,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,LA-3,11/6/18,classic,.00039999999,.99959999,Safe R,0,1,0
2018,House,LA-4,11/6/18,classic,.00057999999,.99941999,Safe R,0,1,0
2018,House,LA-5,11/6/18,classic,.00022,.99978,Safe R,0,1,0
2018,House,LA-6,11/6/18,classic,.000059999998,.99993998,Safe R,0,1,0
2018,House,MA-1,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MA-2,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MA-3,11/6/18,classic,.99958003,.00042,Solid D,1,0,0
2018,House,MA-4,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MA-5,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MA-6,11/6/18,classic,.99996001,.000039999999,Solid D,1,0,0
2018,House,MA-7,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MA-8,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MA-9,11/6/18,classic,.99738002,.0026199999,Solid D,1,0,0
2018,House,MD-1,11/6/18,classic,.0091000004,.99089998,Safe R,0,1,0
2018,House,MD-2,11/6/18,classic,.99993998,.000059999998,Solid D,1,0,0
2018,House,MD-3,11/6/18,classic,.99996001,.000039999999,Solid D,1,0,0
2018,House,MD-4,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MD-5,11/6/18,classic,.99997997,.000019999999,Solid D,1,0,0
2018,House,MD-6,11/6/18,classic,.99419999,.0057999999,Solid D,1,0,0
2018,House,MD-7,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MD-8,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,ME-1,11/6/18,classic,.99944001,.00056000001,Solid D,1,0,0
2018,House,ME-2,11/6/18,classic,.63422,.36578,Lean D,1,0,0
2018,House,MI-1,11/6/18,classic,.075300001,.92470002,Likely R,0,1,0
2018,House,MI-10,11/6/18,classic,.00106,.99893999,Safe R,0,1,0
2018,House,MI-11,11/6/18,classic,.79229999,.2077,Likely D,1,0,0
2018,House,MI-12,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MI-13,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MI-14,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MI-2,11/6/18,classic,.06168,.93831998,Likely R,0,1,0
2018,House,MI-3,11/6/18,classic,.019200001,.98079997,Safe R,0,1,0
2018,House,MI-4,11/6/18,classic,.0017199999,.99827999,Safe R,0,1,0
2018,House,MI-5,11/6/18,classic,.99975997,.00023999999,Solid D,1,0,0
2018,House,MI-6,11/6/18,classic,.22482,.77517998,Likely R,0,1,0
2018,House,MI-7,11/6/18,classic,.41494,.58506,Tossup (Tilt R),0,1,0
2018,House,MI-8,11/6/18,classic,.66898,.33102,Lean D,1,0,0
2018,House,MI-9,11/6/18,classic,.99643999,.0035600001,Solid D,1,0,0
2018,House,MN-1,11/6/18,classic,.55831999,.44168001,Tossup (Tilt D),0,1,0
2018,House,MN-2,11/6/18,classic,.86404002,.13596,Likely D,1,0,0
2018,House,MN-3,11/6/18,classic,.84921998,.15075999,Likely D,1,0,0
2018,House,MN-4,11/6/18,classic,.99996001,.000039999999,Solid D,1,0,0
2018,House,MN-5,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MN-6,11/6/18,classic,.00104,.99896002,Safe R,0,1,0
2018,House,MN-7,11/6/18,classic,.93393999,.066059999,Likely D,1,0,0
2018,House,MN-8,11/6/18,classic,.19322,.80677998,Likely R,0,1,0
2018,House,MO-1,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MO-2,11/6/18,classic,.16237999,.83762002,Likely R,0,1,0
2018,House,MO-3,11/6/18,classic,.000019999999,.99997997,Safe R,0,1,0
2018,House,MO-4,11/6/18,classic,.00046000001,.99953997,Safe R,0,1,0
2018,House,MO-5,11/6/18,classic,.99927998,.00072000001,Solid D,1,0,0
2018,House,MO-6,11/6/18,classic,.00023999999,.99975997,Safe R,0,1,0
2018,House,MO-7,11/6/18,classic,.000019999999,.99997997,Safe R,0,1,0
2018,House,MO-8,11/6/18,classic,.000039999999,.99996001,Safe R,0,1,0
2018,House,MS-1,11/6/18,classic,.00060000003,.99940002,Safe R,0,1,0
2018,House,MS-2,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,MS-3,11/6/18,classic,.0035999999,.9964,Safe R,0,1,0
2018,House,MS-4,11/6/18,classic,.0048600002,.99514002,Safe R,0,1,0
2018,House,MT-1,11/6/18,classic,.24448,.75551999,Likely R,0,1,0
2018,House,NC-1,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NC-10,11/6/18,classic,.00202,.99798,Safe R,0,1,0
2018,House,NC-11,11/6/18,classic,.00284,.99716002,Safe R,0,1,0
2018,House,NC-12,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NC-13,11/6/18,classic,.38688001,.61312002,Lean R,0,1,0
2018,House,NC-2,11/6/18,classic,.15254,.84745997,Likely R,0,1,0
2018,House,NC-3,11/6/18,classic,0,1,Safe R,0,1,0
2018,House,NC-4,11/6/18,classic,.99997997,.000019999999,Solid D,1,0,0
2018,House,NC-5,11/6/18,classic,.03822,.96178001,Safe R,0,1,0
2018,House,NC-6,11/6/18,classic,.13410001,.86589998,Likely R,0,1,0
2018,House,NC-7,11/6/18,classic,.18684,.81316,Likely R,0,1,0
2018,House,NC-8,11/6/18,classic,.12352,.87647998,Likely R,0,1,0
2018,House,NC-9,11/6/18,classic,.47608,.52392,Tossup (Tilt R),0,1,1
2018,House,ND-1,11/6/18,classic,.00154,.99845999,Safe R,0,1,0
2018,House,NE-1,11/6/18,classic,.0024999999,.9975,Safe R,0,1,0
2018,House,NE-2,11/6/18,classic,.41944,.58056003,Tossup (Tilt R),0,1,0
2018,House,NE-3,11/6/18,classic,.000039999999,.99996001,Safe R,0,1,0
2018,House,NH-1,11/6/18,classic,.89209998,.1079,Likely D,1,0,0
2018,House,NH-2,11/6/18,classic,.99633998,.0036599999,Solid D,1,0,0
2018,House,NJ-1,11/6/18,classic,.99996001,.000039999999,Solid D,1,0,0
2018,House,NJ-10,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NJ-11,11/6/18,classic,.85364002,.14636,Likely D,1,0,0
2018,House,NJ-12,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NJ-2,11/6/18,classic,.97994,.020059999,Solid D,1,0,0
2018,House,NJ-3,11/6/18,classic,.54856002,.45144001,Tossup (Tilt D),1,0,0
2018,House,NJ-4,11/6/18,classic,.069239996,.93076003,Likely R,0,1,0
2018,House,NJ-5,11/6/18,classic,.98563999,.01436,Solid D,1,0,0
2018,House,NJ-6,11/6/18,classic,.99989998,.000099999997,Solid D,1,0,0
2018,House,NJ-7,11/6/18,classic,.78252,.21748,Likely D,1,0,0
2018,House,NJ-8,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NJ-9,11/6/18,classic,.99996001,.000039999999,Solid D,1,0,0
2018,House,NM-1,11/6/18,classic,.98005998,.01994,Solid D,1,0,0
2018,House,NM-2,11/6/18,classic,.44413999,.55585998,Tossup (Tilt R),1,0,0
2018,House,NM-3,11/6/18,classic,.99958003,.00042,Solid D,1,0,0
2018,House,NV-1,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NV-2,11/6/18,classic,.00242,.99757999,Safe R,0,1,0
2018,House,NV-3,11/6/18,classic,.88396001,.11604,Likely D,1,0,0
2018,House,NV-4,11/6/18,classic,.87716001,.12284,Likely D,1,0,0
2018,House,NY-1,11/6/18,classic,.065459996,.93453997,Likely R,0,1,0
2018,House,NY-10,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NY-11,11/6/18,classic,.23656,.76344001,Likely R,1,0,0
2018,House,NY-12,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NY-13,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NY-14,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NY-15,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NY-16,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NY-17,11/6/18,classic,.99993998,.000059999998,Solid D,1,0,0
2018,House,NY-18,11/6/18,classic,.99147999,.0085199997,Solid D,1,0,0
2018,House,NY-19,11/6/18,classic,.61166,.38834,Lean D,1,0,0
2018,House,NY-2,11/6/18,classic,.27732,.72267997,Lean R,0,1,0
2018,House,NY-20,11/6/18,classic,.99989998,.000099999997,Solid D,1,0,0
2018,House,NY-21,11/6/18,classic,.10676,.89323997,Likely R,0,1,0
2018,House,NY-22,11/6/18,classic,.5223,.4777,Tossup (Tilt D),1,0,0
2018,House,NY-23,11/6/18,classic,.16708,.83292001,Likely R,0,1,0
2018,House,NY-24,11/6/18,classic,.17966001,.82033998,Likely R,0,1,0
2018,House,NY-25,11/6/18,classic,.99044001,.0095600002,Solid D,1,0,0
2018,House,NY-26,11/6/18,classic,.99996001,.000039999999,Solid D,1,0,0
2018,House,NY-27,11/6/18,classic,.24327999,.75672001,Likely R,0,1,0
2018,House,NY-3,11/6/18,classic,.99636,.00364,Solid D,1,0,0
2018,House,NY-4,11/6/18,classic,.99949998,.00050000002,Solid D,1,0,0
2018,House,NY-5,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NY-6,11/6/18,classic,.99997997,.000019999999,Solid D,1,0,0
2018,House,NY-7,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NY-8,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,NY-9,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,OH-1,11/6/18,classic,.19038001,.80962002,Likely R,0,1,0
2018,House,OH-10,11/6/18,classic,.1034,.89660001,Likely R,0,1,0
2018,House,OH-11,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,OH-12,11/6/18,classic,.34705999,.65293998,Lean R,0,1,0
2018,House,OH-13,11/6/18,classic,.99988002,.00012,Solid D,1,0,0
2018,House,OH-14,11/6/18,classic,.15626,.84373999,Likely R,0,1,0
2018,House,OH-15,11/6/18,classic,.020679999,.97931999,Safe R,0,1,0
2018,House,OH-16,11/6/18,classic,.085179999,.91482002,Likely R,0,1,0
2018,House,OH-2,11/6/18,classic,.02272,.97728002,Safe R,0,1,0
2018,House,OH-3,11/6/18,classic,1,0,Solid D,1,0,0
2018,House,OH-4,11/6/18,classic,.0099799996,.99001998,Safe R,0,1,0
2018,House,OH-5,11/6/18,classic,.00144,.99856001,Safe R,0,1,0
2018,House,OH-6,11/6/18,classic,.00014,.99985999,Safe R,0,1,0
2018,House,OH-7,11/6/18,classic,.037900001,.96210003,Safe R,0,1,0
2018,House,OH-8,11/6/18,classic,.00016,.99984002,Safe R,0,1,0
2018,House,OH-9,11/6/18,classic,.99996001,.000039999999,Solid D,1,0,0
2018,House,OK-1,11/6/18,classic,.0017,.99830002,Safe R,0,1,0
2018,House,OK-2,11/6/18,classic,.00178,.99822003,Safe R,0,1,0
2018,House,OK-3,11/6/18,classic,.000019999999,.99997997,Safe R,0,1,0
