Characteristic,Food,slope,pvalue
diabetes,GROUP_SUGARYBEVG_TOTAL_KCAL,0.014196393560841,0.0189067493419859
quit_smoking,PSVEGOTH,1.07876875882268,0.0191467128947832
left_hand,GREENSALADQUAN,-1.88680388276654,0.0192221202013912
atheist,OTHERNUTSFREQ,-0.279658217858969,0.0195701938584264
Dems,VIGMINS,-0.0206567182142106,0.0196765110615561
dog,OTHERFISHQUAN,1.33125956704354,0.0197026580092196
quit_smoking,V_OTHER,1.10725996899886,0.0197046956667091
quit_smoking,GROUP_WHOLE_GRAIN_CRACKERS_LOW_FAT_TOTAL_GRAMS,1.77972548917178,0.0199056970479289
ever_smoked,YOGURTFREQ,-0.308403359930514,0.0199753701998609
never_smoked,YOGURTFREQ,0.308403359930514,0.0199753701998611
mathReading,PAC_1,-0.0300831186423377,0.0200770257706967
mathReading,MN,-0.460078896379708,0.0204412653610135
mathReading,SPORTSDRINKSQUAN,1.25596583300856,0.0205842957307688
yesCrash,DONUTSQUAN,2.08322209787679,0.0206412855923572
dog,BISCUITQUAN,0.780206252441942,0.0207202310359142
cancer,GROUP_PEANUTS_OTHER_NUTS_SEEDS_TOTAL_GRAMS,0.0873221380716325,0.0207439423532076
ever_smoked,YOGURTKIND,-1.09736457165978,0.0207795480881419
never_smoked,YOGURTKIND,1.09736457165978,0.0207795480881419
readingMath,SUP_VK,0.078778834326682,0.0212397002198952
ever_smoked,COFFEEQUAN,0.652716764984343,0.0212637950398499
never_smoked,COFFEEQUAN,-0.652716764984342,0.02126379503985
unfavCable,BERRIESFREQ,0.364574505147932,0.0213560249386379
currently_smoke,GROUP_COFFEE_CAFFEINE_TOTAL_GRAMS,0.00343912477090844,0.0215797637094254
Dems,SLOWWALKFREQ,0.465710013236419,0.0217839777620089
readingMath,LIGHTHOUSETIME,1.179280564268,0.0217984254244564
mathReading,QUERCE,-0.0894067927673981,0.022119753775519
never_smoked,GROUP_COFFEE_CAFFEINE_TOTAL_GRAMS,-0.00214662081007161,0.0222822829476963
ever_smoked,GROUP_COFFEE_CAFFEINE_TOTAL_GRAMS,0.00214662081007161,0.0222822829476964
smoke_often,F18D2CLA,15.4782518630177,0.0223816161839699
currently_smoke,TOMATOJUICEQUAN,1.45446366703986,0.0224416321116376
diabetes,GROUP_A_SUGBEV_TOTAL_GRAMS,0.0034167252508362,0.022481340333199
mathReading,SWEETPOTATOESFREQ,-0.400071113754336,0.0225273536218834
dog,TORTILLASTYPE,0.665260744025483,0.0227457648090491
smoke_often,F18D1TN7,53.7814379644328,0.0228246031317069
atheist,ANTIOXIDANTCOMBOAMOUNT,-1.44604833986077,0.0228377073658333
unfavCable,OTHERBREADSTYPE,0.724731287501386,0.0229266484391221
belly,REFRIEDBEANSQUAN,-1.90042008076074,0.0230811796816431
left_hand,PASTRIESQUAN,1.58257770626941,0.0234541338061588
neutralCable,SLOWWALKFREQ,-0.399140393820566,0.0235171040148261
atheist,ICEDTEAFREQ,-0.339756195815322,0.0236526698972925
smoke_often,VARIETYMEATQUAN,-3.93182561921945,0.0236529627882779
smoke_often,CORNFLAKESTYPE,3.93182561921939,0.0236529627882804
smoke_often,WHITE,-3.93182561921936,0.0236529627882825
heart_disease,EGGROLLQUAN,0.774558937443833,0.0236948631132143
mathReading,PAC_2,-0.0420649181989412,0.023761913751316
smoke_often,GROUP_HOT_DOG_BEEF_OR_PORK_TOTAL_GRAMS,0.248006077453545,0.0238360970193347
dog,LEMONADEQUAN,1.9264503505511,0.0239469052514236
rash,COFFEEDRINKSQUAN,1.26202329583049,0.0239831588920091
mathReading,T_FLAVONOLS,-0.048675028333584,0.024147964013215
smoke_often,BAGELQUAN,2.88505451559448,0.0243621597557747
cat,OTHERFRUITJUICESQUAN,-1.02081961295776,0.0244848138414065
quit_smoking,SUP_FOL,0.00262178435484107,0.0245751639383294
cancer,GROUP_CARROTS_CARROT_MIXES_TOTAL_GRAMS,0.0796716394504321,0.0247498861754898
heart_disease,ICEDTEAFREQ,0.334649741417173,0.024753879553682
left_hand,TUNAQUAN,-1.76624073041844,0.0248512796090387
atheist,VITAMINB6AMOUNT,-1.38437268211709,0.0248638425807131
currently_smoke,COFFEEQUAN,0.976489989017689,0.02490238363803
dog,EPICATEGC3G,0.0146364917834728,0.025341859422197
never_smoked,GROUP_OYSTERS_TOTAL_GRAMS,-0.813948949260644,0.0253721137030832
ever_smoked,GROUP_OYSTERS_TOTAL_GRAMS,0.813948949260644,0.0253721137030833
quit_smoking,GROUP_SANDWICH_BUNS_MIX_TOTAL_GRAMS,0.364608056484242,0.0254911014962622
never_smoked,COFFEEFREQ,-0.24660409899991,0.0255016807973586
ever_smoked,COFFEEFREQ,0.246604098999909,0.0255016807973588
ever_smoked,PSVEGOTH,0.973692781248358,0.025506311558251
never_smoked,PSVEGOTH,-0.973692781248358,0.025506311558251
Jewish,GROUP_YOGURT_PLAIN_FULL_FAT_TOTAL_GRAMS,0.0256608456020965,0.0255226932322372
atheist,VITAMINCYEARS,-0.85505085645863,0.0258920824026331
favCable,BEANSFREQ,-0.514396910635324,0.0259312103177084
uhCrash,LEMONADETYPE,-0.84427745932034,0.026023104621512
rash,BUTTERFREQ,-0.403270758858848,0.0260249899229769
dog,SLOWWALKFREQ,0.438697043684842,0.0261125615581728
quit_smoking,GROUP_COTTAGE_CHEESE_RICOTTA_TOTAL_GRAMS,0.148587763352046,0.0262579451352861
Dems,VITAMINCQUAN,0.354923915005383,0.0262773520087652
neutralCable,ROASTCHICKENFREQ,0.374909932182253,0.0264086648371358
yesCrash,BOTHKINDSCOFFEETYPE,2.91235063928821,0.0264490634289679
dog,OTHERFISHFREQ,0.469404104351515,0.0264647207898767
left_hand,OTHERFRESHFRUITQUAN,-2.44003080344331,0.0265111561222962
dog,GALCATEGC,0.213302919637821,0.0265181853675695
yesCrash,COLDCEREALQUAN,1.78697475124809,0.026579873998247
currently_smoke,APPLESFREQ,-0.63274043366195,0.0268809425698223
rash,SALADDRESSINGSTYPE,-0.517552592204041,0.0269085206819889
noCrash,GROUP_HI_C_CRANBERRY_JUICE_TANG_TOTAL_GRAMS,0.251551566063835,0.0270122581325709
smoke_often,LATINO,-2.62545661406821,0.0272818601353135
currently_smoke,COOKIESFREQ,-1.25716403045718,0.0272865700922368
currently_smoke,SUCS,-0.170354652465327,0.0275371619910468
Jewish,V_REDOR_TOMATO,4.58087024727274,0.0278263782653772
yesCrash,OTHERNOODLESFREQ,0.7097705805733,0.027947980596936
smoke_rarely,COOKIESTYPE,-1.09284882639512,0.0280751064506047
heart_disease,COOKINGFATCANOLA,1.92529086184863,0.0281630396361094
dog,EPICATECG3,0.0351432829120124,0.0283920081175099
currently_smoke,PCTALCH,0.106658920428209,0.0285370509315569
dog,PF_SEAFD_LOW,2.79042777656945,0.0285604724268559
unfavCable,EGGROLLQUAN,0.745795029156628,0.0286325281660825
noCrash,HICFREQ,1.31637385852889,0.0287102521752251
yesCrash,GROUP_COFFEE_BOTH_KINDS_TOTAL_GRAMS,0.00564518601091206,0.0287535244997123
dog,COUMESTROL,8.65333266066803,0.0289678430947985
uhCrash,BUTTERQUAN,-0.944360411262585,0.0290592661686512
favCable,WINEFREQ,-0.389019242766536,0.0291482233865603
smoke_often,SALADDRESSINGSQUAN,1.82624603387017,0.0291532430857608
currently_smoke,SUP_OM_3,0.00698701091023701,0.0292267162265222
unfavCable,HAMBURGERQUAN,1.40957293382203,0.0292794326023698
Jewish,GROUP_COOK_FAT_CANOLA_SAFFLOWER_OILS_TOTAL_GRAMS,0.283695500307971,0.0293321557444387
dog,EPICATEGC,0.0235955244301872,0.0294371435885736
yesCrash,MARGARINEQUAN,1.29381570441303,0.0294777025546595
favCable,CHOLNFR,-0.0403463805328545,0.0295200111983731
right_hand,MAYOQUAN,2.58894087373074,0.0295666015473792
smoke_rarely,ENERGYDRINKSTYPE,1.56048972761085,0.0296173436913806
left_hand,BEEFPORKDISHQUAN,-1.82838987785469,0.0296305452666605
smoke_often,GROUP_ICE_TEA_HOME_NO_SUGAR_TOTAL_GRAMS,0.0127918205305074,0.0296719046513795
currently_smoke,GROUP_ALCOHOLICBEVERAGES_TOTAL_KCAL,0.00506238692013943,0.0298823692911483
diabetes,GROUP_SUGARYBEVG_TOTAL_FREQUENCY,2.53102150539655,0.0299343044555418
diabetes,AA_BEV,-0.849536703854026,0.0299640694994399
currently_smoke,A_BEV_KC,0.00505281647502078,0.030084007455187
readingMath,OTHERNOODLESFREQ,0.523360867763563,0.0302279822561809
smoke_rarely,F24D1C,186.34602060134,0.0302439656002155
right_hand,OTHERCHICKENDISHQUAN,2.56693633152734,0.0303419147108482
never_smoked,V_OTHER,-0.971415633084239,0.0303656479296398
ever_smoked,V_OTHER,0.971415633084238,0.0303656479296399
dog,LACS,-0.110370506077001,0.0303705980783242
dog,ICEDTEATYPE,0.435517885390304,0.0303781221260328
readingMath,ONEADAYAMOUNT,0.196127284826445,0.0305085373934707
favCable,EGGSFREQ,-0.462594961980362,0.030553210382387
favCable,DT_VITB6,-1.35526054344903,0.0306416521940463
noCrash,HICQUAN,2.43078924825026,0.0306544401216752
favCable,FOL_DFE,-0.00460515309967352,0.0308785774404861
right_hand,PUMPKINPIEQUAN,-2.41236569716339,0.0309413625556386
smoke_often,GROUP_CORN_BREAD_HUSH_PUPPIES_TOTAL_GRAMS,0.423311353120099,0.0310244525483344
mathReading,CATECHIN,-0.0983809747843437,0.0310344984294
atheist,SUP_VITD,-0.0257696879848995,0.0311457575604756
left_hand,CAKESQUAN,1.08830766560763,0.0313147822785633
cat,GROUP_CANNED_FRUIT_APPLESAUCE_WITH_CANNED_CITRUS_TOTAL_GRAMS,-0.95668102274024,0.0313664288595658
right_hand,MILKONCEREALFREQ,-0.557801142470871,0.0314971036376789
readingMath,SALMONFREQ,0.431135175292387,0.0315122545564678
belly,KAEMF,-0.142270054498373,0.0315688926798887
favCable,DT_TFOL,-0.00595391087148092,0.031570927332446
Jewish,V_REDOR_TOTAL,2.80152969287649,0.0316682008474597
Jewish,PSVEGORN,2.80152969287649,0.0316682008474597
cancer,CORNCHIPSFREQ,-0.418358815073754,0.0316909216392681
ever_smoked,F18D2TT,50.3208152247128,0.0320634216285842
never_smoked,F18D2TT,-50.3208152247128,0.0320634216285843
currently_smoke,ENERGYDRINKSTYPE,1.1793499651229,0.0321635519329881
Jewish,GROUP_TORTILLA_MIX_TOTAL_GRAMS,0.204446100947989,0.0321965535774177
ever_smoked,PROTEINBARSFREQ,-0.358957580166086,0.0323135293273354
never_smoked,PROTEINBARSFREQ,0.358957580166086,0.0323135293273356
currently_smoke,GROUP_ALCOHOLICBEVERAGES_TOTAL_GRAMS,0.00231328501940434,0.032319433184844
diabetes,GROUP_ALCOHOLICBEVERAGES_TOTAL_FREQUENCY,-2.05361278081959,0.0323463336641047
mathReading,T_FLAVONES,-1.08843219867119,0.0323537748557158
mathReading,SALMONFREQ,-0.437056623155149,0.0324499620676876
ever_smoked,COOKEDGREENSQUAN,0.903514725772566,0.032544155921297
never_smoked,COOKEDGREENSQUAN,-0.903514725772566,0.0325441559212971
currently_smoke,A_DRINKS,0.705313018353958,0.0326239932013566
rash,CARROTSFREQ,-0.546897036757966,0.0326912237109141
uhCrash,LEMONADEFREQ,-0.890243128032829,0.03274631315691
currently_smoke,DT_ALCO,0.050575986753567,0.0328558716832941
cat,TUNAFREQ,0.598540899092071,0.0330334906677398
dog,THEARBIGN,0.00365607350818984,0.0330398752079859
rash,HOTDOGFREQ,0.5734814294987,0.0330422049030098
heart_disease,GROUP_SOLID_COUNT,0.0541767072351347,0.0330666574012873
mathReading,VEGETABLESOUPFREQ,-0.569525580152689,0.0332776650366134
diabetes,DT_ALCO,-0.0653593948802396,0.0334554692666316
currently_smoke,GROUP_STEAK_ROAST_FAT_ON_TOTAL_GRAMS,0.0570289729139208,0.0334854767866949
atheist,SUP_ZINC,-0.0732898691425733,0.0334915907658809
Dems,GROUP_FRIED_FISH_FISH_STICKS_SANDWICH_BREADED_FILLETS_TOTAL_GRAMS,-0.329421520057222,0.0336721178885447
diabetes,A_DRINKS,-0.909045878257527,0.0336911437198874
quit_smoking,OYSTERSFREQ,1.14489028077396,0.0338148398324031
atheist,FOLICACIDAMOUNT,-1.35934494115817,0.0338163952052457
cat,BACONSAUSAGEFREQ,0.353772971541956,0.0338283461178411
dog,DONUTSQUAN,1.29240093188712,0.0339892060284952
Jewish,GROUP_OATMEAL_SQUARES_OAT_BRAN_TOTAL_GRAMS,1.66653987999316,0.0341121494655809
dog,T_FLAVAN3OLS,0.00210814048318552,0.0342233461892086
belly,PEANUTBUTTERQUAN,1.73139073955217,0.034364633532488
smoke_often,BISCUITFREQ,0.731985850643433,0.0344735046929754
ever_smoked,FRUITSFREQ,-0.289324273221326,0.0344848003934939
never_smoked,FRUITSFREQ,0.289324273221326,0.034484800393494
Dems,SALMONQUAN,-1.33735832620292,0.0346778535944941
Jewish,GROUP_WALNUTS_FLAX_SEEDS_TOTAL_GRAMS,0.248527417679188,0.0347397665777058
diabetes,SHELLFISHFREQ,0.645923008951735,0.0347527048151762
cancer,BROCCOLIQUAN,0.884908045790163,0.0350503089212351
smoke_rarely,POPSICLESFREQ,1.62862487395349,0.035219725852285
atheist,VITAMINCAMOUNT,-0.242616887852624,0.035280924556108
smoke_often,GROUP_CARROTS_CARROT_MIXES_TOTAL_GRAMS,0.047319305765819,0.0352876120558104
unfavCable,FLD,0.000597478091997784,0.0354358667880652
mathReading,EPICATEGC3G,-0.0178354443454872,0.0356078644158991
dog,OTHERCRACKERSQUAN,0.888467414968203,0.0357956818358184
atheist,CARROTSQUAN,-1.11572151893045,0.0357992549931307
unfavCable,GALCATEGC,0.195110993975147,0.0358925318694778
neutralCable,GROUP_OTHER_PIE_OR_COBBLER_TOTAL_GRAMS,0.400183148633431,0.036005689356154
mathReading,T_FLAVONOIDS,-0.00258445993413765,0.0360599739633878
unfavCable,EPICATEGC3G,0.0132920192531331,0.0361451097645379
smoke_often,GROUP_CORN_FLAKES_CORN_PUFFS_TOTAL_GRAMS,8.07920554273528,0.0362708884864328
readingMath,SUP_SE,0.0254851916930428,0.0362819920279328
unfavCable,EPICATEGC,0.0221083717667642,0.0363464862808341
quit_smoking,T_FLAVONES,0.957504595492858,0.0364148775819397
never_smoked,CREAMCHEESEQUAN,-0.860844075702526,0.0366543458797305
ever_smoked,CREAMCHEESEQUAN,0.860844075702525,0.0366543458797306
atheist,ORANGEJUICETYPE,-0.5488180752048,0.0368192224677524
heart_disease,PEANUTBUTTERFREQ,-0.282936742741038,0.0369043308515968
smoke_often,OTHERFRESHFRUITQUAN,-3.43553678155193,0.0369845662991273
currently_smoke,SODAQUAN,1.04353609270527,0.0371827791738836
mathReading,LUTEOL,-1.36901170849783,0.0372709519817976
dog,THEAFLV33D,0.171214010554471,0.0373057470045825
dog,THEAFLV3G,0.238015024914735,0.0373324378057768
favCable,ASH,-0.152308106546831,0.037345195505067
smoke_often,ENERGYDRINKSQUAN,2.3982706962719,0.0373630200409252
dog,THEAFLAVIN,0.188758482975793,0.0374333362949699
quit_smoking,COTTAGECHEESEFREQ,0.597795931650233,0.037524654755082
Jewish,GROUP_CANNED_FRUIT_APPLESAUCE_WITH_CANNED_CITRUS_TOTAL_GRAMS,0.591853334545048,0.0375626863473845
currently_smoke,YOGURTFREQ,-0.639299527511099,0.0375837607080991
unfavCable,EPICATECG3,0.0323437932586217,0.0376799207942278
atheist,VITAMINCQUAN,0.355062920026178,0.0379458883937811
left_hand,PEANUTBUTTERQUAN,-1.40304615287117,0.0380324713849568
readingMath,SUP_VITA,0.000718817956609935,0.0381214443569199
dog,THEAFLV3PG,0.199057036753435,0.0382168262979859
quit_smoking,COCKTAILSQUAN,-1.6744942605888,0.0382876527211488
right_hand,CAKESQUAN,-1.2261627798167,0.0383445889198242
smoke_rarely,GROUP_TORTILLAS_CORN_TOTAL_GRAMS,0.615788581170425,0.0383466998313068
mathReading,GRITSFREQ,-0.949510712716259,0.0383694417054479
favCable,PANTAC,-0.396227400237121,0.0384897662341635
quit_smoking,VITAMINCAMOUNT,0.228927236806679,0.038660948262537
cancer,DT_ACARO,0.00162092361459379,0.0386702486539489
noCrash,PUDDINGFREQ,0.830242959940898,0.0390001648611222
mathReading,HOTTEAFREQ,-0.203152617725654,0.0390160664890816
neutralCable,SALTFREQ,0.219238201143201,0.0390260534389824
unfavCable,CORNQUAN,-1.23714853267954,0.0390629435163368
left_hand,GI,0.387719519157036,0.0391100102966492
never_smoked,GROUP_WHOLE_GRAIN_CRACKERS_LOW_FAT_TOTAL_GRAMS,-1.60189842787054,0.0394662348015874
ever_smoked,GROUP_WHOLE_GRAIN_CRACKERS_LOW_FAT_TOTAL_GRAMS,1.60189842787054,0.0394662348015875
neutralCable,EGGSFREQ,0.314659222568886,0.0394938350240408
smoke_often,LEMONADEFREQ,1.00698101744391,0.0394943634948865
uhCrash,BEANSFREQ,0.361782196372974,0.0395166382772595
readingMath,OTHERCHIPSFREQ,-0.533311184018497,0.0395857231971092
uhCrash,COLDCEREALFREQ,-0.226843692581841,0.0396724247715789
mathReading,OTHERNOODLESTYPE,-0.560855615378699,0.0398026359668637
right_hand,GROUP_CHOCOLATE_MILK_COCOA_HOT_CHOCOLATE_TOTAL_GRAMS,-0.0174886340908804,0.0398207335138447
smoke_rarely,GROUP_ICE_TEA_BOTTLE_NO_SUGAR_TOTAL_GRAMS,0.0316782187080295,0.0398782274798548
Dems,TUNAQUAN,-1.22245581122945,0.0398868120935927
rash,TORTILLASFREQ,-0.552642708209224,0.0398974778545321
mathReading,FLD,-0.000688311394350083,0.0401189996859166
rash,GROUP_SOLID_COUNT,-0.0518836594754592,0.0402058727101196
unfavCable,T_FLAVONOIDS,0.0018005191157125,0.0402257462247226
ever_smoked,PF_MEAT,0.749288887882953,0.0403343511460484
never_smoked,PF_MEAT,-0.749288887882953,0.0403343511460485
readingMath,ORANGEJUICETYPE,0.556192157211967,0.0403696573456959
mathReading,REFRIEDBEANSFREQ,-0.342662704129005,0.0404480840591054
right_hand,COLDCEREALFREQ,-0.514357004493452,0.0404706696421309
currently_smoke,GROUP_BEER_REGULAR_TOTAL_GRAMS,0.00224336768306585,0.04063511953894
uhCrash,GROUP_SALAD_DRESSING_REGULAR_TOTAL_GRAMS,-0.166346604696852,0.0406423078982722
smoke_often,GROUP_LIQUOR_COCKTAILS_TOTAL_GRAMS,0.0106794267870402,0.0406427832102067
mathReading,DELPH,-0.177471487297324,0.0406863343723956
diabetes,GROUP_ALCOHOLICBEVERAGES_TOTAL_KCAL,-0.00683904140169546,0.0407739098805017
Jewish,ICECREAMFREQ,0.923646597935773,0.0408126042346217
right_hand,BERRIESQUAN,1.96210961020008,0.0409020718201547
smoke_rarely,FRIESQUAN,2.88782474501132,0.0410040598789773
never_smoked,CANNEDFRUITFREQ,1.61743082075876,0.0410098951296051
ever_smoked,CANNEDFRUITFREQ,-1.61743082075876,0.0410098951296054
mathReading,EPICATEGC,-0.0288845743268921,0.0410625329102893
diabetes,A_BEV_KC,-0.00681650684228599,0.0411403839135431
favCable,DT_CHLN,-0.00676878384914927,0.0412979882574816
currently_smoke,GROUP_SWEETS_TOTAL_FREQUENCY,-3.12035391572321,0.0412995163980674
unfavCable,T_FLAVAN3OLS,0.0019838333221515,0.0414679115855066
dog,GROUP_BROWN_RICE_DISHES_WITH_TOTAL_GRAMS,0.0654451723095773,0.0416347314726358
mathReading,DONUTSFREQ,0.668594299541672,0.0416872868567979
yesCrash,GROUP_ICE_TEA_HOME_NO_SUGAR_TOTAL_GRAMS,0.00977785795624369,0.0417163633941699
right_hand,COCOAFREQ,-0.515086559554789,0.0418413119476453
noCrash,GROUP_OTHER_PIE_OR_COBBLER_TOTAL_GRAMS,0.365007332944945,0.0418706737115701
mathReading,T_FLAVAN3OLS,-0.00266673353961905,0.0419348803494053
readingMath,ONEADAYYEARS,0.399072147814801,0.0420053806616492
rash,HOTTEAFREQ,-0.28865702212582,0.0420498145597165
mathReading,VEALLAMBGAMEFREQ,-0.634408652726468,0.0420717077034459
quit_smoking,COFFEESUGARTEASPOONS,1.13737498125202,0.0422954297577937
favCable,GROUP_VEAL_LAMB_GOAT_GAME_TOTAL_GRAMS,0.124462388947955,0.0423153253073419
dog,T_FLAVONOIDS,0.00179687051341459,0.0424405157315707
mathReading,PAC_3,-0.119416047154565,0.042450462656583
right_hand,GREENSALADQUAN,2.22096258648861,0.0424973792958143
smoke_often,SHREDDEDWHEATTYPE,3.21887581457696,0.0425848634264314
Jewish,OATSQUARESTYPE,3.21887581457696,0.0425848634264315
Jewish,BOTHKINDSCOFFEETYPE,3.21887581457696,0.0425848634264315
smoke_rarely,MEALREPLACEMENTDRINKSQUAN,3.21887582486818,0.0425907507591525
rash,BERRIESFREQ,-0.449859513543043,0.0428108570373608
unfavCable,THEARBIGN,0.00337944962438371,0.042978038040533
Jewish,GROUP_SOLID_TOTAL_FREQUENCY,0.887068377303625,0.043079017629803
belly,GROUP_ICE_TEA_BOTTLE_NO_SUGAR_TOTAL_GRAMS,-0.030911529196646,0.0431473617192713
diabetes,PUDDINGFREQ,0.789337898663929,0.0433169158415202
atheist,WEEDYARDTIME,-0.864544057145972,0.0435060247772347
currently_smoke,GROUP_SOLID_TOTAL_FREQUENCY,-0.48706371283479,0.0435257699413959
yesCrash,CRACKERSTYPE,-1.45415072896415,0.043612370033506
left_hand,POPCORNTYPE,-0.71699841486024,0.0436448203056314
mathReading,EPICATECG3,-0.0414855738271693,0.043767851357677
favCable,MACANDCHEESEQUAN,-1.09169928224603,0.0438782546411035
unfavCable,THEAFLAVIN,0.178371161468228,0.0439420992857521
unfavCable,THEAFLV33D,0.161626503939401,0.0439978645253536
unfavCable,THEAFLV3PG,0.188729521017348,0.0441413282609915
quit_smoking,BIOCHANIN_A,5.99471865312304,0.0442536249556136
unfavCable,THEAFLV3G,0.224534622718428,0.0442584825909771
favCable,MALS,-0.586679383602363,0.0442803253243705
right_hand,COLDCEREALQUAN,2.04052180794235,0.0445415767960706
favCable,WHOLEGRAINCEREALFREQ,-0.453436952033343,0.0446960763240674
favCable,DT_KCAL,-0.00147907166347692,0.0447128820427057
quit_smoking,WALNUTSFREQ,0.261006453667876,0.0447175330145875
mathReading,WHOLEGRAINCEREALFREQ,-0.272936829884246,0.0447972564410391
mathReading,LIGHTHOUSETIME,-0.944511597851283,0.0447979155954261
left_hand,DT_RET,-0.00656642894252273,0.0448493780495764
smoke_often,SUP_EPA,0.0185779377111699,0.0449457769475647
smoke_often,SUP_DHA,0.0267831759133702,0.0449460281325785
mathReading,OTHERNOODLESQUAN,-0.913341168577226,0.0451543909886516
currently_smoke,AA_BEV,0.641488800497682,0.0451574775972957
