name,url,date,wins
Joe Devlin,http://boxrec.com/boxer/69735,1957-12-05,8
Joe Devlin,http://boxrec.com/boxer/69735,1957-12-17,9
Joe Devlin,http://boxrec.com/boxer/69735,1958-01-09,10
Joe Devlin,http://boxrec.com/boxer/69735,1958-02-27,11
Joe Devlin,http://boxrec.com/boxer/69735,1958-03-17,12
Joe Devlin,http://boxrec.com/boxer/69735,1958-04-07,13
Dick Tobin,http://boxrec.com/boxer/118985,1958-06-18,11
Laszlo Papp,http://boxrec.com/boxer/34798,1958-10-17,4
Laszlo Papp,http://boxrec.com/boxer/34798,1958-12-15,5
Laszlo Papp,http://boxrec.com/boxer/34798,1959-02-09,6
Laszlo Papp,http://boxrec.com/boxer/34798,1959-03-16,7
Laszlo Papp,http://boxrec.com/boxer/34798,1959-09-18,8
Ray Schlamp,http://boxrec.com/boxer/32768,1960-01-15,1
Ray Schlamp,http://boxrec.com/boxer/32768,1960-01-24,2
Ray Schlamp,http://boxrec.com/boxer/32768,1960-01-30,3
Ray Schlamp,http://boxrec.com/boxer/32768,1960-02-09,4
Laszlo Papp,http://boxrec.com/boxer/34798,1960-02-10,9
Ray Schlamp,http://boxrec.com/boxer/32768,1960-04-04,5
Ray Schlamp,http://boxrec.com/boxer/32768,1960-04-11,6
Joe Devlin,http://boxrec.com/boxer/69735,1960-04-12,14
Joe Devlin,http://boxrec.com/boxer/69735,1960-04-29,15
Dick Tobin,http://boxrec.com/boxer/118985,1960-06-07,12
Ray Schlamp,http://boxrec.com/boxer/32768,1960-06-09,7
Ray Schlamp,http://boxrec.com/boxer/32768,1960-06-23,8
Laszlo Papp,http://boxrec.com/boxer/34798,1960-09-23,10
Laszlo Papp,http://boxrec.com/boxer/34798,1960-10-01,11
Laszlo Papp,http://boxrec.com/boxer/34798,1961-02-20,12
Laszlo Papp,http://boxrec.com/boxer/34798,1961-04-08,13
Ray Schlamp,http://boxrec.com/boxer/32768,1961-05-05,9
Ray Schlamp,http://boxrec.com/boxer/32768,1961-06-20,10
Ray Schlamp,http://boxrec.com/boxer/32768,1961-06-27,11
Laszlo Papp,http://boxrec.com/boxer/34798,1961-09-10,14
Ray Schlamp,http://boxrec.com/boxer/32768,1961-10-02,12
Laszlo Papp,http://boxrec.com/boxer/34798,1961-10-13,15
Laszlo Papp,http://boxrec.com/boxer/34798,1961-12-02,16
Laszlo Papp,http://boxrec.com/boxer/34798,1962-03-21,17
Laszlo Papp,http://boxrec.com/boxer/34798,1962-05-16,18
Ray Schlamp,http://boxrec.com/boxer/32768,1962-09-20,13
Ray Schlamp,http://boxrec.com/boxer/32768,1962-09-21,14
Laszlo Papp,http://boxrec.com/boxer/34798,1962-11-19,19
Laszlo Papp,http://boxrec.com/boxer/34798,1963-02-06,20
Laszlo Papp,http://boxrec.com/boxer/34798,1963-03-30,21
Laszlo Papp,http://boxrec.com/boxer/34798,1963-05-17,22
Laszlo Papp,http://boxrec.com/boxer/34798,1963-06-14,23
Laszlo Papp,http://boxrec.com/boxer/34798,1963-12-06,24
Laszlo Papp,http://boxrec.com/boxer/34798,1964-03-13,25
Ray Schlamp,http://boxrec.com/boxer/32768,1964-06-11,15
Laszlo Papp,http://boxrec.com/boxer/34798,1964-07-02,26
Laszlo Papp,http://boxrec.com/boxer/34798,1964-10-09,27
Agustin Senin,http://boxrec.com/boxer/79869,1967-02-25,1
Agustin Senin,http://boxrec.com/boxer/79869,1967-03-11,2
Alex Mack,http://boxrec.com/boxer/93050,1967-10-04,1
Agustin Senin,http://boxrec.com/boxer/79869,1967-10-15,3
Alex Mack,http://boxrec.com/boxer/93050,1967-10-19,2
Agustin Senin,http://boxrec.com/boxer/79869,1967-11-03,4
Alex Mack,http://boxrec.com/boxer/93050,1967-11-06,3
Agustin Senin,http://boxrec.com/boxer/79869,1967-11-16,5
Agustin Senin,http://boxrec.com/boxer/79869,1967-12-01,6
Alex Mack,http://boxrec.com/boxer/93050,1967-12-11,4
Agustin Senin,http://boxrec.com/boxer/79869,1967-12-15,7
Alex Mack,http://boxrec.com/boxer/93050,1968-01-25,5
Agustin Senin,http://boxrec.com/boxer/79869,1968-02-02,8
Agustin Senin,http://boxrec.com/boxer/79869,1968-03-01,9
Alex Mack,http://boxrec.com/boxer/93050,1968-03-22,6
Alex Mack,http://boxrec.com/boxer/93050,1968-05-18,7
Agustin Senin,http://boxrec.com/boxer/79869,1968-05-31,10
Alex Mack,http://boxrec.com/boxer/93050,1968-06-17,8
Alex Mack,http://boxrec.com/boxer/93050,1968-08-07,9
Agustin Senin,http://boxrec.com/boxer/79869,1968-09-27,11
Agustin Senin,http://boxrec.com/boxer/79869,1968-10-30,12
Agustin Senin,http://boxrec.com/boxer/79869,1968-11-09,13
Agustin Senin,http://boxrec.com/boxer/79869,1968-12-05,14
Alex Mack,http://boxrec.com/boxer/93050,1969-01-21,10
Alex Mack,http://boxrec.com/boxer/93050,1969-03-03,11
Agustin Senin,http://boxrec.com/boxer/79869,1969-03-06,15
Roberto Ayala,http://boxrec.com/boxer/94505,1969-03-11,1
Alex Mack,http://boxrec.com/boxer/93050,1969-03-18,12
Agustin Senin,http://boxrec.com/boxer/79869,1969-04-17,16
Agustin Senin,http://boxrec.com/boxer/79869,1969-05-14,17
Agustin Senin,http://boxrec.com/boxer/79869,1969-08-20,18
Agustin Senin,http://boxrec.com/boxer/79869,1969-09-10,19
Agustin Senin,http://boxrec.com/boxer/79869,1969-10-10,20
Agustin Senin,http://boxrec.com/boxer/79869,1969-10-23,21
Agustin Senin,http://boxrec.com/boxer/79869,1969-11-07,22
Alex Mack,http://boxrec.com/boxer/93050,1969-11-25,13
Agustin Senin,http://boxrec.com/boxer/79869,1969-11-28,23
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1969-11-29,1
Agustin Senin,http://boxrec.com/boxer/79869,1969-12-19,24
Agustin Senin,http://boxrec.com/boxer/79869,1970-01-29,25
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-01-30,2
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-02-20,3
Agustin Senin,http://boxrec.com/boxer/79869,1970-03-04,26
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-03-21,4
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-05-08,5
Agustin Senin,http://boxrec.com/boxer/79869,1970-05-23,27
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-06-19,6
Agustin Senin,http://boxrec.com/boxer/79869,1970-06-22,28
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-07-03,7
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-08-07,8
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-08-21,9
Agustin Senin,http://boxrec.com/boxer/79869,1970-09-01,29
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-09-11,10
Agustin Senin,http://boxrec.com/boxer/79869,1970-09-13,30
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-09-29,11
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-10-16,12
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-11-06,13
Agustin Senin,http://boxrec.com/boxer/79869,1970-11-06,31
Roberto Ayala,http://boxrec.com/boxer/94505,1970-12-01,2
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-12-04,14
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1970-12-18,15
Agustin Senin,http://boxrec.com/boxer/79869,1970-12-25,32
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1971-01-22,16
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1971-02-05,17
Agustin Senin,http://boxrec.com/boxer/79869,1971-02-19,33
Roberto Ayala,http://boxrec.com/boxer/94505,1971-03-02,3
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1971-03-05,18
Roberto Ayala,http://boxrec.com/boxer/94505,1971-03-16,4
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1971-05-07,19
Agustin Senin,http://boxrec.com/boxer/79869,1971-05-08,34
Roberto Ayala,http://boxrec.com/boxer/94505,1971-05-18,5
Roberto Ayala,http://boxrec.com/boxer/94505,1971-06-01,6
Roberto Ayala,http://boxrec.com/boxer/94505,1971-06-22,7
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1971-06-25,20
Roberto Ayala,http://boxrec.com/boxer/94505,1971-07-06,8
Agustin Senin,http://boxrec.com/boxer/79869,1971-07-08,35
Roberto Ayala,http://boxrec.com/boxer/94505,1971-07-31,9
Agustin Senin,http://boxrec.com/boxer/79869,1971-08-10,36
Roberto Ayala,http://boxrec.com/boxer/94505,1971-10-06,10
Roberto Ayala,http://boxrec.com/boxer/94505,1971-12-08,11
Agustin Senin,http://boxrec.com/boxer/79869,1971-12-29,37
Agustin Senin,http://boxrec.com/boxer/79869,1972-02-02,38
Agustin Senin,http://boxrec.com/boxer/79869,1972-05-03,39
Roberto Ayala,http://boxrec.com/boxer/94505,1972-06-06,12
Agustin Senin,http://boxrec.com/boxer/79869,1972-06-21,40
Roberto Ayala,http://boxrec.com/boxer/94505,1972-07-09,13
Agustin Senin,http://boxrec.com/boxer/79869,1972-08-15,41
Agustin Senin,http://boxrec.com/boxer/79869,1972-09-27,42
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1973-06-09,1
Roberto Ayala,http://boxrec.com/boxer/94505,1973-07-31,14
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1973-10-06,2
Roberto Ayala,http://boxrec.com/boxer/94505,1973-10-09,15
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1973-12-01,3
Roberto Ayala,http://boxrec.com/boxer/94505,1973-12-04,16
Roberto Ayala,http://boxrec.com/boxer/94505,1973-12-18,17
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1974-03-09,4
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1974-05-18,5
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1974-06-01,6
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1974-07-06,7
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1974-07-20,8
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1974-08-31,9
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1974-10-05,10
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1974-10-19,11
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1974-12-14,12
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1974-12-21,13
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1975-02-08,14
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1975-08-30,15
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1975-12-13,16
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1976-04-10,17
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1976-05-22,18
Lee Canalito,http://boxrec.com/boxer/27620,1977-01-29,1
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1977-03-05,19
Lee Canalito,http://boxrec.com/boxer/27620,1977-03-20,2
Lee Canalito,http://boxrec.com/boxer/27620,1977-04-16,3
Lee Canalito,http://boxrec.com/boxer/27620,1977-05-07,4
Kenny Klingman,http://boxrec.com/boxer/97575,1977-10-15,1
Kenny Klingman,http://boxrec.com/boxer/97575,1977-10-23,2
Calvin Cross,http://boxrec.com/boxer/22275,1977-10-25,1
Kenny Klingman,http://boxrec.com/boxer/97575,1977-10-29,3
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1977-11-19,20
Calvin Cross,http://boxrec.com/boxer/22275,1978-01-23,2
Kenny Klingman,http://boxrec.com/boxer/97575,1978-02-21,4
Kenny Klingman,http://boxrec.com/boxer/97575,1978-03-16,5
Calvin Cross,http://boxrec.com/boxer/22275,1978-03-20,3
Kenny Klingman,http://boxrec.com/boxer/97575,1978-04-14,6
Calvin Cross,http://boxrec.com/boxer/22275,1978-04-27,4
Calvin Cross,http://boxrec.com/boxer/22275,1978-05-08,5
Kenny Klingman,http://boxrec.com/boxer/97575,1978-05-19,7
John Lee,http://boxrec.com/boxer/35611,1978-06-10,1
Kenny Klingman,http://boxrec.com/boxer/97575,1978-06-20,8
John Lee,http://boxrec.com/boxer/35611,1978-07-11,2
Kenny Klingman,http://boxrec.com/boxer/97575,1978-07-18,9
Calvin Cross,http://boxrec.com/boxer/22275,1978-07-24,6
Calvin Cross,http://boxrec.com/boxer/22275,1978-08-28,7
John Lee,http://boxrec.com/boxer/35611,1978-08-28,3
John Lee,http://boxrec.com/boxer/35611,1978-09-19,4
Kenny Klingman,http://boxrec.com/boxer/97575,1978-09-26,10
Calvin Cross,http://boxrec.com/boxer/22275,1978-09-27,8
John Lee,http://boxrec.com/boxer/35611,1978-10-03,5
Calvin Cross,http://boxrec.com/boxer/22275,1978-10-06,9
Mzukisi Skweyiya,http://boxrec.com/boxer/104102,1978-10-07,21
Jimmy Connelly,http://boxrec.com/boxer/63403,1978-10-13,1
Dave Williams,http://boxrec.com/boxer/154826,1978-10-14,1
Kenny Klingman,http://boxrec.com/boxer/97575,1978-10-31,11
John Lee,http://boxrec.com/boxer/35611,1978-11-01,6
John Lee,http://boxrec.com/boxer/35611,1978-11-14,7
Dave Williams,http://boxrec.com/boxer/154826,1978-11-24,2
Lee Canalito,http://boxrec.com/boxer/27620,1978-12-05,5
Jimmy Connelly,http://boxrec.com/boxer/63403,1978-12-26,2
Kenny Klingman,http://boxrec.com/boxer/97575,1979-01-13,12
Dave Williams,http://boxrec.com/boxer/154826,1979-02-10,3
Jimmy Connelly,http://boxrec.com/boxer/63403,1979-02-14,3
John Lee,http://boxrec.com/boxer/35611,1979-02-15,8
Lee Canalito,http://boxrec.com/boxer/27620,1979-02-19,6
Kenny Klingman,http://boxrec.com/boxer/97575,1979-03-05,13
Lee Canalito,http://boxrec.com/boxer/27620,1979-03-16,7
Dave Williams,http://boxrec.com/boxer/154826,1979-03-31,4
John Lee,http://boxrec.com/boxer/35611,1979-04-12,9
Dave Williams,http://boxrec.com/boxer/154826,1979-04-21,5
John Lee,http://boxrec.com/boxer/35611,1979-05-01,10
John Lee,http://boxrec.com/boxer/35611,1979-05-04,11
Jimmy Connelly,http://boxrec.com/boxer/63403,1979-05-11,4
Dave Williams,http://boxrec.com/boxer/154826,1979-05-25,6
John Lee,http://boxrec.com/boxer/35611,1979-06-05,12
Johnny Compo,http://boxrec.com/boxer/23304,1979-06-22,1
Dave Williams,http://boxrec.com/boxer/154826,1979-06-30,7
Johnny Compo,http://boxrec.com/boxer/23304,1979-07-20,2
Kenny Klingman,http://boxrec.com/boxer/97575,1979-07-20,14
Johnny Compo,http://boxrec.com/boxer/23304,1979-08-24,3
Kenny Klingman,http://boxrec.com/boxer/97575,1979-08-24,15
Dave Williams,http://boxrec.com/boxer/154826,1979-09-21,8
Johnny Compo,http://boxrec.com/boxer/23304,1979-09-25,4
Johnny Compo,http://boxrec.com/boxer/23304,1979-10-05,5
Kenny Klingman,http://boxrec.com/boxer/97575,1979-10-05,16
Dave Williams,http://boxrec.com/boxer/154826,1979-10-27,9
John Lee,http://boxrec.com/boxer/35611,1979-10-30,13
Lee Canalito,http://boxrec.com/boxer/27620,1979-11-09,8
Dave Williams,http://boxrec.com/boxer/154826,1979-11-10,10
Johnny Compo,http://boxrec.com/boxer/23304,1979-11-20,6
Dave Williams,http://boxrec.com/boxer/154826,1979-12-14,11
Johnny Compo,http://boxrec.com/boxer/23304,1979-12-14,7
Johnny Compo,http://boxrec.com/boxer/23304,1980-01-13,8
Dave Williams,http://boxrec.com/boxer/154826,1980-01-26,12
Kenny Klingman,http://boxrec.com/boxer/97575,1980-02-05,17
Johnny Compo,http://boxrec.com/boxer/23304,1980-02-10,9
Kenny Klingman,http://boxrec.com/boxer/97575,1980-03-11,18
Johnny Compo,http://boxrec.com/boxer/23304,1980-03-17,10
Romain Mianzula,http://boxrec.com/boxer/92826,1980-03-30,1
Dave Williams,http://boxrec.com/boxer/154826,1980-04-05,13
Dave Williams,http://boxrec.com/boxer/154826,1980-05-03,14
Romain Mianzula,http://boxrec.com/boxer/92826,1980-05-03,2
John Lee,http://boxrec.com/boxer/35611,1980-07-01,14
John Lee,http://boxrec.com/boxer/35611,1980-07-26,15
Jimmy Connelly,http://boxrec.com/boxer/63403,1980-09-05,5
Johnny Compo,http://boxrec.com/boxer/23304,1980-09-23,11
Dave Williams,http://boxrec.com/boxer/154826,1980-09-27,15
Johnny Compo,http://boxrec.com/boxer/23304,1980-10-17,12
Kenny Klingman,http://boxrec.com/boxer/97575,1980-10-17,19
Dave Williams,http://boxrec.com/boxer/154826,1980-10-25,16
Chul Kwon,http://boxrec.com/boxer/170370,1980-11-03,1
Gaetano Ardito,http://boxrec.com/boxer/89096,1980-11-07,1
Jimmy Connelly,http://boxrec.com/boxer/63403,1980-11-14,6
Dave Williams,http://boxrec.com/boxer/154826,1980-11-21,17
Johnny Compo,http://boxrec.com/boxer/23304,1980-11-25,13
Jimmy Connelly,http://boxrec.com/boxer/63403,1980-12-17,7
Gaetano Ardito,http://boxrec.com/boxer/89096,1980-12-26,2
Dave Williams,http://boxrec.com/boxer/154826,1981-02-14,18
Gaetano Ardito,http://boxrec.com/boxer/89096,1981-02-19,3
Jimmy Connelly,http://boxrec.com/boxer/63403,1981-03-06,8
Gaetano Ardito,http://boxrec.com/boxer/89096,1981-03-06,4
Johnny Compo,http://boxrec.com/boxer/23304,1981-03-26,14
Kenny Klingman,http://boxrec.com/boxer/97575,1981-04-08,20
Marvin Shuler,http://boxrec.com/boxer/40086,1981-04-11,1
Gaetano Ardito,http://boxrec.com/boxer/89096,1981-04-17,5
Dave Williams,http://boxrec.com/boxer/154826,1981-05-02,19
Gaetano Ardito,http://boxrec.com/boxer/89096,1981-05-15,6
Chul Kwon,http://boxrec.com/boxer/170370,1981-05-17,2
Jimmy Connelly,http://boxrec.com/boxer/63403,1981-05-19,9
Gaetano Ardito,http://boxrec.com/boxer/89096,1981-05-28,7
Chul Kwon,http://boxrec.com/boxer/170370,1981-06-03,3
Chul Kwon,http://boxrec.com/boxer/170370,1981-06-07,4
Marvin Shuler,http://boxrec.com/boxer/40086,1981-06-17,2
Gaetano Ardito,http://boxrec.com/boxer/89096,1981-06-19,8
Chul Kwon,http://boxrec.com/boxer/170370,1981-06-21,5
Chul Kwon,http://boxrec.com/boxer/170370,1981-06-28,6
Marvin Shuler,http://boxrec.com/boxer/40086,1981-07-18,3
Gaetano Ardito,http://boxrec.com/boxer/89096,1981-07-24,9
Gaetano Ardito,http://boxrec.com/boxer/89096,1981-08-09,10
Marvin Shuler,http://boxrec.com/boxer/40086,1981-08-22,4
Gaetano Ardito,http://boxrec.com/boxer/89096,1981-08-29,11
Chul Kwon,http://boxrec.com/boxer/170370,1981-09-06,7
Jimmy Connelly,http://boxrec.com/boxer/63403,1981-09-18,10
Gaetano Ardito,http://boxrec.com/boxer/89096,1981-09-19,12
Chul Kwon,http://boxrec.com/boxer/170370,1981-10-11,8
Terry Marsh,http://boxrec.com/boxer/31401,1981-10-12,1
Terry Marsh,http://boxrec.com/boxer/31401,1981-10-28,2
Marvin Shuler,http://boxrec.com/boxer/40086,1981-11-07,5
Chul Kwon,http://boxrec.com/boxer/170370,1981-11-18,9
Dave Williams,http://boxrec.com/boxer/154826,1981-11-21,20
Terry Marsh,http://boxrec.com/boxer/31401,1981-11-23,3
